Target,Best Feature LT,R2 LT,Best Feature ID,R2 ID,Best Feature LS,R2 LS,Best Feature 10,R2 10,Best Feature 50,R2 50
vwc,bulk_ec_inv,-5.8815,bulk_ec_inv,-9.0795,bulk_ec_inv,-6.369,bulk_ec_inv,-343.9875,bulk_ec_inv,-0.5900000000000001
