Target,BestFeatureLT,LT,BestFeatureLS,LS,BestFeatureLS2,LS2,BestFeature10,Top_layer,BestFeature50,Bottom_layer
vwc,bulk_ec_inv,-0.088,bulk_ec_inv,0.156,bulk_ec_inv,0.1645,bulk_ec_inv,-0.2645,bulk_ec_inv,-0.008499999999999999
CEC,bulk_ec_inv,-0.1075,bulk_ec_inv,0.28700000000000003,bulk_ec_inv,0.28700000000000003,bulk_ec_inv,0.572,bulk_ec_inv,0.123
clay,bulk_ec_inv,-0.08,bulk_ec_inv,0.294,bulk_ec_inv,0.294,bulk_ec_inv,0.432,bulk_ec_inv,0.0615
bd,bulk_ec_inv,-0.1315,bulk_ec_inv,0.1265,bulk_ec_inv,0.1305,bulk_ec_inv,-0.20500000000000002,bulk_ec_inv,0.1
water_ec_hp,bulk_ec_inv,-0.08,bulk_ec_inv,0.56,bulk_ec_inv,0.585,bulk_ec_inv,0.5375000000000001,bulk_ec_inv,0.1405
