,Extract,Samples loc.,Interface,Forward model,Min. method,Alpha,Remove coil,Start avg.,Constrain,Det. approach,R2,RMSE,MAE,STD,0R2,0RMSE,R2_INV
1,2.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.01,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LT,-10.398,0.172,0.139,0.161,-0.089,0.209,0.01036345
1,2.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,ID,-7.696,0.146,0.122,0.146,0.012,0.2,0.01036345
2,2.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,TRUE,LS,-9.668,0.166,0.131,0.156,-0.068,0.206,0.01036345
0,2.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LT,-11.926,0.182,0.158,0.166,-0.282,0.224,0.156557798
1,2.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,ID,-11.138,0.179,0.153,0.164,-0.304,0.223,0.156557798
2,2.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,TRUE,LS,-11.14,0.177,0.152,0.16,-0.24,0.22,0.156557798
0,2.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.01,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LT,-9.772,0.164,0.136,0.149,-0.174,0.217,0.130610702
1,2.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,ID,-8.015,0.154,0.124,0.14,-0.18,0.213,0.130610702
2,2.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,TRUE,LS,-8.86,0.156,0.129,0.142,-0.135,0.214,0.130610702
0,2.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.01,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LT,-11.922,0.186,0.158,0.166,-0.382,0.231,0.044462455
1,2.5,mean,log,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,ID,-10.359,0.175,0.142,0.162,-0.439,0.234,0.044462455
2,2.5,mean,log,FSlin,ROPE,0.07,FALSE,FALSE,TRUE,LS,-10.984,0.179,0.152,0.16,-0.342,0.226,0.044462455
0,2.5,mean,log,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.07,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,FALSE,FALSE,TRUE,LS,,,,,,,
0,2.5,mean,log,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,mean,log,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,mean,log,FSlin,ROPE,0.2,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-11.429,0.181,0.151,0.188,0.703,0.105,0.987581537
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-11.282,0.166,0.146,0.184,0.76,0.092,0.987581537
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-10.794,0.178,0.148,0.186,0.682,0.108,0.987581537
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-11.429,0.181,0.151,0.188,0.703,0.105,0.987581537
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-11.282,0.166,0.146,0.184,0.76,0.092,0.987581537
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-10.794,0.178,0.148,0.186,0.682,0.108,0.987581537
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-11.064,0.174,0.141,0.176,0.637,0.116,0.989045847
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-10.985,0.166,0.144,0.175,0.662,0.106,0.989045847
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-10.656,0.172,0.141,0.174,0.609,0.12,0.989045847
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-11.064,0.174,0.141,0.176,0.637,0.116,0.989045847
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,ID,-10.985,0.166,0.144,0.175,0.662,0.106,0.989045847
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LS,-10.656,0.172,0.141,0.174,0.609,0.12,0.989045847
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LT,-11.005,0.176,0.144,0.184,0.527,0.129,0.988961745
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,ID,-11.242,0.17,0.145,0.186,0.56,0.128,0.988961745
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,TRUE,TRUE,LS,-10.654,0.176,0.144,0.181,0.49,0.134,0.988961745
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LT,-11.005,0.176,0.144,0.184,0.527,0.129,0.988961745
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,ID,-11.242,0.17,0.145,0.186,0.56,0.128,0.988961745
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,TRUE,FALSE,LS,-10.654,0.176,0.144,0.181,0.49,0.134,0.988961745
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LT,-11.104,0.176,0.144,0.182,0.468,0.137,0.990184192
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,ID,-11.219,0.172,0.15,0.182,0.496,0.14,0.990184192
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,FALSE,TRUE,LS,-11.164,0.174,0.146,0.18,0.434,0.144,0.990184192
0,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LT,-11.104,0.176,0.144,0.182,0.468,0.137,0.990184192
1,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,ID,-11.219,0.172,0.15,0.182,0.496,0.14,0.990184192
2,2.5,closest,observed,FSeq,Gauss-Newton,0.01,FALSE,FALSE,FALSE,LS,-11.164,0.174,0.146,0.18,0.434,0.144,0.990184192
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LT,-15.517,0.201,0.176,0.202,0.829,0.077,0.968287336
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,ID,-12.211,0.181,0.154,0.188,0.98,0.024,0.968287336
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,TRUE,TRUE,LS,-15.231,0.199,0.174,0.2,0.847,0.073,0.968287336
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LT,-15.517,0.201,0.176,0.202,0.829,0.077,0.968287336
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,ID,-12.211,0.181,0.154,0.188,0.98,0.024,0.968287336
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,TRUE,FALSE,LS,-15.231,0.199,0.174,0.2,0.847,0.073,0.968287336
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LT,-15.078,0.2,0.17,0.194,0.835,0.073,0.968515227
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,ID,-12.628,0.18,0.153,0.178,0.972,0.034,0.968515227
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,FALSE,TRUE,LS,-14.515,0.198,0.167,0.192,0.845,0.072,0.968515227
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LT,-15.078,0.2,0.17,0.194,0.835,0.073,0.968515227
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,ID,-12.628,0.18,0.153,0.178,0.972,0.034,0.968515227
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,TRUE,FALSE,FALSE,LS,-14.515,0.198,0.167,0.192,0.845,0.072,0.968515227
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LT,-14.678,0.199,0.172,0.202,0.852,0.071,0.968764813
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,ID,-11.93,0.179,0.158,0.187,0.993,0.016,0.968764813
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,TRUE,TRUE,LS,-14.462,0.197,0.17,0.201,0.856,0.068,0.968764813
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LT,-14.678,0.199,0.172,0.202,0.852,0.071,0.968764813
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,ID,-11.93,0.179,0.158,0.187,0.993,0.016,0.968764813
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,TRUE,FALSE,LS,-14.462,0.197,0.17,0.201,0.856,0.068,0.968764813
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LT,-14.127,0.194,0.166,0.194,0.864,0.068,0.970257714
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,ID,-11.919,0.176,0.153,0.178,0.988,0.022,0.970257714
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,FALSE,TRUE,LS,-13.992,0.193,0.164,0.192,0.866,0.068,0.970257714
0,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LT,-14.127,0.194,0.166,0.194,0.864,0.068,0.970257714
1,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,ID,-11.919,0.176,0.153,0.178,0.988,0.022,0.970257714
2,2.5,closest,observed,FSeq,Gauss-Newton,0.07,FALSE,FALSE,FALSE,LS,-13.992,0.193,0.164,0.192,0.866,0.068,0.970257714
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LT,-16.522,0.213,0.184,0.178,0.657,0.104,0.924967617
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,ID,-14.484,0.2,0.168,0.168,0.796,0.088,0.924967617
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,TRUE,TRUE,LS,-16.354,0.212,0.183,0.175,0.669,0.102,0.924967617
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LT,-16.522,0.213,0.184,0.178,0.657,0.104,0.924967617
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,ID,-14.484,0.2,0.168,0.168,0.796,0.088,0.924967617
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,TRUE,FALSE,LS,-16.354,0.212,0.183,0.175,0.669,0.102,0.924967617
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LT,-16.72,0.208,0.182,0.164,0.61,0.111,0.922209063
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,ID,-14.96,0.204,0.174,0.157,0.729,0.1,0.922209063
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,FALSE,TRUE,LS,-16.554,0.207,0.181,0.161,0.609,0.111,0.922209063
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LT,-16.72,0.208,0.182,0.164,0.61,0.111,0.922209063
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,ID,-14.96,0.204,0.174,0.157,0.729,0.1,0.922209063
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,TRUE,FALSE,FALSE,LS,-16.554,0.207,0.181,0.161,0.609,0.111,0.922209063
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LT,-15.945,0.207,0.176,0.188,0.756,0.092,0.933340638
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,ID,-13.648,0.192,0.16,0.179,0.891,0.065,0.933340638
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,TRUE,TRUE,LS,-15.776,0.206,0.176,0.188,0.765,0.09,0.933340638
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LT,-15.945,0.207,0.176,0.188,0.756,0.092,0.933340638
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,ID,-13.648,0.192,0.16,0.179,0.891,0.065,0.933340638
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,TRUE,FALSE,LS,-15.776,0.206,0.176,0.188,0.765,0.09,0.933340638
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LT,-15.203,0.201,0.172,0.174,0.718,0.096,0.932811722
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,ID,-13.411,0.192,0.162,0.162,0.846,0.077,0.932811722
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,FALSE,TRUE,LS,-15.066,0.2,0.172,0.172,0.724,0.096,0.932811722
0,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LT,-15.203,0.201,0.172,0.174,0.718,0.096,0.932811722
1,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,ID,-13.411,0.192,0.162,0.162,0.846,0.077,0.932811722
2,2.5,closest,observed,FSeq,Gauss-Newton,0.2,FALSE,FALSE,FALSE,LS,-15.066,0.2,0.172,0.172,0.724,0.096,0.932811722
0,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,FALSE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,FALSE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,FALSE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.01,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,FALSE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,FALSE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,FALSE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.07,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,TRUE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,TRUE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,FALSE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,TRUE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,TRUE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,TRUE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,TRUE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,TRUE,FALSE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,FALSE,TRUE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,FALSE,TRUE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,FALSE,TRUE,LS,,,,,,,
0,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,LT,,,,,,,
1,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,ID,,,,,,,
2,2.5,closest,observed,FSeq,ROPE,0.2,FALSE,FALSE,FALSE,LS,,,,,,,
0,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LT,-21.863,0.247,0.224,0.219,-1.037,0.28,0.9560467
1,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,ID,-22.878,0.249,0.221,0.226,-1.002,0.279,0.9560467
2,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,TRUE,TRUE,LS,-22.074,0.249,0.224,0.222,-1.112,0.284,0.9560467
0,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LT,-21.863,0.247,0.224,0.219,-1.037,0.28,0.9560467
1,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,ID,-22.878,0.249,0.221,0.226,-1.002,0.279,0.9560467
2,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,TRUE,FALSE,LS,-22.074,0.249,0.224,0.222,-1.112,0.284,0.9560467
0,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LT,-21.863,0.247,0.224,0.219,-1.037,0.28,0.9560467
1,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,ID,-22.878,0.249,0.221,0.226,-1.002,0.279,0.9560467
2,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,FALSE,TRUE,LS,-22.074,0.249,0.224,0.222,-1.112,0.284,0.9560467
0,2.5,closest,observed,CS,Gauss-Newton,0.01,TRUE,FALSE,FALSE,LT,-21.863,0.247,0.224,0.219,-1.037,0.28,0.9560467
