,cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
0,0.2,10,closest,CS,ROPE,0.01,False,False,True,LT,-1.971,0.141,-0.85,0.234
1,0.2,10,closest,CS,ROPE,0.01,False,False,True,ID,-4.242,0.194,-0.003,0.174
2,0.2,10,closest,CS,ROPE,0.01,False,False,True,LS,-1.444,0.132,-0.188,0.19
0,0.2,10,closest,CS,ROPE,0.01,False,False,False,LT,-4.998,0.21,0.073,0.163
1,0.2,10,closest,CS,ROPE,0.01,False,False,False,ID,-7.76,0.26,0.761,0.084
2,0.2,10,closest,CS,ROPE,0.01,False,False,False,LS,-6.14,0.236,0.345,0.14
0,0.2,10,closest,CS,ROPE,0.07,True,True,True,LT,-3.963,0.196,-1.27,0.256
1,0.2,10,closest,CS,ROPE,0.07,True,True,True,ID,-6.552,0.244,-0.565,0.212
2,0.2,10,closest,CS,ROPE,0.07,True,True,True,LS,-2.678,0.168,-0.417,0.202
0,0.2,10,closest,CS,ROPE,0.07,True,True,False,LT,-4.454,0.204,0.065,0.161
1,0.2,10,closest,CS,ROPE,0.07,True,True,False,ID,-7.434,0.257,0.764,0.081
2,0.2,10,closest,CS,ROPE,0.07,True,True,False,LS,-5.534,0.222,0.43,0.128
0,0.2,10,closest,CS,ROPE,0.07,True,False,True,LT,-3.46,0.188,-1.169,0.249
1,0.2,10,closest,CS,ROPE,0.07,True,False,True,ID,-5.14,0.221,-0.2,0.188
2,0.2,10,closest,CS,ROPE,0.07,True,False,True,LS,-2.436,0.163,-0.368,0.198
0,0.2,10,closest,CS,ROPE,0.07,True,False,False,LT,-4.714,0.211,-0.014,0.169
1,0.2,10,closest,CS,ROPE,0.07,True,False,False,ID,-8.321,0.266,0.595,0.106
2,0.2,10,closest,CS,ROPE,0.07,True,False,False,LS,-5.884,0.232,0.38,0.132
0,0.2,10,closest,CS,ROPE,0.07,False,True,True,LT,-2.88,0.176,-1.259,0.258
1,0.2,10,closest,CS,ROPE,0.07,False,True,True,ID,-4.811,0.214,-0.285,0.192
2,0.2,10,closest,CS,ROPE,0.07,False,True,True,LS,-1.794,0.148,-0.438,0.208
0,0.2,10,closest,CS,ROPE,0.07,False,True,False,LT,-4.427,0.204,-0.041,0.172
1,0.2,10,closest,CS,ROPE,0.07,False,True,False,ID,-7.33,0.254,0.698,0.098
2,0.2,10,closest,CS,ROPE,0.07,False,True,False,LS,-6.206,0.23,0.24,0.153
0,0.2,10,closest,CS,ROPE,0.07,False,False,True,LT,-3.053,0.186,-0.962,0.24
1,0.2,10,closest,CS,ROPE,0.07,False,False,True,ID,-5.249,0.22,-0.022,0.175
2,0.2,10,closest,CS,ROPE,0.07,False,False,True,LS,-2.211,0.162,-0.187,0.188
0,0.2,10,closest,CS,ROPE,0.07,False,False,False,LT,-4.844,0.208,0.22,0.153
1,0.2,10,closest,CS,ROPE,0.07,False,False,False,ID,-8.183,0.266,0.768,0.082
2,0.2,10,closest,CS,ROPE,0.07,False,False,False,LS,-6.334,0.236,0.474,0.123
0,0.2,10,closest,CS,ROPE,0.2,True,True,True,LT,-2.732,0.167,-0.978,0.24
1,0.2,10,closest,CS,ROPE,0.2,True,True,True,ID,-5.207,0.222,-0.204,0.19
2,0.2,10,closest,CS,ROPE,0.2,True,True,True,LS,-1.756,0.148,-0.218,0.192
0,0.2,10,closest,CS,ROPE,0.2,True,True,False,LT,-4.264,0.201,0.177,0.162
1,0.2,10,closest,CS,ROPE,0.2,True,True,False,ID,-7.478,0.252,0.836,0.068
2,0.2,10,closest,CS,ROPE,0.2,True,True,False,LS,-5.662,0.226,0.448,0.127
0,0.2,10,closest,CS,ROPE,0.2,True,False,True,LT,-2.967,0.18,-0.888,0.238
1,0.2,10,closest,CS,ROPE,0.2,True,False,True,ID,-5.529,0.222,-0.096,0.18
2,0.2,10,closest,CS,ROPE,0.2,True,False,True,LS,-2.146,0.156,-0.166,0.187
0,0.2,10,closest,CS,ROPE,0.2,True,False,False,LT,-4.209,0.202,0.286,0.146
1,0.2,10,closest,CS,ROPE,0.2,True,False,False,ID,-7.953,0.259,0.762,0.083
2,0.2,10,closest,CS,ROPE,0.2,True,False,False,LS,-5.623,0.225,0.556,0.113
0,0.2,10,closest,CS,ROPE,0.2,False,True,True,LT,-2.374,0.158,-0.821,0.235
1,0.2,10,closest,CS,ROPE,0.2,False,True,True,ID,-5.183,0.218,-0.112,0.181
2,0.2,10,closest,CS,ROPE,0.2,False,True,True,LS,-1.656,0.142,-0.068,0.182
0,0.2,10,closest,CS,ROPE,0.2,False,True,False,LT,-4.124,0.2,0.096,0.162
1,0.2,10,closest,CS,ROPE,0.2,False,True,False,ID,-7.53,0.251,0.741,0.086
2,0.2,10,closest,CS,ROPE,0.2,False,True,False,LS,-5.196,0.219,0.448,0.13
0,0.2,10,closest,CS,ROPE,0.2,False,False,True,LT,-3.074,0.174,-1.134,0.252
1,0.2,10,closest,CS,ROPE,0.2,False,False,True,ID,-5.039,0.218,-0.318,0.199
2,0.2,10,closest,CS,ROPE,0.2,False,False,True,LS,-1.94,0.148,-0.345,0.202
0,0.2,10,closest,CS,ROPE,0.2,False,False,False,LT,-4.42,0.206,0.09,0.164
1,0.2,10,closest,CS,ROPE,0.2,False,False,False,ID,-8.07,0.262,0.769,0.084
2,0.2,10,closest,CS,ROPE,0.2,False,False,False,LS,-5.56,0.226,0.44,0.128
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,True,True,LT,-7.548,0.256,0.034,0.17
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,True,True,ID,-9.6,0.289,0.913,0.051
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,True,True,LS,-7.745,0.256,0.288,0.142
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,LT,-7.548,0.256,0.034,0.17
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,ID,-9.6,0.289,0.913,0.051
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,LS,-7.745,0.256,0.288,0.142
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,LT,-7.548,0.256,0.034,0.17
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,ID,-9.6,0.289,0.913,0.051
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,LS,-7.745,0.256,0.288,0.142
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,LT,-7.548,0.256,0.034,0.17
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.6,0.289,0.913,0.051
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,LS,-7.745,0.256,0.288,0.142
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,LT,-7.504,0.25,0.344,0.136
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.574,0.3,0.502,0.118
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.616,0.264,0.25,0.148
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,LT,-7.504,0.25,0.344,0.136
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.574,0.3,0.502,0.118
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.616,0.264,0.25,0.148
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,LT,-7.504,0.25,0.344,0.136
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.574,0.3,0.502,0.118
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.616,0.264,0.25,0.148
0,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,LT,-7.504,0.25,0.344,0.136
1,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.574,0.3,0.502,0.118
2,0.2,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.616,0.264,0.25,0.148
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.681,0.259,-0.025,0.176
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.642,0.29,0.858,0.064
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.63,0.256,0.274,0.146
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.681,0.259,-0.025,0.176
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.642,0.29,0.858,0.064
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.63,0.256,0.274,0.146
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.681,0.259,-0.025,0.176
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.642,0.29,0.858,0.064
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.63,0.256,0.274,0.146
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.681,0.259,-0.025,0.176
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.642,0.29,0.858,0.064
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.63,0.256,0.274,0.146
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.804,0.244,0.218,0.152
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.613,0.282,0.982,0.023
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,LS,-7.057,0.244,0.444,0.13
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.804,0.244,0.218,0.152
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.613,0.282,0.982,0.023
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,LS,-7.057,0.244,0.444,0.13
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.804,0.244,0.218,0.152
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.613,0.282,0.982,0.023
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,LS,-7.057,0.244,0.444,0.13
0,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.804,0.244,0.218,0.152
1,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.613,0.282,0.982,0.023
2,0.2,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,LS,-7.057,0.244,0.444,0.13
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.984,0.26,0.037,0.171
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.898,0.29,0.843,0.067
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.812,0.254,0.332,0.14
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.984,0.26,0.037,0.171
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.898,0.29,0.843,0.067
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.812,0.254,0.332,0.14
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.984,0.26,0.037,0.171
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.898,0.29,0.843,0.067
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.812,0.254,0.332,0.14
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.984,0.26,0.037,0.171
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.898,0.29,0.843,0.067
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.812,0.254,0.332,0.14
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,LT,-7.258,0.251,0.12,0.162
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,ID,-9.494,0.281,0.935,0.043
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,LS,-7.068,0.245,0.382,0.134
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,LT,-7.258,0.251,0.12,0.162
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,ID,-9.494,0.281,0.935,0.043
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,LS,-7.068,0.245,0.382,0.134
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,LT,-7.258,0.251,0.12,0.162
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,ID,-9.494,0.281,0.935,0.043
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,LS,-7.068,0.245,0.382,0.134
0,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,LT,-7.258,0.251,0.12,0.162
1,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,ID,-9.494,0.281,0.935,0.043
2,0.2,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,LS,-7.068,0.245,0.382,0.134
0,0.2,10,closest,FSlin,ROPE,0.01,True,True,True,LT,-2.846,0.172,-0.989,0.243
1,0.2,10,closest,FSlin,ROPE,0.01,True,True,True,ID,-5.268,0.22,-0.26,0.194
2,0.2,10,closest,FSlin,ROPE,0.01,True,True,True,LS,-1.97,0.15,-0.259,0.196
0,0.2,10,closest,FSlin,ROPE,0.01,True,True,False,LT,-4.973,0.218,0.136,0.162
1,0.2,10,closest,FSlin,ROPE,0.01,True,True,False,ID,-8.25,0.268,0.819,0.072
2,0.2,10,closest,FSlin,ROPE,0.01,True,True,False,LS,-6.438,0.238,0.45,0.128
0,0.2,10,closest,FSlin,ROPE,0.01,True,False,True,LT,-3.3,0.185,-1.131,0.25
1,0.2,10,closest,FSlin,ROPE,0.01,True,False,True,ID,-5.37,0.224,-0.218,0.194
2,0.2,10,closest,FSlin,ROPE,0.01,True,False,True,LS,-2.261,0.16,-0.366,0.198
0,0.2,10,closest,FSlin,ROPE,0.01,True,False,False,LT,-4.658,0.214,0.018,0.169
1,0.2,10,closest,FSlin,ROPE,0.01,True,False,False,ID,-8.156,0.263,0.604,0.106
2,0.2,10,closest,FSlin,ROPE,0.01,True,False,False,LS,-6.042,0.23,0.386,0.134
0,0.2,10,closest,FSlin,ROPE,0.01,False,True,True,LT,-2.848,0.172,-0.956,0.238
1,0.2,10,closest,FSlin,ROPE,0.01,False,True,True,ID,-4.537,0.206,0.038,0.17
2,0.2,10,closest,FSlin,ROPE,0.01,False,True,True,LS,-2.11,0.155,-0.228,0.192
0,0.2,10,closest,FSlin,ROPE,0.01,False,True,False,LT,-4.47,0.202,0.197,0.153
1,0.2,10,closest,FSlin,ROPE,0.01,False,True,False,ID,-7.7,0.261,0.739,0.087
2,0.2,10,closest,FSlin,ROPE,0.01,False,True,False,LS,-5.966,0.226,0.488,0.125
0,0.2,10,closest,FSlin,ROPE,0.01,False,False,True,LT,-2.842,0.162,-0.96,0.244
1,0.2,10,closest,FSlin,ROPE,0.01,False,False,True,ID,-5.071,0.21,-0.14,0.186
2,0.2,10,closest,FSlin,ROPE,0.01,False,False,True,LS,-1.88,0.147,-0.236,0.195
0,0.2,10,closest,FSlin,ROPE,0.01,False,False,False,LT,-5.013,0.214,0.065,0.162
1,0.2,10,closest,FSlin,ROPE,0.01,False,False,False,ID,-8.229,0.266,0.722,0.088
2,0.2,10,closest,FSlin,ROPE,0.01,False,False,False,LS,-6.508,0.239,0.358,0.136
0,0.2,10,closest,FSlin,ROPE,0.07,True,True,True,LT,-3.582,0.19,-0.998,0.244
1,0.2,10,closest,FSlin,ROPE,0.07,True,True,True,ID,-5.795,0.235,-0.118,0.183
2,0.2,10,closest,FSlin,ROPE,0.07,True,True,True,LS,-2.836,0.17,-0.23,0.192
0,0.2,10,closest,FSlin,ROPE,0.07,True,True,False,LT,-5.102,0.219,0.232,0.148
1,0.2,10,closest,FSlin,ROPE,0.07,True,True,False,ID,-8.816,0.273,0.781,0.08
2,0.2,10,closest,FSlin,ROPE,0.07,True,True,False,LS,-6.609,0.242,0.522,0.12
0,0.2,10,closest,FSlin,ROPE,0.07,True,False,True,LT,-3.504,0.19,-0.956,0.238
1,0.2,10,closest,FSlin,ROPE,0.07,True,False,True,ID,-5.419,0.224,-0.064,0.178
2,0.2,10,closest,FSlin,ROPE,0.07,True,False,True,LS,-2.481,0.165,-0.128,0.187
0,0.2,10,closest,FSlin,ROPE,0.07,True,False,False,LT,-4.836,0.208,0.207,0.156
1,0.2,10,closest,FSlin,ROPE,0.07,True,False,False,ID,-8.708,0.268,0.702,0.092
2,0.2,10,closest,FSlin,ROPE,0.07,True,False,False,LS,-6.179,0.233,0.502,0.121
0,0.2,10,closest,FSlin,ROPE,0.07,False,True,True,LT,-3.508,0.184,-1.344,0.256
1,0.2,10,closest,FSlin,ROPE,0.07,False,True,True,ID,-5.282,0.219,-0.246,0.192
2,0.2,10,closest,FSlin,ROPE,0.07,False,True,True,LS,-2.453,0.158,-0.486,0.203
0,0.2,10,closest,FSlin,ROPE,0.07,False,True,False,LT,-4.525,0.208,0.264,0.145
1,0.2,10,closest,FSlin,ROPE,0.07,False,True,False,ID,-8.236,0.262,0.832,0.069
2,0.2,10,closest,FSlin,ROPE,0.07,False,True,False,LS,-5.903,0.229,0.558,0.112
0,0.2,10,closest,FSlin,ROPE,0.07,False,False,True,LT,-3.234,0.182,-0.984,0.24
1,0.2,10,closest,FSlin,ROPE,0.07,False,False,True,ID,-5.752,0.23,-0.17,0.184
2,0.2,10,closest,FSlin,ROPE,0.07,False,False,True,LS,-2.38,0.159,-0.194,0.186
0,0.2,10,closest,FSlin,ROPE,0.07,False,False,False,LT,-4.608,0.207,0.051,0.167
1,0.2,10,closest,FSlin,ROPE,0.07,False,False,False,ID,-7.748,0.259,0.768,0.08
2,0.2,10,closest,FSlin,ROPE,0.07,False,False,False,LS,-6.04,0.23,0.356,0.137
0,0.2,10,closest,FSlin,ROPE,0.2,True,True,True,LT,-3.189,0.178,-1.138,0.249
1,0.2,10,closest,FSlin,ROPE,0.2,True,True,True,ID,-5.609,0.229,-0.362,0.195
2,0.2,10,closest,FSlin,ROPE,0.2,True,True,True,LS,-2.181,0.156,-0.331,0.197
0,0.2,10,closest,FSlin,ROPE,0.2,True,True,False,LT,-4.685,0.204,0.221,0.153
1,0.2,10,closest,FSlin,ROPE,0.2,True,True,False,ID,-7.95,0.26,0.812,0.076
2,0.2,10,closest,FSlin,ROPE,0.2,True,True,False,LS,-6.008,0.229,0.526,0.121
0,0.2,10,closest,FSlin,ROPE,0.2,True,False,True,LT,-2.942,0.176,-1.072,0.244
1,0.2,10,closest,FSlin,ROPE,0.2,True,False,True,ID,-5.374,0.226,-0.177,0.189
2,0.2,10,closest,FSlin,ROPE,0.2,True,False,True,LS,-2.029,0.156,-0.308,0.194
0,0.2,10,closest,FSlin,ROPE,0.2,True,False,False,LT,-4.164,0.201,0.186,0.154
1,0.2,10,closest,FSlin,ROPE,0.2,True,False,False,ID,-7.67,0.26,0.71,0.093
2,0.2,10,closest,FSlin,ROPE,0.2,True,False,False,LS,-5.552,0.221,0.528,0.121
0,0.2,10,closest,FSlin,ROPE,0.2,False,True,True,LT,-2.694,0.168,-0.73,0.227
1,0.2,10,closest,FSlin,ROPE,0.2,False,True,True,ID,-5.767,0.225,-0.061,0.178
2,0.2,10,closest,FSlin,ROPE,0.2,False,True,True,LS,-2.013,0.154,-0.083,0.175
0,0.2,10,closest,FSlin,ROPE,0.2,False,True,False,LT,-4.64,0.212,0.199,0.154
1,0.2,10,closest,FSlin,ROPE,0.2,False,True,False,ID,-8.363,0.262,0.785,0.08
2,0.2,10,closest,FSlin,ROPE,0.2,False,True,False,LS,-6.296,0.234,0.497,0.124
0,0.2,10,closest,FSlin,ROPE,0.2,False,False,True,LT,-2.708,0.168,-0.986,0.238
1,0.2,10,closest,FSlin,ROPE,0.2,False,False,True,ID,-5.199,0.214,-0.224,0.188
2,0.2,10,closest,FSlin,ROPE,0.2,False,False,True,LS,-1.773,0.145,-0.27,0.19
0,0.2,10,closest,FSlin,ROPE,0.2,False,False,False,LT,-4.199,0.198,0.266,0.15
1,0.2,10,closest,FSlin,ROPE,0.2,False,False,False,ID,-7.469,0.255,0.86,0.064
2,0.2,10,closest,FSlin,ROPE,0.2,False,False,False,LS,-5.655,0.226,0.546,0.117
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,LT,-8.119,0.26,-1.775,0.315
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,ID,-9.617,0.287,-2.213,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,LS,-7.945,0.258,-1.836,0.317
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,LT,-8.119,0.26,-1.775,0.315
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,ID,-9.617,0.287,-2.213,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,LS,-7.945,0.258,-1.836,0.317
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,LT,-8.119,0.26,-1.775,0.315
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.617,0.287,-2.213,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.945,0.258,-1.836,0.317
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,LT,-8.119,0.26,-1.775,0.315
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.617,0.287,-2.213,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,LS,-7.945,0.258,-1.836,0.317
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,LT,-7.59,0.252,-2.339,0.335
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.922,0.305,-2.796,0.375
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,LS,-8.958,0.269,-2.482,0.348
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,LT,-7.59,0.252,-2.339,0.335
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.922,0.305,-2.796,0.375
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,LS,-8.958,0.269,-2.482,0.348
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LT,-7.59,0.252,-2.339,0.335
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.922,0.305,-2.796,0.375
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.958,0.269,-2.482,0.348
0,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,LT,-7.59,0.252,-2.339,0.335
1,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.922,0.305,-2.796,0.375
2,0.2,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,LS,-8.958,0.269,-2.482,0.348
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,LT,-8.046,0.262,-1.725,0.309
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.644,0.286,-1.995,0.332
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.733,0.256,-1.705,0.311
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,LT,-8.046,0.262,-1.725,0.309
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.644,0.286,-1.995,0.332
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.733,0.256,-1.705,0.311
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,LT,-8.046,0.262,-1.725,0.309
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.644,0.286,-1.995,0.332
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.733,0.256,-1.705,0.311
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,LT,-8.046,0.262,-1.725,0.309
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.644,0.286,-1.995,0.332
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.733,0.256,-1.705,0.311
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,LT,-6.616,0.24,-1.7,0.306
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,ID,-9.17,0.278,-2.229,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.645,0.239,-1.771,0.31
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,LT,-6.616,0.24,-1.7,0.306
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,ID,-9.17,0.278,-2.229,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.645,0.239,-1.771,0.31
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,LT,-6.616,0.24,-1.7,0.306
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,ID,-9.17,0.278,-2.229,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.645,0.239,-1.771,0.31
0,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,LT,-6.616,0.24,-1.7,0.306
1,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,ID,-9.17,0.278,-2.229,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.645,0.239,-1.771,0.31
0,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.94,0.26,-1.637,0.31
1,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.68,0.286,-1.912,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.662,0.254,-1.668,0.312
0,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.94,0.26,-1.637,0.31
1,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.68,0.286,-1.912,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.662,0.254,-1.668,0.312
0,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.94,0.26,-1.637,0.31
1,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.68,0.286,-1.912,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.662,0.254,-1.668,0.312
0,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.94,0.26,-1.637,0.31
1,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.68,0.286,-1.912,0.336
2,0.2,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.662,0.254,-1.668,0.312
0,0.2,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,LT,-6.722,0.243,-1.57,0.3
1,0.2,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,ID,-8.993,0.274,-1.949,0.328
2,0.2,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.674,0.239,-1.604,0.302
0,0.2,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,LT,-6.722,0.243,-1.57,0.3
