,cl,percent,Samples location,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,True,False,LS,-7.014,0.244,0.34,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,LT,-6.794,0.244,0.048,0.169
1,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,ID,-9.008,0.28,0.937,0.043
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,False,True,LS,-7.014,0.244,0.34,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,LT,-6.794,0.244,0.048,0.169
1,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.008,0.28,0.937,0.043
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,True,False,False,LS,-7.014,0.244,0.34,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,LT,-6.936,0.239,0.333,0.139
1,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.292,0.299,0.526,0.116
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.251,0.258,0.242,0.15
0,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,LT,-6.936,0.239,0.333,0.139
1,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.292,0.299,0.526,0.116
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.251,0.258,0.242,0.15
0,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,LT,-6.936,0.239,0.333,0.139
1,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.292,0.299,0.526,0.116
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.251,0.258,0.242,0.15
0,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,LT,-6.936,0.239,0.333,0.139
1,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.292,0.299,0.526,0.116
2,0.3,10,closest,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.251,0.258,0.242,0.15
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.114,0.248,0.032,0.171
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.258,0.282,0.879,0.058
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.01,0.246,0.342,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.114,0.248,0.032,0.171
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.258,0.282,0.879,0.058
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.01,0.246,0.342,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.114,0.248,0.032,0.171
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.258,0.282,0.879,0.058
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.01,0.246,0.342,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.114,0.248,0.032,0.171
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.258,0.282,0.879,0.058
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.01,0.246,0.342,0.14
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.087,0.23,0.27,0.15
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.12,0.273,0.993,0.014
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,True,True,LS,-6.407,0.234,0.492,0.122
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.087,0.23,0.27,0.15
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.12,0.273,0.993,0.014
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,True,False,LS,-6.407,0.234,0.492,0.122
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.087,0.23,0.27,0.15
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.12,0.273,0.993,0.014
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,False,True,LS,-6.407,0.234,0.492,0.122
0,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.087,0.23,0.27,0.15
1,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.12,0.273,0.993,0.014
2,0.3,10,closest,FSlin,Gauss-Newton,0.07,False,False,False,LS,-6.407,0.234,0.492,0.122
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.395,0.251,0.079,0.167
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.479,0.284,0.858,0.063
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.292,0.25,0.382,0.136
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.395,0.251,0.079,0.167
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.479,0.284,0.858,0.063
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.292,0.25,0.382,0.136
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.395,0.251,0.079,0.167
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.479,0.284,0.858,0.063
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.292,0.25,0.382,0.136
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.395,0.251,0.079,0.167
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.479,0.284,0.858,0.063
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.292,0.25,0.382,0.136
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,LT,-6.334,0.231,0.182,0.158
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,ID,-8.875,0.27,0.946,0.04
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,True,True,LS,-6.525,0.236,0.46,0.125
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,LT,-6.334,0.231,0.182,0.158
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,ID,-8.875,0.27,0.946,0.04
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,True,False,LS,-6.525,0.236,0.46,0.125
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,LT,-6.334,0.231,0.182,0.158
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,ID,-8.875,0.27,0.946,0.04
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,False,True,LS,-6.525,0.236,0.46,0.125
0,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,LT,-6.334,0.231,0.182,0.158
1,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,ID,-8.875,0.27,0.946,0.04
2,0.3,10,closest,FSlin,Gauss-Newton,0.2,False,False,False,LS,-6.525,0.236,0.46,0.125
0,0.3,10,closest,FSlin,ROPE,0.01,True,True,True,LT,-2.771,0.173,-1.07,0.248
1,0.3,10,closest,FSlin,ROPE,0.01,True,True,True,ID,-5.072,0.215,-0.2,0.188
2,0.3,10,closest,FSlin,ROPE,0.01,True,True,True,LS,-1.892,0.147,-0.358,0.199
0,0.3,10,closest,FSlin,ROPE,0.01,True,True,False,LT,-4.503,0.208,0.042,0.168
1,0.3,10,closest,FSlin,ROPE,0.01,True,True,False,ID,-7.856,0.259,0.736,0.09
2,0.3,10,closest,FSlin,ROPE,0.01,True,True,False,LS,-5.534,0.228,0.414,0.134
0,0.3,10,closest,FSlin,ROPE,0.01,True,False,True,LT,-2.718,0.171,-1.011,0.244
1,0.3,10,closest,FSlin,ROPE,0.01,True,False,True,ID,-4.996,0.215,-0.132,0.186
2,0.3,10,closest,FSlin,ROPE,0.01,True,False,True,LS,-1.795,0.147,-0.307,0.193
0,0.3,10,closest,FSlin,ROPE,0.01,True,False,False,LT,-4.598,0.208,0.161,0.162
1,0.3,10,closest,FSlin,ROPE,0.01,True,False,False,ID,-8.302,0.263,0.717,0.094
2,0.3,10,closest,FSlin,ROPE,0.01,True,False,False,LS,-5.95,0.227,0.493,0.126
0,0.3,10,closest,FSlin,ROPE,0.01,False,True,True,LT,-1.642,0.141,-0.906,0.234
1,0.3,10,closest,FSlin,ROPE,0.01,False,True,True,ID,-3.584,0.182,0.032,0.169
2,0.3,10,closest,FSlin,ROPE,0.01,False,True,True,LS,-1.21,0.132,-0.288,0.193
0,0.3,10,closest,FSlin,ROPE,0.01,False,True,False,LT,-4.932,0.216,0.218,0.152
1,0.3,10,closest,FSlin,ROPE,0.01,False,True,False,ID,-8.431,0.264,0.726,0.088
2,0.3,10,closest,FSlin,ROPE,0.01,False,True,False,LS,-6.944,0.244,0.39,0.134
0,0.3,10,closest,FSlin,ROPE,0.01,False,False,True,LT,-2.691,0.167,-0.966,0.238
1,0.3,10,closest,FSlin,ROPE,0.01,False,False,True,ID,-4.486,0.206,0.079,0.163
2,0.3,10,closest,FSlin,ROPE,0.01,False,False,True,LS,-1.896,0.152,-0.242,0.192
0,0.3,10,closest,FSlin,ROPE,0.01,False,False,False,LT,-5.155,0.216,0.151,0.163
1,0.3,10,closest,FSlin,ROPE,0.01,False,False,False,ID,-8.396,0.269,0.82,0.073
2,0.3,10,closest,FSlin,ROPE,0.01,False,False,False,LS,-6.918,0.24,0.411,0.135
0,0.3,10,closest,FSlin,ROPE,0.07,True,True,True,LT,-3.523,0.187,-1.038,0.242
1,0.3,10,closest,FSlin,ROPE,0.07,True,True,True,ID,-5.787,0.232,-0.186,0.186
2,0.3,10,closest,FSlin,ROPE,0.07,True,True,True,LS,-2.784,0.168,-0.294,0.192
0,0.3,10,closest,FSlin,ROPE,0.07,True,True,False,LT,-4.747,0.207,0.224,0.151
1,0.3,10,closest,FSlin,ROPE,0.07,True,True,False,ID,-7.91,0.262,0.808,0.075
2,0.3,10,closest,FSlin,ROPE,0.07,True,True,False,LS,-6.15,0.232,0.514,0.124
0,0.3,10,closest,FSlin,ROPE,0.07,True,False,True,LT,-3.381,0.184,-1.059,0.242
1,0.3,10,closest,FSlin,ROPE,0.07,True,False,True,ID,-5.835,0.227,-0.174,0.187
2,0.3,10,closest,FSlin,ROPE,0.07,True,False,True,LS,-2.389,0.162,-0.26,0.19
0,0.3,10,closest,FSlin,ROPE,0.07,True,False,False,LT,-4.948,0.218,0.24,0.151
1,0.3,10,closest,FSlin,ROPE,0.07,True,False,False,ID,-8.804,0.272,0.845,0.068
2,0.3,10,closest,FSlin,ROPE,0.07,True,False,False,LS,-6.608,0.241,0.53,0.118
0,0.3,10,closest,FSlin,ROPE,0.07,False,True,True,LT,-2.842,0.17,-0.865,0.234
1,0.3,10,closest,FSlin,ROPE,0.07,False,True,True,ID,-5.176,0.214,-0.005,0.172
2,0.3,10,closest,FSlin,ROPE,0.07,False,True,True,LS,-1.966,0.152,-0.131,0.182
0,0.3,10,closest,FSlin,ROPE,0.07,False,True,False,LT,-4.41,0.206,0.202,0.155
1,0.3,10,closest,FSlin,ROPE,0.07,False,True,False,ID,-7.951,0.261,0.812,0.074
2,0.3,10,closest,FSlin,ROPE,0.07,False,True,False,LS,-6.186,0.227,0.482,0.126
0,0.3,10,closest,FSlin,ROPE,0.07,False,False,True,LT,-2.752,0.169,-0.75,0.23
1,0.3,10,closest,FSlin,ROPE,0.07,False,False,True,ID,-5.015,0.216,0.062,0.166
2,0.3,10,closest,FSlin,ROPE,0.07,False,False,True,LS,-2.097,0.152,-0.086,0.181
0,0.3,10,closest,FSlin,ROPE,0.07,False,False,False,LT,-3.478,0.187,0.056,0.162
1,0.3,10,closest,FSlin,ROPE,0.07,False,False,False,ID,-6.616,0.24,0.81,0.074
2,0.3,10,closest,FSlin,ROPE,0.07,False,False,False,LS,-5.105,0.217,0.351,0.134
0,0.3,10,closest,FSlin,ROPE,0.2,True,True,True,LT,-3.231,0.178,-0.831,0.232
1,0.3,10,closest,FSlin,ROPE,0.2,True,True,True,ID,-5.436,0.224,-0.019,0.171
2,0.3,10,closest,FSlin,ROPE,0.2,True,True,True,LS,-2.332,0.156,-0.102,0.18
0,0.3,10,closest,FSlin,ROPE,0.2,True,True,False,LT,-4.572,0.208,0.21,0.152
1,0.3,10,closest,FSlin,ROPE,0.2,True,True,False,ID,-8.056,0.26,0.75,0.087
2,0.3,10,closest,FSlin,ROPE,0.2,True,True,False,LS,-5.977,0.226,0.527,0.114
0,0.3,10,closest,FSlin,ROPE,0.2,True,False,True,LT,-3.168,0.178,-0.881,0.237
1,0.3,10,closest,FSlin,ROPE,0.2,True,False,True,ID,-6.199,0.234,-0.316,0.196
2,0.3,10,closest,FSlin,ROPE,0.2,True,False,True,LS,-2.315,0.159,-0.156,0.184
0,0.3,10,closest,FSlin,ROPE,0.2,True,False,False,LT,-4.301,0.2,0.103,0.162
1,0.3,10,closest,FSlin,ROPE,0.2,True,False,False,ID,-7.507,0.258,0.756,0.082
2,0.3,10,closest,FSlin,ROPE,0.2,True,False,False,LS,-5.728,0.22,0.435,0.128
0,0.3,10,closest,FSlin,ROPE,0.2,False,True,True,LT,-2.348,0.158,-0.898,0.236
1,0.3,10,closest,FSlin,ROPE,0.2,False,True,True,ID,-4.752,0.212,-0.158,0.188
2,0.3,10,closest,FSlin,ROPE,0.2,False,True,True,LS,-1.6,0.139,-0.211,0.19
0,0.3,10,closest,FSlin,ROPE,0.2,False,True,False,LT,-4.05,0.198,0.183,0.156
1,0.3,10,closest,FSlin,ROPE,0.2,False,True,False,ID,-7.864,0.258,0.783,0.082
2,0.3,10,closest,FSlin,ROPE,0.2,False,True,False,LS,-4.935,0.219,0.55,0.116
0,0.3,10,closest,FSlin,ROPE,0.2,False,False,True,LT,-2.776,0.172,-0.997,0.245
1,0.3,10,closest,FSlin,ROPE,0.2,False,False,True,ID,-5.384,0.226,-0.328,0.198
2,0.3,10,closest,FSlin,ROPE,0.2,False,False,True,LS,-1.902,0.151,-0.312,0.196
0,0.3,10,closest,FSlin,ROPE,0.2,False,False,False,LT,-4.538,0.207,0.279,0.147
1,0.3,10,closest,FSlin,ROPE,0.2,False,False,False,ID,-7.992,0.259,0.839,0.068
2,0.3,10,closest,FSlin,ROPE,0.2,False,False,False,LS,-6.03,0.229,0.574,0.114
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,LT,-7.274,0.248,-1.592,0.302
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,ID,-9.32,0.282,-2.063,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,True,True,LS,-7.374,0.25,-1.672,0.306
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,LT,-7.274,0.248,-1.592,0.302
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,ID,-9.32,0.282,-2.063,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,True,False,LS,-7.374,0.25,-1.672,0.306
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,LT,-7.274,0.248,-1.592,0.302
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.32,0.282,-2.063,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,False,True,LS,-7.374,0.25,-1.672,0.306
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,LT,-7.274,0.248,-1.592,0.302
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.32,0.282,-2.063,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,True,False,False,LS,-7.374,0.25,-1.672,0.306
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,LT,-6.979,0.242,-2.125,0.323
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.544,0.303,-2.721,0.368
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,True,True,LS,-8.452,0.264,-2.343,0.338
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,LT,-6.979,0.242,-2.125,0.323
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.544,0.303,-2.721,0.368
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,True,False,LS,-8.452,0.264,-2.343,0.338
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LT,-6.979,0.242,-2.125,0.323
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.544,0.303,-2.721,0.368
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,True,LS,-8.452,0.264,-2.343,0.338
0,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,LT,-6.979,0.242,-2.125,0.323
1,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.544,0.303,-2.721,0.368
2,0.3,20,mean,FSeq,Gauss-Newton,0.01,False,False,False,LS,-8.452,0.264,-2.343,0.338
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,LT,-7.52,0.252,-1.526,0.298
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.447,0.281,-1.846,0.328
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.152,0.248,-1.574,0.302
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,LT,-7.52,0.252,-1.526,0.298
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.447,0.281,-1.846,0.328
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.152,0.248,-1.574,0.302
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,LT,-7.52,0.252,-1.526,0.298
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.447,0.281,-1.846,0.328
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.152,0.248,-1.574,0.302
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,LT,-7.52,0.252,-1.526,0.298
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.447,0.281,-1.846,0.328
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.152,0.248,-1.574,0.302
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,LT,-5.711,0.226,-1.434,0.289
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,ID,-8.796,0.269,-1.962,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.24,0.233,-1.604,0.3
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,LT,-5.711,0.226,-1.434,0.289
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,ID,-8.796,0.269,-1.962,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.24,0.233,-1.604,0.3
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,LT,-5.711,0.226,-1.434,0.289
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,ID,-8.796,0.269,-1.962,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.24,0.233,-1.604,0.3
0,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,LT,-5.711,0.226,-1.434,0.289
1,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,ID,-8.796,0.269,-1.962,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.24,0.233,-1.604,0.3
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,LT,-7.432,0.25,-1.458,0.301
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.409,0.279,-1.8,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.138,0.248,-1.547,0.304
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,LT,-7.432,0.25,-1.458,0.301
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.409,0.279,-1.8,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.138,0.248,-1.547,0.304
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,LT,-7.432,0.25,-1.458,0.301
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.409,0.279,-1.8,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.138,0.248,-1.547,0.304
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,LT,-7.432,0.25,-1.458,0.301
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.409,0.279,-1.8,0.326
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.138,0.248,-1.547,0.304
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,LT,-5.745,0.226,-1.34,0.285
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,ID,-8.676,0.264,-1.785,0.319
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.118,0.232,-1.472,0.294
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,LT,-5.745,0.226,-1.34,0.285
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,ID,-8.676,0.264,-1.785,0.319
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.118,0.232,-1.472,0.294
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,False,True,LT,-5.745,0.226,-1.34,0.285
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,False,True,ID,-8.676,0.264,-1.785,0.319
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.118,0.232,-1.472,0.294
0,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,False,False,LT,-5.745,0.226,-1.34,0.285
1,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,False,False,ID,-8.676,0.264,-1.785,0.319
2,0.3,20,mean,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.118,0.232,-1.472,0.294
0,0.3,20,mean,FSeq,ROPE,0.01,True,True,True,LT,-3.431,0.186,-1.01,0.267
1,0.3,20,mean,FSeq,ROPE,0.01,True,True,True,ID,-4.944,0.214,-1.078,0.276
2,0.3,20,mean,FSeq,ROPE,0.01,True,True,True,LS,-2.29,0.16,-0.827,0.252
0,0.3,20,mean,FSeq,ROPE,0.01,True,True,False,LT,-5.005,0.217,-1.389,0.284
1,0.3,20,mean,FSeq,ROPE,0.01,True,True,False,ID,-8.222,0.268,-1.826,0.326
2,0.3,20,mean,FSeq,ROPE,0.01,True,True,False,LS,-6.758,0.24,-1.771,0.31
0,0.3,20,mean,FSeq,ROPE,0.01,True,False,True,LT,-2.945,0.173,-0.547,0.245
1,0.3,20,mean,FSeq,ROPE,0.01,True,False,True,ID,-5.403,0.225,-0.964,0.266
2,0.3,20,mean,FSeq,ROPE,0.01,True,False,True,LS,-1.969,0.15,-0.463,0.232
0,0.3,20,mean,FSeq,ROPE,0.01,True,False,False,LT,-4.896,0.211,-1.397,0.288
1,0.3,20,mean,FSeq,ROPE,0.01,True,False,False,ID,-8.073,0.262,-1.981,0.33
2,0.3,20,mean,FSeq,ROPE,0.01,True,False,False,LS,-6.476,0.236,-1.731,0.312
0,0.3,20,mean,FSeq,ROPE,0.01,False,True,True,LT,-1.376,0.133,-0.376,0.23
1,0.3,20,mean,FSeq,ROPE,0.01,False,True,True,ID,-3.291,0.184,-0.712,0.25
2,0.3,20,mean,FSeq,ROPE,0.01,False,True,True,LS,-0.902,0.118,-0.386,0.224
0,0.3,20,mean,FSeq,ROPE,0.01,False,True,False,LT,-3.844,0.192,-1.151,0.271
1,0.3,20,mean,FSeq,ROPE,0.01,False,True,False,ID,-6.622,0.24,-1.666,0.308
2,0.3,20,mean,FSeq,ROPE,0.01,False,True,False,LS,-5.647,0.217,-1.498,0.294
0,0.3,20,mean,FSeq,ROPE,0.01,False,False,True,LT,-2.19,0.16,-0.798,0.259
1,0.3,20,mean,FSeq,ROPE,0.01,False,False,True,ID,-3.748,0.19,-1.056,0.275
2,0.3,20,mean,FSeq,ROPE,0.01,False,False,True,LS,-1.678,0.144,-0.786,0.254
0,0.3,20,mean,FSeq,ROPE,0.01,False,False,False,LT,-4.508,0.204,-1.479,0.283
1,0.3,20,mean,FSeq,ROPE,0.01,False,False,False,ID,-7.556,0.254,-1.968,0.326
2,0.3,20,mean,FSeq,ROPE,0.01,False,False,False,LS,-6.161,0.226,-1.751,0.302
0,0.3,20,mean,FSeq,ROPE,0.07,True,True,True,LT,-3.168,0.18,-0.902,0.262
1,0.3,20,mean,FSeq,ROPE,0.07,True,True,True,ID,-5.666,0.228,-1.279,0.291
2,0.3,20,mean,FSeq,ROPE,0.07,True,True,True,LS,-2.129,0.158,-0.798,0.252
0,0.3,20,mean,FSeq,ROPE,0.07,True,True,False,LT,-4.542,0.208,-1.39,0.29
1,0.3,20,mean,FSeq,ROPE,0.07,True,True,False,ID,-8.488,0.272,-2.086,0.33
2,0.3,20,mean,FSeq,ROPE,0.07,True,True,False,LS,-6.24,0.232,-1.744,0.308
0,0.3,20,mean,FSeq,ROPE,0.07,True,False,True,LT,-3.258,0.182,-0.505,0.24
1,0.3,20,mean,FSeq,ROPE,0.07,True,False,True,ID,-5.942,0.228,-0.859,0.264
2,0.3,20,mean,FSeq,ROPE,0.07,True,False,True,LS,-2.328,0.16,-0.424,0.228
0,0.3,20,mean,FSeq,ROPE,0.07,True,False,False,LT,-4.456,0.204,-1.338,0.279
1,0.3,20,mean,FSeq,ROPE,0.07,True,False,False,ID,-7.398,0.253,-1.764,0.315
2,0.3,20,mean,FSeq,ROPE,0.07,True,False,False,LS,-6.019,0.23,-1.599,0.295
0,0.3,20,mean,FSeq,ROPE,0.07,False,True,True,LT,-2.586,0.166,-0.535,0.24
1,0.3,20,mean,FSeq,ROPE,0.07,False,True,True,ID,-4.674,0.21,-0.837,0.262
2,0.3,20,mean,FSeq,ROPE,0.07,False,True,True,LS,-1.627,0.14,-0.427,0.224
0,0.3,20,mean,FSeq,ROPE,0.07,False,True,False,LT,-3.546,0.186,-1.201,0.268
1,0.3,20,mean,FSeq,ROPE,0.07,False,True,False,ID,-6.503,0.24,-1.673,0.302
2,0.3,20,mean,FSeq,ROPE,0.07,False,True,False,LS,-5.206,0.213,-1.546,0.294
0,0.3,20,mean,FSeq,ROPE,0.07,False,False,True,LT,-2.584,0.164,-0.595,0.249
1,0.3,20,mean,FSeq,ROPE,0.07,False,False,True,ID,-5.446,0.223,-1.055,0.276
2,0.3,20,mean,FSeq,ROPE,0.07,False,False,True,LS,-1.926,0.149,-0.612,0.242
0,0.3,20,mean,FSeq,ROPE,0.07,False,False,False,LT,-4.0,0.198,-1.361,0.28
1,0.3,20,mean,FSeq,ROPE,0.07,False,False,False,ID,-7.648,0.247,-1.851,0.32
2,0.3,20,mean,FSeq,ROPE,0.07,False,False,False,LS,-5.536,0.22,-1.587,0.299
