,cl,percent,Forward_Model,Minimization_Method,Alpha,remove_coil,start_avg,constrain,Det,R2,RMSE,0R2,0RMSE
2,0.2,20,FSlin,Gauss-Newton,0.01,True,False,True,LS,-7.745,0.256,0.288,0.142
0,0.2,20,FSlin,Gauss-Newton,0.01,True,False,False,LT,-7.548,0.256,0.034,0.17
1,0.2,20,FSlin,Gauss-Newton,0.01,True,False,False,ID,-9.6,0.289,0.913,0.051
2,0.2,20,FSlin,Gauss-Newton,0.01,True,False,False,LS,-7.745,0.256,0.288,0.142
0,0.2,20,FSlin,Gauss-Newton,0.01,False,True,True,LT,-7.504,0.25,0.344,0.136
1,0.2,20,FSlin,Gauss-Newton,0.01,False,True,True,ID,-11.574,0.3,0.502,0.118
2,0.2,20,FSlin,Gauss-Newton,0.01,False,True,True,LS,-8.616,0.264,0.25,0.148
0,0.2,20,FSlin,Gauss-Newton,0.01,False,True,False,LT,-7.504,0.25,0.344,0.136
1,0.2,20,FSlin,Gauss-Newton,0.01,False,True,False,ID,-11.574,0.3,0.502,0.118
2,0.2,20,FSlin,Gauss-Newton,0.01,False,True,False,LS,-8.616,0.264,0.25,0.148
0,0.2,20,FSlin,Gauss-Newton,0.01,False,False,True,LT,-7.504,0.25,0.344,0.136
1,0.2,20,FSlin,Gauss-Newton,0.01,False,False,True,ID,-11.574,0.3,0.502,0.118
2,0.2,20,FSlin,Gauss-Newton,0.01,False,False,True,LS,-8.616,0.264,0.25,0.148
0,0.2,20,FSlin,Gauss-Newton,0.01,False,False,False,LT,-7.504,0.25,0.344,0.136
1,0.2,20,FSlin,Gauss-Newton,0.01,False,False,False,ID,-11.574,0.3,0.502,0.118
2,0.2,20,FSlin,Gauss-Newton,0.01,False,False,False,LS,-8.616,0.264,0.25,0.148
0,0.2,20,FSlin,Gauss-Newton,0.07,True,True,True,LT,-7.681,0.259,-0.025,0.176
1,0.2,20,FSlin,Gauss-Newton,0.07,True,True,True,ID,-9.642,0.29,0.858,0.064
2,0.2,20,FSlin,Gauss-Newton,0.07,True,True,True,LS,-7.63,0.256,0.274,0.146
0,0.2,20,FSlin,Gauss-Newton,0.07,True,True,False,LT,-7.681,0.259,-0.025,0.176
1,0.2,20,FSlin,Gauss-Newton,0.07,True,True,False,ID,-9.642,0.29,0.858,0.064
2,0.2,20,FSlin,Gauss-Newton,0.07,True,True,False,LS,-7.63,0.256,0.274,0.146
0,0.2,20,FSlin,Gauss-Newton,0.07,True,False,True,LT,-7.681,0.259,-0.025,0.176
1,0.2,20,FSlin,Gauss-Newton,0.07,True,False,True,ID,-9.642,0.29,0.858,0.064
2,0.2,20,FSlin,Gauss-Newton,0.07,True,False,True,LS,-7.63,0.256,0.274,0.146
0,0.2,20,FSlin,Gauss-Newton,0.07,True,False,False,LT,-7.681,0.259,-0.025,0.176
1,0.2,20,FSlin,Gauss-Newton,0.07,True,False,False,ID,-9.642,0.29,0.858,0.064
2,0.2,20,FSlin,Gauss-Newton,0.07,True,False,False,LS,-7.63,0.256,0.274,0.146
0,0.2,20,FSlin,Gauss-Newton,0.07,False,True,True,LT,-6.804,0.244,0.218,0.152
1,0.2,20,FSlin,Gauss-Newton,0.07,False,True,True,ID,-9.613,0.282,0.982,0.023
2,0.2,20,FSlin,Gauss-Newton,0.07,False,True,True,LS,-7.057,0.244,0.444,0.13
0,0.2,20,FSlin,Gauss-Newton,0.07,False,True,False,LT,-6.804,0.244,0.218,0.152
1,0.2,20,FSlin,Gauss-Newton,0.07,False,True,False,ID,-9.613,0.282,0.982,0.023
2,0.2,20,FSlin,Gauss-Newton,0.07,False,True,False,LS,-7.057,0.244,0.444,0.13
0,0.2,20,FSlin,Gauss-Newton,0.07,False,False,True,LT,-6.804,0.244,0.218,0.152
1,0.2,20,FSlin,Gauss-Newton,0.07,False,False,True,ID,-9.613,0.282,0.982,0.023
2,0.2,20,FSlin,Gauss-Newton,0.07,False,False,True,LS,-7.057,0.244,0.444,0.13
0,0.2,20,FSlin,Gauss-Newton,0.07,False,False,False,LT,-6.804,0.244,0.218,0.152
1,0.2,20,FSlin,Gauss-Newton,0.07,False,False,False,ID,-9.613,0.282,0.982,0.023
2,0.2,20,FSlin,Gauss-Newton,0.07,False,False,False,LS,-7.057,0.244,0.444,0.13
0,0.2,20,FSlin,Gauss-Newton,0.2,True,True,True,LT,-7.984,0.26,0.037,0.171
1,0.2,20,FSlin,Gauss-Newton,0.2,True,True,True,ID,-9.898,0.29,0.843,0.067
2,0.2,20,FSlin,Gauss-Newton,0.2,True,True,True,LS,-7.812,0.254,0.332,0.14
0,0.2,20,FSlin,Gauss-Newton,0.2,True,True,False,LT,-7.984,0.26,0.037,0.171
1,0.2,20,FSlin,Gauss-Newton,0.2,True,True,False,ID,-9.898,0.29,0.843,0.067
2,0.2,20,FSlin,Gauss-Newton,0.2,True,True,False,LS,-7.812,0.254,0.332,0.14
0,0.2,20,FSlin,Gauss-Newton,0.2,True,False,True,LT,-7.984,0.26,0.037,0.171
1,0.2,20,FSlin,Gauss-Newton,0.2,True,False,True,ID,-9.898,0.29,0.843,0.067
2,0.2,20,FSlin,Gauss-Newton,0.2,True,False,True,LS,-7.812,0.254,0.332,0.14
0,0.2,20,FSlin,Gauss-Newton,0.2,True,False,False,LT,-7.984,0.26,0.037,0.171
1,0.2,20,FSlin,Gauss-Newton,0.2,True,False,False,ID,-9.898,0.29,0.843,0.067
2,0.2,20,FSlin,Gauss-Newton,0.2,True,False,False,LS,-7.812,0.254,0.332,0.14
0,0.2,20,FSlin,Gauss-Newton,0.2,False,True,True,LT,-7.258,0.251,0.12,0.162
1,0.2,20,FSlin,Gauss-Newton,0.2,False,True,True,ID,-9.494,0.281,0.935,0.043
2,0.2,20,FSlin,Gauss-Newton,0.2,False,True,True,LS,-7.068,0.245,0.382,0.134
0,0.2,20,FSlin,Gauss-Newton,0.2,False,True,False,LT,-7.258,0.251,0.12,0.162
1,0.2,20,FSlin,Gauss-Newton,0.2,False,True,False,ID,-9.494,0.281,0.935,0.043
2,0.2,20,FSlin,Gauss-Newton,0.2,False,True,False,LS,-7.068,0.245,0.382,0.134
0,0.2,20,FSlin,Gauss-Newton,0.2,False,False,True,LT,-7.258,0.251,0.12,0.162
1,0.2,20,FSlin,Gauss-Newton,0.2,False,False,True,ID,-9.494,0.281,0.935,0.043
2,0.2,20,FSlin,Gauss-Newton,0.2,False,False,True,LS,-7.068,0.245,0.382,0.134
0,0.2,20,FSlin,Gauss-Newton,0.2,False,False,False,LT,-7.258,0.251,0.12,0.162
1,0.2,20,FSlin,Gauss-Newton,0.2,False,False,False,ID,-9.494,0.281,0.935,0.043
2,0.2,20,FSlin,Gauss-Newton,0.2,False,False,False,LS,-7.068,0.245,0.382,0.134
0,0.2,20,FSlin,ROPE,0.01,True,True,True,LT,-2.586,0.168,-1.228,0.254
1,0.2,20,FSlin,ROPE,0.01,True,True,True,ID,-5.014,0.215,-0.404,0.203
2,0.2,20,FSlin,ROPE,0.01,True,True,True,LS,-1.506,0.14,-0.436,0.206
0,0.2,20,FSlin,ROPE,0.01,True,True,False,LT,-5.01,0.216,0.212,0.156
1,0.2,20,FSlin,ROPE,0.01,True,True,False,ID,-8.785,0.274,0.759,0.084
2,0.2,20,FSlin,ROPE,0.01,True,True,False,LS,-6.602,0.24,0.474,0.124
0,0.2,20,FSlin,ROPE,0.01,True,False,True,LT,-2.6,0.166,-1.259,0.256
1,0.2,20,FSlin,ROPE,0.01,True,False,True,ID,-4.43,0.207,-0.276,0.196
2,0.2,20,FSlin,ROPE,0.01,True,False,True,LS,-1.618,0.142,-0.462,0.208
0,0.2,20,FSlin,ROPE,0.01,True,False,False,LT,-4.815,0.209,0.105,0.158
1,0.2,20,FSlin,ROPE,0.01,True,False,False,ID,-8.048,0.262,0.675,0.1
2,0.2,20,FSlin,ROPE,0.01,True,False,False,LS,-6.582,0.236,0.353,0.136
0,0.2,20,FSlin,ROPE,0.01,False,True,True,LT,-2.914,0.174,-0.766,0.225
1,0.2,20,FSlin,ROPE,0.01,False,True,True,ID,-5.474,0.224,-0.076,0.176
2,0.2,20,FSlin,ROPE,0.01,False,True,True,LS,-2.47,0.164,-0.09,0.172
0,0.2,20,FSlin,ROPE,0.01,False,True,False,LT,-5.256,0.217,0.168,0.158
1,0.2,20,FSlin,ROPE,0.01,False,True,False,ID,-8.635,0.268,0.738,0.089
2,0.2,20,FSlin,ROPE,0.01,False,True,False,LS,-6.769,0.242,0.422,0.132
0,0.2,20,FSlin,ROPE,0.01,False,False,True,LT,-2.742,0.17,-0.956,0.239
1,0.2,20,FSlin,ROPE,0.01,False,False,True,ID,-4.688,0.209,-0.086,0.18
2,0.2,20,FSlin,ROPE,0.01,False,False,True,LS,-2.001,0.152,-0.264,0.191
0,0.2,20,FSlin,ROPE,0.01,False,False,False,LT,-4.764,0.21,0.222,0.152
1,0.2,20,FSlin,ROPE,0.01,False,False,False,ID,-8.122,0.264,0.812,0.076
2,0.2,20,FSlin,ROPE,0.01,False,False,False,LS,-6.646,0.236,0.454,0.126
0,0.2,20,FSlin,ROPE,0.07,True,True,True,LT,-3.116,0.176,-1.122,0.249
1,0.2,20,FSlin,ROPE,0.07,True,True,True,ID,-4.786,0.21,-0.111,0.184
2,0.2,20,FSlin,ROPE,0.07,True,True,True,LS,-1.98,0.152,-0.308,0.197
0,0.2,20,FSlin,ROPE,0.07,True,True,False,LT,-5.271,0.218,0.189,0.152
1,0.2,20,FSlin,ROPE,0.07,True,True,False,ID,-8.851,0.27,0.702,0.095
2,0.2,20,FSlin,ROPE,0.07,True,True,False,LS,-6.783,0.24,0.472,0.122
0,0.2,20,FSlin,ROPE,0.07,True,False,True,LT,-3.386,0.181,-1.09,0.249
1,0.2,20,FSlin,ROPE,0.07,True,False,True,ID,-5.403,0.224,-0.208,0.189
2,0.2,20,FSlin,ROPE,0.07,True,False,True,LS,-2.429,0.159,-0.308,0.196
0,0.2,20,FSlin,ROPE,0.07,True,False,False,LT,-5.091,0.218,0.228,0.15
1,0.2,20,FSlin,ROPE,0.07,True,False,False,ID,-8.566,0.27,0.829,0.07
2,0.2,20,FSlin,ROPE,0.07,True,False,False,LS,-6.736,0.241,0.44,0.126
0,0.2,20,FSlin,ROPE,0.07,False,True,True,LT,-2.784,0.172,-0.984,0.241
1,0.2,20,FSlin,ROPE,0.07,False,True,True,ID,-4.886,0.215,-0.08,0.178
2,0.2,20,FSlin,ROPE,0.07,False,True,True,LS,-2.069,0.154,-0.248,0.196
0,0.2,20,FSlin,ROPE,0.07,False,True,False,LT,-4.515,0.206,0.152,0.158
1,0.2,20,FSlin,ROPE,0.07,False,True,False,ID,-7.999,0.259,0.755,0.085
2,0.2,20,FSlin,ROPE,0.07,False,True,False,LS,-5.738,0.225,0.492,0.122
0,0.2,20,FSlin,ROPE,0.07,False,False,True,LT,-3.892,0.195,-1.326,0.258
1,0.2,20,FSlin,ROPE,0.07,False,False,True,ID,-5.542,0.226,-0.356,0.195
2,0.2,20,FSlin,ROPE,0.07,False,False,True,LS,-2.652,0.168,-0.488,0.208
0,0.2,20,FSlin,ROPE,0.07,False,False,False,LT,-4.477,0.21,0.286,0.145
1,0.2,20,FSlin,ROPE,0.07,False,False,False,ID,-8.372,0.264,0.782,0.08
2,0.2,20,FSlin,ROPE,0.07,False,False,False,LS,-5.884,0.23,0.524,0.112
0,0.2,20,FSlin,ROPE,0.2,True,True,True,LT,-3.347,0.184,-0.828,0.232
1,0.2,20,FSlin,ROPE,0.2,True,True,True,ID,-6.825,0.245,-0.348,0.198
2,0.2,20,FSlin,ROPE,0.2,True,True,True,LS,-2.373,0.16,-0.062,0.18
0,0.2,20,FSlin,ROPE,0.2,True,True,False,LT,-4.561,0.212,0.301,0.145
1,0.2,20,FSlin,ROPE,0.2,True,True,False,ID,-8.614,0.273,0.73,0.091
2,0.2,20,FSlin,ROPE,0.2,True,True,False,LS,-6.284,0.232,0.586,0.11
0,0.2,20,FSlin,ROPE,0.2,True,False,True,LT,-2.781,0.167,-0.83,0.234
1,0.2,20,FSlin,ROPE,0.2,True,False,True,ID,-4.958,0.214,-0.047,0.176
2,0.2,20,FSlin,ROPE,0.2,True,False,True,LS,-1.976,0.15,-0.14,0.183
0,0.2,20,FSlin,ROPE,0.2,True,False,False,LT,-4.095,0.202,0.168,0.158
1,0.2,20,FSlin,ROPE,0.2,True,False,False,ID,-7.578,0.255,0.754,0.086
2,0.2,20,FSlin,ROPE,0.2,True,False,False,LS,-5.574,0.224,0.478,0.124
0,0.2,20,FSlin,ROPE,0.2,False,True,True,LT,-3.08,0.176,-1.084,0.247
1,0.2,20,FSlin,ROPE,0.2,False,True,True,ID,-5.561,0.224,-0.206,0.19
2,0.2,20,FSlin,ROPE,0.2,False,True,True,LS,-2.093,0.154,-0.292,0.194
0,0.2,20,FSlin,ROPE,0.2,False,True,False,LT,-3.99,0.196,0.177,0.154
1,0.2,20,FSlin,ROPE,0.2,False,True,False,ID,-7.577,0.255,0.77,0.082
2,0.2,20,FSlin,ROPE,0.2,False,True,False,LS,-5.274,0.222,0.482,0.124
0,0.2,20,FSlin,ROPE,0.2,False,False,True,LT,-2.946,0.172,-0.778,0.233
1,0.2,20,FSlin,ROPE,0.2,False,False,True,ID,-5.128,0.219,-0.024,0.173
2,0.2,20,FSlin,ROPE,0.2,False,False,True,LS,-2.28,0.16,-0.088,0.18
0,0.2,20,FSlin,ROPE,0.2,False,False,False,LT,-4.614,0.204,0.282,0.15
1,0.2,20,FSlin,ROPE,0.2,False,False,False,ID,-8.056,0.262,0.79,0.078
2,0.2,20,FSlin,ROPE,0.2,False,False,False,LS,-6.331,0.232,0.495,0.122
0,0.2,30,FSeq,Gauss-Newton,0.01,True,True,True,LT,-8.168,0.264,0.052,0.169
1,0.2,30,FSeq,Gauss-Newton,0.01,True,True,True,ID,-9.843,0.294,0.893,0.057
2,0.2,30,FSeq,Gauss-Newton,0.01,True,True,True,LS,-8.044,0.26,0.335,0.14
0,0.2,30,FSeq,Gauss-Newton,0.01,True,True,False,LT,-8.168,0.264,0.052,0.169
1,0.2,30,FSeq,Gauss-Newton,0.01,True,True,False,ID,-9.843,0.294,0.893,0.057
2,0.2,30,FSeq,Gauss-Newton,0.01,True,True,False,LS,-8.044,0.26,0.335,0.14
0,0.2,30,FSeq,Gauss-Newton,0.01,True,False,True,LT,-8.168,0.264,0.052,0.169
1,0.2,30,FSeq,Gauss-Newton,0.01,True,False,True,ID,-9.843,0.294,0.893,0.057
2,0.2,30,FSeq,Gauss-Newton,0.01,True,False,True,LS,-8.044,0.26,0.335,0.14
0,0.2,30,FSeq,Gauss-Newton,0.01,True,False,False,LT,-8.168,0.264,0.052,0.169
1,0.2,30,FSeq,Gauss-Newton,0.01,True,False,False,ID,-9.843,0.294,0.893,0.057
2,0.2,30,FSeq,Gauss-Newton,0.01,True,False,False,LS,-8.044,0.26,0.335,0.14
0,0.2,30,FSeq,Gauss-Newton,0.01,False,True,True,LT,-7.76,0.254,0.344,0.138
1,0.2,30,FSeq,Gauss-Newton,0.01,False,True,True,ID,-11.864,0.304,0.366,0.132
2,0.2,30,FSeq,Gauss-Newton,0.01,False,True,True,LS,-9.117,0.271,0.242,0.152
0,0.2,30,FSeq,Gauss-Newton,0.01,False,True,False,LT,-7.76,0.254,0.344,0.138
1,0.2,30,FSeq,Gauss-Newton,0.01,False,True,False,ID,-11.864,0.304,0.366,0.132
2,0.2,30,FSeq,Gauss-Newton,0.01,False,True,False,LS,-9.117,0.271,0.242,0.152
0,0.2,30,FSeq,Gauss-Newton,0.01,False,False,True,LT,-7.76,0.254,0.344,0.138
1,0.2,30,FSeq,Gauss-Newton,0.01,False,False,True,ID,-11.864,0.304,0.366,0.132
2,0.2,30,FSeq,Gauss-Newton,0.01,False,False,True,LS,-9.117,0.271,0.242,0.152
0,0.2,30,FSeq,Gauss-Newton,0.01,False,False,False,LT,-7.76,0.254,0.344,0.138
1,0.2,30,FSeq,Gauss-Newton,0.01,False,False,False,ID,-11.864,0.304,0.366,0.132
2,0.2,30,FSeq,Gauss-Newton,0.01,False,False,False,LS,-9.117,0.271,0.242,0.152
0,0.2,30,FSeq,Gauss-Newton,0.07,True,True,True,LT,-8.18,0.264,0.006,0.173
1,0.2,30,FSeq,Gauss-Newton,0.07,True,True,True,ID,-9.894,0.293,0.851,0.066
2,0.2,30,FSeq,Gauss-Newton,0.07,True,True,True,LS,-7.942,0.258,0.288,0.144
0,0.2,30,FSeq,Gauss-Newton,0.07,True,True,False,LT,-8.18,0.264,0.006,0.173
1,0.2,30,FSeq,Gauss-Newton,0.07,True,True,False,ID,-9.894,0.293,0.851,0.066
2,0.2,30,FSeq,Gauss-Newton,0.07,True,True,False,LS,-7.942,0.258,0.288,0.144
0,0.2,30,FSeq,Gauss-Newton,0.07,True,False,True,LT,-8.18,0.264,0.006,0.173
1,0.2,30,FSeq,Gauss-Newton,0.07,True,False,True,ID,-9.894,0.293,0.851,0.066
2,0.2,30,FSeq,Gauss-Newton,0.07,True,False,True,LS,-7.942,0.258,0.288,0.144
0,0.2,30,FSeq,Gauss-Newton,0.07,True,False,False,LT,-8.18,0.264,0.006,0.173
1,0.2,30,FSeq,Gauss-Newton,0.07,True,False,False,ID,-9.894,0.293,0.851,0.066
2,0.2,30,FSeq,Gauss-Newton,0.07,True,False,False,LS,-7.942,0.258,0.288,0.144
0,0.2,30,FSeq,Gauss-Newton,0.07,False,True,True,LT,-6.702,0.242,0.262,0.145
1,0.2,30,FSeq,Gauss-Newton,0.07,False,True,True,ID,-9.566,0.281,0.989,0.018
2,0.2,30,FSeq,Gauss-Newton,0.07,False,True,True,LS,-6.956,0.242,0.49,0.122
0,0.2,30,FSeq,Gauss-Newton,0.07,False,True,False,LT,-6.702,0.242,0.262,0.145
1,0.2,30,FSeq,Gauss-Newton,0.07,False,True,False,ID,-9.566,0.281,0.989,0.018
2,0.2,30,FSeq,Gauss-Newton,0.07,False,True,False,LS,-6.956,0.242,0.49,0.122
0,0.2,30,FSeq,Gauss-Newton,0.07,False,False,True,LT,-6.702,0.242,0.262,0.145
1,0.2,30,FSeq,Gauss-Newton,0.07,False,False,True,ID,-9.566,0.281,0.989,0.018
2,0.2,30,FSeq,Gauss-Newton,0.07,False,False,True,LS,-6.956,0.242,0.49,0.122
0,0.2,30,FSeq,Gauss-Newton,0.07,False,False,False,LT,-6.702,0.242,0.262,0.145
1,0.2,30,FSeq,Gauss-Newton,0.07,False,False,False,ID,-9.566,0.281,0.989,0.018
2,0.2,30,FSeq,Gauss-Newton,0.07,False,False,False,LS,-6.956,0.242,0.49,0.122
0,0.2,30,FSeq,Gauss-Newton,0.2,True,True,True,LT,-8.2,0.262,0.057,0.169
1,0.2,30,FSeq,Gauss-Newton,0.2,True,True,True,ID,-9.987,0.292,0.848,0.067
2,0.2,30,FSeq,Gauss-Newton,0.2,True,True,True,LS,-7.924,0.256,0.34,0.139
0,0.2,30,FSeq,Gauss-Newton,0.2,True,True,False,LT,-8.2,0.262,0.057,0.169
1,0.2,30,FSeq,Gauss-Newton,0.2,True,True,False,ID,-9.987,0.292,0.848,0.067
2,0.2,30,FSeq,Gauss-Newton,0.2,True,True,False,LS,-7.924,0.256,0.34,0.139
0,0.2,30,FSeq,Gauss-Newton,0.2,True,False,True,LT,-8.2,0.262,0.057,0.169
1,0.2,30,FSeq,Gauss-Newton,0.2,True,False,True,ID,-9.987,0.292,0.848,0.067
2,0.2,30,FSeq,Gauss-Newton,0.2,True,False,True,LS,-7.924,0.256,0.34,0.139
0,0.2,30,FSeq,Gauss-Newton,0.2,True,False,False,LT,-8.2,0.262,0.057,0.169
1,0.2,30,FSeq,Gauss-Newton,0.2,True,False,False,ID,-9.987,0.292,0.848,0.067
2,0.2,30,FSeq,Gauss-Newton,0.2,True,False,False,LS,-7.924,0.256,0.34,0.139
0,0.2,30,FSeq,Gauss-Newton,0.2,False,True,True,LT,-7.018,0.246,0.157,0.158
1,0.2,30,FSeq,Gauss-Newton,0.2,False,True,True,ID,-9.512,0.28,0.952,0.037
2,0.2,30,FSeq,Gauss-Newton,0.2,False,True,True,LS,-6.88,0.242,0.434,0.13
0,0.2,30,FSeq,Gauss-Newton,0.2,False,True,False,LT,-7.018,0.246,0.157,0.158
1,0.2,30,FSeq,Gauss-Newton,0.2,False,True,False,ID,-9.512,0.28,0.952,0.037
2,0.2,30,FSeq,Gauss-Newton,0.2,False,True,False,LS,-6.88,0.242,0.434,0.13
0,0.2,30,FSeq,Gauss-Newton,0.2,False,False,True,LT,-7.018,0.246,0.157,0.158
1,0.2,30,FSeq,Gauss-Newton,0.2,False,False,True,ID,-9.512,0.28,0.952,0.037
2,0.2,30,FSeq,Gauss-Newton,0.2,False,False,True,LS,-6.88,0.242,0.434,0.13
0,0.2,30,FSeq,Gauss-Newton,0.2,False,False,False,LT,-7.018,0.246,0.157,0.158
1,0.2,30,FSeq,Gauss-Newton,0.2,False,False,False,ID,-9.512,0.28,0.952,0.037
2,0.2,30,FSeq,Gauss-Newton,0.2,False,False,False,LS,-6.88,0.242,0.434,0.13
0,0.2,30,FSeq,ROPE,0.01,True,True,True,LT,-2.563,0.164,-0.935,0.236
1,0.2,30,FSeq,ROPE,0.01,True,True,True,ID,-5.28,0.218,-0.148,0.184
2,0.2,30,FSeq,ROPE,0.01,True,True,True,LS,-1.761,0.145,-0.189,0.186
0,0.2,30,FSeq,ROPE,0.01,True,True,False,LT,-5.19,0.216,0.108,0.161
1,0.2,30,FSeq,ROPE,0.01,True,True,False,ID,-8.27,0.265,0.77,0.079
2,0.2,30,FSeq,ROPE,0.01,True,True,False,LS,-6.514,0.244,0.394,0.136
0,0.2,30,FSeq,ROPE,0.01,True,False,True,LT,-2.656,0.173,-1.123,0.249
1,0.2,30,FSeq,ROPE,0.01,True,False,True,ID,-4.479,0.211,-0.101,0.18
2,0.2,30,FSeq,ROPE,0.01,True,False,True,LS,-1.944,0.15,-0.408,0.204
0,0.2,30,FSeq,ROPE,0.01,True,False,False,LT,-4.412,0.204,0.203,0.152
1,0.2,30,FSeq,ROPE,0.01,True,False,False,ID,-7.645,0.26,0.788,0.078
2,0.2,30,FSeq,ROPE,0.01,True,False,False,LS,-5.99,0.234,0.471,0.128
0,0.2,30,FSeq,ROPE,0.01,False,True,True,LT,-2.436,0.16,-0.966,0.242
1,0.2,30,FSeq,ROPE,0.01,False,True,True,ID,-4.45,0.204,-0.024,0.173
2,0.2,30,FSeq,ROPE,0.01,False,True,True,LS,-1.676,0.142,-0.256,0.194
0,0.2,30,FSeq,ROPE,0.01,False,True,False,LT,-5.132,0.214,0.23,0.152
1,0.2,30,FSeq,ROPE,0.01,False,True,False,ID,-8.47,0.266,0.76,0.084
2,0.2,30,FSeq,ROPE,0.01,False,True,False,LS,-7.084,0.243,0.428,0.13
0,0.2,30,FSeq,ROPE,0.01,False,False,True,LT,-2.358,0.16,-1.104,0.248
1,0.2,30,FSeq,ROPE,0.01,False,False,True,ID,-4.244,0.201,-0.126,0.183
2,0.2,30,FSeq,ROPE,0.01,False,False,True,LS,-1.672,0.142,-0.415,0.202
0,0.2,30,FSeq,ROPE,0.01,False,False,False,LT,-5.13,0.212,0.027,0.168
1,0.2,30,FSeq,ROPE,0.01,False,False,False,ID,-7.823,0.253,0.761,0.083
2,0.2,30,FSeq,ROPE,0.01,False,False,False,LS,-6.976,0.243,0.29,0.145
0,0.2,30,FSeq,ROPE,0.07,True,True,True,LT,-3.344,0.178,-0.785,0.23
1,0.2,30,FSeq,ROPE,0.07,True,True,True,ID,-5.501,0.224,-0.007,0.172
2,0.2,30,FSeq,ROPE,0.07,True,True,True,LS,-2.502,0.166,-0.124,0.179
0,0.2,30,FSeq,ROPE,0.07,True,True,False,LT,-4.905,0.214,0.228,0.15
1,0.2,30,FSeq,ROPE,0.07,True,True,False,ID,-8.146,0.264,0.844,0.068
2,0.2,30,FSeq,ROPE,0.07,True,True,False,LS,-6.292,0.24,0.512,0.124
0,0.2,30,FSeq,ROPE,0.07,True,False,True,LT,-3.278,0.177,-1.142,0.252
1,0.2,30,FSeq,ROPE,0.07,True,False,True,ID,-5.098,0.219,-0.134,0.186
2,0.2,30,FSeq,ROPE,0.07,True,False,True,LS,-2.378,0.158,-0.418,0.206
0,0.2,30,FSeq,ROPE,0.07,True,False,False,LT,-4.685,0.212,0.211,0.152
1,0.2,30,FSeq,ROPE,0.07,True,False,False,ID,-7.893,0.26,0.843,0.067
2,0.2,30,FSeq,ROPE,0.07,True,False,False,LS,-6.306,0.235,0.489,0.122
0,0.2,30,FSeq,ROPE,0.07,False,True,True,LT,-2.698,0.17,-0.849,0.236
1,0.2,30,FSeq,ROPE,0.07,False,True,True,ID,-4.919,0.216,-0.042,0.179
2,0.2,30,FSeq,ROPE,0.07,False,True,True,LS,-1.997,0.15,-0.189,0.188
0,0.2,30,FSeq,ROPE,0.07,False,True,False,LT,-4.188,0.2,0.201,0.154
1,0.2,30,FSeq,ROPE,0.07,False,True,False,ID,-7.549,0.256,0.847,0.068
2,0.2,30,FSeq,ROPE,0.07,False,True,False,LS,-5.827,0.224,0.464,0.122
0,0.2,30,FSeq,ROPE,0.07,False,False,True,LT,-2.87,0.168,-0.979,0.241
1,0.2,30,FSeq,ROPE,0.07,False,False,True,ID,-4.999,0.212,-0.11,0.182
2,0.2,30,FSeq,ROPE,0.07,False,False,True,LS,-2.087,0.147,-0.247,0.192
0,0.2,30,FSeq,ROPE,0.07,False,False,False,LT,-4.326,0.205,0.242,0.15
1,0.2,30,FSeq,ROPE,0.07,False,False,False,ID,-8.192,0.262,0.801,0.078
2,0.2,30,FSeq,ROPE,0.07,False,False,False,LS,-5.826,0.228,0.539,0.117
0,0.2,30,FSeq,ROPE,0.2,True,True,True,LT,-3.097,0.174,-0.857,0.229
1,0.2,30,FSeq,ROPE,0.2,True,True,True,ID,-5.465,0.219,-0.048,0.176
2,0.2,30,FSeq,ROPE,0.2,True,True,True,LS,-2.49,0.16,-0.158,0.18
0,0.2,30,FSeq,ROPE,0.2,True,True,False,LT,-4.892,0.214,0.252,0.15
1,0.2,30,FSeq,ROPE,0.2,True,True,False,ID,-8.48,0.266,0.747,0.088
2,0.2,30,FSeq,ROPE,0.2,True,True,False,LS,-6.171,0.236,0.54,0.117
0,0.2,30,FSeq,ROPE,0.2,True,False,True,LT,-3.606,0.194,-1.112,0.249
1,0.2,30,FSeq,ROPE,0.2,True,False,True,ID,-6.022,0.235,-0.442,0.205
2,0.2,30,FSeq,ROPE,0.2,True,False,True,LS,-2.408,0.166,-0.31,0.196
0,0.2,30,FSeq,ROPE,0.2,True,False,False,LT,-4.539,0.205,0.118,0.163
1,0.2,30,FSeq,ROPE,0.2,True,False,False,ID,-7.479,0.254,0.782,0.079
2,0.2,30,FSeq,ROPE,0.2,True,False,False,LS,-5.784,0.23,0.4,0.132
0,0.2,30,FSeq,ROPE,0.2,False,True,True,LT,-2.522,0.166,-0.72,0.228
1,0.2,30,FSeq,ROPE,0.2,False,True,True,ID,-5.068,0.216,0.055,0.168
2,0.2,30,FSeq,ROPE,0.2,False,True,True,LS,-1.915,0.152,-0.026,0.176
0,0.2,30,FSeq,ROPE,0.2,False,True,False,LT,-4.661,0.2,0.176,0.157
1,0.2,30,FSeq,ROPE,0.2,False,True,False,ID,-7.601,0.256,0.782,0.08
2,0.2,30,FSeq,ROPE,0.2,False,True,False,LS,-5.696,0.222,0.488,0.125
0,0.2,30,FSeq,ROPE,0.2,False,False,True,LT,-2.915,0.174,-1.007,0.245
1,0.2,30,FSeq,ROPE,0.2,False,False,True,ID,-5.664,0.227,-0.233,0.187
2,0.2,30,FSeq,ROPE,0.2,False,False,True,LS,-1.966,0.153,-0.239,0.192
