    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
   70   99        83   86       -0.77963            1.44907        1.36396         0.13305E+02    0.12881E+02    1
   68  101        83   86       -0.65968            1.45582        1.36549         0.10298E+02    0.10298E+02    0
   78   92        84   86        0.02006            1.69947        1.70085         0.30535E+02    0.24839E+02    1
   76   94        84   86       -0.92696            1.60768        1.52251         0.25587E+02    0.17030E+02    1
   74   96        84   86       -0.77929            1.52543        1.43881         0.16185E+02    0.13331E+02    1
   84   87        85   86       -0.78396           15.15859       15.01785         0.89970E+02    0.84040E+02    1
   82   89        85   86        3.11288            3.81039        4.17927         0.43201E+02    0.33688E+02    1
   80   91        85   86        0.10495            2.13883        2.14618         0.30583E+02    0.30583E+02    0
    8   48        26   30       -0.08489            1.90098        1.88782         0.12224E+02    0.12224E+02    0
   10   46        26   30       -0.13261            1.97820        1.96160         0.15742E+02    0.15742E+02    0
    6   50        26   30        0.12329            1.76800        1.79139         0.93795E+01    0.93795E+01    0
   20   38        28   30       -1.23800            3.51450        3.31673         0.32097E+02    0.21375E+02    1
   22   36        28   30       -1.82166            4.59209        4.26418         0.38426E+02    0.24589E+02    1
   18   40        28   30       -0.99965            2.70394        2.58178         0.27505E+02    0.21624E+02    1
    2   53        25   30        0.32497            1.58716        1.65428         0.78448E+01    0.78448E+01    0
    4   51        25   30        0.31974            1.72659        1.78231         0.10066E+02    0.10066E+02    0
   16   41        27   30       -0.77563            2.24743        2.17161         0.27322E+02    0.22600E+02    1
   14   43        27   30       -0.54012            2.09025        2.03206         0.19193E+02    0.19130E+02    1
   28   31        29   30       -2.52142           16.82731       16.18410         0.92169E+02    0.64696E+02    1
   24   35        29   30       -1.51392            5.91708        5.59217         0.38697E+02    0.26807E+02    1
   12   48        28   32       -0.32458            1.93380        1.89344         0.15389E+02    0.15389E+02    0
    8   52        28   32        0.05017            1.83297        1.84245         0.97242E+01    0.97242E+01    0
   10   50        28   32       -0.10575            1.91065        1.89428         0.12286E+02    0.12286E+02    0
   24   38        30   32       -0.56843            3.14015        3.08132         0.35193E+02    0.30055E+02    1
   20   42        30   32       -0.57135            2.11884        2.05877         0.22482E+02    0.19865E+02    1
   22   40        30   32       -1.18984            2.47424        2.35140         0.29595E+02    0.23367E+02    1
    6   53        27   32        0.17198            1.62872        1.65848         0.94952E+01    0.94952E+01    0
    2   57        27   32       -0.02124            1.48215        1.47715         0.62904E+01    0.62904E+01    0
    4   55        27   32        0.20304            1.55556        1.59719         0.76887E+01    0.76887E+01    0
   16   45        29   32       -2.02500            2.17132        1.92307         0.19937E+02    0.16679E+02    1
   18   43        29   32       -0.69853            2.12068        2.05410         0.26300E+02    0.21898E+02    1
   14   47        29   32       -0.41919            1.92615        1.86779         0.13625E+02    0.13625E+02    0
   26   37        31   32       -0.16066            3.50466        3.48827         0.34283E+02    0.34283E+02    0
   30   33        31   32        0.53259           14.16055       14.24596         0.88564E+02    0.88564E+02    0
   53   58        28   83       -0.30038            1.63885        1.56958         0.69555E+01    0.69555E+01    0
   51  109        77   83       -0.14642            1.39715        1.36562         0.64143E+01    0.64143E+01    0
   49  111        77   83        0.18397            1.32798        1.37463         0.53283E+01    0.53283E+01    0
   47  113        77   83        0.03083            1.37582        1.38457         0.48660E+01    0.48660E+01    0
   57  104        78   83       -0.34266            1.43503        1.37744         0.83660E+01    0.83660E+01    0
   55  106        78   83       -0.22022            1.39835        1.35450         0.69116E+01    0.69116E+01    0
   53  108        78   83       -0.13770            1.36814        1.33607         0.58066E+01    0.58066E+01    0
   63   99        79   83       -0.44672            1.43515        1.38010         0.11421E+02    0.11421E+02    0
   61  101        79   83       -0.36418            1.45960        1.40405         0.93860E+01    0.93860E+01    0
   59  103        79   83       -0.18781            1.45217        1.41720         0.77040E+01    0.77040E+01    0
   69   94        80   83       -0.48844            1.39527        1.35439         0.17304E+02    0.16428E+02    1
   67   96        80   83       -0.57040            1.34634        1.28563         0.12362E+02    0.12362E+02    0
   65   98        80   83       -0.51289            1.32454        1.25398         0.93692E+01    0.93692E+01    0
   75   89        81   83        0.36752            1.80992        1.83249         0.30983E+02    0.29644E+02    1
   73   91        81   83        0.12457            1.58900        1.59830         0.25290E+02    0.21335E+02    1
   71   93        81   83       -0.08807            1.48333        1.47505         0.15739E+02    0.15739E+02    0
   81   84        82   83       -1.87311           13.73633       13.30906         0.87943E+02    0.59277E+02    1
   79   86        82   83        2.47251            3.16034        3.36704         0.41372E+02    0.39028E+02    1
   77   88        82   83        0.54829            1.62219        1.65350         0.28689E+02    0.28689E+02    0
    9   56        30   35        0.06586            1.61059        1.62193         0.93895E+01    0.93895E+01    0
    5   60        30   35        0.20387            1.45870        1.50753         0.61909E+01    0.61909E+01    0
    7   58        30   35        0.20181            1.51927        1.56065         0.75093E+01    0.75093E+01    0
   19   48        32   35       -0.96625            1.89867        1.78977         0.17434E+02    0.16358E+02    1
   21   46        32   35       -1.21127            1.99275        1.86828         0.24713E+02    0.18780E+02    1
   17   50        32   35       -0.48566            1.81806        1.75068         0.12860E+02    0.12860E+02    0
   13   53        31   35       -0.04683            1.68662        1.67936         0.10846E+02    0.10846E+02    0
   15   51        31   35       -0.12081            1.69154        1.67642         0.13461E+02    0.13461E+02    0
   11   55        31   35        0.02757            1.61881        1.62401         0.85880E+01    0.85880E+01    0
   27   41        33   35       -0.23719            3.11929        3.09654         0.35139E+02    0.32411E+02    1
   23   45        33   35       -2.72511            2.36825        2.00227         0.25128E+02    0.16233E+02    1
   25   43        33   35       -0.63263            2.46560        2.39816         0.29571E+02    0.22811E+02    1
   31   38        34   35       -2.53639            7.62322        7.10341         0.50715E+02    0.35914E+02    1
   33   36        34   35        2.90752           13.02604       13.65537         0.86870E+02    0.61622E+02    1
   29   40        34   35        0.79943            3.37175        3.45202         0.33978E+02    0.33978E+02    0
    9   60        32   37        0.07561            1.81311        1.82847         0.89617E+01    0.89617E+01    0
   11   58        32   37        0.04862            1.83389        1.84225         0.10691E+02    0.10691E+02    0
    7   62        32   37        0.12935            1.73561        1.76636         0.73662E+01    0.73662E+01    0
    5   63        31   37        0.31085            1.57888        1.64806         0.72486E+01    0.72486E+01    0
    1   67        31   37        0.05231            1.51881        1.53368         0.53717E+01    0.53717E+01    0
    3   65        31   37        0.20022            1.57283        1.62353         0.63107E+01    0.63107E+01    0
   17   53        33   37       -0.42876            2.04812        1.99494         0.16298E+02    0.16298E+02    0
   13   57        33   37        0.01122            1.92251        1.92463         0.10199E+02    0.10199E+02    0
   15   55        33   37       -0.10629            1.95950        1.94304         0.12601E+02    0.12601E+02    0
   27   45        35   37       -2.23155            3.29568        2.94437         0.31624E+02    0.19798E+02    1
   29   43        35   37        0.91570            3.68881        3.78856         0.36528E+02    0.34320E+02    1
   25   47        35   37       -1.26181            2.75065        2.57194         0.27615E+02    0.18783E+02    1
   23   48        34   37       -1.56307            2.34363        2.14974         0.27588E+02    0.18100E+02    1
   19   52        34   37       -0.80166            2.13156        2.01871         0.15078E+02    0.14738E+02    1
   21   50        34   37       -1.16307            2.19877        2.04431         0.20189E+02    0.15968E+02    1
   35   38        36   37       -3.49607           20.24301       19.05719         0.96193E+02    0.57916E+02    1
   31   42        36   37       -0.25271            4.88887        4.85434         0.37026E+02    0.35652E+02    1
   53   58        32   79       -0.21718            1.64047        1.60364         0.95637E+01    0.95637E+01    0
   47  105        73   79       -0.02454            1.40239        1.39706         0.64384E+01    0.64384E+01    0
   43  109        73   79        0.03611            1.39442        1.40467         0.49317E+01    0.49317E+01    0
   53  100        74   79       -0.42723            1.40672        1.33531         0.82010E+01    0.82010E+01    0
   51  102        74   79       -0.34825            1.41457        1.34584         0.69918E+01    0.69918E+01    0
   49  104        74   79       -0.06829            1.36340        1.34740         0.57864E+01    0.57864E+01    0
   59   95        75   79       -0.52020            1.41901        1.35512         0.11292E+02    0.11292E+02    0
   57   97        75   79       -0.50239            1.42942        1.35339         0.91919E+01    0.91919E+01    0
   55   99        75   79       -0.32010            1.39756        1.33851         0.74143E+01    0.74143E+01    0
   65   90        76   79       -0.65372            1.45131        1.39454         0.17999E+02    0.16383E+02    1
   63   92        76   79       -0.41144            1.40147        1.35737         0.12868E+02    0.12868E+02    0
   61   94        76   79        0.02174            1.35814        1.36122         0.96069E+01    0.96069E+01    0
   71   85        77   79       -0.65102            2.00679        1.95922         0.31732E+02    0.27136E+02    1
   69   87        77   79       -1.21889            1.82578        1.71223         0.27587E+02    0.18982E+02    1
   67   89        77   79       -1.12547            1.74084        1.61153         0.18471E+02    0.14581E+02    1
   77   80        78   79        0.46246           10.70899       10.76881         0.83024E+02    0.83024E+02    0
   73   84        78   79       -1.32273            2.17230        2.06161         0.30693E+02    0.25291E+02    1
   68   70        60   78       -0.71990            1.79226        1.73239         0.27469E+02    0.21186E+02    1
   46  104        72   78        0.43226            1.33034        1.42791         0.61076E+01    0.61076E+01    0
   44  106        72   78        0.23191            1.37591        1.43494         0.55206E+01    0.55206E+01    0
   42  108        72   78        0.16986            1.38487        1.43374         0.48980E+01    0.48980E+01    0
   52   99        73   78       -0.05538            1.40995        1.40049         0.82198E+01    0.82198E+01    0
   50  101        73   78        0.02674            1.39758        1.40301         0.69078E+01    0.69078E+01    0
   48  103        73   78        0.64146            1.26956        1.43006         0.53882E+01    0.53882E+01    0
   58   94        74   78       -0.32860            1.43468        1.39398         0.11417E+02    0.11417E+02    0
   56   96        74   78       -0.29428            1.41970        1.37467         0.91294E+01    0.91294E+01    0
   54   98        74   78       -0.23561            1.41939        1.37567         0.75301E+01    0.75301E+01    0
   64   89        75   78       -0.81896            1.52676        1.45742         0.18934E+02    0.17620E+02    1
   62   91        75   78       -0.24984            1.43390        1.40694         0.13166E+02    0.13166E+02    0
   60   93        75   78       -0.17459            1.39638        1.37192         0.98774E+01    0.98774E+01    0
   70   84        76   78        1.62818            1.73236        1.82681         0.30671E+02    0.30671E+02    0
   68   86        76   78       -0.13351            1.62451        1.61573         0.25855E+02    0.24645E+02    1
   66   88        76   78       -0.14325            1.50399        1.49055         0.15958E+02    0.15958E+02    0
   76   79        77   78       -2.41107           20.31591       19.54898         0.96273E+02    0.62655E+02    1
   72   83        77   78        3.61368            2.45702        2.75489         0.31580E+02    0.31580E+02    0
   26   84        52   58       -0.30721            1.59517        1.52964         0.73235E+01    0.73235E+01    0
   22   88        52   58       -0.30909            1.63308        1.54798         0.57758E+01    0.57758E+01    0
   38   74        54   58       -0.16267            1.58509        1.56478         0.12614E+02    0.12614E+02    0
   34   78        54   58       -0.43740            1.57290        1.49257         0.83445E+01    0.83445E+01    0
   30   81        53   58       -0.49798            1.69451        1.59669         0.83754E+01    0.83754E+01    0
   42   71        55   58       -0.06883            1.85321        1.84541         0.17016E+02    0.16334E+02    1
   56   59        57   58        0.00656           15.31833       15.31944         0.90188E+02    0.90188E+02    0
   50   64        56   58       -1.80738            2.57016        2.38751         0.33600E+02    0.24518E+02    1
   46   68        56   58       -1.08392            1.86552        1.74712         0.19794E+02    0.16531E+02    1
   42  100        68   74        0.09112            1.54462        1.56459         0.70914E+01    0.70914E+01    0
   40  102        68   74        0.11324            1.55210        1.58058         0.62275E+01    0.62275E+01    0
   38  104        68   74        0.04305            1.54677        1.55898         0.54706E+01    0.54706E+01    0
   48   95        69   74        0.25688            1.46729        1.51202         0.85541E+01    0.85541E+01    0
   46   97        69   74        0.10376            1.51792        1.53905         0.75026E+01    0.75026E+01    0
   44   99        69   74        0.08143            1.54309        1.56239         0.65491E+01    0.65491E+01    0
   54   90        70   74       -0.18434            1.67586        1.65285         0.13336E+02    0.13336E+02    0
   52   92        70   74       -0.01159            1.59272        1.59092         0.10242E+02    0.10242E+02    0
   50   94        70   74        0.06058            1.56160        1.57307         0.82846E+01    0.82846E+01    0
   60   85        71   74       -0.83650            1.80154        1.71276         0.22342E+02    0.16552E+02    1
   58   87        71   74       -4.04604            2.34090        1.69055         0.21494E+02    0.12431E+02    1
   56   89        71   74       -0.34953            1.73803        1.68932         0.12294E+02    0.12294E+02    0
   66   80        72   74       -0.87561            2.16197        2.09475         0.32283E+02    0.27723E+02    1
   64   82        72   74       -1.48572            1.83490        1.69889         0.27618E+02    0.19290E+02    1
   62   84        72   74       -1.06004            1.74387        1.62304         0.18503E+02    0.14762E+02    1
   72   75        73   74       -0.58710           15.70114       15.59984         0.90704E+02    0.90704E+02    0
   68   79        73   74        2.78872            2.69429        2.93756         0.32260E+02    0.32260E+02    0
   59  117        85   91       -0.03741            1.41721        1.40909         0.65064E+01    0.65064E+01    0
   57  119        85   91       -0.22955            1.41994        1.36386         0.56972E+01    0.56972E+01    0
   65  112        86   91       -0.10852            1.39620        1.37771         0.81396E+01    0.81396E+01    0
   63  114        86   91        0.00898            1.38349        1.38531         0.68382E+01    0.68382E+01    0
   61  116        86   91        0.00757            1.41106        1.41284         0.59887E+01    0.59887E+01    0
   71  107        87   91       -0.25440            1.47275        1.44112         0.11720E+02    0.11720E+02    0
   69  109        87   91       -0.22707            1.46753        1.43264         0.94369E+01    0.94369E+01    0
   67  111        87   91       -0.16241            1.43958        1.40929         0.76372E+01    0.76372E+01    0
   77  102        88   91       -1.11408            1.63160        1.51227         0.20235E+02    0.14670E+02    1
   75  104        88   91       -0.63977            1.58959        1.51262         0.14596E+02    0.12890E+02    1
   73  106        88   91       -0.38791            1.55288        1.49899         0.10984E+02    0.10984E+02    0
   83   97        89   91       -1.07232            1.93614        1.84049         0.31470E+02    0.21167E+02    1
   81   99        89   91       -1.45491            1.83570        1.68506         0.27621E+02    0.16992E+02    1
   79  101        89   91       -1.10286            1.78450        1.64791         0.18934E+02    0.13849E+02    1
   89   92        90   91       -3.00578           18.02724       17.02719         0.93649E+02    0.52666E+02    1
   87   94        90   91        4.47862            3.51348        4.11182         0.42398E+02    0.28479E+02    1
   85   96        90   91        1.39531            2.07749        2.17514         0.30378E+02    0.30378E+02    0
   80   82        74   88        0.89221            1.69558        1.74588         0.30519E+02    0.30519E+02    0
   56  114        82   88        0.03417            1.29029        1.29775         0.59237E+01    0.59237E+01    0
   54  116        82   88        0.08531            1.28316        1.30460         0.51485E+01    0.51485E+01    0
   52  118        82   88        0.03760            1.26348        1.27416         0.44687E+01    0.44687E+01    0
   62  109        83   88       -0.06105            1.33922        1.32879         0.78074E+01    0.78074E+01    0
   60  111        83   88       -0.08599            1.33878        1.32150         0.66172E+01    0.66172E+01    0
   58  113        83   88       -0.00420            1.33260        1.33161         0.56557E+01    0.56557E+01    0
   68  104        84   88       -0.49631            1.45663        1.39557         0.11591E+02    0.11591E+02    0
   66  106        84   88       -0.32242            1.42154        1.37227         0.91412E+01    0.91412E+01    0
   64  108        84   88        0.25682            1.29639        1.34572         0.68776E+01    0.68776E+01    0
   74   99        85   88       -0.85981            1.55939        1.46859         0.19339E+02    0.14332E+02    1
   72  101        85   88       -0.66476            1.54500        1.46554         0.14186E+02    0.12590E+02    1
   70  103        85   88       -0.51843            1.52015        1.44860         0.10753E+02    0.10753E+02    0
   80   94        86   88       -0.46148            1.75895        1.72272         0.30779E+02    0.22172E+02    1
   78   96        86   88       -0.92364            1.55081        1.46918         0.24682E+02    0.17082E+02    1
   76   98        86   88       -0.97695            1.55439        1.44168         0.16493E+02    0.12979E+02    1
   86   89        87   88       -2.36763           15.36760       14.79975         0.90255E+02    0.62883E+02    1
   84   91        87   88        3.01136            3.02418        3.35238         0.40953E+02    0.29227E+02    1
   82   93        87   88        0.63675            1.86566        1.90619         0.29632E+02    0.29632E+02    0
   12   63        35   40       -0.12419            1.91533        1.89037         0.94669E+01    0.94669E+01    0
   14   61        35   40       -0.19625            1.91774        1.88437         0.11180E+02    0.11180E+02    0
   10   65        35   40        0.22376            1.86187        1.91534         0.79020E+01    0.79020E+01    0
   24   53        37   40       -0.92323            1.98896        1.87411         0.18263E+02    0.15522E+02    1
   26   51        37   40       -1.27996            2.14037        1.99397         0.26544E+02    0.18065E+02    1
   22   55        37   40       -0.73724            1.92069        1.81924         0.13586E+02    0.13586E+02    0
   38   41        39   40       -1.16683           17.60965       17.37624         0.93143E+02    0.87445E+02    1
   34   45        39   40       -0.07244            4.19492        4.18643         0.35738E+02    0.35738E+02    0
    6   68        34   40        0.23028            1.68893        1.74731         0.67765E+01    0.67765E+01    0
    8   66        34   40        0.24290            1.75226        1.80597         0.80446E+01    0.80446E+01    0
    4   70        34   40        0.15220            1.67783        1.72142         0.59341E+01    0.59341E+01    0
   20   56        36   40       -0.78191            1.96993        1.87390         0.15676E+02    0.15646E+02    1
   16   60        36   40       -0.21016            1.87713        1.83794         0.99585E+01    0.99585E+01    0
   18   58        36   40       -0.24165            1.85609        1.81888         0.11936E+02    0.11936E+02    0
   30   48        38   40       -1.19052            2.77745        2.62095         0.30397E+02    0.20528E+02    1
   32   46        38   40        0.07712            3.17261        3.18077         0.35277E+02    0.30037E+02    1
   28   50        38   40       -1.28122            2.39130        2.22395         0.25372E+02    0.17660E+02    1
   16   63        37   42       -0.13279            1.75368        1.73105         0.10224E+02    0.10224E+02    0
   12   67        37   42        0.19046            1.68142        1.72690         0.71362E+01    0.71362E+01    0
   14   65        37   42        0.10458            1.72543        1.74672         0.85283E+01    0.85283E+01    0
   28   53        39   42       -1.05264            2.11301        1.99984         0.26205E+02    0.19121E+02    1
   24   57        39   42       -0.23931            1.82675        1.79323         0.12922E+02    0.12922E+02    0
   26   55        39   42       -0.74693            2.00359        1.91431         0.18397E+02    0.16385E+02    1
   40   43        41   42       -1.84126           20.48499       20.01815         0.96458E+02    0.79869E+02    1
   36   47        41   42        2.50788            3.65000        3.92433         0.34606E+02    0.34606E+02    0
   10   68        36   42        0.45193            1.69321        1.79456         0.77735E+01    0.77735E+01    0
    8   70        36   42        0.37411            1.67976        1.77564         0.67397E+01    0.67397E+01    0
    6   72        36   42        0.40618            1.58808        1.70718         0.56167E+01    0.56167E+01    0
   20   60        38   42       -0.04916            1.84084        1.83321         0.11838E+02    0.11838E+02    0
   22   58        38   42       -0.37752            1.87883        1.83198         0.14951E+02    0.14951E+02    0
   18   62        38   42        0.01388            1.78775        1.79036         0.94843E+01    0.94843E+01    0
   34   48        40   42       -0.51077            2.84298        2.80039         0.34393E+02    0.33841E+02    1
   30   52        40   42       -1.13119            2.19468        2.06312         0.23286E+02    0.18299E+02    1
   32   50        40   42       -1.16598            2.34185        2.22391         0.29221E+02    0.22563E+02    1
   52  110        78   84       -0.08042            1.33943        1.32202         0.61493E+01    0.61493E+01    0
   50  112        78   84       -0.04404            1.32803        1.31709         0.53284E+01    0.53284E+01    0
   48  114        78   84        0.08912            1.30459        1.33003         0.46140E+01    0.46140E+01    0
   58  105        79   84       -0.13559            1.40006        1.37700         0.81621E+01    0.81621E+01    0
   56  107        79   84       -0.07777            1.37415        1.35850         0.67920E+01    0.67920E+01    0
   54  109        79   84       -0.07312            1.36842        1.35130         0.58078E+01    0.58078E+01    0
   64  100        80   84       -0.49466            1.32730        1.26658         0.10562E+02    0.10562E+02    0
   62  102        80   84       -0.36367            1.34356        1.28818         0.86398E+01    0.86398E+01    0
   60  104        80   84       -0.14434            1.29754        1.27061         0.68836E+01    0.68836E+01    0
   70   95        81   84       -0.41697            1.42298        1.38855         0.17647E+02    0.17025E+02    1
   68   97        81   84       -0.60009            1.44421        1.38031         0.13261E+02    0.13261E+02    0
   66   99        81   84       -0.44321            1.41832        1.35703         0.10033E+02    0.10033E+02    0
   76   90        82   84       -0.29464            1.61046        1.59242         0.30158E+02    0.26148E+02    1
   74   92        82   84       -0.18130            1.43489        1.42125         0.22837E+02    0.18979E+02    1
   72   94        82   84       -0.28313            1.37572        1.34906         0.14597E+02    0.14469E+02    1
   82   85        83   84       -1.91126           17.59156       17.08272         0.93121E+02    0.65115E+02    1
   80   87        83   84        2.67731            3.69002        4.01424         0.42881E+02    0.31790E+02    1
   78   89        83   84        2.18946            1.86416        2.00715         0.29626E+02    0.29626E+02    0
   13   71        39   45       -3.21418            2.35106        1.74557         0.10794E+02    0.10794E+02    0
   11   73        39   45       -4.14877            2.65859        1.71888         0.10667E+02    0.95128E+01    1
    9   75        39   45       -1.03386            1.97804        1.70630         0.69959E+01    0.69959E+01    0
   23   63        41   45       -2.94952            2.17914        1.70583         0.14013E+02    0.12045E+02    1
   25   61        41   45       -8.27730            3.50547        1.70781         0.27327E+02    0.11510E+02    1
   35   53        43   45       -0.76704            2.52824        2.44175         0.29743E+02    0.22036E+02    1
   37   51        43   45       -0.24107            3.18803        3.16363         0.35316E+02    0.31369E+02    1
   33   55        43   45       -2.43858            2.46856        2.13505         0.26192E+02    0.16801E+02    1
   17   68        40   45       -2.67464            2.16867        1.68977         0.10719E+02    0.10719E+02    0
   19   66        40   45       -5.39501            2.81022        1.68619         0.16383E+02    0.10562E+02    1
   15   70        40   45        0.78389            1.49983        1.69638         0.63655E+01    0.63655E+01    0
   31   56        42   45       -1.31890            2.05449        1.91065         0.25479E+02    0.18170E+02    1
   27   60        42   45       -2.09560            2.06433        1.74909         0.14602E+02    0.12646E+02    1
   29   58        42   45       -6.86073            3.10143        1.77917         0.27458E+02    0.12346E+02    1
   43   46        44   45        1.01171           15.58036       15.75543         0.90543E+02    0.90543E+02    0
   39   50        44   45       -0.01560            3.57925        3.57763         0.34450E+02    0.34450E+02    0
   81  117        97  101       -0.11340            1.38450        1.37032         0.11017E+02    0.11017E+02    0
   79  119        97  101       -0.47858            1.38107        1.30862         0.88810E+01    0.88810E+01    0
   87  112        98  101       -0.54086            1.48654        1.44356         0.18436E+02    0.18436E+02    0
   85  114        98  101       -0.28834            1.43199        1.40093         0.13149E+02    0.13149E+02    0
   83  116        98  101       -0.16950            1.44214        1.41837         0.10201E+02    0.10201E+02    0
   93  107        99  101       -0.17026            1.87761        1.86631         0.31247E+02    0.28186E+02    1
   91  109        99  101       -0.59949            1.70430        1.65703         0.27125E+02    0.21311E+02    1
   89  111        99  101       -0.42484            1.51706        1.47754         0.16096E+02    0.16096E+02    0
   99  102       100  101       -1.86253           14.57185       14.09490         0.89152E+02    0.55968E+02    1
   97  104       100  101        2.71916            3.60729        3.85472         0.42657E+02    0.40988E+02    1
   95  106       100  101       -0.07853            2.39564        2.38965         0.31396E+02    0.31396E+02    0
   15   73        41   47        0.32806            1.48287        1.55608         0.68079E+01    0.68079E+01    0
   13   75        41   47        0.25822            1.50386        1.56962         0.60340E+01    0.60340E+01    0
   11   77        41   47        0.25517            1.49328        1.56719         0.52814E+01    0.52814E+01    0
   27   63        43   47       -0.08990            1.58858        1.57732         0.12642E+02    0.12642E+02    0
   23   67        43   47        0.04204            1.51686        1.52480         0.80472E+01    0.80472E+01    0
   25   65        43   47        0.09709            1.53980        1.55497         0.99017E+01    0.99017E+01    0
   21   68        42   47        0.28322            1.45555        1.50495         0.84856E+01    0.84856E+01    0
   19   70        42   47        0.25848            1.46773        1.52096         0.72545E+01    0.72545E+01    0
   17   72        42   47        0.14583            1.47524        1.51001         0.62611E+01    0.62611E+01    0
   31   60        44   47       -0.29249            1.61451        1.58297         0.14824E+02    0.14824E+02    0
   33   58        44   47       -0.41099            1.67481        1.63772         0.20771E+02    0.18352E+02    1
   29   62        44   47       -0.21236            1.51681        1.48709         0.10729E+02    0.10729E+02    0
   45   48        46   47       -2.14745           16.43265       15.92802         0.91665E+02    0.68850E+02    1
   41   52        46   47        0.48824            2.90797        2.95154         0.32835E+02    0.32835E+02    0
   39   53        45   47       -0.38164            2.48201        2.45375         0.33330E+02    0.33330E+02    0
   35   57        45   47       -0.58329            1.63890        1.58483         0.17389E+02    0.17389E+02    0
   37   55        45   47       -0.93527            2.05220        1.97265         0.28343E+02    0.23660E+02    1
   84   87        73   98       -1.00585            1.53887        1.43319         0.19085E+02    0.14138E+02    1
   88   90        80   98       -1.80983            1.64337        1.46870         0.26155E+02    0.16106E+02    1
   90   92        84   98       -1.00821            1.78151        1.69966         0.30870E+02    0.21435E+02    1
   72  119        93   98       -0.20311            1.29361        1.25924         0.75416E+01    0.75416E+01    0
   78  114        94   98        0.16301            1.31913        1.33977         0.10497E+02    0.10497E+02    0
   76  116        94   98        0.13508            1.33801        1.35918         0.86041E+01    0.86041E+01    0
   74  118        94   98        0.08414            1.32400        1.33995         0.70240E+01    0.70240E+01    0
   84  109        95   98       -0.28364            1.30081        1.27814         0.16132E+02    0.16132E+02    0
   82  111        95   98       -0.22851            1.28051        1.25586         0.11758E+02    0.11758E+02    0
   80  113        95   98        0.03046            1.24377        1.24809         0.87979E+01    0.87979E+01    0
   90  104        96   98        0.28271            1.58307        1.59958         0.30038E+02    0.27245E+02    1
   88  106        96   98       -0.30567            1.44526        1.42265         0.23002E+02    0.19382E+02    1
   86  108        96   98       -0.45788            1.37580        1.33332         0.14598E+02    0.14598E+02    0
   96   99        97   98       -1.15965           14.09137       13.81707         0.88464E+02    0.58991E+02    1
   94  101        97   98        2.64605            3.09273        3.33606         0.41166E+02    0.34938E+02    1
   92  103        97   98        1.00765            1.95047        2.01724         0.29938E+02    0.29938E+02    0
   88   90        82   96       -1.47720            1.70334        1.58649         0.30551E+02    0.20786E+02    1
   70  117        91   96        0.02143            1.35942        1.36310         0.79252E+01    0.79252E+01    0
   68  119        91   96       -0.27195            1.37035        1.31642         0.67732E+01    0.67732E+01    0
   76  112        92   96       -0.08285            1.41686        1.40648         0.11275E+02    0.11275E+02    0
   74  114        92   96        0.13171            1.38981        1.41045         0.89372E+01    0.89372E+01    0
   72  116        92   96        0.14489            1.39375        1.42133         0.73941E+01    0.73941E+01    0
   82  107        93   96       -0.68421            1.46504        1.39997         0.18169E+02    0.15058E+02    1
   80  109        93   96       -0.43407            1.43090        1.38439         0.13139E+02    0.13139E+02    0
   78  111        93   96       -0.15454            1.36954        1.34786         0.96875E+01    0.96875E+01    0
   88  102        94   96        0.18857            1.83475        1.84926         0.31081E+02    0.23947E+02    1
   86  104        94   96       -0.06927            1.64150        1.63538         0.26125E+02    0.18555E+02    1
   94   97        95   96       -3.45947           12.92037       12.07758         0.86707E+02    0.51286E+02    1
   92   99        95   96        2.12632            3.06524        3.24295         0.41081E+02    0.37727E+02    1
   90  101        95   96        1.43227            1.70290        1.78908         0.29013E+02    0.29013E+02    0
   61  119        87   93       -0.23751            1.41598        1.36518         0.65008E+01    0.65008E+01    0
   67  114        88   93       -0.07691            1.42796        1.41483         0.83248E+01    0.83248E+01    0
   65  116        88   93       -0.04121            1.41783        1.40952         0.70079E+01    0.70079E+01    0
   63  118        88   93       -0.07117            1.41146        1.39479         0.59904E+01    0.59904E+01    0
   73  109        89   93       -0.24718            1.56445        1.53370         0.12450E+02    0.12450E+02    0
   71  111        89   93       -0.10222            1.52013        1.50432         0.97752E+01    0.97752E+01    0
   69  113        89   93       -0.04079            1.50890        1.50123         0.80049E+01    0.80049E+01    0
   91   92        90   93       -1.78707           12.10584       11.79055         0.85411E+02    0.67720E+02    1
   79  104        90   93       -0.82665            1.64813        1.55997         0.20440E+02    0.15036E+02    1
   77  106        90   93       -0.45406            1.58555        1.53332         0.14559E+02    0.13553E+02    1
   75  108        90   93       -0.24795            1.57716        1.54249         0.11156E+02    0.11156E+02    0
   85   99        91   93       -0.77514            1.72885        1.66850         0.30656E+02    0.21815E+02    1
   83  101        91   93       -1.40854            1.67174        1.53813         0.26607E+02    0.16910E+02    1
   81  103        91   93       -1.07724            1.65460        1.52623         0.17556E+02    0.13339E+02    1
   91   94        92   93       -1.71283           18.63911       18.09997         0.94374E+02    0.58355E+02    1
   89   96        92   93        3.76209            3.28608        3.72015         0.41747E+02    0.30323E+02    1
   87   98        92   93        0.90746            2.11454        2.17839         0.30502E+02    0.30502E+02    0
   57  115        83   89       -0.02778            1.31298        1.30694         0.60279E+01    0.60279E+01    0
