    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    5   30        16   19       -0.14104            2.90603        2.89193         0.28995E+02    0.28995E+02    0
    1   34        16   19        0.16364            2.20883        2.23208         0.15624E+02    0.15624E+02    0
    3   32        16   19        0.23505            2.60381        2.62953         0.23908E+02    0.23908E+02    0
   17   20        18   19       -1.80665           18.23254       17.86546         0.93894E+02    0.88828E+02    1
   13   24        18   19       -1.46121            8.46836        8.09204         0.42041E+02    0.32146E+02    1
   15   22        18   19       -1.94769           11.60288       11.13636         0.55888E+02    0.47461E+02    1
    6   31        17   20        0.02360            2.98515        2.98756         0.29176E+02    0.29176E+02    0
    4   33        17   20        0.56525            2.66721        2.72949         0.24490E+02    0.24490E+02    0
   18   21        19   20        0.52811           20.36812       20.49957         0.96330E+02    0.82097E+02    1
   14   25        19   20        0.74637            7.13452        7.28081         0.40407E+02    0.36773E+02    1
   12   26        18   20       -0.11242            5.59322        5.57642         0.40219E+02    0.37367E+02    1
    8   30        18   20       -0.18320            3.70653        3.68365         0.29586E+02    0.29586E+02    0
   10   28        18   20       -0.40752            4.64873        4.58920         0.34242E+02    0.31621E+02    1
   50   53        39   64        0.05317            1.69418        1.69918         0.21011E+02    0.18044E+02    1
   38   85        59   64       -0.11218            1.37038        1.35127         0.79891E+01    0.79891E+01    0
   36   87        59   64       -0.48046            1.43210        1.33812         0.70785E+01    0.70785E+01    0
   34   89        59   64       -0.52719            1.44933        1.33029         0.61512E+01    0.61512E+01    0
   50   75        61   64       -0.61579            1.45275        1.40383         0.18017E+02    0.17977E+02    1
   48   77        61   64        0.24061            1.34388        1.37034         0.12340E+02    0.12340E+02    0
   46   79        61   64        0.12540            1.31541        1.33326         0.93046E+01    0.93046E+01    0
   60   67        63   64        2.80839            4.82807        5.13455         0.45631E+02    0.45631E+02    0
   62   65        63   64       -2.04395           17.23432       16.67582         0.92680E+02    0.62046E+02    1
   58   69        63   64       -0.41896            2.93817        2.90101         0.32913E+02    0.32913E+02    0
   32   90        58   64       -0.19172            1.40190        1.36076         0.64361E+01    0.64361E+01    0
   30   92        58   64       -0.01398            1.36655        1.36307         0.54830E+01    0.54830E+01    0
   28   94        58   64       -0.04440            1.36690        1.35440         0.48344E+01    0.48344E+01    0
   44   80        60   64       -0.01261            1.43864        1.43705         0.11448E+02    0.11448E+02    0
   42   82        60   64        0.24032            1.38799        1.42587         0.89255E+01    0.89255E+01    0
   40   84        60   64        0.25734            1.37513        1.42450         0.72953E+01    0.72953E+01    0
   56   70        62   64        0.26163            2.36186        2.38069         0.32950E+02    0.32950E+02    0
   54   72        62   64       -0.65685            1.89850        1.84665         0.27837E+02    0.23719E+02    1
   52   74        62   64       -0.21151            1.57397        1.55417         0.16700E+02    0.16700E+02    0
    4   37        19   22        0.52746            2.11264        2.18854         0.14944E+02    0.14944E+02    0
    6   35        19   22        0.05416            2.41685        2.42276         0.22192E+02    0.22192E+02    0
    8   33        19   22       -0.33571            2.78679        2.75440         0.28715E+02    0.28715E+02    0
   20   23        21   22       -4.53879           23.20854       21.23560         0.99283E+02    0.51089E+02    1
   16   27        21   22        1.06314            6.25513        6.42711         0.39197E+02    0.39197E+02    0
   18   25        21   22       -1.59057           11.17606       10.82447         0.55405E+02    0.49761E+02    1
   12   30        20   22       -0.47239            2.97707        2.93189         0.30889E+02    0.30889E+02    0
   14   28        20   22       -0.59563            4.22129        4.15509         0.37685E+02    0.37685E+02    0
   10   32        20   22       -0.94369            2.73281        2.64086         0.27573E+02    0.27573E+02    0
    1   41        19   23        0.53070            1.66511        1.74972         0.10708E+02    0.10708E+02    0
    3   39        19   23        0.62049            1.89941        1.97900         0.15115E+02    0.15115E+02    0
   15   29        21   23        1.73675            4.16706        4.36420         0.37572E+02    0.37572E+02    0
   11   33        21   23       -0.26480            2.87750        2.85032         0.27904E+02    0.27904E+02    0
    5   38        20   23       -1.99709            2.17489        1.91011         0.15384E+02    0.15384E+02    0
    7   36        20   23       -0.47016            2.16497        2.11437         0.19879E+02    0.19879E+02    0
   19   26        22   23       -1.29010            9.15665        8.92780         0.52910E+02    0.50971E+02    1
   21   24        22   23       -2.82160           15.96464       15.28485         0.91054E+02    0.64843E+02    1
   47   53        19   81       -0.14941            1.43483        1.39807         0.57570E+01    0.57570E+01    0
   49  107        75   81       -0.02807            1.34894        1.34284         0.61930E+01    0.61930E+01    0
   47  109        75   81        0.07635            1.33022        1.34938         0.53373E+01    0.53373E+01    0
   55  102        76   81       -0.22962            1.40595        1.36711         0.81965E+01    0.81965E+01    0
   53  104        76   81       -0.11730            1.36566        1.34213         0.67500E+01    0.67500E+01    0
   51  106        76   81       -0.05057            1.34484        1.33298         0.57077E+01    0.57077E+01    0
   61   97        77   81       -0.67488            1.51819        1.43571         0.12081E+02    0.12081E+02    0
   59   99        77   81       -0.49412            1.51205        1.43713         0.97232E+01    0.97232E+01    0
   57  101        77   81       -0.36512            1.50304        1.43577         0.79739E+01    0.79739E+01    0
   67   92        78   81       -1.06384            1.56517        1.45608         0.19411E+02    0.14725E+02    1
   65   94        78   81       -0.92005            1.47966        1.37751         0.13586E+02    0.12862E+02    1
   63   96        78   81       -0.75339            1.45395        1.35125         0.10285E+02    0.10285E+02    0
   73   87        79   81       -0.01306            1.87642        1.87553         0.31243E+02    0.27516E+02    1
   71   89        79   81       -0.32922            1.70605        1.67883         0.27153E+02    0.20463E+02    1
   69   91        79   81       -0.40944            1.59547        1.55316         0.16928E+02    0.15235E+02    1
   79   82        80   81       -0.39283           11.49738       11.44116         0.84399E+02    0.80138E+02    1
   75   86        80   81        0.51735            1.66852        1.69868         0.28876E+02    0.28876E+02    0
   30   33        19   44       -0.26641            1.91253        1.88932         0.23719E+02    0.21812E+02    1
   16   67        39   44        0.42188            1.64931        1.73691         0.81520E+01    0.81520E+01    0
   18   65        39   44        0.37385            1.66329        1.72867         0.96967E+01    0.96967E+01    0
   14   69        39   44        0.43839            1.62630        1.73294         0.69022E+01    0.69022E+01    0
   26   59        41   44        0.56270            1.65209        1.73359         0.11686E+02    0.11686E+02    0
   28   57        41   44        0.57568            1.71294        1.77680         0.15728E+02    0.15728E+02    0
   30   55        41   44        0.32540            1.94011        1.96876         0.24061E+02    0.22195E+02    1
   42   45        43   44       -1.62932           19.80503       19.40995         0.95708E+02    0.80860E+02    1
   38   49        43   44        2.10175            3.48649        3.70720         0.34242E+02    0.34242E+02    0
   12   70        38   44        0.47821            1.65955        1.76705         0.76190E+01    0.76190E+01    0
   10   72        38   44        0.54136            1.61879        1.75950         0.64951E+01    0.64951E+01    0
    8   74        38   44        0.46297            1.59686        1.73328         0.56477E+01    0.56477E+01    0
   24   60        40   44        0.35199            1.63879        1.68363         0.13041E+02    0.13041E+02    0
   20   64        40   44        0.33783            1.63129        1.69623         0.86543E+01    0.86543E+01    0
   22   62        40   44        0.25968            1.63594        1.67683         0.10520E+02    0.10520E+02    0
   34   52        42   44       -0.05740            2.26240        2.25726         0.28989E+02    0.25220E+02    1
   36   50        42   44        0.44813            2.73874        2.77497         0.34097E+02    0.34097E+02    0
   32   54        42   44        0.15440            1.92775        1.94287         0.20454E+02    0.19752E+02    1
   31   33        23   41       -0.98827            2.32909        2.23679         0.29184E+02    0.24442E+02    1
    9   67        35   41        0.12632            1.81479        1.84251         0.83317E+01    0.83317E+01    0
    7   69        35   41        0.15216            1.74899        1.78733         0.70175E+01    0.70175E+01    0
    5   71        35   41        0.19706            1.68253        1.73918         0.59507E+01    0.59507E+01    0
   19   59        37   41       -0.28250            1.74128        1.69790         0.11197E+02    0.11197E+02    0
   21   57        37   41       -0.51291            1.78015        1.71685         0.14166E+02    0.14166E+02    0
   17   61        37   41       -0.17139            1.72464        1.69264         0.91495E+01    0.91495E+01    0
   31   49        39   41       -1.31413            2.55464        2.39643         0.29815E+02    0.20555E+02    1
   33   47        39   41       -0.83112            3.01931        2.93643         0.34875E+02    0.29858E+02    1
   29   51        39   41       -1.27183            2.27279        2.11328         0.24115E+02    0.17478E+02    1
   13   64        36   41       -0.04795            1.82094        1.81126         0.90004E+01    0.90004E+01    0
   15   62        36   41       -0.06453            1.79063        1.77959         0.10439E+02    0.10439E+02    0
   11   66        36   41        0.01081            1.78678        1.78932         0.75833E+01    0.75833E+01    0
   27   52        38   41       -1.51757            2.27889        2.09311         0.27410E+02    0.17846E+02    1
   23   56        38   41       -0.81595            1.97283        1.86065         0.13955E+02    0.13937E+02    1
   25   54        38   41       -0.99802            2.06195        1.93325         0.18933E+02    0.15485E+02    1
   39   42        40   41       -0.14559           15.70228       15.67710         0.90706E+02    0.90706E+02    0
   35   46        40   41       -0.35121            3.38607        3.35128         0.34011E+02    0.34011E+02    0
   37   44        40   41        0.59618            6.77911        6.86149         0.49357E+02    0.49357E+02    0
    2    5         3    4       -1.13729           27.86936       27.47322         0.10357E+03    0.79442E+02    1
    8   37        21   24        0.01145            2.26976        2.27101         0.20841E+02    0.20841E+02    0
   10   35        21   24       -0.39858            2.59167        2.55535         0.28237E+02    0.28237E+02    0
    6   39        21   24        0.37851            1.99341        2.04765         0.14101E+02    0.14101E+02    0
    2   42        20   24        0.16733            1.58501        1.61125         0.10192E+02    0.10192E+02    0
    4   40        20   24        0.35764            1.76193        1.80745         0.14021E+02    0.14021E+02    0
   16   30        22   24        2.19643            3.26999        3.47855         0.35524E+02    0.35524E+02    0
   12   34        22   24       -0.50222            2.33786        2.29100         0.24805E+02    0.24805E+02    0
   14   32        22   24        0.38240            2.66106        2.69508         0.30098E+02    0.30098E+02    0
   20   27        23   24       -3.51859            8.75196        7.87856         0.52360E+02    0.33468E+02    1
   22   25        23   24        0.96585           14.32961       14.49431         0.88807E+02    0.84517E+02    1
   18   29        23   24        0.09564            4.25022        4.26157         0.35846E+02    0.35846E+02    0
    5   41        21   25        0.65885            1.89801        1.98264         0.15104E+02    0.15104E+02    0
    1   45        21   25       -2.15322            2.03411        1.66617         0.10791E+02    0.10791E+02    0
    3   43        21   25        0.50903            1.79222        1.87316         0.11525E+02    0.11525E+02    0
    9   38        22   25       -0.30636            2.24053        2.20741         0.20573E+02    0.20573E+02    0
   11   36        22   25       -0.86361            2.43731        2.35896         0.27839E+02    0.26432E+02    1
    7   40        22   25        0.08908            1.97475        1.98738         0.13969E+02    0.13969E+02    0
   23   26        24   25       -0.08918           18.68595       18.66831         0.94429E+02    0.94429E+02    0
   19   30        24   25       -0.75512            5.90160        5.76813         0.38673E+02    0.33010E+02    1
   17   31        23   25        1.04017            3.59595        3.70044         0.36313E+02    0.36313E+02    0
   13   35        23   25       -0.72906            2.75388        2.67487         0.27622E+02    0.25045E+02    1
   15   33        23   25       -0.08508            2.93476        2.92666         0.30787E+02    0.30787E+02    0
   51   53        43   61       -0.52847            2.05437        2.00556         0.28350E+02    0.21976E+02    1
   29   87        55   61       -0.88019            1.70073        1.51942         0.78080E+01    0.78080E+01    0
   27   89        55   61       -1.13238            1.80025        1.53903         0.72232E+01    0.72232E+01    0
   25   91        55   61        0.25486            1.45239        1.52626         0.51368E+01    0.51368E+01    0
   41   77        57   61        0.18018            1.56537        1.58817         0.12457E+02    0.12457E+02    0
   39   79        57   61        0.07199            1.53497        1.54621         0.98707E+01    0.98707E+01    0
   37   81        57   61       -0.22807            1.56558        1.52318         0.83057E+01    0.83057E+01    0
   53   67        59   61       -1.34546            2.55170        2.41371         0.33544E+02    0.24201E+02    1
   51   69        59   61       -1.75920            2.08451        1.90109         0.28445E+02    0.19100E+02    1
   49   71        59   61       -1.15357            1.85963        1.72912         0.19731E+02    0.15853E+02    1
   35   82        56   61        0.19036            1.41109        1.44412         0.82265E+01    0.82265E+01    0
   33   84        56   61       -0.20029            1.48527        1.44529         0.73412E+01    0.73412E+01    0
   31   86        56   61       -0.73113            1.61832        1.45490         0.68684E+01    0.68684E+01    0
   47   72        58   61       -0.75052            1.72909        1.65870         0.21444E+02    0.18057E+02    1
   43   76        58   61        0.12417            1.56006        1.57772         0.11035E+02    0.11035E+02    0
   57   64        60   61        2.67579            6.59043        6.96005         0.49036E+02    0.49036E+02    0
   59   62        60   61       -2.64721           20.78695       19.82197         0.96785E+02    0.55690E+02    1
   55   66        60   61        0.57088            3.64043        3.70102         0.34585E+02    0.34585E+02    0
    6   64        32   38        0.09866            1.66511        1.68673         0.76445E+01    0.76445E+01    0
    2   68        32   38        0.11868            1.53409        1.56802         0.54257E+01    0.54257E+01    0
   32   33        27   38       -0.48331            4.48317        4.42386         0.36291E+02    0.36291E+02    0
   12   59        33   38       -0.16685            1.80147        1.77308         0.10502E+02    0.10502E+02    0
   10   61        33   38        0.10720            1.75625        1.77807         0.86806E+01    0.86806E+01    0
   20   53        35   38       -2.86406            2.51887        2.01837         0.17817E+02    0.12929E+02    1
   22   51        35   38       -1.23037            2.21767        2.05428         0.20363E+02    0.16076E+02    1
   34   41        37   38        0.31594            5.66076        5.69866         0.47342E+02    0.47342E+02    0
   36   39        37   38        0.22838           13.32960       13.36451         0.87334E+02    0.87334E+02    0
   16   56        34   38       -0.58322            1.89203        1.80347         0.12167E+02    0.12167E+02    0
   18   54        34   38       -0.59622            1.87916        1.80571         0.14954E+02    0.14954E+02    0
   14   58        34   38       -0.09270            1.80660        1.78921         0.95843E+01    0.95843E+01    0
   26   48        36   38       -1.80913            2.29294        2.06090         0.24329E+02    0.16956E+02    1
   30   44        36   38       -0.02747            3.10445        3.10172         0.35100E+02    0.31184E+02    1
    2    9         5    6        1.13660           19.12694       19.47662         0.62735E+02    0.62735E+02    0
    4    7         5    6       -4.75648           32.30431       29.95921         0.10717E+03    0.63114E+02    1
   33   80        54   59       -0.27313            1.52119        1.47505         0.88683E+01    0.88683E+01    0
   31   82        54   59       -0.10469            1.50135        1.48031         0.74207E+01    0.74207E+01    0
   29   84        54   59       -0.23145            1.52894        1.47536         0.64890E+01    0.64890E+01    0
   27   85        53   59       -0.29219            1.65357        1.59113         0.75915E+01    0.75915E+01    0
   25   87        53   59       -0.39729            1.68204        1.58588         0.67488E+01    0.67488E+01    0
   23   89        53   59       -0.31127            1.68769        1.60193         0.59690E+01    0.59690E+01    0
   39   75        55   59        0.17959            1.67608        1.69880         0.13338E+02    0.13338E+02    0
   37   77        55   59        0.15525            1.66204        1.68636         0.10688E+02    0.10688E+02    0
   35   79        55   59        0.12620            1.58091        1.60487         0.83870E+01    0.83870E+01    0
   49   67        57   59       -1.33876            2.22275        2.08458         0.28871E+02    0.20860E+02    1
   51   65        57   59       -0.94328            2.72863        2.63564         0.34068E+02    0.27206E+02    1
   47   69        57   59       -0.62096            1.88566        1.82153         0.20007E+02    0.17947E+02    1
   43   72        56   59        0.00067            1.65557        1.65564         0.15201E+02    0.15201E+02    0
   41   74        56   59        0.15766            1.58657        1.60901         0.11223E+02    0.11223E+02    0
   57   60        58   59       -2.77965           20.19156       19.24163         0.96137E+02    0.57683E+02    1
   53   64        58   59        0.99765            3.29524        3.39396         0.33798E+02    0.33798E+02    0
   55   62        58   59        2.34316            5.81163        6.10468         0.47630E+02    0.47630E+02    0
   54   58        36   76        0.15131            1.50564        1.52935         0.96820E+01    0.96820E+01    0
   44  102        70   76        0.08529            1.55336        1.57205         0.71315E+01    0.71315E+01    0
   42  104        70   76        0.32460            1.48307        1.56622         0.59505E+01    0.59505E+01    0
   40  106        70   76        0.21325            1.50025        1.56177         0.53060E+01    0.53060E+01    0
   50   97        71   76       -0.14261            1.51386        1.48959         0.88256E+01    0.88256E+01    0
   48   99        71   76        0.12539            1.48698        1.51256         0.73497E+01    0.73497E+01    0
   46  101        71   76        0.03442            1.52763        1.53576         0.64835E+01    0.64835E+01    0
   56   92        72   76       -0.47220            1.53786        1.47965         0.12238E+02    0.12238E+02    0
   54   94        72   76       -0.45926            1.52780        1.45803         0.98245E+01    0.98245E+01    0
   52   96        72   76       -0.23795            1.45764        1.41347         0.77330E+01    0.77330E+01    0
   62   87        73   76       -1.41416            1.69410        1.54630         0.21010E+02    0.15491E+02    1
   60   89        73   76       -0.90853            1.63227        1.52799         0.14988E+02    0.13761E+02    1
   58   91        73   76       -0.53455            1.57267        1.49888         0.11124E+02    0.11124E+02    0
   68   82        74   76       -1.38121            2.03343        1.92257         0.31828E+02    0.24637E+02    1
   66   84        74   76       -1.87143            1.83499        1.65442         0.27619E+02    0.18066E+02    1
   64   86        74   76       -1.68344            1.69168        1.49532         0.17949E+02    0.13644E+02    1
   74   77        75   76       -2.67360           16.57735       15.89670         0.91851E+02    0.63769E+02    1
   72   79        75   76        4.28458            4.24073        4.93423         0.44283E+02    0.28288E+02    1
   70   81        75   76        1.53226            2.29983        2.41598         0.31101E+02    0.31101E+02    0
    5   67        33   39        0.20342            1.64845        1.69994         0.66141E+01    0.66141E+01    0
    7   65        33   39        0.15724            1.72769        1.76228         0.79318E+01    0.79318E+01    0
    3   69        33   39        0.18955            1.60393        1.65843         0.56727E+01    0.56727E+01    0
   15   59        35   39       -0.01798            1.88338        1.87999         0.99916E+01    0.99916E+01    0
   17   57        35   39       -0.22929            1.94585        1.91052         0.12513E+02    0.12513E+02    0
   19   55        35   39       -0.62606            2.03711        1.95994         0.16211E+02    0.16211E+02    0
   27   49        37   39       -1.25584            2.13513        1.98389         0.22654E+02    0.17093E+02    1
   29   47        37   39       -0.70724            2.30064        2.23011         0.29101E+02    0.22714E+02    1
   13   60        34   39        0.00192            1.83322        1.83355         0.10687E+02    0.10687E+02    0
    9   64        34   39       -0.00109            1.80152        1.80126         0.76459E+01    0.76459E+01    0
   11   62        34   39       -0.01841            1.80636        1.80264         0.89283E+01    0.89283E+01    0
   23   52        36   39       -1.36219            2.12393        1.94494         0.19502E+02    0.15473E+02    1
   25   50        36   39       -1.53254            2.21600        2.03765         0.27233E+02    0.18265E+02    1
   21   54        36   39       -0.90110            1.96780        1.84444         0.13919E+02    0.13919E+02    0
   35   42        38   39       -1.11673            7.67020        7.50339         0.50787E+02    0.50787E+02    0
   37   40        38   39        0.75090           18.76011       18.91566         0.94516E+02    0.90936E+02    1
   33   44        38   39        1.28769            4.05992        4.21002         0.35469E+02    0.35469E+02    0
   24   82        50   56       -0.28195            1.57467        1.51444         0.72293E+01    0.72293E+01    0
   22   84        50   56       -0.42019            1.64510        1.54363         0.66006E+01    0.66006E+01    0
   20   86        50   56       -0.44150            1.68569        1.56537         0.59619E+01    0.59619E+01    0
   36   72        52   56       -0.20406            1.73709        1.71164         0.13823E+02    0.13823E+02    0
   34   74        52   56       -0.26386            1.68377        1.64323         0.10827E+02    0.10827E+02    0
   32   76        52   56       -0.33316            1.66709        1.60546         0.88442E+01    0.88442E+01    0
   46   64        54   56       -1.51342            2.22674        2.05933         0.28883E+02    0.19363E+02    1
   48   62        54   56       -0.58470            2.61284        2.55586         0.33728E+02    0.26518E+02    1
   44   66        54   56       -0.70310            1.97857        1.89720         0.20993E+02    0.16742E+02    1
   30   77        51   56       -0.34403            1.69477        1.63677         0.98802E+01    0.98802E+01    0
   28   79        51   56       -0.28410            1.65129        1.59480         0.81619E+01    0.81619E+01    0
   26   81        51   56       -0.41276            1.69344        1.59893         0.71872E+01    0.71872E+01    0
   42   67        53   56       -0.54226            2.14976        2.08967         0.26661E+02    0.19125E+02    1
   40   69        53   56       -0.11672            2.00045        1.98625         0.18368E+02    0.16384E+02    1
   38   71        53   56       -0.23343            1.93148        1.89876         0.13662E+02    0.13662E+02    0
   54   57        55   56       -1.70134           24.14650       23.51356         0.10020E+03    0.64051E+02    1
   50   61        55   56        0.06406            4.00842        4.01575         0.35364E+02    0.35078E+02    1
   69   70        66   73        0.95204            4.88221        4.98488         0.45749E+02    0.45749E+02    0
   41   99        67   73       -0.01497            1.56192        1.55866         0.71708E+01    0.71708E+01    0
   39  101        67   73       -0.06659            1.58042        1.56392         0.63412E+01    0.63412E+01    0
   37  103        67   73       -0.02382            1.58713        1.58041         0.56133E+01    0.56133E+01    0
   47   94        68   73       -0.00970            1.50667        1.50501         0.87837E+01    0.87837E+01    0
   43   98        68   73       -0.00931            1.53885        1.53666         0.65311E+01    0.65311E+01    0
   53   89        69   73       -0.44284            1.59586        1.54117         0.12699E+02    0.12699E+02    0
   51   91        69   73       -0.18798            1.52610        1.49714         0.98136E+01    0.98136E+01    0
   49   93        69   73        0.08299            1.48052        1.49625         0.78544E+01    0.78544E+01    0
   59   84        70   73       -0.75987            1.82262        1.74219         0.22604E+02    0.16837E+02    1
   57   86        70   73       -0.68857            1.77606        1.69307         0.16308E+02    0.14388E+02    1
   55   88        70   73       -2.68813            2.07576        1.63532         0.14683E+02    0.11272E+02    1
   65   79        71   73       -0.74984            2.32799        2.26320         0.32840E+02    0.26565E+02    1
   63   81        71   73       -1.27188            2.01850        1.89165         0.28234E+02    0.19595E+02    1
   61   83        71   73       -1.12913            1.92895        1.79138         0.20467E+02    0.15261E+02    1
   71   74        72   73        0.47720           11.50800       11.57324         0.84417E+02    0.84417E+02    0
   69   76        72   73        2.52296            4.17087        4.43041         0.44113E+02    0.41794E+02    1
   67   78        72   73       -1.99279            2.68344        2.49335         0.32230E+02    0.27123E+02    1
    2   64        30   36       -0.25131            1.57749        1.51608         0.63294E+01    0.63294E+01    0
    4   62        30   36        0.18503            1.55117        1.59200         0.71215E+01    0.71215E+01    0
   16   52        32   36       -0.40004            1.92032        1.87070         0.15281E+02    0.15281E+02    0
   12   56        32   36       -0.04019            1.79124        1.78368         0.95028E+01    0.95028E+01    0
   14   54        32   36       -0.11648            1.83675        1.81873         0.11811E+02    0.11811E+02    0
    8   59        31   36        0.30033            1.60754        1.66946         0.79456E+01    0.79456E+01    0
   10   57        31   36        0.34911            1.65507        1.71605         0.96488E+01    0.96488E+01    0
    6   61        31   36        0.10488            1.58088        1.60578         0.67095E+01    0.67095E+01    0
   20   49        33   36       -0.77335            2.09365        1.99845         0.19224E+02    0.16618E+02    1
   22   47        33   36       -1.16855            2.22981        2.09810         0.27272E+02    0.19194E+02    1
   18   51        33   36       -0.31100            1.96745        1.92397         0.13917E+02    0.13917E+02    0
   34   37        35   36       -1.30213           20.16665       19.75805         0.96109E+02    0.63614E+02    1
   30   41        35   36        1.42246            5.04835        5.24458         0.37302E+02    0.37302E+02    0
   32   39        35   36       -1.37640            9.13708        8.88929         0.52884E+02    0.50061E+02    1
   28   42        34   36       -0.12199            3.11580        3.10332         0.35130E+02    0.30384E+02    1
   24   46        34   36       -0.99748            2.26694        2.14503         0.24053E+02    0.18046E+02    1
   26   44        34   36       -0.72644            2.64363        2.55640         0.30052E+02    0.21651E+02    1
   27   74        48   53        0.18085            1.33737        1.36875         0.77966E+01    0.77966E+01    0
   25   76        48   53       -0.28967            1.40684        1.34944         0.69536E+01    0.69536E+01    0
   23   78        48   53        0.72345            1.16365        1.34723         0.49387E+01    0.49387E+01    0
   37   66        50   53       -0.43472            1.67986        1.63114         0.15424E+02    0.14774E+02    1
   47   58        52   53       -0.73014            2.84788        2.78495         0.32676E+02    0.32676E+02    0
   21   79        47   53       -0.26770            1.44422        1.38707         0.66304E+01    0.66304E+01    0
   17   83        47   53       -0.29886            1.49206        1.40991         0.52771E+01    0.52771E+01    0
   33   69        49   53       -0.22212            1.49460        1.46694         0.11894E+02    0.11894E+02    0
   29   73        49   53       -0.33147            1.45731        1.39615         0.77313E+01    0.77313E+01    0
   45   59        51   53        0.43412            2.49420        2.53066         0.33368E+02    0.29910E+02    1
   41   63        51   53       -0.60773            1.95289        1.88318         0.20721E+02    0.16721E+02    1
    1   48        22   27       -0.24260            1.65199        1.61090         0.96309E+01    0.96309E+01    0
   13   38        24   27       -0.67478            2.73324        2.65596         0.28587E+02    0.23526E+02    1
    9   42        24   27        0.02723            2.27146        2.27531         0.16067E+02    0.16067E+02    0
   11   40        24   27       -0.42751            2.43383        2.38651         0.22347E+02    0.21771E+02    1
   23   30        26   27       -0.28245            9.38255        9.33288         0.53209E+02    0.53209E+02    0
   25   28        26   27       -1.85342           21.12378       20.55071         0.97145E+02    0.67387E+02    1
   21   32        26   27       -0.39746            5.30696        5.24460         0.37735E+02    0.33629E+02    1
    5   45        23   27        0.07269            1.84119        1.85252         0.11840E+02    0.11840E+02    0
    7   43        23   27        0.29517            1.98470        2.02214         0.15794E+02    0.15794E+02    0
    3   47        23   27        0.28511            1.73305        1.78763         0.91941E+01    0.91941E+01    0
   15   37        25   27       -0.80469            2.69413        2.60234         0.27482E+02    0.23214E+02    1
   17   35        25   27       -0.28995            3.23255        3.19752         0.31482E+02    0.26614E+02    1
   19   33        25   27       -0.19611            4.14496        4.11862         0.37526E+02    0.30759E+02    1
   55   58        44   69       -0.21862            1.92327        1.90167         0.23852E+02    0.19353E+02    1
   37   95        63   69       -0.22490            1.53191        1.48370         0.70330E+01    0.70330E+01    0
   35   97        63   69       -0.25434            1.53031        1.46822         0.61401E+01    0.61401E+01    0
   33   99        63   69       -0.14372            1.51895        1.47885         0.53722E+01    0.53722E+01    0
   49   85        65   69       -0.30418            1.63370        1.59592         0.13001E+02    0.13001E+02    0
   47   87        65   69       -0.30926            1.62959        1.58220         0.10479E+02    0.10479E+02    0
   43   90        64   69       -0.07747            1.54757        1.53434         0.90221E+01    0.90221E+01    0
   41   92        64   69       -0.09911            1.54522        1.52530         0.76376E+01    0.76376E+01    0
   39   94        64   69       -0.14947            1.55215        1.51733         0.65875E+01    0.65875E+01    0
   55   80        66   69       -0.56030            1.67546        1.62222         0.20779E+02    0.17349E+02    1
   53   82        66   69       -0.42398            1.58240        1.53689         0.14530E+02    0.14530E+02    0
   51   84        66   69       -0.37377            1.56052        1.50856         0.11038E+02    0.11038E+02    0
   61   75        67   69       -0.06758            2.38243        2.37715         0.33016E+02    0.30495E+02    1
   59   77        67   69       -0.46423            2.07463        2.03133         0.28414E+02    0.22010E+02    1
   57   79        67   69       -0.40110            1.86992        1.82681         0.19840E+02    0.17194E+02    1
   67   70        68   69       -1.45873           16.33778       15.98559         0.91542E+02    0.66937E+02    1
   63   74        68   69        1.44056            2.57063        2.68933         0.31912E+02    0.31912E+02    0
    5   56        28   33        0.22032            1.59990        1.64510         0.79078E+01    0.79078E+01    0
    3   58        28   33        0.54361            1.46176        1.59563         0.62039E+01    0.62039E+01    0
   17   46        30   33       -0.41655            1.79841        1.75361         0.16513E+02    0.16513E+02    0
   29   36        32   33        1.51466            7.28048        7.50360         0.50178E+02    0.50178E+02    0
    1   59        27   33        0.11882            1.39271        1.41883         0.63940E+01    0.63940E+01    0
   13   49        29   33       -0.40791            1.87757        1.82701         0.14941E+02    0.14941E+02    0
    9   53        29   33       -0.09838            1.77835        1.75990         0.94344E+01    0.94344E+01    0
   25   39        31   33       -0.49912            2.99954        2.95561         0.34822E+02    0.33827E+02    1
   21   43        31   33       -0.80256            1.98341        1.90159         0.21045E+02    0.19051E+02    1
   52   58        24   86       -0.07150            1.54425        1.52654         0.61960E+01    0.61960E+01    0
   54  112        80   86       -0.02057            1.28387        1.27939         0.58942E+01    0.58942E+01    0
   52  114        80   86        0.07728            1.24717        1.26659         0.50040E+01    0.50040E+01    0
   50  116        80   86        0.07425            1.25386        1.27502         0.44346E+01    0.44346E+01    0
   60  107        81   86       -0.15858            1.35544        1.32851         0.79020E+01    0.79020E+01    0
   58  109        81   86       -0.13833            1.36175        1.33405         0.67307E+01    0.67307E+01    0
   56  111        81   86       -0.01463            1.33406        1.33061         0.56619E+01    0.56619E+01    0
   66  102        82   86       -0.63500            1.39868        1.32112         0.11130E+02    0.11130E+02    0
   64  104        82   86       -0.34764            1.33810        1.28511         0.86046E+01    0.86046E+01    0
   62  106        82   86       -0.22411            1.32445        1.28288         0.70264E+01    0.70264E+01    0
   72   97        83   86       -0.78934            1.48981        1.41311         0.18476E+02    0.14935E+02    1
