,x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,geometry,x,y,pos
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.194,204315.986,0.009636095229406292
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.985,0.010278501578033377
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.985,0.010920907926660462
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.984,0.01156331427528755
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.983,0.012205720623914637
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.983,0.012848126972541722
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.982,0.013490533321168808
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.195,204315.981,0.014132939669795895
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.196,204315.981,0.014775346018422982
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.196,204315.98,0.015417752367050066
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.196,204315.98,0.01606015871567715
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.196,204315.979,0.016702565064304238
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.196,204315.978,0.017344971412931325
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.196,204315.978,0.01798737776155841
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.977,0.018629784110185496
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.976,0.019272190458812583
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.976,0.01991459680743967
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.975,0.020557003156066754
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.975,0.02119940950469384
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.974,0.021841815853320925
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.197,204315.973,0.022484222201948015
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.198,204315.973,0.0231266285505751
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.198,204315.972,0.023769034899202183
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.198,204315.971,0.024411441247829273
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.198,204315.971,0.025053847596456357
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.198,204315.97,0.025696253945083444
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.198,204315.97,0.026338660293710528
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.969,0.026981066642337615
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.968,0.027623472990964702
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.968,0.02826587933959179
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.967,0.028908285688218873
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.966,0.029550692036845964
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.966,0.030193098385473047
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.199,204315.965,0.03083550473410013
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.2,204315.965,0.03147791108272722
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.2,204315.964,0.0321203174313543
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.2,204315.963,0.03276272377998139
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.2,204315.963,0.033405130128608476
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.2,204315.962,0.03404753647723556
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.2,204315.961,0.03468994282586265
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.201,204315.961,0.035332349174489734
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.201,204315.96,0.03597475552311682
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.201,204315.96,0.03661716187174391
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.201,204315.959,0.03725956822037099
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.201,204315.958,0.03790197456899808
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.201,204315.958,0.038544380917625166
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.957,0.03918678726625225
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.956,0.03982919361487934
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.956,0.04047159996350642
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.955,0.04111400631213351
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.955,0.0417564126607606
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.954,0.04239881900938768
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.202,204315.953,0.043041225358014766
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.203,204315.953,0.04368363170664185
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.203,204315.952,0.04432603805526894
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.203,204315.951,0.04496844440389603
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.203,204315.951,0.04561085075252311
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.203,204315.95,0.0462532571011502
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.203,204315.95,0.04689566344977729
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.949,0.047538069798404366
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.948,0.048180476147031456
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.948,0.04882288249565855
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.947,0.04946528884428563
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.946,0.050107695192912714
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.946,0.0507501015415398
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.204,204315.945,0.05139250789016689
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.205,204315.945,0.05203491423879398
27489,41668.192,204315.995,0.7431391999997186,53970.54999999999,100.6450254988072,63.54861320789562,149.41408234268752,89.46165624511545,244.05547889390635,135.16818106907238,1.9186001658285536,0.1194861316989191,6.288811183,0.234712419,26.791725046521687,0.6001806743096267,POINT (487462.3320411383 5665268.728916366),41668.205,204315.944,0.052677320587421056
