    0.76258E+00   -0.24980E+01    0.80453E+01    0.90554E+00
    0.43571E+02   -0.28680E+01    0.13807E+01    0.14010E+00
    0.29195E+02   -0.23045E+00    0.20057E+02    0.13023E+01
    0.14038E+02   -0.26185E+00    0.19866E+02    0.12981E+01
    0.52857E+02   -0.40983E+00    0.10752E+02    0.10315E+01
    0.33639E+02   -0.21022E+00    0.18598E+02    0.12695E+01
    0.69151E+01   -0.37620E+01    0.22543E+01    0.35301E+00
    0.28896E+02   -0.45243E+01    0.13904E+01    0.14315E+00
    0.42885E+02   -0.28831E+01    0.13452E+01    0.12879E+00
    0.43365E+02   -0.26711E+01    0.13832E+01    0.14089E+00
    0.61473E+00   -0.56064E+00    0.22009E+02    0.13426E+01
    0.22003E+02   -0.27523E+01    0.16473E+01    0.21678E+00
    0.35791E+02   -0.24862E+00    0.18402E+02    0.12649E+01
    0.13966E+02   -0.19257E+00    0.21875E+02    0.13399E+01
    0.49696E+02   -0.29594E+01    0.12847E+01    0.10881E+00
    0.14433E+02   -0.29900E+01    0.16751E+01    0.22403E+00
    0.33714E+02   -0.28071E+00    0.16166E+02    0.12086E+01
    0.23118E+01   -0.41064E+01    0.38916E+01    0.59012E+00
    0.40273E+02   -0.30721E+01    0.12357E+01    0.91925E-01
    0.23769E+02   -0.25364E+00    0.27339E+02    0.14368E+01
    0.55155E+02   -0.55848E+00    0.67288E+01    0.82794E+00
    0.27857E+02   -0.22129E+00    0.20932E+02    0.13208E+01
    0.55902E+01   -0.68525E-01    0.36722E+02    0.15649E+01
    0.48221E+02   -0.14880E+01    0.13319E+01    0.12448E+00
    0.24190E+02   -0.24769E+01    0.14141E+01    0.15048E+00
    0.50427E+02   -0.29310E+01    0.13951E+01    0.14461E+00
    0.47395E+02   -0.10941E+01    0.17874E+01    0.25222E+00
    0.17573E+02   -0.29922E+00    0.19793E+02    0.12965E+01
    0.41893E+02   -0.28627E+00    0.19028E+02    0.12794E+01
    0.20418E+02   -0.33132E+00    0.20551E+02    0.13128E+01
    0.82501E+01   -0.15410E+01    0.40594E+01    0.60846E+00
    0.48399E+02   -0.15028E+01    0.13421E+01    0.12779E+00
    0.10472E+02   -0.21561E+00    0.19419E+02    0.12882E+01
    0.47180E+02   -0.27238E+01    0.11875E+01    0.74652E-01
    0.25264E+02   -0.11590E+01    0.37967E+01    0.57940E+00
    0.33917E+02   -0.29509E+00    0.16491E+02    0.12173E+01
    0.71971E+01   -0.11365E+01    0.80711E+01    0.90693E+00
    0.56066E+02   -0.29834E+01    0.15544E+01    0.19155E+00
    0.91972E+01   -0.10986E+01    0.66472E+01    0.82264E+00
    0.52832E+02   -0.53553E+00    0.75461E+01    0.87772E+00
    0.55182E+02   -0.43174E+00    0.10114E+02    0.10049E+01
    0.24046E+02   -0.44420E+01    0.13808E+01    0.14013E+00
    0.49876E+02   -0.27506E+01    0.13109E+01    0.11756E+00
    0.15424E+02   -0.12103E+01    0.40112E+01    0.60328E+00
    0.44050E+02   -0.20271E+00    0.24526E+02    0.13896E+01
    0.57549E+02   -0.55632E+00    0.89620E+01    0.95241E+00
    0.53464E+02   -0.24683E+00    0.13934E+02    0.11441E+01
    0.29612E+02   -0.49974E+00    0.88833E+01    0.94857E+00
    0.41853E+02   -0.10503E+01    0.20380E+01    0.30920E+00
    0.20896E+02   -0.26071E+00    0.21544E+02    0.13333E+01
    0.16282E+02   -0.26459E+00    0.19785E+02    0.12963E+01
    0.23040E+02   -0.18325E+00    0.28602E+02    0.14564E+01
    0.51568E+02   -0.48229E+00    0.96952E+01    0.98656E+00
    0.20513E+02   -0.40614E+00    0.16152E+02    0.12082E+01
    0.14710E+02   -0.25672E+00    0.20760E+02    0.13172E+01
    0.55568E+02   -0.16598E+00    0.19476E+02    0.12895E+01
    0.40399E+02   -0.37274E+01    0.12878E+01    0.10984E+00
    0.11946E+02   -0.20336E+00    0.21853E+02    0.13395E+01
    0.14492E+02   -0.12226E+01    0.40606E+01    0.60859E+00
    0.57549E+02   -0.42616E+00    0.13482E+02    0.11298E+01
    0.40503E+02   -0.33218E+01    0.12615E+01    0.10090E+00
    0.11584E+02   -0.25969E+00    0.20008E+02    0.13012E+01
    0.32217E+02   -0.41798E+01    0.14307E+01    0.15556E+00
    0.73428E+01   -0.11704E+01    0.75139E+01    0.87587E+00
    0.41726E+02   -0.11442E+01    0.17439E+01    0.24152E+00
    0.10565E+02   -0.25648E+00    0.17069E+02    0.12322E+01
    0.84275E+01   -0.14466E+01    0.43798E+01    0.64146E+00
    0.23267E+02   -0.11457E+01    0.28648E+01    0.45710E+00
    0.38063E+02   -0.30233E+01    0.13715E+01    0.13719E+00
    0.39901E+02   -0.42465E+00    0.13214E+02    0.11210E+01
    0.48158E+02   -0.44082E+01    0.12041E+01    0.80652E-01
    0.18688E+01   -0.23890E+00    0.20477E+02    0.13113E+01
    0.15281E+02   -0.13085E+01    0.35394E+01    0.54893E+00
    0.66128E+01   -0.39570E+01    0.22907E+01    0.35997E+00
    0.11025E+02   -0.11582E+01    0.54363E+01    0.73531E+00
    0.46165E+02   -0.29107E+01    0.12664E+01    0.10259E+00
    0.11132E+02   -0.13101E+01    0.45199E+01    0.65513E+00
    0.29113E+02   -0.29413E+00    0.17982E+02    0.12548E+01
    0.79489E+01   -0.22317E+00    0.20973E+02    0.13217E+01
    0.25202E+00   -0.63559E-01    0.24351E+02    0.13865E+01
    0.29631E+02   -0.38231E+00    0.13157E+02    0.11192E+01
    0.93222E+00   -0.10088E+01    0.17014E+02    0.12308E+01
    0.42785E+02   -0.41073E+00    0.98518E+01    0.99352E+00
    0.87548E+01   -0.45950E+00    0.16617E+02    0.12206E+01
    0.24383E+02   -0.25943E+01    0.14227E+01    0.15311E+00
    0.21319E+02   -0.14132E+01    0.28453E+01    0.45413E+00
    0.13144E+02   -0.12459E+01    0.42712E+01    0.63055E+00
    0.14919E+02   -0.12752E+01    0.37647E+01    0.57573E+00
    0.23677E+02   -0.45127E+01    0.14093E+01    0.14899E+00
    0.15219E+02   -0.25192E+00    0.18208E+02    0.12603E+01
    0.62852E+00   -0.69181E+00    0.20147E+02    0.13042E+01
    0.57289E+02   -0.12547E+01    0.26584E+01    0.42462E+00
    0.14797E+02   -0.11520E+01    0.45893E+01    0.66174E+00
