Z,Resistivity(ohm.m),easting,northing,nb_electrode
-1.7,12.401186666666668,41665.475,204319.091,3.0
-1.6,13.157875,41665.475,204319.091,3.0
-1.5,13.440345,41665.475,204319.091,3.0
-1.4,15.020115,41665.475,204319.091,3.0
-1.3,15.412396666666666,41665.475,204319.091,3.0
-1.2,15.73843,41665.475,204319.091,3.0
-1.1,17.477186666666668,41665.475,204319.091,3.0
-1.0,18.31075,41665.475,204319.091,3.0
-0.8,20.371619999999997,41665.475,204319.091,3.0
-0.7,21.33826666666667,41665.475,204319.091,3.0
-0.6,23.68601666666667,41665.475,204319.091,3.0
-0.5,25.231193333333334,41665.475,204319.091,3.0
-0.4,27.692410000000002,41665.475,204319.091,3.0
-0.3,27.338972000000002,41665.475,204319.091,3.0
-0.1,29.39707285714286,41665.475,204319.091,3.0
-4.9,3.2347900000000003,41665.667,204318.629,4.0
-4.7,3.2133000000000003,41665.667,204318.629,4.0
-4.5,3.59604,41665.667,204318.629,4.0
-4.4,3.36505,41665.667,204318.629,4.0
-4.3,3.740105,41665.667,204318.629,4.0
-4.1,4.0421000000000005,41665.667,204318.629,4.0
-4.0,4.08381,41665.667,204318.629,4.0
-3.7,4.4585550000000005,41665.667,204318.629,4.0
-3.6,4.675173333333333,41665.667,204318.629,4.0
-3.4,5.16911,41665.667,204318.629,4.0
-3.3,5.255884999999999,41665.667,204318.629,4.0
-3.2,5.36091,41665.667,204318.629,4.0
-3.1,6.10857,41665.667,204318.629,4.0
-3.0,6.187094999999999,41665.667,204318.629,4.0
-2.8,6.719855,41665.667,204318.629,4.0
-2.7,7.010660000000001,41665.667,204318.629,4.0
-2.5,7.805976666666666,41665.667,204318.629,4.0
-2.3,8.275955,41665.667,204318.629,4.0
-2.1,9.337625,41665.667,204318.629,4.0
-2.0,9.902790000000001,41665.667,204318.629,4.0
-1.8,11.244833333333332,41665.667,204318.629,4.0
-1.7,12.345853333333332,41665.667,204318.629,4.0
-1.6,12.46006,41665.667,204318.629,4.0
-1.5,13.30533,41665.667,204318.629,4.0
-1.4,15.09951,41665.667,204318.629,4.0
-1.3,14.558254999999999,41665.667,204318.629,4.0
-1.2,15.180860000000001,41665.667,204318.629,4.0
-1.1,17.135665,41665.667,204318.629,4.0
-1.0,17.281205,41665.667,204318.629,4.0
-0.8,19.84254,41665.667,204318.629,4.0
-0.7,20.208883333333333,41665.667,204318.629,4.0
-0.6,24.04774,41665.667,204318.629,4.0
-0.5,24.125645,41665.667,204318.629,4.0
-0.4,28.07645,41665.667,204318.629,4.0
-0.3,28.252267500000002,41665.667,204318.629,4.0
-0.2,23.97525,41665.667,204318.629,4.0
-0.1,23.870218571428573,41665.667,204318.629,4.0
-0.0,10.46523,41665.667,204318.629,4.0
-4.9,3.09923,41665.858,204318.167,5.0
-4.8,2.83266,41665.858,204318.167,5.0
-4.7,2.937115,41665.858,204318.167,5.0
-4.4,3.36505,41665.858,204318.167,5.0
-4.3,3.44689,41665.858,204318.167,5.0
-4.1,3.6940266666666663,41665.858,204318.167,5.0
-4.0,3.96204,41665.858,204318.167,5.0
-3.9,3.72367,41665.858,204318.167,5.0
-3.7,4.186275,41665.858,204318.167,5.0
-3.6,4.232749999999999,41665.858,204318.167,5.0
-3.3,4.703445,41665.858,204318.167,5.0
-3.2,5.36091,41665.858,204318.167,5.0
-3.1,5.067795,41665.858,204318.167,5.0
-3.0,6.04298,41665.858,204318.167,5.0
-2.8,6.050303333333333,41665.858,204318.167,5.0
-2.7,6.591406666666667,41665.858,204318.167,5.0
-2.5,7.597595,41665.858,204318.167,5.0
-2.4,6.90809,41665.858,204318.167,5.0
-2.3,7.58597,41665.858,204318.167,5.0
-2.1,8.560246666666666,41665.858,204318.167,5.0
-2.0,9.091619999999999,41665.858,204318.167,5.0
-1.8,10.278500000000001,41665.858,204318.167,5.0
-1.7,11.49751,41665.858,204318.167,5.0
-1.6,11.95754,41665.858,204318.167,5.0
-1.5,12.489555,41665.858,204318.167,5.0
-1.4,12.55456,41665.858,204318.167,5.0
-1.3,13.793613333333333,41665.858,204318.167,5.0
-1.2,14.584476666666667,41665.858,204318.167,5.0
-1.1,16.78041,41665.858,204318.167,5.0
-1.0,15.808546666666667,41665.858,204318.167,5.0
-0.9,15.32359,41665.858,204318.167,5.0
-0.8,17.046433333333333,41665.858,204318.167,5.0
-0.7,18.456329999999998,41665.858,204318.167,5.0
-0.6,20.584580000000003,41665.858,204318.167,5.0
-0.5,20.849732500000002,41665.858,204318.167,5.0
-0.3,24.911462,41665.858,204318.167,5.0
-0.2,23.97525,41665.858,204318.167,5.0
-0.1,28.70057125,41665.858,204318.167,5.0
-0.0,10.46523,41665.858,204318.167,5.0
-4.9,2.57911,41666.05,204317.705,6.0
-4.8,2.83266,41666.05,204317.705,6.0
-4.7,2.7903,41666.05,204317.705,6.0
-4.5,2.99527,41666.05,204317.705,6.0
-4.3,3.2270233333333334,41666.05,204317.705,6.0
-4.1,3.4499599999999995,41666.05,204317.705,6.0
-4.0,3.4446,41666.05,204317.705,6.0
-3.9,3.72367,41666.05,204317.705,6.0
-3.7,3.8850049999999996,41666.05,204317.705,6.0
-3.6,3.89722,41666.05,204317.705,6.0
-3.4,4.09835,41666.05,204317.705,6.0
-3.3,4.433595,41666.05,204317.705,6.0
-3.1,4.98117,41666.05,204317.705,6.0
-3.0,5.023015,41666.05,204317.705,6.0
-2.8,5.696043333333333,41666.05,204317.705,6.0
-2.7,6.01244,41666.05,204317.705,6.0
-2.4,6.74257,41666.05,204317.705,6.0
-2.3,7.180756666666667,41666.05,204317.705,6.0
-2.1,8.087623333333333,41666.05,204317.705,6.0
-2.0,8.5672,41666.05,204317.705,6.0
-1.8,9.63371,41666.05,204317.705,6.0
-1.7,10.274026666666666,41666.05,204317.705,6.0
-1.5,11.444266666666666,41666.05,204317.705,6.0
-1.4,12.316103333333333,41666.05,204317.705,6.0
-1.3,13.399210000000002,41666.05,204317.705,6.0
-1.2,13.93508,41666.05,204317.705,6.0
-1.0,15.131953333333334,41666.05,204317.705,6.0
-0.9,16.085545,41666.05,204317.705,6.0
-0.8,16.526283333333335,41666.05,204317.705,6.0
-0.7,18.1163925,41666.05,204317.705,6.0
-0.6,17.450645,41666.05,204317.705,6.0
-0.5,20.722304,41666.05,204317.705,6.0
-0.4,22.27927,41666.05,204317.705,6.0
-0.3,23.62736,41666.05,204317.705,6.0
-0.1,33.14685,41666.05,204317.705,6.0
-4.9,2.4687349999999997,41666.242,204317.244,7.0
-4.8,2.54265,41666.242,204317.244,7.0
-4.5,2.8589599999999997,41666.242,204317.244,7.0
-4.3,2.833495,41666.242,204317.244,7.0
-4.1,3.06155,41666.242,204317.244,7.0
-4.0,3.4446,41666.242,204317.244,7.0
-3.9,3.18202,41666.242,204317.244,7.0
-3.7,3.597825,41666.242,204317.244,7.0
-3.6,3.634685,41666.242,204317.244,7.0
-3.4,3.9908099999999997,41666.242,204317.244,7.0
-3.3,4.303465,41666.242,204317.244,7.0
-3.1,4.70567,41666.242,204317.244,7.0
-3.0,4.937743333333334,41666.242,204317.244,7.0
-2.8,5.46814,41666.242,204317.244,7.0
-2.7,5.590155,41666.242,204317.244,7.0
-2.6,5.6103749999999994,41666.242,204317.244,7.0
-2.4,6.36637,41666.242,204317.244,7.0
-2.3,6.730695000000001,41666.242,204317.244,7.0
-2.1,7.558305,41666.242,204317.244,7.0
-2.0,8.070076666666667,41666.242,204317.244,7.0
-1.8,9.109146666666666,41666.242,204317.244,7.0
-1.7,9.86482,41666.242,204317.244,7.0
-1.5,11.112233333333334,41666.242,204317.244,7.0
-1.4,11.8195,41666.242,204317.244,7.0
-1.3,13.27153,41666.242,204317.244,7.0
-1.2,14.250732,41666.242,204317.244,7.0
-1.0,16.295265,41666.242,204317.244,7.0
-0.9,17.60025333333333,41666.242,204317.244,7.0
-0.8,17.18342,41666.242,204317.244,7.0
-0.7,20.134898,41666.242,204317.244,7.0
-0.6,20.70309,41666.242,204317.244,7.0
-0.5,23.241236666666666,41666.242,204317.244,7.0
-0.4,22.27927,41666.242,204317.244,7.0
-0.3,25.427215714285715,41666.242,204317.244,7.0
-0.2,28.10057,41666.242,204317.244,7.0
-0.1,34.11595285714286,41666.242,204317.244,7.0
-4.9,2.26782,41666.434,204316.782,8.0
-4.8,2.54265,41666.434,204316.782,8.0
-4.7,2.34113,41666.434,204316.782,8.0
-4.5,2.620595,41666.434,204316.782,8.0
-4.3,2.624315,41666.434,204316.782,8.0
-4.1,2.85381,41666.434,204316.782,8.0
-3.9,3.079655,41666.434,204316.782,8.0
-3.7,3.368295,41666.434,204316.782,8.0
-3.6,3.43964,41666.434,204316.782,8.0
-3.4,3.8119899999999998,41666.434,204316.782,8.0
-3.3,4.092335,41666.434,204316.782,8.0
-3.1,4.53296,41666.434,204316.782,8.0
-3.0,4.726045,41666.434,204316.782,8.0
-2.7,5.25931,41666.434,204316.782,8.0
-2.6,5.576406666666666,41666.434,204316.782,8.0
-2.4,6.215473333333333,41666.434,204316.782,8.0
-2.3,6.564640000000001,41666.434,204316.782,8.0
-2.1,7.36345,41666.434,204316.782,8.0
-2.0,7.854403333333334,41666.434,204316.782,8.0
-1.8,8.885653333333332,41666.434,204316.782,8.0
-1.7,9.539275,41666.434,204316.782,8.0
-1.5,10.975135000000002,41666.434,204316.782,8.0
-1.4,11.9353025,41666.434,204316.782,8.0
-1.3,13.40287,41666.434,204316.782,8.0
-1.2,14.098296,41666.434,204316.782,8.0
-1.1,14.58575,41666.434,204316.782,8.0
-1.0,17.141793333333336,41666.434,204316.782,8.0
-0.9,18.46614,41666.434,204316.782,8.0
-0.7,21.53189,41666.434,204316.782,8.0
-0.6,23.203815,41666.434,204316.782,8.0
-0.5,24.538255,41666.434,204316.782,8.0
-0.4,25.276096666666664,41666.434,204316.782,8.0
-0.3,24.953394285714285,41666.434,204316.782,8.0
-0.2,27.141170000000002,41666.434,204316.782,8.0
-0.1,31.620484285714287,41666.434,204316.782,8.0
-4.9,2.10112,41666.625,204316.32,9.0
-4.7,2.2584049999999998,41666.625,204316.32,9.0
-4.5,2.436715,41666.625,204316.32,9.0
-4.3,2.4604850000000003,41666.625,204316.32,9.0
-4.1,2.691725,41666.625,204316.32,9.0
-3.9,2.897665,41666.625,204316.32,9.0
-3.7,3.19305,41666.625,204316.32,9.0
-3.6,3.35674,41666.625,204316.32,9.0
-3.5,3.22168,41666.625,204316.32,9.0
-3.4,3.74071,41666.625,204316.32,9.0
-3.3,3.813725,41666.625,204316.32,9.0
-3.2,3.90993,41666.625,204316.32,9.0
-3.1,4.449245,41666.625,204316.32,9.0
-3.0,4.68489,41666.625,204316.32,9.0
-2.9,4.7640150000000006,41666.625,204316.32,9.0
-2.7,5.218553333333333,41666.625,204316.32,9.0
-2.6,5.49865,41666.625,204316.32,9.0
-2.4,6.1076999999999995,41666.625,204316.32,9.0
-2.3,6.445446666666666,41666.625,204316.32,9.0
-2.1,7.219406666666667,41666.625,204316.32,9.0
-2.0,7.64662,41666.625,204316.32,9.0
-1.8,8.63748,41666.625,204316.32,9.0
-1.7,9.23032,41666.625,204316.32,9.0
-1.5,10.591536666666668,41666.625,204316.32,9.0
-1.4,11.693253333333333,41666.625,204316.32,9.0
-1.2,13.155273333333334,41666.625,204316.32,9.0
-1.1,13.660196666666666,41666.625,204316.32,9.0
-1.0,15.59072,41666.625,204316.32,9.0
-0.9,17.356806666666667,41666.625,204316.32,9.0
-0.7,19.774493333333336,41666.625,204316.32,9.0
-0.6,20.08467,41666.625,204316.32,9.0
-0.5,22.37692,41666.625,204316.32,9.0
-0.4,23.153422,41666.625,204316.32,9.0
-0.3,22.5229325,41666.625,204316.32,9.0
-0.2,25.73152,41666.625,204316.32,9.0
-0.1,25.093234000000002,41666.625,204316.32,9.0
-4.9,2.02496,41666.817,204315.858,10.0
-4.8,1.86261,41666.817,204315.858,10.0
-4.7,2.10006,41666.817,204315.858,10.0
-4.5,2.35489,41666.817,204315.858,10.0
-4.4,2.22668,41666.817,204315.858,10.0
-4.3,2.347065,41666.817,204315.858,10.0
-4.1,2.6206,41666.817,204315.858,10.0
-4.0,2.51621,41666.817,204315.858,10.0
-3.9,2.69674,41666.817,204315.858,10.0
-3.7,2.9887633333333334,41666.817,204315.858,10.0
-3.5,3.15602,41666.817,204315.858,10.0
-3.3,3.547055,41666.817,204315.858,10.0
-3.2,3.7629433333333338,41666.817,204315.858,10.0
-3.1,4.43599,41666.817,204315.858,10.0
-3.0,4.179805,41666.817,204315.858,10.0
-2.9,4.651093333333333,41666.817,204315.858,10.0
-2.7,5.139526666666667,41666.817,204315.858,10.0
-2.6,5.42936,41666.817,204315.858,10.0
-2.4,6.04951,41666.817,204315.858,10.0
-2.3,6.371593333333333,41666.817,204315.858,10.0
-2.1,7.148006666666667,41666.817,204315.858,10.0
-2.0,7.558809999999999,41666.817,204315.858,10.0
-1.8,8.513020000000001,41666.817,204315.858,10.0
-1.7,9.03452,41666.817,204315.858,10.0
-1.5,10.276126666666668,41666.817,204315.858,10.0
-1.4,10.771626666666668,41666.817,204315.858,10.0
-1.2,11.990433333333334,41666.817,204315.858,10.0
-1.1,12.72349,41666.817,204315.858,10.0
-1.0,14.974540000000001,41666.817,204315.858,10.0
-0.9,14.68413,41666.817,204315.858,10.0
-0.8,14.89174,41666.817,204315.858,10.0
-0.7,17.893766666666668,41666.817,204315.858,10.0
-0.6,19.3203375,41666.817,204315.858,10.0
-0.5,20.22528,41666.817,204315.858,10.0
-0.4,22.628005,41666.817,204315.858,10.0
-0.3,23.28351333333333,41666.817,204315.858,10.0
-0.2,24.05308666666667,41666.817,204315.858,10.0
-0.1,23.634848333333334,41666.817,204315.858,10.0
-4.9,1.71728,41667.009,204315.397,11.0
-4.8,1.86261,41667.009,204315.397,11.0
-4.7,1.931995,41667.009,204315.397,11.0
-4.5,1.96415,41667.009,204315.397,11.0
-4.4,2.22668,41667.009,204315.397,11.0
-4.3,2.25701,41667.009,204315.397,11.0
-4.0,2.45607,41667.009,204315.397,11.0
-3.9,2.5681933333333333,41667.009,204315.397,11.0
-3.7,2.8573866666666667,41667.009,204315.397,11.0
-3.5,3.0219050000000003,41667.009,204315.397,11.0
-3.3,3.400995,41667.009,204315.397,11.0
-3.2,3.613023333333333,41667.009,204315.397,11.0
-3.0,4.070883333333334,41667.009,204315.397,11.0
-2.9,4.316660000000001,41667.009,204315.397,11.0
-2.7,4.87269,41667.009,204315.397,11.0
-2.6,5.157573333333333,41667.009,204315.397,11.0
-2.4,5.8252,41667.009,204315.397,11.0
-2.3,6.190525,41667.009,204315.397,11.0
-2.1,6.99484,41667.009,204315.397,11.0
-2.0,7.362886666666667,41667.009,204315.397,11.0
-1.8,8.46356,41667.009,204315.397,11.0
-1.7,8.442779999999999,41667.009,204315.397,11.0
-1.6,8.66278,41667.009,204315.397,11.0
-1.5,10.05633,41667.009,204315.397,11.0
-1.4,10.23519,41667.009,204315.397,11.0
-1.3,10.5534,41667.009,204315.397,11.0
-1.2,11.463425,41667.009,204315.397,11.0
-1.1,12.03025,41667.009,204315.397,11.0
-0.9,13.987612500000001,41667.009,204315.397,11.0
-0.8,14.152790000000001,41667.009,204315.397,11.0
-0.7,17.149630000000002,41667.009,204315.397,11.0
-0.6,18.885203333333333,41667.009,204315.397,11.0
-0.4,22.653693999999998,41667.009,204315.397,11.0
-0.3,23.745488,41667.009,204315.397,11.0
-0.2,21.14647,41667.009,204315.397,11.0
-0.1,21.01710142857143,41667.009,204315.397,11.0
-4.9,1.71728,41667.201,204314.935,12.0
-4.7,1.7811599999999999,41667.201,204314.935,12.0
-4.5,1.92535,41667.201,204314.935,12.0
-4.3,2.105365,41667.201,204314.935,12.0
-4.0,2.31104,41667.201,204314.935,12.0
-3.9,2.35526,41667.201,204314.935,12.0
-3.7,2.72227,41667.201,204314.935,12.0
-3.6,2.5537,41667.201,204314.935,12.0
-3.5,2.88586,41667.201,204314.935,12.0
-3.3,3.2842200000000004,41667.201,204314.935,12.0
-3.2,3.46017,41667.201,204314.935,12.0
-3.1,3.4257400000000002,41667.201,204314.935,12.0
-3.0,3.85304,41667.201,204314.935,12.0
-2.9,4.063845000000001,41667.201,204314.935,12.0
-2.7,4.619575,41667.201,204314.935,12.0
-2.6,4.9012,41667.201,204314.935,12.0
-2.4,5.5739833333333335,41667.201,204314.935,12.0
-2.3,5.9460999999999995,41667.201,204314.935,12.0
-2.1,6.53904,41667.201,204314.935,12.0
-2.0,7.1044633333333325,41667.201,204314.935,12.0
-1.7,8.020543333333334,41667.201,204314.935,12.0
-1.6,8.21635,41667.201,204314.935,12.0
-1.4,9.34733,41667.201,204314.935,12.0
-1.3,9.916445,41667.201,204314.935,12.0
-1.2,10.851663333333333,41667.201,204314.935,12.0
-1.1,11.069776666666668,41667.201,204314.935,12.0
-0.9,12.553049999999999,41667.201,204314.935,12.0
-0.8,13.577146666666666,41667.201,204314.935,12.0
-0.7,16.30349,41667.201,204314.935,12.0
-0.6,17.0723025,41667.201,204314.935,12.0
-0.4,21.493475999999998,41667.201,204314.935,12.0
-0.3,23.713124999999998,41667.201,204314.935,12.0
-0.1,27.26158625,41667.201,204314.935,12.0
-4.8,1.59537,41667.392,204314.473,13.0
-4.7,1.659405,41667.392,204314.473,13.0
-4.5,1.88655,41667.392,204314.473,13.0
-4.4,1.74083,41667.392,204314.473,13.0
-4.3,2.00286,41667.392,204314.473,13.0
-4.2,1.93493,41667.392,204314.473,13.0
-4.0,2.1599399999999997,41667.392,204314.473,13.0
-3.9,2.187965,41667.392,204314.473,13.0
-3.6,2.448445,41667.392,204314.473,13.0
-3.5,2.7126099999999997,41667.392,204314.473,13.0
-3.3,3.11132,41667.392,204314.473,13.0
-3.1,3.293063333333333,41667.392,204314.473,13.0
-2.9,3.67581,41667.392,204314.473,13.0
-2.7,4.130346666666667,41667.392,204314.473,13.0
-2.6,4.4055,41667.392,204314.473,13.0
-2.4,5.011375,41667.392,204314.473,13.0
-2.3,5.299556666666667,41667.392,204314.473,13.0
-2.1,6.352125,41667.392,204314.473,13.0
-2.0,6.0726700000000005,41667.392,204314.473,13.0
-1.9,6.16618,41667.392,204314.473,13.0
-1.7,7.380285000000001,41667.392,204314.473,13.0
-1.6,7.772253333333334,41667.392,204314.473,13.0
-1.4,8.648299999999999,41667.392,204314.473,13.0
-1.3,8.783753333333333,41667.392,204314.473,13.0
-1.2,10.07428,41667.392,204314.473,13.0
-1.1,10.3268475,41667.392,204314.473,13.0
-0.9,12.281019999999998,41667.392,204314.473,13.0
-0.8,13.253186666666666,41667.392,204314.473,13.0
-0.6,17.026401999999997,41667.392,204314.473,13.0
-0.5,18.93487,41667.392,204314.473,13.0
-0.4,23.046540000000004,41667.392,204314.473,13.0
-0.3,26.1124,41667.392,204314.473,13.0
-0.1,26.62014222222222,41667.392,204314.473,13.0
-4.9,1.48418,41667.584,204314.011,14.0
-4.8,1.59537,41667.584,204314.011,14.0
-4.7,1.538665,41667.584,204314.011,14.0
-4.4,1.665585,41667.584,204314.011,14.0
-4.3,1.73202,41667.584,204314.011,14.0
-4.2,1.93493,41667.584,204314.011,14.0
-4.0,1.9956649999999998,41667.584,204314.011,14.0
-3.9,2.000185,41667.584,204314.011,14.0
-3.6,2.2310999999999996,41667.584,204314.011,14.0
-3.5,2.488035,41667.584,204314.011,14.0
-3.3,2.98083,41667.584,204314.011,14.0
-3.2,2.6969,41667.584,204314.011,14.0
-3.1,3.02771,41667.584,204314.011,14.0
-3.0,2.74348,41667.584,204314.011,14.0
-2.9,3.553905,41667.584,204314.011,14.0
-2.8,3.16791,41667.584,204314.011,14.0
-2.7,3.9577549999999997,41667.584,204314.011,14.0
-2.6,3.6819466666666667,41667.584,204314.011,14.0
-2.4,4.161286666666666,41667.584,204314.011,14.0
-2.3,4.7300933333333335,41667.584,204314.011,14.0
-2.0,5.0042,41667.584,204314.011,14.0
-1.9,5.330133333333333,41667.584,204314.011,14.0
-1.7,6.565305,41667.584,204314.011,14.0
-1.6,6.734826666666667,41667.584,204314.011,14.0
-1.4,7.507686666666667,41667.584,204314.011,14.0
-1.3,8.241043333333334,41667.584,204314.011,14.0
-1.2,9.84801,41667.584,204314.011,14.0
-1.1,9.5314,41667.584,204314.011,14.0
-1.0,9.625415,41667.584,204314.011,14.0
-0.9,12.097439999999999,41667.584,204314.011,14.0
-0.8,12.800558,41667.584,204314.011,14.0
-0.6,16.7001475,41667.584,204314.011,14.0
-0.5,18.765919999999998,41667.584,204314.011,14.0
-0.4,23.575400000000002,41667.584,204314.011,14.0
-0.3,24.60491,41667.584,204314.011,14.0
-0.1,21.86748111111111,41667.584,204314.011,14.0
-4.9,1.4391150000000001,41667.776,204313.55,15.0
-4.7,1.4384000000000001,41667.776,204313.55,15.0
-4.4,1.5357750000000001,41667.776,204313.55,15.0
-4.3,1.661365,41667.776,204313.55,15.0
-4.0,1.813235,41667.776,204313.55,15.0
-3.9,1.8174299999999999,41667.776,204313.55,15.0
-3.6,2.00923,41667.776,204313.55,15.0
-3.5,2.36912,41667.776,204313.55,15.0
-3.4,2.13291,41667.776,204313.55,15.0
-3.2,2.564025,41667.776,204313.55,15.0
-3.1,2.2613,41667.776,204313.55,15.0
-3.0,2.61006,41667.776,204313.55,15.0
-2.8,3.16791,41667.776,204313.55,15.0
-2.7,2.78261,41667.776,204313.55,15.0
-2.6,3.20335,41667.776,204313.55,15.0
-2.4,3.5957666666666666,41667.776,204313.55,15.0
-2.3,3.795675,41667.776,204313.55,15.0
-2.0,4.27179,41667.776,204313.55,15.0
-1.9,4.57287,41667.776,204313.55,15.0
-1.7,5.205290000000001,41667.776,204313.55,15.0
-1.6,6.011956666666666,41667.776,204313.55,15.0
-1.4,6.477655,41667.776,204313.55,15.0
-1.3,6.963026666666667,41667.776,204313.55,15.0
-1.1,8.357096666666667,41667.776,204313.55,15.0
-1.0,9.28999,41667.776,204313.55,15.0
-0.9,12.01928,41667.776,204313.55,15.0
-0.8,12.127545999999999,41667.776,204313.55,15.0
-0.7,13.05753,41667.776,204313.55,15.0
-0.6,16.45271333333333,41667.776,204313.55,15.0
-0.5,18.579555,41667.776,204313.55,15.0
-0.4,22.355936666666665,41667.776,204313.55,15.0
-0.3,23.147882000000003,41667.776,204313.55,15.0
-0.1,26.15547375,41667.776,204313.55,15.0
-4.9,1.3635350000000002,41667.968,204313.088,16.0
-4.7,1.36832,41667.968,204313.088,16.0
-4.4,1.448885,41667.968,204313.088,16.0
-4.3,1.540885,41667.968,204313.088,16.0
-4.0,1.664815,41667.968,204313.088,16.0
-3.9,1.7323,41667.968,204313.088,16.0
-3.8,1.61365,41667.968,204313.088,16.0
-3.6,1.8186499999999999,41667.968,204313.088,16.0
-3.4,1.9238199999999999,41667.968,204313.088,16.0
-3.2,2.1021325,41667.968,204313.088,16.0
-3.1,2.2613,41667.968,204313.088,16.0
-3.0,2.30688,41667.968,204313.088,16.0
-2.9,2.205335,41667.968,204313.088,16.0
-2.7,2.5111166666666667,41667.968,204313.088,16.0
-2.6,2.62319,41667.968,204313.088,16.0
-2.4,2.87531,41667.968,204313.088,16.0
-2.3,3.261765,41667.968,204313.088,16.0
-2.2,2.62984,41667.968,204313.088,16.0
-2.0,3.3683533333333333,41667.968,204313.088,16.0
-1.9,3.5571200000000003,41667.968,204313.088,16.0
-1.8,3.51884,41667.968,204313.088,16.0
-1.7,4.349666666666667,41667.968,204313.088,16.0
-1.6,4.4256675,41667.968,204313.088,16.0
-1.5,4.3028,41667.968,204313.088,16.0
