x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,geometry,p_ID
41676.62766,204292.5943,0.55,53978.34,196.1646501,110.1430641,287.4240057,182.3055774,393.9893217,267.6243562,2.158650065,0.189441962,8.168821168,0.854695403,39.47216207,7.66986325,POINT (487471.19332187006 5665245.496554885),60
41676.62766,204292.5943,0.55,53978.34,196.1646501,110.1430641,287.4240057,182.3055774,393.9893217,267.6243562,2.158650065,0.189441962,8.168821168,0.854695403,39.47216207,7.66986325,POINT (487471.19332187006 5665245.496554885),61
41676.90735,204292.0228,0.5431392,53978.54,198.589095,114.7507243,291.5657646,187.7807199,398.2366081,276.0902416,2.168650065,0.199441962,8.258821168,0.964695403,39.70216207,7.29986325,POINT (487471.4833567994 5665244.93057768),62
41677.1801,204291.4499,0.5204512,53978.74,201.0158229,116.7668732,298.7506423,189.5268134,412.9777694,284.2545789,2.168650065,0.249441962,8.368805708,1.034262026,40.32216207,7.51986325,POINT (487471.7664891757 5665244.362961037),63
41677.46253,204290.845,0.4895686,53978.94,201.7629664,114.1525092,306.1658797,186.7123731,433.0914644,291.7788767,2.188720855,0.279390552,8.588768531,1.064060982,40.86216207,8.62986325,POINT (487472.0598897669 5665243.763599196),64
41677.46253,204290.845,0.4895686,53978.94,201.7629664,114.1525092,306.1658797,186.7123731,433.0914644,291.7788767,2.188720855,0.279390552,8.588768531,1.064060982,40.86216207,8.62986325,POINT (487472.0598897669 5665243.763599196),65
41677.77105,204290.177,0.4667648,53979.16,202.3282197,109.4811314,311.8958905,185.9125485,454.7349859,297.9409651,2.228966009,0.249167524,8.638745384,1.024060982,41.43355512,9.657833411,POINT (487472.3805223 5665243.101728122),66
41678.05154,204289.5684,0.4510368,53979.36,205.13253,110.0570201,316.3041396,189.042219,476.495947,301.4707394,2.218966009,0.189167524,8.598745384,1.004060982,42.04355512,9.347833411,POINT (487472.6720505924 5665242.49855902),67
41678.32924,204288.9632,0.45,53979.56,208.8762902,116.6808038,321.1115348,193.1518967,493.0142801,302.9852079,2.228966009,0.189167524,8.698745384,1.084060982,42.59355512,8.727833411,POINT (487472.9607217352 5665241.89888463),68
41678.32924,204288.9632,0.45,53979.56,208.8762902,116.6808038,321.1115348,193.1518967,493.0142801,302.9852079,2.228966009,0.189167524,8.698745384,1.084060982,42.59355512,8.727833411,POINT (487472.9607217352 5665241.89888463),69
41678.59376,204288.3814,0.45,53979.77,210.5627202,116.9688387,329.0314009,198.8308713,500.7958551,305.1745862,2.308966009,0.299167524,8.808745384,1.124060982,43.19355512,9.127833411,POINT (487473.2357896855 5665241.322216079),70
41678.87132,204287.7672,0.45,53979.97,215.816255,114.9526716,337.5802793,203.7299898,504.7386917,311.0797382,2.328966009,0.339167524,8.938745384,1.144060982,43.47355512,9.887833411,POINT (487473.5244914875 5665240.713493735),71
41679.09438,204287.2723,0.45,53980.13,224.0926527,120.1374671,337.5802793,203.7299898,509.808533,321.5786712,2.278966009,0.229167524,8.938745384,1.144060982,43.67355512,10.48783341,POINT (487473.756525718 5665240.223002796),72
41679.36148,204286.6787,0.45,53980.33,232.0163904,126.7642251,344.8088927,220.0179861,517.5250628,334.0036537,2.258966009,0.199167524,8.958745384,1.134060982,44.12355512,11.32783341,POINT (487474.0343875236 5665239.634672816),73
41679.36148,204286.6787,0.45,53980.33,232.0163904,126.7642251,344.8088927,220.0179861,517.5250628,334.0036537,2.258966009,0.199167524,8.958745384,1.134060982,44.12355512,11.32783341,POINT (487474.0343875236 5665239.634672816),74
41679.6561,204286.0183,0.45,53980.54,240.1523651,133.3929349,369.1017083,232.2079274,524.6264383,346.3261124,2.258966009,0.229167524,8.968745384,1.244060982,44.52355512,11.69783341,POINT (487474.3409920474 5665238.980073394),75
41679.91019,204285.4451,0.45,53980.74,249.6424896,139.4469381,382.9072219,241.8558421,527.6515904,357.5088014,2.278966009,0.229167524,9.128745384,1.304060982,44.70355512,11.61783341,POINT (487474.6054802217 5665238.411820872),76
41680.15338,204284.897,0.45,53980.94,259.1642087,144.6373763,392.1823984,250.1352777,533.3812966,366.3219209,2.318966009,0.229167524,9.198745384,1.454060982,44.96355512,11.71783341,POINT (487474.8586154892 5665237.868496229),77
41680.15338,204284.897,0.45,53980.94,259.1642087,144.6373763,392.1823984,250.1352777,533.3812966,366.3219209,2.318966009,0.229167524,9.198745384,1.454060982,44.96355512,11.71783341,POINT (487474.8586154892 5665237.868496229),78
41680.43861,204284.2601,0.45,53981.15,264.3189589,148.9636524,398.4654694,255.8573105,537.2438095,373.0846655,2.338966009,0.299167524,9.308745384,1.524060982,45.25355512,12.00783341,POINT (487475.1554021805 5665237.237249743),79
41680.70069,204283.6855,0.45,53981.36,269.0999632,152.1367808,404.3668856,260.7935605,536.8562238,379.3452208,2.368966009,0.339167524,9.478745384,1.494060982,45.69355512,13.18783341,POINT (487475.4278990626 5665236.667782302),80
41680.99601,204283.0517,0.45,53981.56,274.0804153,152.713761,408.6546677,266.3259691,534.5365478,386.4964775,2.358966009,0.309167524,9.518745384,1.474060982,45.91355512,13.95783341,POINT (487475.7347073501 5665236.039809769),81
41680.99601,204283.0517,0.45,53981.56,274.0804153,152.713761,408.6546677,266.3259691,534.5365478,386.4964775,2.358966009,0.309167524,9.518745384,1.474060982,45.91355512,13.95783341,POINT (487475.7347073501 5665236.039809769),82
41681.27892,204282.4547,0.45,53981.76,278.3011503,156.7530342,413.1595831,273.2471413,534.5365478,393.3199311,2.338966009,0.249167524,9.488745384,1.524060982,46.11355512,13.71783341,POINT (487476.0284350613 5665235.448297344),83
41681.5233,204281.9426,0.45,53981.96,284.4509959,161.658834,419.1181823,278.5906316,538.0206808,398.5827682,2.338966009,0.269167524,9.518745384,1.574060982,46.45355512,13.81783341,POINT (487476.282101829 5665234.940980243),84
41681.79203,204281.3797,0.45,53982.14,287.5306076,159.9272541,419.1181823,278.3926577,545.4705267,402.4499655,2.338966009,0.319167524,9.518745384,1.604060982,46.84355512,13.85783341,POINT (487476.5610259042 5665234.383394999),85
41682.08835,204280.7549,0.45,53982.34,287.3380406,157.9072445,427.1679885,275.4236666,556.6921196,407.2051042,2.368966009,0.289167524,9.858745384,1.514060982,47.14355512,13.73783341,POINT (487476.868672854 5665233.764355899),86
41682.08835,204280.7549,0.45,53982.34,287.3380406,157.9072445,427.1679885,275.4236666,556.6921196,407.2051042,2.368966009,0.289167524,9.858745384,1.514060982,47.14355512,13.73783341,POINT (487476.868672854 5665233.764355899),87
41682.32289,204280.2578,0.4453694,53982.53,288.3009975,155.887415,432.557875,274.4342599,573.2582654,411.616916,2.388966009,0.249167524,9.828745384,1.474060982,47.37355512,14.01783341,POINT (487477.11221963016 5665233.271871778),88
41682.64874,204279.5678,0.4245174,53982.74,289.4574105,151.5598152,438.5917838,274.4342599,584.390136,413.2072703,2.378966009,0.249167524,9.758745384,1.444060982,47.44355512,14.11783341,POINT (487477.4505770795 5665232.588214675),89
41682.8918,204279.0515,0.3940128,53982.94,291.7710874,151.5598152,439.8430967,275.4236666,585.2588243,410.9104495,2.368966009,0.239167524,9.778745384,1.444060982,47.48355512,13.76783341,POINT (487477.7029971741 5665232.076702803),90
41682.8918,204279.0515,0.3940128,53982.94,291.7710874,151.5598152,439.8430967,275.4236666,585.2588243,410.9104495,2.368966009,0.239167524,9.778745384,1.444060982,47.48355512,13.76783341,POINT (487477.7029971741 5665232.076702803),91
41683.20181,204278.3878,0.3667648,53983.15,295.0511222,158.7729409,435.0518328,276.2152845,576.2259955,404.3796721,2.368966009,0.239167524,9.778745384,1.414060982,47.27355512,13.37760446,POINT (487478.02503876697 5665231.419065056),92
41683.46878,204277.8086,0.3510368,53983.35,296.595877,163.9678129,428.4101478,275.6215634,555.0706262,395.5926489,2.368966009,0.269167524,9.748745384,1.424060982,46.95355512,12.85760446,POINT (487478.3025083066 5665230.845156634),93
41683.72066,204277.2534,0.35,53983.53,295.6303147,165.6997012,420.9721071,274.0385331,526.5146398,386.1395811,2.368966009,0.289167524,9.708745384,1.444060982,46.50355512,12.58746012,POINT (487478.5644659829 5665230.294899084),94
41683.98413,204276.6646,0.35,53983.73,291.9639338,163.9678129,420.9721071,269.2914153,500.7958551,377.9449844,2.358966009,0.289167524,9.708745384,1.434060982,45.96355512,12.40746012,POINT (487478.83861016727 5665229.71130561),95
41683.98413,204276.6646,0.35,53983.73,291.9639338,163.9678129,420.9721071,269.2914153,500.7958551,377.9449844,2.358966009,0.289167524,9.708745384,1.434060982,45.96355512,12.40746012,POINT (487478.83861016727 5665229.71130561),96
41684.27369,204276.0137,0.35,53983.94,284.259552,159.6386702,395.8274497,261.386126,483.3041472,370.9941836,2.348966009,0.279167524,9.498745384,1.354060982,45.43355512,12.22746012,POINT (487479.1399799472 5665229.066030571),97
41684.55039,204275.3935,0.35,53984.15,274.4647976,153.5792589,383.7114832,251.9106193,474.1371739,362.8542381,2.328966009,0.279167524,9.378745384,1.284060982,44.93355512,12.39746012,POINT (487479.42793106113 5665228.451288088),98
41684.79213,204274.8564,0.35,53984.35,264.319881,143.4838425,371.6929373,239.4919499,472.7951504,354.3990704,2.298966009,0.279167524,9.198745384,1.224060982,44.64355512,12.50746012,POINT (487479.679417821 5665227.918922415),99
41684.79213,204274.8564,0.35,53984.35,264.319881,143.4838425,371.6929373,239.4919499,472.7951504,354.3990704,2.298966009,0.279167524,9.198745384,1.224060982,44.64355512,12.50746012,POINT (487479.679417821 5665227.918922415),100
41685.06514,204274.2548,0.35,53984.55,252.1160288,132.8164479,361.355264,225.9138872,478.5275806,349.06622,2.278966009,0.239167524,9.068745384,1.124060982,44.48355512,12.13746012,POINT (487479.9633317568 5665227.322727894),101
41685.35253,204273.6235,0.35,53984.76,241.4799826,127.3405572,354.6352157,218.0537095,490.5668655,342.5463628,2.258966009,0.199167524,9.018745384,1.104060982,44.49355512,11.29746012,POINT (487480.2621693882 5665226.697042453),102
41685.60137,204273.0793,0.35,53984.96,236.9338941,125.3234594,350.3034173,211.1827709,502.2252665,331.0966681,2.238966009,0.219167524,8.988745384,1.134060982,44.51355512,10.38746012,POINT (487480.5208806599 5665226.15773997),103
41685.60137,204273.0793,0.35,53984.96,236.9338941,125.3234594,350.3034173,211.1827709,502.2252665,331.0966681,2.238966009,0.219167524,8.988745384,1.134060982,44.51355512,10.38746012,POINT (487480.5208806599 5665226.15773997),104
41685.86346,204272.509,0.35,53985.14,233.1511281,121.2898065,344.0256656,201.1820494,509.4443779,318.5182164,2.228966009,0.249167524,9.058745384,1.024060982,44.45355512,9.757460123,POINT (487480.7933065405 5665225.592644719),105
41686.1402,204271.9115,0.35,53985.34,226.355152,117.5449197,336.8009867,192.9561466,512.3654853,307.1901846,2.248966009,0.229167524,9.008745384,0.904060982,44.24355512,8.997460123,POINT (487481.0808880282 5665225.000490768),106
41686.38778,204271.3829,0.35,53985.54,222.775167,116.3927725,331.9400256,188.6509386,509.808533,297.2620211,2.258966009,0.209167524,8.848745384,0.874060982,43.93355512,8.317460123,POINT (487481.3380426088 5665224.476762828),107
41686.66092,204270.8069,0.35,53985.74,220.5165504,112.0727472,328.6440344,185.9125485,498.3048482,288.5482083,2.238966009,0.239167524,8.748745384,0.854060982,43.53355512,7.767460123,POINT (487481.6216297811 5665223.906121715),108
41686.66092,204270.8069,0.35,53985.74,220.5165504,112.0727472,328.6440344,185.9125485,498.3048482,288.5482083,2.238966009,0.239167524,8.748745384,0.854060982,43.53355512,7.767460123,POINT (487481.6216297811 5665223.906121715),109
41686.94917,204270.2015,0.35,53985.94,216.5685115,108.3293984,323.2320154,182.7841859,480.5684982,282.7022484,2.218966009,0.239167524,8.778745384,0.804060982,43.12355512,7.617460123,POINT (487481.9208528811 5665223.306368954),110
