,coilconfig,slope,intercept
0,HCP1QP,1.6128436020601304,-80.25371914395114
1,PRP1QP,2.046655061781863,-33.20316976835484
2,HCP2QP,1.3838284001230061,-62.26772358489734
3,PRP2QP,1.6724312679540478,-42.88035155817826
4,HCP4QP,1.063602889295082,-21.253154006808813
5,PRP4QP,1.4580017618974377,-69.35647402159546
