x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,p_ID
107766.76638335422,183301.9084764449,27.72451739999977,34537.509999999995,90.29440376056637,67.07754396780032,96.00086587944634,92.89677637745258,78.30681846362391,94.81702562496099,1.4794949650584683,0.2742492078187437,2.934028987065075,0.1706682875468071,3.4983237972864667,-5.026047891280131,POINT (553912.3581943623 5645485.330529001),22
107767.06416151245,183301.44566545822,27.745369399999685,34537.31,92.67047857975456,69.23014630515641,96.32880454308646,95.42278621614763,78.56363727059029,97.40856260307409,1.4691989955266818,0.2842772892594153,2.894028987065075,0.1605423560136502,3.5783237972864668,-4.606047891280131,POINT (553912.6643765701 5645484.8734574085),23
107767.36390811711,183300.98534841463,27.75,34537.11,94.32127042207708,70.78889683309045,97.47939718184601,96.58062399267243,78.9951146446816,98.48326214578391,1.479125253095016,0.2742871602312176,2.9251467303694967,0.1101303857405647,3.619248663296216,-4.504911756345269,POINT (553912.9724801246 5645484.418914882),24
107767.59998844765,183300.62684391532,27.75,34536.92999999999,94.32127042207708,71.7611764947966,97.9749158370602,97.0879210423844,80.19699382893053,98.63588130166778,1.479125253095016,0.2742871602312176,3.0251467303694968,0.1301303857405647,3.559248663296216,-4.784911756345269,POINT (553913.2150676863 5645484.064956336),25
107767.91201840888,183300.15752729774,27.75,34536.73,93.58637124230674,71.56689445348704,98.47071328365624,96.07336215321845,82.26737809854446,99.70452246841498,1.469125253095016,0.2942871602312176,3.055146730369497,0.1901303857405647,3.459248663296216,-4.844911756345269,POINT (553913.535614723 5645483.601645865),26
107768.22717468099,183299.68701428734,27.75,34536.53,94.87263943880652,70.20696787282739,101.45134389365658,95.56613552273782,84.26313057792599,100.9264850214496,1.469125253095016,0.2942871602312176,3.035146730369497,0.2001303857405647,3.629248663296216,-4.68491175634527,POINT (553913.8593085998 5645483.137197392),27
107768.49868384714,183299.28325760923,27.75,34536.33,95.79195708456865,68.65286832187182,104.77485581484491,95.39706780353546,86.35801185287501,101.53772977434261,1.469125253095016,0.2842871602312176,2.9651467303694967,0.1701303857405647,3.789248663296216,-4.864911756345269,POINT (553914.1381435147 5645482.738664545),28
107768.81592092064,183298.81211531255,27.751401400000272,34536.130000000005,93.21903299836056,65.93345668535618,107.27552739763038,93.7066058051664,88.99410289479333,102.76074656360394,1.469125253095016,0.2842871602312176,2.8851467303694966,0.1601303857405647,3.859248663296216,-5.174911756345269,POINT (553914.4639287699 5645482.273625572),29
107769.0897308946,183298.40676552244,27.76793340000048,34535.92999999999,90.83315311158803,61.66077123445312,109.4483227066194,91.00268047349626,91.56139084535333,104.59659079126304,1.469125253095016,0.2742871602312176,2.8551467303694964,0.1801303857405647,3.789248663296216,-5.174911756345269,POINT (553914.7450927746 5645481.873542953),30
107769.3654121994,183298.00019971747,27.79700159999939,34535.73,91.01657004411878,58.16555251781229,111.2908496450658,89.82002815754086,92.89637422953963,105.97451358054303,1.469125253095016,0.2742871602312176,2.8551467303694964,0.1901303857405647,3.739248663296216,-4.914911756345269,POINT (553915.0281496388 5645481.472279526),31
107769.68832580147,183297.5254898537,27.82583359999909,34535.53,93.0353918504523,57.97138993714272,112.80109618549912,90.83371840226813,93.87861290051866,106.28083972735492,1.469125253095016,0.2642871602312175,2.8351467303694964,0.1701303857405647,3.899248663296216,-4.764911756345269,POINT (553915.3596744896 5645481.003779727),32
107769.96654966756,183297.11726810876,27.846025600000296,34535.33,94.13751784282069,61.27238626154851,112.96905242209375,90.83371840226813,94.14673756613705,105.97451358054303,1.459125253095016,0.2742871602312176,2.805146730369497,0.1401303857405647,3.839248663296216,-4.624911756345269,POINT (553915.6453032356 5645480.6009082),33
107770.28000201994,183296.65745428484,27.846025600000296,34535.130000000005,91.56693334743724,63.60279856211171,110.2853802682778,89.31323586738006,94.14673756613705,105.97451358054303,1.469125253095016,0.2742871602312176,2.8151467303694964,0.1601303857405647,3.839248663296216,-4.5649117563452695,POINT (553915.9670962818 5645480.147121985),34
107770.28000201994,183296.65745428484,27.846025600000296,34535.130000000005,91.56693334743724,63.60279856211171,110.2853802682778,89.31323586738006,94.14673756613705,105.97451358054303,1.469125253095016,0.2742871602312176,2.8151467303694964,0.1601303857405647,3.839248663296216,-4.5649117563452695,POINT (553915.9670962818 5645480.147121985),35
107770.64370392592,183296.123767131,27.85,34534.899999999994,90.28301493829375,63.21437943676143,108.1106096500937,89.48216271677339,92.09451944790312,105.36199338033153,1.469125253095016,0.2842871602312176,2.8551467303694964,0.1901303857405647,3.659248663296216,-4.754911756345269,POINT (553916.3404789468 5645479.620428809),36
107770.91272622172,183295.72907154262,27.85,34534.7,91.75042530930622,63.797010685628734,107.60946898608192,92.0165350805969,90.40827640184422,105.36199338033153,1.459125253095016,0.2842871602312176,2.8651467303694966,0.1901303857405647,3.659248663296216,-4.754911756345269,POINT (553916.6166607587 5645479.23090648),37
107771.22782923924,183295.26780440193,27.85,34534.5,91.56693334743724,65.35076911645099,106.94170790088329,92.86152153150644,89.7006075729898,102.45492643417602,1.459125253095016,0.2642871602312175,2.8751467303694964,0.1201303857405647,3.689248663296216,-4.874911756345269,POINT (553916.9401304979 5645478.775698196),38
107771.53844204318,183294.81572409533,27.85,34534.3,90.46621385332958,64.38007330916727,105.44092193017381,91.6782449427732,90.05403777708949,102.45492643417602,1.4691196613523605,0.2642923248339627,2.895181630144001,0.1101206367771402,3.599248663296216,-4.874911756345269,POINT (553917.2589424817 5645478.329589082),39
107771.83669967536,183294.38499163464,27.86530000000027,34534.100000000006,90.64959324513319,62.632179533594496,105.10777399339028,89.98864387380817,90.05403777708949,101.38490210910264,1.4591196613523605,0.2842923248339626,2.8751816301440014,0.1401206367771402,3.599248663296216,-4.914911756345269,POINT (553917.565010944 5645477.904588591),40
107772.10338826649,183294.00165710412,27.86530000000027,34533.92999999999,89.54959952814608,61.272802215506346,106.27432673695387,88.46833752320033,90.40827640184422,100.46816673418104,1.4491196613523605,0.3042923248339627,2.8551816301440014,0.1701206367771402,3.839248663296216,-4.774911756345269,POINT (553917.8386502244 5645477.526378415),41
107772.41587165532,183293.55545141548,27.8875,34533.73,86.98461493999532,58.9440611894186,107.10807624656962,87.11591440918961,90.76270140896209,100.3247356032605,1.4490996095673505,0.314302139330079,2.8751816301440014,0.1400906915258378,3.949248663296216,-4.8042173536612856,POINT (553918.1592232507 5645477.086175514),42
107772.76381213227,183293.06152975,27.91369999999961,34533.520000000004,84.97030834462454,56.81458521655462,107.2738365895907,85.59102776147354,92.00876881925642,100.93930086395672,1.4590171013183972,0.2943332068480283,2.8756251068782337,0.1299379684681873,3.929530604950227,-4.9440002351703445,POINT (553918.5161174125 5645476.598936285),43
107773.08885108236,183292.6011231076,27.93909999999932,34533.32000000001,83.69118922798613,55.45556635860968,107.2738365895907,84.57806650782126,92.98859015133122,101.85623942742207,1.4690171013183972,0.2743332068480283,2.8556251068782337,0.1199379684681873,3.869530604950227,-5.593888969579692,POINT (553918.8495021368 5645476.144771729),44
107773.3750119536,183292.19553860836,27.959737099999597,34533.119999999995,83.32590057597456,54.48488993002373,106.77315389812043,83.56524619700062,92.98859015133122,101.85623942742207,1.4690171013183972,0.2543332068480283,2.805625106878234,0.1099379684681873,3.869530604950227,-5.593888969579692,POINT (553919.1430151119 5645475.744682825),45
107773.3750119536,183292.19553860836,27.959737099999597,34533.119999999995,83.32590057597456,54.48488993002373,106.77315389812043,83.56524619700062,92.98859015133122,101.85623942742207,1.4690171013183972,0.2543332068480283,2.805625106878234,0.1099379684681873,3.869530604950227,-5.593888969579692,POINT (553919.1430151119 5645475.744682825),46
107773.99266334182,183291.32146101445,28.01124510000066,34532.71000000001,83.69118922798613,55.06729065396201,101.94740654668281,83.05888889927586,93.70303181755344,96.36053317676551,1.4690171013183972,0.2643332068480283,2.8756251068782337,0.1299379684681873,4.109530604950227,-4.203888969579692,POINT (553919.7765105853 5645474.88246627),47
107774.27526087314,183290.92249807436,28.03375910000022,34532.520000000004,83.14328541297724,57.008737609493004,101.94740654668281,83.05888889927586,94.2394670202522,95.29357329425862,1.4790171013183973,0.2743332068480283,2.8756251068782337,0.1299379684681873,4.119530604950227,-3.933888969579692,POINT (553920.0663396285 5645474.488929693),48
107774.48476256683,183290.62715427764,28.047713099999974,34532.380000000005,82.04800238851547,57.20289171222738,99.95810074480265,80.35891183439671,94.2394670202522,96.36053317676551,1.4790171013183973,0.2743332068480283,2.9156251068782337,0.1399379684681873,4.119530604950227,-4.333888969579692,POINT (553920.2811945045 5645474.197608473),49
107774.68266932221,183290.34860590193,28.047713099999974,34532.25,85.15311670842952,55.64970677785481,100.95219879607498,80.35891183439671,94.2394670202522,96.36053317676551,1.4790171013183973,0.2843332068480283,2.9156251068782337,0.1399379684681873,4.119530604950227,-4.333888969579692,POINT (553920.4841498589 5645473.92285982),50
