,x,y,EC_0.30,EC_0.60,EC_1.00,EC_1.50,EC_2.00,EC_end,pos
0,41564.55392755495,204206.5968874237,48.7225557935313,116.59590987399763,85.91834563069482,275.638849741054,453.9750202921596,390.90754449547353,2001
1,41548.70963634274,204311.5916441949,52.90730655442053,98.60461590860021,140.27608932807073,151.49896137628312,295.63361909249096,277.87724196624475,2002
2,41589.74878156025,204167.83234439412,66.180643789566,114.8107157274955,151.18953499279132,449.2396089521866,712.0085100650062,253.6301090300537,2003
3,41668.938801234064,204238.3061650535,48.82908542506911,102.70969638582774,141.94539236412223,427.47326652343077,416.39941203769837,469.4282213869548,2004
4,41521.70417504899,204334.5501634116,57.64178510220603,242.46416124320206,229.66179119134839,154.53028705702187,607.5317167095589,320.7905505710007,2005
5,41617.19729464456,204259.13055548072,34.346538660230806,159.91762410153154,182.478171266824,285.21774699291046,393.93463401117907,341.442563934486,2006
6,41576.96634533012,204271.18567882103,47.848732805730386,200.23851524293812,130.09384766045687,166.10539149279288,283.46063255823424,450.6540390059103,2007
7,41533.47094282546,204357.0105559174,37.66383007339754,150.96833812176007,218.56213635575853,140.60231454447705,353.20736754586284,381.74290783099116,2008
8,41643.02475027197,204298.69405943248,44.09164849164682,142.16912469949318,199.43169514203925,294.29317020594544,481.6458795524204,239.06158747216506,2009
9,41701.02319091729,204261.7082008617,32.68741636813049,78.97460254545624,390.0883097613442,177.19060943931112,501.41689124017597,658.3771061017266,2010
10,41513.578573637205,204286.157007345,55.47105325354593,235.78343642967053,295.6460268920748,282.753529329859,227.29235251531833,281.5134216095375,2011
11,41619.51167168554,204273.26360305023,45.36246545014739,147.35952206854424,230.3304333257062,200.08077352483983,325.2146711820418,297.0984912636871,2012
12,41684.47119294455,204247.36901336536,57.289958217642805,214.74768594171132,264.16333977908914,512.8614069441218,337.74562665726467,608.715060061207,2013
13,41590.8101070179,204181.1297664037,51.18133790158826,107.9377786777762,188.38854479832534,380.39118145355786,340.66819535593856,434.3843065183952,2014
14,41563.16722123715,204364.86717314,55.33438662952001,287.0454448636884,131.7175291761767,256.7335326990284,585.0221130536352,315.37908240217513,2015
