,x,y,EC_0.30,EC_0.60,EC_1.00,EC_1.60,EC_2.40,EC_3.20,EC_end,pos
0,107720.117738372,183326.959902559,42.08688499063241,64.27263786300153,85.46640993168613,44.736488591168936,11.918440168298226,18.114609373130484,16.45066969832423,1
1,107755.589190752,183331.100489861,34.40499442343349,48.876152840461614,84.819632248,31.6967240372405,33.4112414869261,52.84145571401665,6.074212648863084,2
2,107797.401544918,183278.57899222,52.498959569819874,71.63180514597641,186.88711600625686,298.06406801429216,179.73841699023117,58.92518390244841,21.69761827348396,3
3,107763.815597682,183318.112286904,32.05707771670502,45.072151176777375,95.28918765249406,37.8354609000109,43.044578499391115,32.477503753906745,17.28713542145684,4
4,107723.005060785,183309.181768966,51.8711185273654,72.27664600109684,125.78653331824715,48.68341323652342,40.565644937758535,19.1304840167755,8.89780300005352,5
5,107742.786781999,183330.053314048,40.40188257151823,49.80728380099893,97.20989594119568,38.33119210099794,31.592914079236124,34.846639741186024,13.206984232549782,6
6,107805.822078311,183273.987327432,52.72786405557049,48.02412081199525,178.40081120533355,319.53571508506303,245.56316990040872,111.39386808579141,21.21845648300777,7
7,107758.685246777,183312.601172566,36.97925102711128,58.231983287554705,89.73539315060736,36.79936898734276,21.52392430322705,44.812278192582745,11.341093167405461,8
8,107776.692175805,183310.755670886,31.699468755327654,46.242551282335725,91.96763770181633,61.84718241632916,201.78674427056418,125.67162943268514,16.73692267696677,9
9,107726.370663997,183318.719064341,51.69680836004193,76.47726521386373,179.55047742862828,49.020072025232885,24.664566457651667,18.59259479657688,11.413327104934783,10
10,107766.468953537,183327.314254961,31.251759246208195,45.50023782507759,112.47720210512702,30.217296471882694,27.75338738101957,23.393788218253015,11.180755593793933,11
11,107777.021270032,183299.369659998,40.138371341563115,44.56700600296789,90.58517320186576,53.611330703038114,281.35176218691936,126.03102378344727,24.44433748511846,12
12,107752.330282581,183298.809192402,50.792627225886875,56.90277560427587,177.08492023696,37.00804213113417,44.366271808792895,53.078704479326284,6.680686041705906,13
13,107732.66007035,183327.436330498,47.559779760381424,59.3950469736473,108.56946633056216,90.49410083021468,42.98322299146783,72.96572963753395,21.60371106504585,14
14,107776.543341175,183291.427672797,53.442587140958864,45.61516372547982,151.5904195363794,181.5539864421658,118.39964081250145,87.18476188944295,23.594514039817764,15
