x,y,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,depth1,depth2,depth3,depth4,depth5,depth6,depth7,depth8,depth9,depth10,depth11,depth12,depth13,depth14,depth15,depth16,depth17,depth18,depth19,depth20,depth21,depth22,depth23,depth24,depth25,depth26,depth27,depth28,depth29
107766.5664,183302.2452,24.334882335500424,26.645979760490462,32.91264737972511,41.975519861190605,52.15669833282355,62.22265637772101,71.45772486413223,79.52186378004593,86.30838926885747,91.8422800945292,96.21547998671909,99.54834238021296,101.96787454139918,103.59623634897025,104.54526932394441,104.91444599940661,104.79067372879464,104.24903617027519,103.35394935165053,102.16044350228367,100.71541889006832,99.0588025643824,97.22457695109159,95.24167501963703,93.13474881507116,90.9248235938629,88.62985159870955,86.26517938243046,83.84394153236079,81.3773922073413,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107766.8929,183301.7649,23.70078901760438,26.642997272342477,33.823753279937826,43.81625323684312,54.79553026902998,65.47565486631935,75.14213727503248,83.47934190409747,90.41126975343408,95.9920336306587,100.33829954879538,103.59023059684475,105.89019752677827,107.37204121162986,108.15637120580305,108.34918269058167,108.04220075285363,107.31404362519919,106.23170109816755,104.85205981926703,103.22334182352012,101.38639792501138,99.37583840150057,97.22100444013273,94.94679371028874,92.57435720459185,90.12168502582153,87.60409773301147,85.03465810506603,82.4245162261773,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107767.0757,183301.496,24.366610611419304,27.277660692800758,34.47149841323574,44.52118834962091,55.581215152878045,66.34874952733061,76.09909289834647,84.51133917004191,91.50726621074092,97.14050337805998,101.52816331622076,104.81130698680869,107.13337994847495,108.6293233845503,109.42079372496482,109.61474264307711,109.30374811600618,108.56717735834417,107.47267151094434,106.07768016138627,104.43091000497776,102.57362818447477,100.54080219927995,98.36207962480054,96.06262095454314,93.66380274403286,91.18380881620214,88.63812624019221,86.03996104254281,83.40058665004777,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107767.4229,183300.9847,25.960117044029218,28.952366383176766,36.280320667402535,46.44615390860295,57.56044696643733,68.31238705628611,77.9886445281738,86.28537902550033,93.14039247634446,98.62000668049279,102.85049262515031,105.97909394505385,108.15317770637142,109.5099858545486,110.17235911535798,110.2476889944029,109.82851289608921,108.99385973598484,107.81085854782987,106.33635558793416,104.61841699982969,102.69766664168526,100.60844729454686,98.3798128578474,96.03636783301862,93.59897330710947,91.08533857130182,88.51051601120851,85.88731484557051,83.22664712114306,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107767.7383,183300.5196,26.520970040236186,29.446102326171612,36.44752379086967,46.10705639232688,56.66856948286503,66.91684385271209,76.18982088195881,84.20371137619127,90.89783370686013,96.3302787184299,100.61473917899279,103.88461559575417,106.27380341400064,107.90722619650545,108.89685811246235,109.34071491047109,109.32335858271888,108.91709657520354,108.18342796567416,107.17450260967865,105.93447983696083,104.50073979786723,102.90493601398597,101.17389553631372,99.33038116664221,97.3937329461829,95.38040611716949,93.3044214527838,91.17774201512893,89.0105884566762,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107768.012,183300.1161,25.663597500627453,28.60036966692315,35.523539462636236,45.06411072775558,55.53260633195255,65.75090455511136,75.06828619823972,83.1979619624067,90.07002949551274,95.73160454155382,100.28578664146187,103.85663280210795,106.5701796495859,108.54492189483867,109.8876655313778,110.69231974100876,111.04021086207656,111.00111410108991,110.6345590669423,109.991173810795,109.11395073532417,108.0393838167997,106.79846224700724,105.41752390257318,103.91898060398134,102.32193034412069,100.64267207325032,98.89513765261336,97.09125402468442,95.24124691985175,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107768.3142,183299.6718,23.88264033344101,26.99024127121112,34.23611547855294,44.18746753307232,55.09554245411261,65.74389309108454,75.46153899304308,83.95317073911198,91.14708275073933,97.09207319422914,101.89451466223314,105.68228086296136,108.58522329430393,110.72538862610114,112.21276659879148,113.14405859279091,113.60300881937042,113.66147112151226,113.38075539431065,112.8130121822212,112.00253596186992,110.98693545703202,109.79815590650728,108.46335694785178,107.0056585217919,105.44477047276854,103.79752191414791,102.07830540772328,100.29944938795049,98.47153047761408,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107768.4914,183299.4119,23.546420761295714,26.508488614571398,33.62056314406184,43.48740810634345,54.35784835256956,65.00829799440936,74.7615950728196,83.31703482284095,90.59798030725992,96.64874065401045,101.57171096326172,105.49134227186511,108.53461268013108,110.82120268811809,112.4591821870245,113.5437126937523,114.15731485385007,114.37087818935251,114.24495851070532,113.83112152617964,113.17321243793603,112.30849888701042,111.26867114982105,110.08070230856615,108.76757998140462,107.34892459934395,105.84150973199598,104.25969905241689,102.6158130021783,100.92043650819627,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107768.9003,183298.8156,22.678788009290514,24.73026977412568,30.872434735569612,40.036556327822225,50.53225450650058,61.09880903483474,70.99324628342028,79.84890321578479,87.53366882059393,94.04918894413234,99.46685022069909,103.8894974096425,107.42961370137462,110.19755373950048,112.29571719017528,113.8161258365723,114.83987833762681,115.43758395257731,115.67025725119598,115.59038328435663,115.24299663972761,114.6666954609672,113.89455562483624,112.95493460898845,111.87216739296564,110.66716292649734,109.35791217464781,107.95991920910294,106.48656624373938,104.94942247129684,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107769.0541,183298.5925,20.20186553640948,22.174065877347992,28.33306548661362,37.635118767902455,48.364010722381884,59.22960703077188,69.46557273539067,78.68806435929501,86.75266792879918,93.65237770498013,99.45261286032924,104.25219979063604,108.16100306563871,111.28775327298393,113.73392518280718,115.59110153752695,116.94027498669601,117.8521730188533,118.38807565739205,118.60082641178259,118.5358733961223,118.23225700710874,117.72350599992907,117.03842909829413,116.20180277215789,115.23496249919043,114.15630765148963,112.98173085814362,111.72498230088544,110.39797848562824,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107769.3299,183298.1938,17.163525843241388,19.204236464392103,25.69373985677659,35.564518538027876,47.00357477750775,58.62887311575167,69.60781279387344,79.51565715303508,88.1865110313172,95.60502978963858,101.83645451670685,106.9840857865335,111.16461529659111,114.49452703188531,117.08313588834773,119.02948916394655,120.42143991075139,121.33588307802957,121.83956460950128,121.99012709232946,121.83720657846665,121.42348387461456,120.78564473468731,119.95523214972293,118.95938949442802,117.8215011742702,116.56174091549983,115.19753890327212,113.74397874397553,112.21413436831298,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107769.6522,183297.7293,18.934499225522636,21.52428809223543,28.313272667460915,38.11891637500274,49.235409251135394,60.394833633779115,70.84556312397712,80.21420353570235,88.36540320599265,95.30070460826626,101.09355091307339,105.85007304182727,109.68658466565469,112.71737317239521,115.04861594185903,116.77582460542385,117.98324474572817,118.74428020857908,119.12240334636687,119.17224793425069,118.94072066687653,118.46804807892167,117.78872185211686,116.93233099861021,115.92428290340638,114.78642177559092,113.53755572538023,112.19390422872205,110.76947719454625,109.27639580044932,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107769.9736,183297.2672,24.809300512080632,26.862506300495603,32.61852067813205,41.0854441796328,50.75261464295674,60.49144552733242,69.63223697593536,77.84113582665356,84.995227789754,91.09281868417324,96.19597964273096,100.39594561174404,103.79326329333563,106.4870071156652,108.56938489556313,110.123448413056,111.2225273005871,111.93056865708354,112.30290896940966,112.38721144119735,112.22442393217224,111.84968377971656,111.29313633037545,110.58065650968062,109.73447469771475,108.77371402972607,107.71484865820027,106.57209305413465,105.35773199696345,104.08240002284684,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107770.5772,183296.4014,23.448204273482702,25.33704099170864,31.136657917322943,39.86585989918034,49.914995561239785,60.06570166582008,69.58948978894614,78.12004039718347,85.51996846982789,91.7842397335323,96.97792998878818,101.19853534821524,104.55423081139884,107.15198752237484,109.0915788975332,110.46299598022719,111.34576527363546,111.80927338016892,111.91357750165875,111.71040668344199,111.24419274889571,110.55304821646105,109.66965339462192,108.62203989239458,107.43427116415674,106.12702734164503,104.71810441504374,103.22283853278421,101.65446580132794,100.02442705915712,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107770.8601,183295.9977,22.21938717934995,24.53252209359281,30.98087468419945,40.40290464839146,51.076367561028746,61.733491076798224,71.63600352111732,80.42742625422956,87.98764915967834,94.33008706505048,99.53667906529171,103.71925776853996,106.99772153898019,109.48841714296981,111.29851879948058,112.52381476633211,113.24835226791038,113.54503390506812,113.4766468896601,113.097037193902,112.45227578355671,111.58174184129481,110.5190916350191,109.2931055061064,107.92841773646842,106.4461397721488,104.86438935649099,103.19873825842295,101.46259044811217,99.66750132359437,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107771.0237,183295.7647,22.45608419949052,24.705213774094794,31.229378866870924,40.842332063798246,51.745604564631066,62.61652299711871,72.68842543011338,81.59413998475037,89.2127285628263,95.56165280196069,100.72892302366756,104.83294088973435,107.9999082683475,110.35186977195298,112.00097825492254,113.04728336409505,113.57843254600601,113.67034453951035,113.38831950614333,112.78828953278605,111.91805312503152,110.81841758014191,109.52421814345576,108.06520724428236,106.4668195923251,104.75082464587726,102.93587996020905,101.03799894350784,99.07094559361875,97.04656742585873,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107771.3177,183295.345,23.838020749003626,25.78967504342031,31.80472116549592,40.8288661367467,51.164863475855,61.54371159316776,71.21801667422922,79.82066811475374,87.2218701834633,93.42710210328718,98.51217582186693,102.58436620972475,105.76026586263913,108.15386772824289,109.87069480624226,111.00539263936402,111.6412287608232,111.8505825685312,111.69589769617173,111.23080125261309,110.50123109856892,109.54649157725879,108.40020306969768,107.09113548006496,105.64392871473012,104.07970942568684,102.4166157145278,100.67024187500004,98.85401459596793,96.97951092350522,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
107771.6332,183294.8925,23.515465081379034,25.343640303062976,31.2129685804017,40.11392281260035,50.361959207292855,60.686846662600985,70.33484924425512,78.93157536837654,86.34076728807392,92.56279088320103,97.66967207274931,101.76600759729018,104.96656508660054,107.38413939092854,109.12350203182345,110.27885809500725,110.93324705745464,111.15896247267119,111.01845513599832,110.56541822936194,109.845891218596,108.8992997255535,107.7593944651757,106.45507774292669,105.01111944731892,103.44877102034235,101.78628855364151,100.03937670788592,98.22156461361263,96.34452387029675,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3000000000000003,1.4000000000000001,1.5000000000000002,1.6,1.7000000000000002,1.8000000000000003,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5000000000000004,2.6,2.7,2.8000000000000003,2.9000000000000004
