ID,easting,northing,z,Resistivity(ohm.m)
30,41670.652,204306.623,-2.5,2.0141
30,41670.652,204306.623,-2.4,1.98125
30,41670.652,204306.623,-2.3,2.021875
30,41670.652,204306.623,-2.2,2.11503
30,41670.652,204306.623,-2.1,1.97172
30,41670.652,204306.623,-2,2.097865
30,41670.652,204306.623,-1.9,2.071505
30,41670.652,204306.623,-1.8,2.126036667
30,41670.652,204306.623,-1.7,2.296665
30,41670.652,204306.623,-1.6,2.333065
30,41670.652,204306.623,-1.5,2.49063
30,41670.652,204306.623,-1.4,2.61439
30,41670.652,204306.623,-1.3,2.99528
30,41670.652,204306.623,-1.2,3.419986667
30,41670.652,204306.623,-1.1,4.010133333
30,41670.652,204306.623,-1,4.497696667
30,41670.652,204306.623,-0.9,5.263076667
30,41670.652,204306.623,-0.8,6.983653333
30,41670.652,204306.623,-0.7,7.804506667
30,41670.652,204306.623,-0.6,10.20307333
30,41670.652,204306.623,-0.5,12.9929425
30,41670.652,204306.623,-0.4,17.66345
30,41670.652,204306.623,-0.3,21.184744
30,41670.652,204306.623,-0.1,32.31628
31,41670.844,204306.161,-4.9,1.573246667
31,41670.844,204306.161,-4.7,1.5844
31,41670.844,204306.161,-4.5,1.614715
31,41670.844,204306.161,-4.4,1.686573333
31,41670.844,204306.161,-4.2,1.720985
31,41670.844,204306.161,-4.1,1.68039
31,41670.844,204306.161,-4,1.64986
31,41670.844,204306.161,-3.9,1.84646
31,41670.844,204306.161,-3.8,1.794275
31,41670.844,204306.161,-3.7,1.718196667
31,41670.844,204306.161,-3.6,1.94069
31,41670.844,204306.161,-3.5,1.744445
31,41670.844,204306.161,-3.4,1.75409
31,41670.844,204306.161,-3.3,1.78925
31,41670.844,204306.161,-3.2,1.803895
31,41670.844,204306.161,-3.1,1.757435
31,41670.844,204306.161,-3,1.874615
31,41670.844,204306.161,-2.9,1.855915
31,41670.844,204306.161,-2.8,1.77395
31,41670.844,204306.161,-2.7,1.866855
31,41670.844,204306.161,-2.6,1.81597
31,41670.844,204306.161,-2.5,1.822896667
31,41670.844,204306.161,-2.4,1.91291
31,41670.844,204306.161,-2.3,1.8855
31,41670.844,204306.161,-2.2,1.885545
31,41670.844,204306.161,-2.1,1.936645
31,41670.844,204306.161,-2,1.99855
31,41670.844,204306.161,-1.9,2.049426667
31,41670.844,204306.161,-1.8,2.09085
31,41670.844,204306.161,-1.7,2.233375
31,41670.844,204306.161,-1.6,2.386046667
31,41670.844,204306.161,-1.5,2.56082
31,41670.844,204306.161,-1.4,3.016285
31,41670.844,204306.161,-1.3,3.22407
31,41670.844,204306.161,-1.2,3.541723333
31,41670.844,204306.161,-1.1,4.282283333
31,41670.844,204306.161,-1,4.606216667
31,41670.844,204306.161,-0.9,5.637773333
31,41670.844,204306.161,-0.8,6.972895
31,41670.844,204306.161,-0.7,9.070646667
31,41670.844,204306.161,-0.6,11.45629667
31,41670.844,204306.161,-0.5,14.0769075
31,41670.844,204306.161,-0.4,18.6233925
31,41670.844,204306.161,-0.3,20.56434333
31,41670.844,204306.161,-0.1,22.76270667
32,41671.036,204305.699,-4.9,1.452583333
32,41671.036,204305.699,-4.8,1.39955
32,41671.036,204305.699,-4.7,1.50828
32,41671.036,204305.699,-4.6,1.41689
32,41671.036,204305.699,-4.5,1.454035
32,41671.036,204305.699,-4.4,1.576116667
32,41671.036,204305.699,-4.2,1.494753333
32,41671.036,204305.699,-4.1,1.495715
32,41671.036,204305.699,-4,1.64986
32,41671.036,204305.699,-3.9,1.51011
32,41671.036,204305.699,-3.8,1.587665
32,41671.036,204305.699,-3.7,1.66965
32,41671.036,204305.699,-3.6,1.53364
32,41671.036,204305.699,-3.5,1.57098
32,41671.036,204305.699,-3.4,1.700695
32,41671.036,204305.699,-3.3,1.57454
32,41671.036,204305.699,-3.2,1.63459
32,41671.036,204305.699,-3.1,1.721136667
32,41671.036,204305.699,-3,1.62932
32,41671.036,204305.699,-2.9,1.694893333
32,41671.036,204305.699,-2.8,1.71703
32,41671.036,204305.699,-2.7,1.75435
32,41671.036,204305.699,-2.6,1.755236667
32,41671.036,204305.699,-2.5,1.79621
32,41671.036,204305.699,-2.4,1.839795
32,41671.036,204305.699,-2.3,1.871033333
32,41671.036,204305.699,-2.2,1.885545
32,41671.036,204305.699,-2.1,2.004025
32,41671.036,204305.699,-2,2.03514
32,41671.036,204305.699,-1.9,2.066565
32,41671.036,204305.699,-1.8,2.318016667
32,41671.036,204305.699,-1.7,2.33433
32,41671.036,204305.699,-1.6,2.425235
32,41671.036,204305.699,-1.5,2.81507
32,41671.036,204305.699,-1.4,3.003873333
32,41671.036,204305.699,-1.3,3.492076667
32,41671.036,204305.699,-1.2,3.83301
32,41671.036,204305.699,-1.1,4.219286667
32,41671.036,204305.699,-1,4.901716667
32,41671.036,204305.699,-0.9,5.9254625
32,41671.036,204305.699,-0.8,7.33748
32,41671.036,204305.699,-0.7,8.8700025
32,41671.036,204305.699,-0.6,10.901495
32,41671.036,204305.699,-0.5,13.4335675
32,41671.036,204305.699,-0.4,16.92967
32,41671.036,204305.699,-0.3,18.48617143
32,41671.036,204305.699,-0.1,20.06177556
33,41671.228,204305.238,-4.9,1.316315
33,41671.228,204305.238,-4.8,1.36117
33,41671.228,204305.238,-4.6,1.38044
33,41671.228,204305.238,-4.5,1.38682
33,41671.228,204305.238,-4.4,1.40152
33,41671.228,204305.238,-4.2,1.411785
33,41671.228,204305.238,-4.1,1.41254
33,41671.228,204305.238,-4,1.41227
33,41671.228,204305.238,-3.9,1.46809
33,41671.228,204305.238,-3.8,1.47344
33,41671.228,204305.238,-3.7,1.47385
33,41671.228,204305.238,-3.6,1.500595
33,41671.228,204305.238,-3.5,1.547895
33,41671.228,204305.238,-3.4,1.51525
33,41671.228,204305.238,-3.3,1.56559
33,41671.228,204305.238,-3.2,1.58863
33,41671.228,204305.238,-3.1,1.625045
33,41671.228,204305.238,-3,1.633286667
33,41671.228,204305.238,-2.9,1.68552
33,41671.228,204305.238,-2.8,1.7111
33,41671.228,204305.238,-2.7,1.738905
33,41671.228,204305.238,-2.6,1.757405
33,41671.228,204305.238,-2.5,1.852255
33,41671.228,204305.238,-2.4,1.8724
33,41671.228,204305.238,-2.3,1.884035
33,41671.228,204305.238,-2.2,2.104315
33,41671.228,204305.238,-2.1,2.04017
33,41671.228,204305.238,-2,2.22113
33,41671.228,204305.238,-1.9,2.38727
33,41671.228,204305.238,-1.8,2.318016667
33,41671.228,204305.238,-1.7,2.58068
33,41671.228,204305.238,-1.6,2.835375
33,41671.228,204305.238,-1.5,2.831465
33,41671.228,204305.238,-1.4,3.20514
33,41671.228,204305.238,-1.3,3.63642
33,41671.228,204305.238,-1.2,4.186745
33,41671.228,204305.238,-1.1,4.583783333
33,41671.228,204305.238,-1,5.052653333
33,41671.228,204305.238,-0.9,6.3791325
33,41671.228,204305.238,-0.8,7.2974925
33,41671.228,204305.238,-0.7,8.087045
33,41671.228,204305.238,-0.6,10.572715
33,41671.228,204305.238,-0.5,11.87535333
33,41671.228,204305.238,-0.4,14.86451
33,41671.228,204305.238,-0.3,16.3635075
33,41671.228,204305.238,-0.2,21.26907
33,41671.228,204305.238,-0.1,22.16848143
34,41671.419,204304.776,-4.9,1.26579
34,41671.419,204304.776,-4.8,1.280156667
34,41671.419,204304.776,-4.6,1.30702
34,41671.419,204304.776,-4.5,1.29558
34,41671.419,204304.776,-4.4,1.3123
34,41671.419,204304.776,-4.2,1.36055
34,41671.419,204304.776,-4.1,1.36834
34,41671.419,204304.776,-4,1.41227
34,41671.419,204304.776,-3.9,1.42607
34,41671.419,204304.776,-3.8,1.41664
34,41671.419,204304.776,-3.7,1.45444
34,41671.419,204304.776,-3.6,1.47142
34,41671.419,204304.776,-3.5,1.497795
34,41671.419,204304.776,-3.4,1.51525
34,41671.419,204304.776,-3.3,1.56676
34,41671.419,204304.776,-3.2,1.58757
34,41671.419,204304.776,-3.1,1.613805
34,41671.419,204304.776,-3,1.63527
34,41671.419,204304.776,-2.9,1.7399
34,41671.419,204304.776,-2.8,1.73925
34,41671.419,204304.776,-2.7,1.835175
34,41671.419,204304.776,-2.6,1.88725
34,41671.419,204304.776,-2.5,1.903865
34,41671.419,204304.776,-2.4,2.021405
34,41671.419,204304.776,-2.3,2.09289
34,41671.419,204304.776,-2.2,2.13715
34,41671.419,204304.776,-2.1,2.261095
34,41671.419,204304.776,-2,2.4531
34,41671.419,204304.776,-1.9,2.427013333
34,41671.419,204304.776,-1.8,2.798655
34,41671.419,204304.776,-1.7,2.8564
34,41671.419,204304.776,-1.6,2.98636
34,41671.419,204304.776,-1.5,3.47626
34,41671.419,204304.776,-1.4,3.681953333
34,41671.419,204304.776,-1.3,3.931556667
34,41671.419,204304.776,-1.2,4.581786667
34,41671.419,204304.776,-1.1,4.87561
34,41671.419,204304.776,-1,5.757853333
34,41671.419,204304.776,-0.9,6.902353333
34,41671.419,204304.776,-0.8,7.799203333
34,41671.419,204304.776,-0.7,10.03076
34,41671.419,204304.776,-0.6,11.786025
34,41671.419,204304.776,-0.5,15.41399
34,41671.419,204304.776,-0.4,17.28031333
34,41671.419,204304.776,-0.3,20.8031975
34,41671.419,204304.776,-0.2,22.04506
34,41671.419,204304.776,-0.1,20.36529667
35,41671.611,204304.314,-4.9,1.2371
35,41671.611,204304.314,-4.8,1.25191
35,41671.611,204304.314,-4.6,1.268285
35,41671.611,204304.314,-4.5,1.28834
35,41671.611,204304.314,-4.4,1.29372
35,41671.611,204304.314,-4.3,1.31617
35,41671.611,204304.314,-4.2,1.332765
35,41671.611,204304.314,-4.1,1.35096
35,41671.611,204304.314,-4,1.38708
35,41671.611,204304.314,-3.9,1.399445
35,41671.611,204304.314,-3.8,1.408985
35,41671.611,204304.314,-3.7,1.456485
35,41671.611,204304.314,-3.6,1.47529
35,41671.611,204304.314,-3.5,1.502246667
35,41671.611,204304.314,-3.3,1.611583333
35,41671.611,204304.314,-3.2,1.611335
35,41671.611,204304.314,-3.1,1.69964
35,41671.611,204304.314,-3,1.74019
35,41671.611,204304.314,-2.9,1.773736667
35,41671.611,204304.314,-2.8,1.7674
35,41671.611,204304.314,-2.7,1.96332
35,41671.611,204304.314,-2.6,1.94484
35,41671.611,204304.314,-2.5,1.955475
35,41671.611,204304.314,-2.4,2.188503333
35,41671.611,204304.314,-2.3,2.16698
35,41671.611,204304.314,-2.2,2.333835
35,41671.611,204304.314,-2.1,2.475383333
35,41671.611,204304.314,-2,2.54278
35,41671.611,204304.314,-1.9,2.66487
35,41671.611,204304.314,-1.8,2.85003
35,41671.611,204304.314,-1.7,2.94553
35,41671.611,204304.314,-1.6,3.18183
35,41671.611,204304.314,-1.5,3.57599
35,41671.611,204304.314,-1.4,3.807315
35,41671.611,204304.314,-1.3,4.229676667
35,41671.611,204304.314,-1.2,4.57704
35,41671.611,204304.314,-1.1,5.07204
35,41671.611,204304.314,-1,5.9461075
35,41671.611,204304.314,-0.9,6.87291
35,41671.611,204304.314,-0.8,8.20732
35,41671.611,204304.314,-0.7,10.03076
35,41671.611,204304.314,-0.6,12.15602667
35,41671.611,204304.314,-0.5,15.2705475
35,41671.611,204304.314,-0.4,18.75962667
35,41671.611,204304.314,-0.3,21.92698
35,41671.611,204304.314,-0.2,22.82105
35,41671.611,204304.314,-0.1,25.13946857
36,41671.803,204303.852,-4.9,1.235533333
36,41671.803,204303.852,-4.8,1.24502
36,41671.803,204303.852,-4.6,1.27635
36,41671.803,204303.852,-4.5,1.285055
36,41671.803,204303.852,-4.4,1.32479
36,41671.803,204303.852,-4.3,1.32755
36,41671.803,204303.852,-4.2,1.33837
36,41671.803,204303.852,-4.1,1.36737
36,41671.803,204303.852,-4,1.403785
36,41671.803,204303.852,-3.9,1.399445
36,41671.803,204303.852,-3.8,1.49115
36,41671.803,204303.852,-3.7,1.51043
36,41671.803,204303.852,-3.6,1.52226
36,41671.803,204303.852,-3.5,1.57468
36,41671.803,204303.852,-3.4,1.61286
36,41671.803,204303.852,-3.3,1.642026667
36,41671.803,204303.852,-3.2,1.71652
36,41671.803,204303.852,-3.1,1.77322
36,41671.803,204303.852,-3,1.826796667
36,41671.803,204303.852,-2.9,1.884645
36,41671.803,204303.852,-2.8,2.00612
36,41671.803,204303.852,-2.7,1.98744
36,41671.803,204303.852,-2.6,2.096945
36,41671.803,204303.852,-2.5,2.1868
36,41671.803,204303.852,-2.4,2.234996667
36,41671.803,204303.852,-2.3,2.347905
36,41671.803,204303.852,-2.2,2.497765
36,41671.803,204303.852,-2.1,2.527843333
36,41671.803,204303.852,-2,2.762995
36,41671.803,204303.852,-1.9,2.85247
36,41671.803,204303.852,-1.8,2.9588
36,41671.803,204303.852,-1.7,3.227665
36,41671.803,204303.852,-1.6,3.32802
36,41671.803,204303.852,-1.5,3.669673333
36,41671.803,204303.852,-1.4,3.91937
36,41671.803,204303.852,-1.3,4.166953333
36,41671.803,204303.852,-1.2,4.534796667
36,41671.803,204303.852,-1.1,5.10908
36,41671.803,204303.852,-1,5.924933333
36,41671.803,204303.852,-0.9,6.732636667
36,41671.803,204303.852,-0.8,7.84994
36,41671.803,204303.852,-0.7,9.87338
36,41671.803,204303.852,-0.6,10.56075333
36,41671.803,204303.852,-0.5,14.1339375
36,41671.803,204303.852,-0.4,18.191225
36,41671.803,204303.852,-0.3,22.463488
36,41671.803,204303.852,-0.1,30.20114875
37,41671.995,204303.391,-4.9,1.25593
37,41671.995,204303.391,-4.8,1.270165
37,41671.995,204303.391,-4.6,1.311065
37,41671.995,204303.391,-4.5,1.333305
37,41671.995,204303.391,-4.4,1.33749
37,41671.995,204303.391,-4.3,1.33324
37,41671.995,204303.391,-4.2,1.40947
37,41671.995,204303.391,-4.1,1.440693333
37,41671.995,204303.391,-4,1.42049
37,41671.995,204303.391,-3.9,1.538775
37,41671.995,204303.391,-3.8,1.53557
37,41671.995,204303.391,-3.7,1.54292
37,41671.995,204303.391,-3.6,1.598845
37,41671.995,204303.391,-3.5,1.63821
37,41671.995,204303.391,-3.4,1.659795
37,41671.995,204303.391,-3.3,1.67716
37,41671.995,204303.391,-3.2,1.840513333
37,41671.995,204303.391,-3.1,1.85744
37,41671.995,204303.391,-3,1.92733
37,41671.995,204303.391,-2.9,1.960825
37,41671.995,204303.391,-2.8,2.056465
37,41671.995,204303.391,-2.7,2.22258
37,41671.995,204303.391,-2.6,2.22709
37,41671.995,204303.391,-2.5,2.23005
37,41671.995,204303.391,-2.4,2.336025
37,41671.995,204303.391,-2.3,2.454976667
37,41671.995,204303.391,-2.2,2.53068
37,41671.995,204303.391,-2.1,2.600405
37,41671.995,204303.391,-2,2.7380175
37,41671.995,204303.391,-1.9,2.84149
37,41671.995,204303.391,-1.8,2.97088
37,41671.995,204303.391,-1.7,3.1602525
37,41671.995,204303.391,-1.6,3.312315
37,41671.995,204303.391,-1.5,3.612936667
37,41671.995,204303.391,-1.4,3.91937
37,41671.995,204303.391,-1.3,4.0716
37,41671.995,204303.391,-1.2,4.4581075
37,41671.995,204303.391,-1.1,5.028416667
37,41671.995,204303.391,-1,5.833416667
37,41671.995,204303.391,-0.9,6.638916667
37,41671.995,204303.391,-0.8,8.21009
37,41671.995,204303.391,-0.7,9.807246667
37,41671.995,204303.391,-0.6,11.41174
37,41671.995,204303.391,-0.5,15.37127
37,41671.995,204303.391,-0.4,19.04427
37,41671.995,204303.391,-0.3,22.42964833
37,41671.995,204303.391,-0.1,24.19200125
38,41672.186,204302.929,-4.9,1.31287
38,41672.186,204302.929,-4.8,1.337756667
38,41672.186,204302.929,-4.6,1.33595
38,41672.186,204302.929,-4.5,1.40559
38,41672.186,204302.929,-4.4,1.39833
38,41672.186,204302.929,-4.2,1.44291
38,41672.186,204302.929,-4.1,1.463215
38,41672.186,204302.929,-4,1.63056
38,41672.186,204302.929,-3.9,1.538775
38,41672.186,204302.929,-3.8,1.602185
38,41672.186,204302.929,-3.7,1.72167
38,41672.186,204302.929,-3.6,1.736665
38,41672.186,204302.929,-3.5,1.75008
38,41672.186,204302.929,-3.4,1.80912
38,41672.186,204302.929,-3.3,1.904645
38,41672.186,204302.929,-3.2,1.8618
38,41672.186,204302.929,-3.1,1.962225
38,41672.186,204302.929,-3,2.04179
38,41672.186,204302.929,-2.9,2.037925
38,41672.186,204302.929,-2.8,2.146616667
38,41672.186,204302.929,-2.7,2.2575
38,41672.186,204302.929,-2.6,2.255
38,41672.186,204302.929,-2.5,2.32737
38,41672.186,204302.929,-2.4,2.41269
38,41672.186,204302.929,-2.3,2.45056
38,41672.186,204302.929,-2.2,2.53182
38,41672.186,204302.929,-2.1,2.60132
38,41672.186,204302.929,-2,2.71304
38,41672.186,204302.929,-1.9,2.731025
38,41672.186,204302.929,-1.8,2.88118
38,41672.186,204302.929,-1.7,3.09284
38,41672.186,204302.929,-1.6,3.023306667
38,41672.186,204302.929,-1.5,3.43882
38,41672.186,204302.929,-1.4,3.09867
38,41672.186,204302.929,-1.3,3.739845
38,41672.186,204302.929,-1.2,4.17395
38,41672.186,204302.929,-1.1,4.511906667
38,41672.186,204302.929,-1,5.5003
38,41672.186,204302.929,-0.9,6.023563333
38,41672.186,204302.929,-0.8,7.7525575
38,41672.186,204302.929,-0.7,9.12548
38,41672.186,204302.929,-0.6,11.3587175
38,41672.186,204302.929,-0.5,14.36277667
38,41672.186,204302.929,-0.4,17.487
38,41672.186,204302.929,-0.3,21.040706
38,41672.186,204302.929,-0.1,22.8762675
39,41672.378,204302.467,-4.9,1.3634
39,41672.378,204302.467,-4.8,1.393003333
39,41672.378,204302.467,-4.5,1.45849
39,41672.378,204302.467,-4.4,1.49313
39,41672.378,204302.467,-4.2,1.57355
39,41672.378,204302.467,-4.1,1.71547
39,41672.378,204302.467,-4,1.63056
39,41672.378,204302.467,-3.9,1.81818
39,41672.378,204302.467,-3.8,1.69633
39,41672.378,204302.467,-3.7,1.785005
39,41672.378,204302.467,-3.6,1.7979
39,41672.378,204302.467,-3.5,1.85693
39,41672.378,204302.467,-3.4,1.985196667
39,41672.378,204302.467,-3.3,1.904645
39,41672.378,204302.467,-3.2,2.14244
39,41672.378,204302.467,-3.1,2.13414
39,41672.378,204302.467,-3,2.14758
39,41672.378,204302.467,-2.9,2.212225
39,41672.378,204302.467,-2.8,2.274753333
39,41672.378,204302.467,-2.7,2.29242
39,41672.378,204302.467,-2.6,2.35276
39,41672.378,204302.467,-2.5,2.405946667
39,41672.378,204302.467,-2.4,2.42584
39,41672.378,204302.467,-2.3,2.47816
39,41672.378,204302.467,-2.2,2.5386325
39,41672.378,204302.467,-2.1,2.56894
39,41672.378,204302.467,-2,2.59362
39,41672.378,204302.467,-1.9,2.638663333
39,41672.378,204302.467,-1.8,2.78542
39,41672.378,204302.467,-1.7,2.69547
39,41672.378,204302.467,-1.6,2.85165
39,41672.378,204302.467,-1.5,3.04678
39,41672.378,204302.467,-1.4,3.01876
39,41672.378,204302.467,-1.3,3.52586
39,41672.378,204302.467,-1.2,3.544833333
39,41672.378,204302.467,-1.1,4.135086667
39,41672.378,204302.467,-1,4.554126667
39,41672.378,204302.467,-0.9,5.393265
39,41672.378,204302.467,-0.8,6.963243333
39,41672.378,204302.467,-0.7,7.67337
39,41672.378,204302.467,-0.6,10.64073333
39,41672.378,204302.467,-0.5,12.19251
39,41672.378,204302.467,-0.4,16.69382
39,41672.378,204302.467,-0.3,19.88492333
39,41672.378,204302.467,-0.1,29.972405
40,41672.57,204302.005,-4.9,1.417125
40,41672.57,204302.005,-4.8,1.480145
40,41672.57,204302.005,-4.6,1.58533
40,41672.57,204302.005,-4.5,1.58852
40,41672.57,204302.005,-4.4,1.581275
40,41672.57,204302.005,-4.3,1.71742
40,41672.57,204302.005,-4.2,1.667145
40,41672.57,204302.005,-4.1,1.73546
40,41672.57,204302.005,-3.9,1.863766667
40,41672.57,204302.005,-3.8,1.83112
40,41672.57,204302.005,-3.7,1.94158
40,41672.57,204302.005,-3.6,2.01029
40,41672.57,204302.005,-3.5,2.02508
40,41672.57,204302.005,-3.4,2.02204
40,41672.57,204302.005,-3.3,2.20884
40,41672.57,204302.005,-3.2,2.17882
40,41672.57,204302.005,-3.1,2.20127
40,41672.57,204302.005,-3,2.25686
40,41672.57,204302.005,-2.9,2.381163333
40,41672.57,204302.005,-2.8,2.299015
40,41672.57,204302.005,-2.7,2.50702
40,41672.57,204302.005,-2.6,2.48913
40,41672.57,204302.005,-2.5,2.443703333
40,41672.57,204302.005,-2.4,2.58288
40,41672.57,204302.005,-2.3,2.55954
40,41672.57,204302.005,-2.2,2.545445
40,41672.57,204302.005,-2.1,2.63497
40,41672.57,204302.005,-2,2.6189275
40,41672.57,204302.005,-1.9,2.64589
40,41672.57,204302.005,-1.8,2.6713
40,41672.57,204302.005,-1.7,2.68984
40,41672.57,204302.005,-1.6,2.74355
40,41672.57,204302.005,-1.5,2.82887
40,41672.57,204302.005,-1.4,2.978805
40,41672.57,204302.005,-1.3,3.144635
40,41672.57,204302.005,-1.2,3.364195
40,41672.57,204302.005,-1.1,3.821445
40,41672.57,204302.005,-1,4.292765
40,41672.57,204302.005,-0.9,4.911253333
40,41672.57,204302.005,-0.8,6.256573333
40,41672.57,204302.005,-0.7,7.3663575
40,41672.57,204302.005,-0.6,11.13391
40,41672.57,204302.005,-0.5,12.991128
40,41672.57,204302.005,-0.3,19.99513667
40,41672.57,204302.005,-0.1,27.97849333
41,41672.762,204301.544,-4.9,1.48892
41,41672.762,204301.544,-4.8,1.54733
41,41672.762,204301.544,-4.6,1.59929
41,41672.762,204301.544,-4.5,1.641425
41,41672.762,204301.544,-4.4,1.660405
41,41672.762,204301.544,-4.3,1.72112
41,41672.762,204301.544,-4.2,1.727655
41,41672.762,204301.544,-4.1,1.796045
41,41672.762,204301.544,-4,1.86187
41,41672.762,204301.544,-3.9,1.894016667
41,41672.762,204301.544,-3.8,1.89396
41,41672.762,204301.544,-3.7,2.043626667
41,41672.762,204301.544,-3.6,2.05282
41,41672.762,204301.544,-3.5,2.08638
41,41672.762,204301.544,-3.4,2.21684
41,41672.762,204301.544,-3.3,2.236695
41,41672.762,204301.544,-3.2,2.264445
41,41672.762,204301.544,-3.1,2.383395
41,41672.762,204301.544,-3,2.40378
41,41672.762,204301.544,-2.9,2.414495
41,41672.762,204301.544,-2.8,2.53299
41,41672.762,204301.544,-2.7,2.52986
41,41672.762,204301.544,-2.6,2.54793
41,41672.762,204301.544,-2.5,2.565525
41,41672.762,204301.544,-2.4,2.61652
41,41672.762,204301.544,-2.3,2.60425
41,41672.762,204301.544,-2.2,2.67586
41,41672.762,204301.544,-2.1,2.661575
41,41672.762,204301.544,-2,2.644235
41,41672.762,204301.544,-1.9,2.69078
41,41672.762,204301.544,-1.8,2.681833333
41,41672.762,204301.544,-1.7,2.67858
41,41672.762,204301.544,-1.6,2.76776
41,41672.762,204301.544,-1.5,2.81492
41,41672.762,204301.544,-1.4,2.987605
41,41672.762,204301.544,-1.3,3.122155
41,41672.762,204301.544,-1.2,3.311555
41,41672.762,204301.544,-1.1,3.801253333
41,41672.762,204301.544,-1,4.246096667
41,41672.762,204301.544,-0.9,5.081553333
41,41672.762,204301.544,-0.8,6.225416667
41,41672.762,204301.544,-0.7,7.371816667
41,41672.762,204301.544,-0.6,10.609405
41,41672.762,204301.544,-0.5,13.9704375
41,41672.762,204301.544,-0.4,19.56638
41,41672.762,204301.544,-0.3,20.51469
41,41672.762,204301.544,-0.2,26.60469
41,41672.762,204301.544,-0.1,24.55820857
42,41672.953,204301.082,-4.9,1.515646667
42,41672.953,204301.082,-4.8,1.565093333
42,41672.953,204301.082,-4.6,1.61325
42,41672.953,204301.082,-4.5,1.63531
42,41672.953,204301.082,-4.4,1.691925
42,41672.953,204301.082,-4.3,1.72482
42,41672.953,204301.082,-4.2,1.777975
42,41672.953,204301.082,-4.1,1.83664
42,41672.953,204301.082,-4,1.86873
42,41672.953,204301.082,-3.9,1.90893
42,41672.953,204301.082,-3.8,1.98889
42,41672.953,204301.082,-3.7,2.037463333
42,41672.953,204301.082,-3.6,2.09535
42,41672.953,204301.082,-3.5,2.151955
42,41672.953,204301.082,-3.4,2.21322
42,41672.953,204301.082,-3.3,2.26455
42,41672.953,204301.082,-3.2,2.29336
42,41672.953,204301.082,-3.1,2.3665075
42,41672.953,204301.082,-3,2.44142
42,41672.953,204301.082,-2.9,2.427865
42,41672.953,204301.082,-2.8,2.500655
42,41672.953,204301.082,-2.7,2.56416
42,41672.953,204301.082,-2.6,2.51853
42,41672.953,204301.082,-2.5,2.613333333
42,41672.953,204301.082,-2.4,2.65016
42,41672.953,204301.082,-2.3,2.61468
42,41672.953,204301.082,-2.2,2.6435675
42,41672.953,204301.082,-2.1,2.68818
42,41672.953,204301.082,-2,2.613275
42,41672.953,204301.082,-1.9,2.672356667
42,41672.953,204301.082,-1.8,2.7029
42,41672.953,204301.082,-1.7,2.667233333
42,41672.953,204301.082,-1.6,2.75783
42,41672.953,204301.082,-1.5,2.812763333
42,41672.953,204301.082,-1.4,2.971963333
42,41672.953,204301.082,-1.3,3.08978
42,41672.953,204301.082,-1.2,3.455526667
42,41672.953,204301.082,-1.1,3.743536667
42,41672.953,204301.082,-1,4.488446667
42,41672.953,204301.082,-0.9,5.33994
42,41672.953,204301.082,-0.8,6.685073333
42,41672.953,204301.082,-0.7,7.904926667
42,41672.953,204301.082,-0.6,10.7853325
42,41672.953,204301.082,-0.5,14.578956
42,41672.953,204301.082,-0.4,19.24481
42,41672.953,204301.082,-0.3,22.671084
42,41672.953,204301.082,-0.2,30.19319
42,41672.953,204301.082,-0.1,22.499418
43,41673.145,204300.62,-4.9,1.51741
43,41673.145,204300.62,-4.8,1.547833333
43,41673.145,204300.62,-4.5,1.619473333
43,41673.145,204300.62,-4.4,1.674375
43,41673.145,204300.62,-4.2,1.77952
43,41673.145,204300.62,-4.1,1.83178
43,41673.145,204300.62,-4,1.83291
43,41673.145,204300.62,-3.8,1.9413575
43,41673.145,204300.62,-3.7,2.01633
43,41673.145,204300.62,-3.6,1.976585
43,41673.145,204300.62,-3.5,2.103946667
43,41673.145,204300.62,-3.4,2.1648
43,41673.145,204300.62,-3.3,2.06463
43,41673.145,204300.62,-3.2,2.22565
43,41673.145,204300.62,-3.1,2.34962
43,41673.145,204300.62,-3,2.22038
43,41673.145,204300.62,-2.9,2.33397
43,41673.145,204300.62,-2.8,2.46832
43,41673.145,204300.62,-2.7,2.458925
43,41673.145,204300.62,-2.6,2.40085
43,41673.145,204300.62,-2.5,2.556016667
43,41673.145,204300.62,-2.4,2.38406
43,41673.145,204300.62,-2.3,2.5037
43,41673.145,204300.62,-2.2,2.611275
43,41673.145,204300.62,-2.1,2.3895
43,41673.145,204300.62,-2,2.5005475
43,41673.145,204300.62,-1.9,2.62718
43,41673.145,204300.62,-1.8,2.408525
43,41673.145,204300.62,-1.7,2.6135525
43,41673.145,204300.62,-1.6,2.73289
43,41673.145,204300.62,-1.5,2.6977775
43,41673.145,204300.62,-1.4,2.865315
43,41673.145,204300.62,-1.3,3.050676667
43,41673.145,204300.62,-1.2,3.442005
43,41673.145,204300.62,-1.1,3.69771
43,41673.145,204300.62,-1,4.6828825
43,41673.145,204300.62,-0.9,5.519825
43,41673.145,204300.62,-0.8,6.924505
43,41673.145,204300.62,-0.7,8.2910175
43,41673.145,204300.62,-0.6,10.56589
43,41673.145,204300.62,-0.5,13.931295
43,41673.145,204300.62,-0.4,17.400175
43,41673.145,204300.62,-0.3,20.39088
43,41673.145,204300.62,-0.2,33.78169
43,41673.145,204300.62,-0.1,24.29918
44,41673.337,204300.158,-4.9,1.496615
44,41673.337,204300.158,-4.8,1.542
44,41673.337,204300.158,-4.7,1.49256
44,41673.337,204300.158,-4.5,1.59478
