,coilconfig,slope,intercept
0,HCP1QP,1.5284675215850034,-64.47375596901787
1,PRP1QP,2.041825480794024,-33.154660405783275
2,HCP2QP,1.2756241301428923,-37.21768692795496
3,PRP2QP,1.610353444039003,-36.218650733290275
4,HCP4QP,0.9124129342835854,16.21709205677135
5,PRP4QP,1.3444510224974269,-43.599189861411816
