ID,x_ert,y_ert,x_em,y_em,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,forward_HCP1QP,forward_PRP1QP,forward_HCP2QP,forward_PRP2QP,forward_HCP4QP,forward_PRP4QP
21.0,41669.28864,204310.8778,41669.28864,204310.8778,130.9,50.0,169.5,98.2,179.9,176.8,126.48594453875502,57.458279760156614,177.88500787121762,106.54041378064667,189.2193956766502,184.036176498521
22.0,41669.46967,204310.1615,41669.46967,204310.1615,133.5,51.3,173.1,99.7,186.1,177.7,125.5947731782858,58.23080097860177,173.9316493723557,106.2237775459846,183.52680811067427,179.23746562313534
23.0,41669.46967,204310.1615,41669.46967,204310.1615,133.5,51.3,173.1,99.7,186.1,177.7,120.42529097208306,61.09062902525485,161.98420167969934,102.86612570263185,170.8122740403217,166.5310566872128
24.0,41669.65117,204309.472,41669.65117,204309.472,135.3,52.2,175.0,99.5,190.1,177.1,117.92962933471213,60.21416981844826,156.41084911060597,101.30282769500745,162.57162017724855,159.72872976004575
25.0,41669.81435,204308.8737,41669.81435,204308.8737,136.3,51.7,176.4,98.9,191.6,177.2,119.5094690174668,59.69758861238725,157.48445169716715,103.40047325326556,159.64382527818032,160.01540304221527
26.0,41670.00186,204308.2093,41670.00186,204308.2093,137.2,51.2,177.6,99.5,191.8,177.6,123.57036804494828,61.944133103927825,161.86780897109742,107.93145699438719,160.68275623762062,164.58256526693592
27.0,41670.00186,204308.2093,41670.00186,204308.2093,137.2,51.2,177.6,99.5,191.8,177.6,119.32350865565748,60.70179592304337,155.85969747195736,104.09311539735101,155.90355862653382,158.22367452436995
28.0,41670.15453,204307.6858,41670.15453,204307.6858,137.5,50.6,177.6,100.7,191.5,178.0,112.81876318154416,55.513623402327795,148.94548447160932,97.14739725703271,152.05015826357115,150.2676585438012
29.0,41670.3466,204307.0499,41670.3466,204307.0499,138.1,50.6,179.7,101.5,191.4,179.2,115.25780892251709,53.32098573853933,153.9249247359182,98.24694213951786,157.8483092874174,155.0123073173279
30.0,41670.52277,204306.4886,41670.52277,204306.4886,138.3,50.3,180.5,101.7,192.0,181.6,121.43337461983198,54.49475653604525,165.68696758762957,103.10202040439276,171.10190578579235,168.08251602594015
31.0,41670.73131,204305.8502,41670.73131,204305.8502,138.5,50.6,181.1,102.3,194.8,184.1,124.86990268662046,56.49057458395443,173.54413680127487,105.49606942864575,182.56732250468482,178.17332412700245
32.0,41670.73131,204305.8502,41670.73131,204305.8502,138.5,50.6,181.1,102.3,194.8,184.1,125.70515327030705,60.143625380126835,171.9057878354952,106.21648695536439,182.64769410917168,177.27222056364644
33.0,41670.91631,204305.3064,41670.91631,204305.3064,138.8,51.0,183.1,102.4,199.9,185.5,127.1813141250092,62.322743790241795,169.20438589016385,108.368461031591,176.69452732174224,173.8625584273851
34.0,41671.12674,204304.7098,41671.12674,204304.7098,139.0,50.1,186.0,100.3,205.4,185.9,127.67245150090947,64.0147779213497,167.14485376206656,110.16414637360494,171.00254170728383,171.20520710068857
35.0,41671.35487,204304.085,41671.35487,204304.085,139.4,47.9,187.6,97.2,210.2,185.9,128.02379724823504,63.10867729148655,167.19420850754008,111.48127948975228,166.9689397365077,170.37123874799826
36.0,41671.59446,204303.4493,41671.59446,204303.4493,138.4,46.2,188.0,95.7,214.1,185.5,131.4945733618729,62.85728007014465,172.4048024635161,115.4431290209595,167.59406416246009,175.21476452904503
37.0,41671.59446,204303.4493,41671.59446,204303.4493,138.4,46.2,188.0,95.7,214.1,185.5,142.9893458388179,70.56557158166459,184.94272542072622,127.67026023280361,173.67490584021093,189.15646618111663
38.0,41671.80629,204302.9022,41671.80629,204302.9022,138.7,46.8,188.5,96.4,216.0,183.9,149.76752506533808,73.41810581550196,192.99226570718423,134.26286607023852,178.37069394414544,197.78346748311526
39.0,41672.04435,204302.3028,41672.04435,204302.3028,141.1,47.7,189.9,97.9,215.5,183.0,149.01649356787465,70.28141986641606,194.74538654257097,132.7100361337408,181.4083268521081,199.45523794597875
40.0,41672.25241,204301.7912,41672.25241,204301.7912,142.2,47.3,189.9,98.6,213.5,182.6,149.679023846462,69.87327347894056,198.19857592117154,132.7728540960939,186.88150024552013,203.6098669586952
41.0,41672.50386,204301.1875,41672.50386,204301.1875,141.3,46.8,191.6,98.7,210.9,183.3,156.64191985844616,72.68931713609477,209.50654816498974,139.15810249908137,197.4531606280059,216.56365455608787
42.0,41672.71463,204300.6931,41672.71463,204300.6931,141.1,46.9,191.6,99.6,208.8,185.3,160.38100408160403,73.31086873516979,217.10591788000974,142.05947563325788,206.16213254901197,225.71252479085902
43.0,41672.71463,204300.6931,41672.71463,204300.6931,141.1,46.9,191.6,99.6,208.8,185.3,161.29475372840307,74.86603999678974,217.32041515345176,142.4437809540172,208.08879041884202,227.01895005524955
44.0,41672.97563,204300.0954,41672.97563,204300.0954,141.6,47.2,190.7,101.6,206.9,187.6,159.48235859819675,71.29480321626792,218.61032820778243,139.73944177002167,212.11836364791893,228.89006915993502
45.0,41673.24592,204299.4919,41673.24592,204299.4919,142.2,48.0,191.9,103.4,205.1,190.2,168.85276574757472,74.71575773252866,231.8660891171056,148.8232986630457,221.67808788948736,244.02433810791976
46.0,41673.52098,204298.892,41673.52098,204298.892,143.5,48.4,192.3,104.9,205.4,193.2,195.45260037501825,88.14027592600749,261.6373322122875,175.95762039275075,236.78827673915086,276.6660183471585
47.0,41673.52098,204298.892,41673.52098,204298.892,143.5,48.4,192.3,104.9,205.4,193.2,200.13488485848524,87.03113665577357,269.17255818312276,180.4156155288063,240.73412266191056,284.1405219143073
48.0,41673.78986,204298.3172,41673.78986,204298.3172,143.4,48.3,192.3,104.7,208.1,196.1,180.70200101717438,76.2087918918074,248.6789962791138,160.44022831033192,231.18343860883314,261.57157902696093
49.0,41674.09147,204297.6848,41674.09147,204297.6848,142.7,49.0,193.4,104.0,212.6,198.0,176.44937444493058,78.58950201494181,238.77502226954198,156.80690505520556,223.18540053531638,250.93083398812126
50.0,41674.34996,204297.1527,41674.34996,204297.1527,142.9,48.1,196.7,103.8,218.7,198.8,173.5872429868871,79.90240938436241,232.2944478788562,154.64817785144677,216.9871787794954,243.79869831829123
51.0,41674.60376,204296.6378,41674.60376,204296.6378,143.4,46.4,199.8,102.4,224.8,198.3,160.60130712149373,72.69489020800985,218.34180687786474,141.63875832506145,209.10800778055258,228.08362689930084
52.0,41674.60376,204296.6378,41674.60376,204296.6378,143.4,46.4,199.8,102.4,224.8,198.3,152.8402765713153,67.57077836478237,210.40938205601333,133.7999349002312,204.51413641650527,218.82502962390305
53.0,41674.89751,204296.0484,41674.89751,204296.0484,145.0,46.9,200.7,100.4,229.2,197.0,148.14560697143634,63.71237498691493,205.05083889825528,128.6498529998327,201.26479000388713,212.34451440974064
54.0,41675.19683,204295.4501,41675.19683,204295.4501,146.2,47.1,201.0,99.8,230.4,195.0,145.84507246516523,63.310319138120526,202.16256359121496,126.09992457381531,200.72941992159198,209.526100841854
55.0,41675.50823,204294.8259,41675.50823,204294.8259,147.0,47.7,200.7,101.5,227.6,192.9,150.6328977028257,66.61583011925029,208.1176114262957,130.78894751077718,205.68044043056412,216.5790279359839
56.0,41675.50823,204294.8259,41675.50823,204294.8259,147.0,47.7,200.7,101.5,227.6,192.9,160.31769309439966,71.21027182305149,220.64841287227426,140.13442122417285,214.83431033720592,230.74121766578205
57.0,41675.77523,204294.2865,41675.77523,204294.2865,148.5,49.3,200.5,104.6,223.2,191.9,167.5147246071069,76.34140403646359,228.93204813490453,147.576577916169,220.34732643026956,240.4509699281239
58.0,41676.04072,204293.7455,41676.04072,204293.7455,150.5,51.4,201.1,108.7,217.8,193.3,169.35160025896786,75.94786747769109,229.91045588971488,149.3271933420739,219.2951368368538,240.80144936972064
59.0,41676.29089,204293.231,41676.29089,204293.231,152.5,53.2,202.1,112.7,212.8,197.3,174.35028925742853,79.62506268373717,231.8095758658174,154.90504007949153,216.90416768275878,242.15527986188738
60.0,41676.59609,204292.5978,41676.59609,204292.5978,153.6,54.4,203.6,116.0,210.4,202.7,174.82949176334193,78.51996443457877,231.86647028240134,155.46372490570215,215.214989754076,241.40412876433533
61.0,41676.59609,204292.5978,41676.59609,204292.5978,153.6,54.4,203.6,116.0,210.4,202.7,181.63763997025498,82.0630431151774,239.48005036789402,162.49233876348757,218.78874118909653,249.57809329012505
62.0,41676.87209,204292.0204,41676.87209,204292.0204,154.9,56.0,205.8,118.8,211.9,207.8,198.75700590715502,93.67357803415133,256.9775448437945,180.58781443846215,226.8634622908304,269.13204134893164
63.0,41677.14555,204291.4439,41677.14555,204291.4439,156.2,56.7,209.6,119.7,217.0,212.7,200.93258644988543,93.80370952669836,261.4138554614996,182.66722966414403,230.3238917880943,273.92398423147193
64.0,41677.43202,204290.8352,41677.43202,204290.8352,156.6,55.8,213.5,118.3,223.7,217.2,187.72942624610414,85.97587542805276,248.9862843830277,168.90815154796786,225.8887549745846,260.5190104473223
65.0,41677.43202,204290.8352,41677.43202,204290.8352,156.6,55.8,213.5,118.3,223.7,217.2,186.4218377238829,84.19916881720759,248.62330771167686,167.32667819628884,226.36516607043893,259.9106617539884
66.0,41677.74764,204290.1592,41677.74764,204290.1592,156.9,54.2,216.5,117.9,230.6,220.9,182.1087017129524,81.82291263802388,244.7567768171685,162.75247078524822,225.5179317271951,255.9732427793441
67.0,41678.03277,204289.5444,41678.03277,204289.5444,158.4,54.4,218.8,119.5,237.2,223.0,172.86440240668634,78.97068017469348,233.50972143378164,153.3775207994459,220.3025868008824,244.49073396588253
68.0,41678.2827,204289.0021,41678.2827,204289.0021,160.4,56.7,221.3,121.6,242.0,223.9,173.995480997763,81.13326160029175,232.86693292534088,154.6439908755198,219.2449180100604,244.06798642796548
69.0,41678.2827,204289.0021,41678.2827,204289.0021,160.4,56.7,221.3,121.6,242.0,223.9,179.01437551260784,85.41067446646521,236.8906085539663,160.16461460267936,220.32599711440278,248.66959630730244
70.0,41678.59956,204288.3099,41678.59956,204288.3099,161.3,56.8,225.4,124.5,244.2,225.2,185.85855991437788,86.97016516443345,243.94261526167148,167.0665401092021,222.06531911177908,255.5816028914936
71.0,41678.84775,204287.7648,41678.84775,204287.7648,164.1,56.1,229.8,127.0,245.3,228.7,189.72104415746978,86.76070817094029,248.0558674672466,170.8807816621639,222.9031097282469,259.05343689080576
72.0,41679.07986,204287.2537,41679.07986,204287.2537,168.5,57.9,229.8,129.8,246.7,234.9,179.34056980909673,80.35291106425638,237.78771102605305,159.9455337903181,218.98928262261273,248.08369652761257
73.0,41679.35791,204286.6417,41679.35791,204286.6417,172.7,60.2,238.7,135.3,248.8,242.2,198.10078866243654,90.45161589948277,258.70521197608804,178.98870207343225,230.3205935610267,271.33058864955194
74.0,41679.35791,204286.6417,41679.35791,204286.6417,172.7,60.2,238.7,135.3,248.8,242.2,211.020883260377,96.20936157782384,275.73752116499486,191.6449082127952,241.93375777472875,290.60543468113747
75.0,41679.61891,204286.0692,41679.61891,204286.0692,177.0,62.5,245.8,141.5,250.7,249.4,206.11834470306098,93.97778020457491,272.8481522343204,186.00302753850264,244.4599800408933,288.7958379896741
76.0,41679.92256,204285.4073,41679.92256,204285.4073,182.0,64.6,252.7,146.4,251.5,255.9,211.89586102392272,96.45728153185186,281.34585351739696,191.78721329100793,250.54033878128766,298.5231344629855
77.0,41680.17222,204284.8667,41680.17222,204284.8667,187.0,66.4,257.3,150.6,253.0,261.0,215.85216685329527,97.34072091669952,286.9463179478586,195.5869210111864,254.1242871061217,304.52289958392197
78.0,41680.17222,204284.8667,41680.17222,204284.8667,187.0,66.4,257.3,150.6,253.0,261.0,206.58712866089175,89.59454847617401,279.78826950334553,185.73053440601893,251.99638907056126,296.11906394487454
79.0,41680.46309,204284.2403,41680.46309,204284.2403,189.7,67.9,260.4,153.5,254.0,264.9,212.15632233553035,90.62394597970467,286.4558090648957,191.2922609350918,254.5480402573761,302.5910422461021
80.0,41680.72465,204283.6791,41680.72465,204283.6791,192.2,69.0,263.3,156.0,253.9,268.5,232.2032312768983,101.84187037765588,307.8310435726312,212.26425768627576,263.740176027297,325.9110280170373
81.0,41681.01064,204283.067,41681.01064,204283.067,194.8,69.2,265.4,158.8,253.3,272.6,232.45267537884223,101.71395467145251,310.44617833354073,212.696486343787,266.31636150374607,329.13350200049393
82.0,41681.01064,204283.067,41681.01064,204283.067,194.8,69.2,265.4,158.8,253.3,272.6,233.70399050102264,103.73311383815582,310.42386481156177,214.20828161138272,265.408111666982,329.2555121636876
83.0,41681.27949,204282.4925,41681.27949,204282.4925,197.0,70.6,267.6,162.3,253.3,276.5,242.32002982675888,111.62843680885722,314.5459036485208,223.85034758113804,263.3371110963965,333.56371346938903
84.0,41681.54837,204281.9186,41681.54837,204281.9186,200.2,72.3,270.5,165.0,254.2,279.5,245.61321724037074,114.77424213981797,314.60962368063724,227.65183565900338,260.2133083539473,333.293546996789
85.0,41681.80318,204281.3745,41681.80318,204281.3745,201.8,71.7,270.5,164.9,256.1,281.7,239.7572606581995,109.9686570915156,308.19106905990327,221.64738169255253,255.98686620400795,325.4518410431611
86.0,41682.08997,204280.7607,41682.08997,204280.7607,201.7,71.0,274.4,163.4,258.9,284.4,243.6036029785332,110.7289281510236,313.10035697607924,225.62496290338214,257.9810968351462,330.6217158480898
87.0,41682.08997,204280.7607,41682.08997,204280.7607,201.7,71.0,274.4,163.4,258.9,284.4,257.9848282561802,119.82538374101954,326.9949377065849,240.39829159051848,264.1918571796299,346.33546920188866
88.0,41682.32344,204280.2589,41682.32344,204280.2589,202.2,70.3,277.0,162.9,262.9,286.9,255.0421480770247,119.889491769569,323.29382989255106,237.28124605748152,263.539248962398,343.316741298893
89.0,41682.6051,204279.6501,41682.6051,204279.6501,202.8,68.8,279.9,162.9,265.5,287.8,239.15552820632317,110.20062128210473,309.054473711902,220.5207691113733,259.6685833107727,328.30114556399855
90.0,41682.88919,204279.032,41682.88919,204279.032,204.0,68.8,280.5,163.4,265.7,286.5,228.5424102435236,101.88416029276488,300.29671866340846,209.23531335138443,257.0273510197367,318.3644459513425
91.0,41682.88919,204279.032,41682.88919,204279.032,204.0,68.8,280.5,163.4,265.7,286.5,230.27690228133997,103.82115418709876,300.8799983415257,211.11759285725478,256.66017860989894,319.0221081187016
92.0,41683.20143,204278.3488,41683.20143,204278.3488,205.7,71.3,278.2,163.8,263.6,282.8,238.66242602846586,110.5539866962428,306.33627458022374,220.01495316634552,256.89225931829236,324.9104742779435
93.0,41683.47068,204277.7578,41683.47068,204277.7578,206.5,73.1,275.0,163.5,258.5,277.8,243.21445433822146,114.85338513820649,309.21389840457414,224.9125534559161,257.1924544099678,328.1217532652216
94.0,41683.69099,204277.2739,41683.69099,204277.2739,206.0,73.7,275.0,162.7,251.2,272.4,243.91376011522667,113.01811386515456,313.02168314993435,225.6916618716205,259.82863075711373,331.8030405187605
95.0,41683.96418,204276.6737,41683.96418,204276.6737,204.1,73.1,271.4,160.3,244.2,267.7,254.04535330783688,117.03665630050317,326.1842194959767,236.08893014189292,266.8617390679554,346.00504981125755
96.0,41683.96418,204276.6737,41683.96418,204276.6737,204.1,73.1,271.4,160.3,244.2,267.7,260.03623008708615,122.22702595660779,333.41194297482406,242.41941066715208,271.9595021951892,354.8131184965206
97.0,41684.26677,204276.0093,41684.26677,204276.0093,200.1,71.6,259.1,156.3,239.2,263.7,254.24115879342554,119.44488053356983,328.02051954316863,236.12152229041425,271.1220784568793,349.43915055711335
98.0,41684.55239,204275.3832,41684.55239,204275.3832,195.0,69.5,253.1,151.5,236.5,259.0,250.2819265211728,117.05259331216197,323.2837368687714,231.68692014038638,269.09763660796017,344.1394231702684
99.0,41684.55239,204275.3832,41684.55239,204275.3832,195.0,69.5,253.1,151.5,236.5,259.0,247.543007121584,115.81163546433507,318.1668883717589,228.91780194960447,265.0310169544686,337.93441560347355
100.0,41684.7968,204274.8488,41684.7968,204274.8488,189.7,66.0,247.1,145.2,236.1,254.1,233.57681456456234,109.25174808110728,301.42816003913777,214.73997868024694,256.0991564334153,319.4914528724568
101.0,41685.06687,204274.2605,41685.06687,204274.2605,183.3,62.3,241.9,138.3,237.8,251.0,219.55452404321358,102.76082721482041,284.94508362447317,200.47152436717207,247.63466594954306,301.51729635134
102.0,41685.34879,204273.6497,41685.34879,204273.6497,177.7,60.4,238.5,134.3,241.3,247.2,217.3866291515868,102.97721421328782,279.65150732277925,198.28277561922752,243.4902329179258,295.54542606561495
103.0,41685.63115,204273.0413,41685.63115,204273.0413,175.3,59.7,236.3,130.8,244.6,240.5,200.17394485211892,92.67619512055114,261.36470814300344,180.42778263109815,234.56177146071352,275.2956301626045
104.0,41685.63115,204273.0413,41685.63115,204273.0413,175.3,59.7,236.3,130.8,244.6,240.5,183.02248788879925,84.94250633582783,241.99015210404508,163.1084927439117,224.78395717623255,254.38950469857625
105.0,41685.88641,204272.493,41685.88641,204272.493,173.3,58.3,233.1,125.7,246.6,233.1,180.60168593763333,85.50183034653247,237.58961411070536,161.3000624915523,220.6819709140764,249.6682228681929
106.0,41686.15911,204271.9073,41686.15911,204271.9073,169.7,57.0,229.4,121.5,247.4,226.4,181.89238414468713,87.62061908331742,236.3163967449209,163.03438227876924,217.58533275204286,247.90854481138905
107.0,41686.40347,204271.3808,41686.40347,204271.3808,167.8,56.6,226.9,119.3,246.7,220.5,173.10023018312233,84.9599156214744,224.80125739809966,154.71644527121396,209.97700259169937,235.4085138563883
108.0,41686.67177,204270.7996,41686.67177,204270.7996,166.6,55.1,225.2,117.9,243.5,215.3,165.76861852895294,82.12363647673001,216.20452411318644,147.51760534068094,205.21851851703602,226.29464597635715
109.0,41686.67177,204270.7996,41686.67177,204270.7996,166.6,55.1,225.2,117.9,243.5,215.3,171.4354540767378,83.65412816038832,223.39635628980977,152.88436155304203,209.59944464322243,233.84620146682423
110.0,41686.95446,204270.1836,41686.95446,204270.1836,164.5,53.8,222.4,116.3,238.4,211.8,188.51595242890022,89.74639045379897,244.8955281358738,169.61395275786919,222.52989116166012,256.90278194149323
