"Z,Resistivity(ohm.m),easting,northing,nb_electrode"
"-1.8,8.00569,107767.57,183301.101,24.0"
"-1.7,7.240135,107767.57,183301.101,24.0"
"-1.6,5.84469,107767.57,183301.101,24.0"
"-1.5,5.58543,107767.57,183301.101,24.0"
"-1.4,6.2800666666666665,107767.57,183301.101,24.0"
"-1.3,5.361112,107767.57,183301.101,24.0"
"-1.2,4.852213333333333,107767.57,183301.101,24.0"
"-1.1,4.8120775,107767.57,183301.101,24.0"
"-1.0,4.41551,107767.57,183301.101,24.0"
"-0.9,4.539415,107767.57,183301.101,24.0"
"-0.8,4.6831000000000005,107767.57,183301.101,24.0"
"-0.7,4.49729,107767.57,183301.101,24.0"
"-0.6,5.840156666666666,107767.57,183301.101,24.0"
"-0.5,8.46201,107767.57,183301.101,24.0"
"-0.4,13.583634,107767.57,183301.101,24.0"
"-0.3,24.3240425,107767.57,183301.101,24.0"
"-0.2,63.42639,107767.57,183301.101,24.0"
"-0.1,63.353215,107767.57,183301.101,24.0"
"-4.9,38.47135,107767.851,183300.688,25.0"
"-4.8,38.39485,107767.851,183300.688,25.0"
"-4.7,38.318855,107767.851,183300.688,25.0"
"-4.5,37.785353333333326,107767.851,183300.688,25.0"
"-4.4,37.53076,107767.851,183300.688,25.0"
"-4.3,35.30837,107767.851,183300.688,25.0"
"-4.2,36.636155,107767.851,183300.688,25.0"
"-4.1,35.257194999999996,107767.851,183300.688,25.0"
"-4.0,34.6175,107767.851,183300.688,25.0"
"-3.9,33.493685,107767.851,183300.688,25.0"
"-3.8,32.86929,107767.851,183300.688,25.0"
"-3.7,31.750774999999997,107767.851,183300.688,25.0"
"-3.6,30.80233,107767.851,183300.688,25.0"
"-3.5,30.444225000000003,107767.851,183300.688,25.0"
"-3.4,28.477515,107767.851,183300.688,25.0"
"-3.3,26.712103333333335,107767.851,183300.688,25.0"
"-3.2,25.79714,107767.851,183300.688,25.0"
"-3.1,24.503325,107767.851,183300.688,25.0"
"-3.0,23.38908,107767.851,183300.688,25.0"
"-2.9,21.81458,107767.851,183300.688,25.0"
"-2.8,20.427880000000002,107767.851,183300.688,25.0"
"-2.7,18.38549,107767.851,183300.688,25.0"
"-2.6,16.76288,107767.851,183300.688,25.0"
"-2.5,16.252575,107767.851,183300.688,25.0"
"-2.4,14.587340000000001,107767.851,183300.688,25.0"
"-2.3,13.69829,107767.851,183300.688,25.0"
"-2.2,12.793254999999998,107767.851,183300.688,25.0"
"-2.1,11.036810000000001,107767.851,183300.688,25.0"
"-2.0,10.22877,107767.851,183300.688,25.0"
"-1.9,9.8315,107767.851,183300.688,25.0"
"-1.8,8.907163333333333,107767.851,183300.688,25.0"
"-1.7,7.683655,107767.851,183300.688,25.0"
"-1.6,7.57662,107767.851,183300.688,25.0"
"-1.5,6.92336,107767.851,183300.688,25.0"
"-1.4,6.3225925,107767.851,183300.688,25.0"
"-1.3,5.8888225,107767.851,183300.688,25.0"
"-1.2,5.720465,107767.851,183300.688,25.0"
"-1.1,5.25372,107767.851,183300.688,25.0"
"-1.0,5.032025,107767.851,183300.688,25.0"
"-0.9,4.734665,107767.851,183300.688,25.0"
"-0.8,4.406125,107767.851,183300.688,25.0"
"-0.7,4.232819999999999,107767.851,183300.688,25.0"
"-0.6,5.378643333333334,107767.851,183300.688,25.0"
"-0.5,6.8557925,107767.851,183300.688,25.0"
"-0.4,11.448,107767.851,183300.688,25.0"
"-0.3,23.733137499999998,107767.851,183300.688,25.0"
"-0.2,50.469705000000005,107767.851,183300.688,25.0"
"-0.1,66.30645375,107767.851,183300.688,25.0"
"-4.9,39.392635,107768.132,183300.274,26.0"
"-4.8,38.39485,107768.132,183300.274,26.0"
"-4.7,39.719004999999996,107768.132,183300.274,26.0"
"-4.5,38.740876666666665,107768.132,183300.274,26.0"
"-4.4,38.287255,107768.132,183300.274,26.0"
"-4.2,36.636155,107768.132,183300.274,26.0"
"-4.1,36.62614,107768.132,183300.274,26.0"
"-4.0,35.60889,107768.132,183300.274,26.0"
"-3.9,34.884555000000006,107768.132,183300.274,26.0"
"-3.8,34.23847,107768.132,183300.274,26.0"
"-3.7,33.13186,107768.132,183300.274,26.0"
"-3.6,32.22022,107768.132,183300.274,26.0"
"-3.5,30.883660000000003,107768.132,183300.274,26.0"
"-3.4,28.40977,107768.132,183300.274,26.0"
"-3.3,28.464325000000002,107768.132,183300.274,26.0"
"-3.2,26.448495,107768.132,183300.274,26.0"
"-3.1,25.4094,107768.132,183300.274,26.0"
"-3.0,24.1009,107768.132,183300.274,26.0"
"-2.9,22.886285,107768.132,183300.274,26.0"
"-2.8,20.895373333333335,107768.132,183300.274,26.0"
"-2.7,20.00534,107768.132,183300.274,26.0"
"-2.6,18.01913,107768.132,183300.274,26.0"
"-2.5,16.73643,107768.132,183300.274,26.0"
"-2.4,15.1233,107768.132,183300.274,26.0"
"-2.3,13.592600000000001,107768.132,183300.274,26.0"
"-2.2,12.793254999999998,107768.132,183300.274,26.0"
"-2.1,11.113885,107768.132,183300.274,26.0"
"-2.0,10.08382,107768.132,183300.274,26.0"
"-1.9,9.731435000000001,107768.132,183300.274,26.0"
"-1.8,8.58623,107768.132,183300.274,26.0"
"-1.7,7.697689999999999,107768.132,183300.274,26.0"
"-1.6,7.494994999999999,107768.132,183300.274,26.0"
"-1.5,6.65164,107768.132,183300.274,26.0"
"-1.4,6.208873333333333,107768.132,183300.274,26.0"
"-1.3,6.12093,107768.132,183300.274,26.0"
"-1.2,5.29859,107768.132,183300.274,26.0"
"-1.1,5.329383333333333,107768.132,183300.274,26.0"
"-1.0,4.89029,107768.132,183300.274,26.0"
"-0.9,4.9534525,107768.132,183300.274,26.0"
"-0.8,4.683845,107768.132,183300.274,26.0"
"-0.7,4.677256666666667,107768.132,183300.274,26.0"
"-0.6,5.901896666666667,107768.132,183300.274,26.0"
"-0.5,6.202283333333334,107768.132,183300.274,26.0"
"-0.4,10.737383333333334,107768.132,183300.274,26.0"
"-0.3,18.353669999999997,107768.132,183300.274,26.0"
"-0.2,41.07907666666667,107768.132,183300.274,26.0"
"-0.1,67.33453428571428,107768.132,183300.274,26.0"
"-4.9,40.22378500000001,107768.413,183299.86,27.0"
"-4.7,40.496085,107768.413,183299.86,27.0"
"-4.5,39.902895,107768.413,183299.86,27.0"
"-4.4,39.017970000000005,107768.413,183299.86,27.0"
"-4.2,37.96518,107768.413,183299.86,27.0"
"-4.1,37.38624,107768.413,183299.86,27.0"
"-4.0,35.859135,107768.413,183299.86,27.0"
"-3.9,35.21106,107768.413,183299.86,27.0"
"-3.8,34.468715,107768.413,183299.86,27.0"
"-3.7,34.00114,107768.413,183299.86,27.0"
"-3.6,32.636305,107768.413,183299.86,27.0"
"-3.5,31.979219999999998,107768.413,183299.86,27.0"
"-3.4,30.391275,107768.413,183299.86,27.0"
"-3.3,28.91808,107768.413,183299.86,27.0"
"-3.2,27.06549,107768.413,183299.86,27.0"
"-3.1,25.56118,107768.413,183299.86,27.0"
"-3.0,24.38861,107768.413,183299.86,27.0"
"-2.9,23.258,107768.413,183299.86,27.0"
"-2.8,21.123066666666666,107768.413,183299.86,27.0"
"-2.7,19.491275,107768.413,183299.86,27.0"
"-2.6,18.311255,107768.413,183299.86,27.0"
"-2.5,15.73469,107768.413,183299.86,27.0"
"-2.4,14.774239999999999,107768.413,183299.86,27.0"
"-2.3,13.655743333333334,107768.413,183299.86,27.0"
"-2.2,11.8193,107768.413,183299.86,27.0"
"-2.1,10.63876,107768.413,183299.86,27.0"
"-2.0,9.7295,107768.413,183299.86,27.0"
"-1.9,8.782695,107768.413,183299.86,27.0"
"-1.8,7.3339,107768.413,183299.86,27.0"
"-1.7,7.538175,107768.413,183299.86,27.0"
"-1.6,6.44818,107768.413,183299.86,27.0"
"-1.5,5.2148025,107768.413,183299.86,27.0"
"-1.4,6.0882249999999996,107768.413,183299.86,27.0"
"-1.3,4.44088,107768.413,183299.86,27.0"
"-1.2,4.5928925,107768.413,183299.86,27.0"
"-1.1,4.764885,107768.413,183299.86,27.0"
"-1.0,4.449685000000001,107768.413,183299.86,27.0"
"-0.9,5.00641,107768.413,183299.86,27.0"
"-0.8,5.1595933333333335,107768.413,183299.86,27.0"
"-0.7,6.04986,107768.413,183299.86,27.0"
"-0.6,7.189106666666667,107768.413,183299.86,27.0"
"-0.5,10.4181775,107768.413,183299.86,27.0"
"-0.4,13.002369999999999,107768.413,183299.86,27.0"
"-0.3,20.96111,107768.413,183299.86,27.0"
"-0.2,36.959826666666665,107768.413,183299.86,27.0"
"-0.1,53.116605,107768.413,183299.86,27.0"
"-0.0,38.83201,107768.413,183299.86,27.0"
"-4.9,40.905905000000004,107768.694,183299.447,28.0"
"-4.7,41.096995,107768.694,183299.447,28.0"
"-4.5,40.49708,107768.694,183299.447,28.0"
"-4.4,39.761125,107768.694,183299.447,28.0"
"-4.2,38.37173,107768.694,183299.447,28.0"
"-4.1,37.80406,107768.694,183299.447,28.0"
"-4.0,37.038665,107768.694,183299.447,28.0"
"-3.9,36.24945,107768.694,183299.447,28.0"
"-3.8,35.375785,107768.694,183299.447,28.0"
"-3.7,34.55146,107768.694,183299.447,28.0"
"-3.6,33.315045,107768.694,183299.447,28.0"
"-3.5,31.859879999999997,107768.694,183299.447,28.0"
"-3.4,30.391275,107768.694,183299.447,28.0"
"-3.3,28.494175,107768.694,183299.447,28.0"
"-3.2,27.159835,107768.694,183299.447,28.0"
"-3.1,25.8256,107768.694,183299.447,28.0"
"-3.0,24.225189999999998,107768.694,183299.447,28.0"
"-2.9,22.6244,107768.694,183299.447,28.0"
"-2.8,21.010226666666668,107768.694,183299.447,28.0"
"-2.7,18.97721,107768.694,183299.447,28.0"
"-2.6,17.457845,107768.694,183299.447,28.0"
"-2.5,15.80254,107768.694,183299.447,28.0"
"-2.4,14.71675,107768.694,183299.447,28.0"
"-2.3,13.33192,107768.694,183299.447,28.0"
"-2.2,11.640943333333333,107768.694,183299.447,28.0"
"-2.1,10.601055,107768.694,183299.447,28.0"
"-2.0,8.74598,107768.694,183299.447,28.0"
"-1.9,8.133475,107768.694,183299.447,28.0"
"-1.8,7.12183,107768.694,183299.447,28.0"
"-1.7,6.31251,107768.694,183299.447,28.0"
"-1.6,5.640745,107768.694,183299.447,28.0"
"-1.5,4.97335,107768.694,183299.447,28.0"
"-1.4,4.735415,107768.694,183299.447,28.0"
"-1.3,4.475223333333333,107768.694,183299.447,28.0"
"-1.2,4.1915700000000005,107768.694,183299.447,28.0"
"-1.1,4.375195,107768.694,183299.447,28.0"
"-1.0,4.32268,107768.694,183299.447,28.0"
"-0.9,4.957576666666667,107768.694,183299.447,28.0"
"-0.8,5.4520075,107768.694,183299.447,28.0"
"-0.7,6.15949,107768.694,183299.447,28.0"
"-0.6,8.30189,107768.694,183299.447,28.0"
"-0.5,11.091028,107768.694,183299.447,28.0"
"-0.4,15.62306,107768.694,183299.447,28.0"
"-0.3,21.27886,107768.694,183299.447,28.0"
"-0.2,44.29083,107768.694,183299.447,28.0"
"-0.1,46.36676285714286,107768.694,183299.447,28.0"
"-0.0,38.83201,107768.694,183299.447,28.0"
"-4.9,41.399215,107768.975,183299.033,29.0"
"-4.7,41.480959999999996,107768.975,183299.033,29.0"
"-4.5,40.851845,107768.975,183299.033,29.0"
"-4.4,40.204750000000004,107768.975,183299.033,29.0"
"-4.2,38.77828,107768.975,183299.033,29.0"
"-4.1,38.58543,107768.975,183299.033,29.0"
"-4.0,37.17239333333333,107768.975,183299.033,29.0"
"-3.9,36.24945,107768.975,183299.033,29.0"
"-3.8,36.05261,107768.975,183299.033,29.0"
"-3.7,34.33088,107768.975,183299.033,29.0"
"-3.6,33.12410666666667,107768.975,183299.033,29.0"
"-3.5,31.52385,107768.975,183299.033,29.0"
"-3.4,30.14792,107768.975,183299.033,29.0"
"-3.3,28.669776666666667,107768.975,183299.033,29.0"
"-3.2,27.28854,107768.975,183299.033,29.0"
"-3.1,25.345925,107768.975,183299.033,29.0"
"-3.0,23.77406,107768.975,183299.033,29.0"
"-2.9,22.537105,107768.975,183299.033,29.0"
"-2.8,21.49184,107768.975,183299.033,29.0"
"-2.7,18.215245,107768.975,183299.033,29.0"
"-2.6,17.269416666666668,107768.975,183299.033,29.0"
"-2.5,15.082934999999999,107768.975,183299.033,29.0"
"-2.4,13.8239,107768.975,183299.033,29.0"
"-2.3,12.808555,107768.975,183299.033,29.0"
"-2.2,11.551765,107768.975,183299.033,29.0"
"-2.1,10.00664,107768.975,183299.033,29.0"
"-2.0,8.927795,107768.975,183299.033,29.0"
"-1.9,8.33293,107768.975,183299.033,29.0"
"-1.8,7.260003333333334,107768.975,183299.033,29.0"
"-1.7,6.421443333333333,107768.975,183299.033,29.0"
"-1.6,5.8889,107768.975,183299.033,29.0"
"-1.5,5.7139050000000005,107768.975,183299.033,29.0"
"-1.4,4.897963333333333,107768.975,183299.033,29.0"
"-1.3,4.90682,107768.975,183299.033,29.0"
"-1.2,5.057975,107768.975,183299.033,29.0"
"-1.1,4.64705,107768.975,183299.033,29.0"
"-1.0,4.829025,107768.975,183299.033,29.0"
"-0.9,5.3004675,107768.975,183299.033,29.0"
"-0.8,5.82511,107768.975,183299.033,29.0"
"-0.7,6.56091,107768.975,183299.033,29.0"
"-0.6,8.25318,107768.975,183299.033,29.0"
"-0.5,10.1814825,107768.975,183299.033,29.0"
"-0.4,13.481335,107768.975,183299.033,29.0"
"-0.3,20.826275,107768.975,183299.033,29.0"
"-0.2,44.7828,107768.975,183299.033,29.0"
"-0.1,64.045692,107768.975,183299.033,29.0"
"-4.9,41.67413666666667,107769.256,183298.62,30.0"
"-4.8,41.59521,107769.256,183298.62,30.0"
"-4.7,41.61574,107769.256,183298.62,30.0"
"-4.5,40.90123,107769.256,183298.62,30.0"
"-4.4,40.25037666666667,107769.256,183298.62,30.0"
"-4.2,38.642745000000005,107769.256,183298.62,30.0"
"-4.1,38.166125,107769.256,183298.62,30.0"
"-4.0,36.774615,107769.256,183298.62,30.0"
"-3.9,35.49357,107769.256,183298.62,30.0"
"-3.8,34.73854,107769.256,183298.62,30.0"
"-3.7,34.07885,107769.256,183298.62,30.0"
"-3.6,32.89731,107769.256,183298.62,30.0"
"-3.5,30.79269,107769.256,183298.62,30.0"
"-3.4,29.431326666666667,107769.256,183298.62,30.0"
"-3.3,28.806345,107769.256,183298.62,30.0"
"-3.1,24.442163333333337,107769.256,183298.62,30.0"
"-3.0,23.07894,107769.256,183298.62,30.0"
"-2.9,21.105505,107769.256,183298.62,30.0"
"-2.8,19.42868,107769.256,183298.62,30.0"
"-2.7,18.072123333333334,107769.256,183298.62,30.0"
"-2.6,16.89256,107769.256,183298.62,30.0"
"-2.5,13.832616666666667,107769.256,183298.62,30.0"
"-2.4,13.34402,107769.256,183298.62,30.0"
"-2.3,12.7353,107769.256,183298.62,30.0"
"-2.2,10.20424,107769.256,183298.62,30.0"
"-2.1,9.5233825,107769.256,183298.62,30.0"
"-2.0,9.10961,107769.256,183298.62,30.0"
"-1.9,7.150615,107769.256,183298.62,30.0"
"-1.8,6.98834,107769.256,183298.62,30.0"
"-1.7,6.63931,107769.256,183298.62,30.0"
"-1.6,5.434393333333333,107769.256,183298.62,30.0"
"-1.5,5.630473333333334,107769.256,183298.62,30.0"
"-1.4,4.784695,107769.256,183298.62,30.0"
"-1.3,4.956813333333334,107769.256,183298.62,30.0"
"-1.2,5.0698333333333325,107769.256,183298.62,30.0"
"-1.1,4.704516666666667,107769.256,183298.62,30.0"
"-1.0,5.117145,107769.256,183298.62,30.0"
"-0.9,5.405749999999999,107769.256,183298.62,30.0"
"-0.8,5.802633333333333,107769.256,183298.62,30.0"
"-0.7,6.401599999999999,107769.256,183298.62,30.0"
"-0.6,8.576383333333334,107769.256,183298.62,30.0"
"-0.5,10.610396666666666,107769.256,183298.62,30.0"
"-0.4,18.04928,107769.256,183298.62,30.0"
"-0.3,36.755248,107769.256,183298.62,30.0"
"-0.2,53.037323333333326,107769.256,183298.62,30.0"
"-0.1,78.14045166666666,107769.256,183298.62,30.0"
"-4.9,41.574823333333335,107769.537,183298.206,31.0"
"-4.8,41.59521,107769.537,183298.206,31.0"
"-4.7,41.27697,107769.537,183298.206,31.0"
"-4.5,40.5846,107769.537,183298.206,31.0"
"-4.4,40.216544999999996,107769.537,183298.206,31.0"
"-4.3,39.15957,107769.537,183298.206,31.0"
"-4.2,38.4629,107769.537,183298.206,31.0"
"-4.1,37.74682,107769.537,183298.206,31.0"
"-4.0,35.97047,107769.537,183298.206,31.0"
"-3.9,35.203995,107769.537,183298.206,31.0"
"-3.8,34.569355,107769.537,183298.206,31.0"
"-3.7,33.82682,107769.537,183298.206,31.0"
"-3.6,31.34551,107769.537,183298.206,31.0"
"-3.5,30.336335,107769.537,183298.206,31.0"
"-3.4,29.07303,107769.537,183298.206,31.0"
"-3.3,26.17956,107769.537,183298.206,31.0"
"-3.2,24.848485,107769.537,183298.206,31.0"
"-3.1,24.36233,107769.537,183298.206,31.0"
"-3.0,21.63814,107769.537,183298.206,31.0"
"-2.9,19.19149,107769.537,183298.206,31.0"
"-2.8,18.751379999999997,107769.537,183298.206,31.0"
"-2.7,16.460034999999998,107769.537,183298.206,31.0"
"-2.6,14.55315,107769.537,183298.206,31.0"
"-2.5,13.44419,107769.537,183298.206,31.0"
"-2.4,12.86414,107769.537,183298.206,31.0"
"-2.3,10.078064999999999,107769.537,183298.206,31.0"
"-2.2,9.433295000000001,107769.537,183298.206,31.0"
"-2.1,9.040125,107769.537,183298.206,31.0"
"-2.0,6.49405,107769.537,183298.206,31.0"
"-1.9,6.566420000000001,107769.537,183298.206,31.0"
"-1.8,6.04261,107769.537,183298.206,31.0"
"-1.7,4.516006666666667,107769.537,183298.206,31.0"
"-1.6,4.8671,107769.537,183298.206,31.0"
"-1.5,5.46361,107769.537,183298.206,31.0"
"-1.4,3.896323333333333,107769.537,183298.206,31.0"
"-1.3,4.501543333333333,107769.537,183298.206,31.0"
"-1.2,4.223393333333333,107769.537,183298.206,31.0"
"-1.1,4.5074125,107769.537,183298.206,31.0"
"-1.0,4.89255,107769.537,183298.206,31.0"
"-0.9,5.49983,107769.537,183298.206,31.0"
"-0.8,6.567106666666667,107769.537,183298.206,31.0"
"-0.7,8.195233333333332,107769.537,183298.206,31.0"
"-0.6,9.124080000000001,107769.537,183298.206,31.0"
"-0.5,15.3886,107769.537,183298.206,31.0"
"-0.4,25.769530000000003,107769.537,183298.206,31.0"
"-0.3,41.542242,107769.537,183298.206,31.0"
"-0.2,59.89500666666667,107769.537,183298.206,31.0"
"-0.1,75.37317333333333,107769.537,183298.206,31.0"
"-4.9,41.03254,107769.818,183297.793,32.0"
"-4.7,41.004695,107769.818,183297.793,32.0"
"-4.5,39.949975,107769.818,183297.793,32.0"
"-4.4,38.76939,107769.818,183297.793,32.0"
"-4.3,38.876175,107769.818,183297.793,32.0"
"-4.2,38.10321,107769.818,183297.793,32.0"
"-4.1,36.50786,107769.818,183297.793,32.0"
"-4.0,35.755275,107769.818,183297.793,32.0"
"-3.9,34.91442,107769.818,183297.793,32.0"
"-3.8,33.565535,107769.818,183297.793,32.0"
"-3.7,31.88063,107769.818,183297.793,32.0"
"-3.6,30.90121,107769.818,183297.793,32.0"
"-3.5,29.87998,107769.818,183297.793,32.0"
"-3.4,26.49367,107769.818,183297.793,32.0"
"-3.3,25.275015,107769.818,183297.793,32.0"
"-3.2,24.730739999999997,107769.818,183297.793,32.0"
"-3.1,21.40832,107769.818,183297.793,32.0"
"-3.0,20.13187333333333,107769.818,183297.793,32.0"
"-2.9,18.62178,107769.818,183297.793,32.0"
"-2.8,17.118524999999998,107769.818,183297.793,32.0"
"-2.7,15.13419,107769.818,183297.793,32.0"
"-2.6,14.278055,107769.818,183297.793,32.0"
"-2.5,13.1302,107769.818,183297.793,32.0"
"-2.4,10.86366,107769.818,183297.793,32.0"
"-2.3,9.83473,107769.818,183297.793,32.0"
"-2.2,8.568035,107769.818,183297.793,32.0"
"-2.1,7.25759,107769.818,183297.793,32.0"
"-2.0,6.48696,107769.818,183297.793,32.0"
"-1.9,5.39803,107769.818,183297.793,32.0"
"-1.8,5.353456666666666,107769.818,183297.793,32.0"
"-1.7,4.5672075,107769.818,183297.793,32.0"
"-1.6,4.27742,107769.818,183297.793,32.0"
"-1.5,3.9390350000000005,107769.818,183297.793,32.0"
"-1.4,3.6911233333333335,107769.818,183297.793,32.0"
"-1.3,3.90392,107769.818,183297.793,32.0"
"-1.2,3.98557,107769.818,183297.793,32.0"
"-1.1,3.93384,107769.818,183297.793,32.0"
"-1.0,5.242063333333333,107769.818,183297.793,32.0"
"-0.9,6.099584,107769.818,183297.793,32.0"
"-0.8,8.573319999999999,107769.818,183297.793,32.0"
"-0.7,10.75385,107769.818,183297.793,32.0"
"-0.6,12.48519,107769.818,183297.793,32.0"
"-0.5,20.25566,107769.818,183297.793,32.0"
"-0.4,27.0301625,107769.818,183297.793,32.0"
"-0.3,33.428215,107769.818,183297.793,32.0"
"-0.2,55.069325,107769.818,183297.793,32.0"
"-0.1,53.152792,107769.818,183297.793,32.0"
"-4.9,40.435645,107770.099,183297.379,33.0"
"-4.7,40.46563,107770.099,183297.379,33.0"
"-4.5,39.44548,107770.099,183297.379,33.0"
"-4.4,38.655295,107770.099,183297.379,33.0"
"-4.3,38.59278,107770.099,183297.379,33.0"
"-4.2,37.2521,107770.099,183297.379,33.0"
"-4.1,36.53462666666667,107770.099,183297.379,33.0"
"-4.0,35.54008,107770.099,183297.379,33.0"
"-3.9,33.71638,107770.099,183297.379,33.0"
"-3.8,32.7309,107770.099,183297.379,33.0"
"-3.7,31.786255,107770.099,183297.379,33.0"
"-3.6,30.45691,107770.099,183297.379,33.0"
"-3.5,28.28441,107770.099,183297.379,33.0"
"-3.4,27.140725000000003,107770.099,183297.379,33.0"
"-3.3,24.74402,107770.099,183297.379,33.0"
"-3.2,24.49525,107770.099,183297.379,33.0"
"-3.1,22.107423333333333,107770.099,183297.379,33.0"
"-3.0,20.234323333333332,107770.099,183297.379,33.0"
"-2.9,19.36642,107770.099,183297.379,33.0"
"-2.8,16.92667666666667,107770.099,183297.379,33.0"
"-2.7,15.34522,107770.099,183297.379,33.0"
"-2.6,14.17825,107770.099,183297.379,33.0"
"-2.5,12.59849,107770.099,183297.379,33.0"
"-2.4,11.321123333333333,107770.099,183297.379,33.0"
"-2.3,9.34806,107770.099,183297.379,33.0"
"-2.2,9.54611,107770.099,183297.379,33.0"
"-2.1,7.825095,107770.099,183297.379,33.0"
"-2.0,6.483415,107770.099,183297.379,33.0"
"-1.9,7.16609,107770.099,183297.379,33.0"
"-1.8,5.44472,107770.099,183297.379,33.0"
"-1.7,5.653975,107770.099,183297.379,33.0"
"-1.6,5.26927,107770.099,183297.379,33.0"
"-1.5,4.5541725,107770.099,183297.379,33.0"
"-1.4,4.76098,107770.099,183297.379,33.0"
"-1.3,4.70268,107770.099,183297.379,33.0"
"-1.2,4.5875433333333335,107770.099,183297.379,33.0"
"-1.1,4.995369999999999,107770.099,183297.379,33.0"
"-1.0,5.8745975,107770.099,183297.379,33.0"
"-0.9,6.766206666666666,107770.099,183297.379,33.0"
"-0.8,7.65016,107770.099,183297.379,33.0"
"-0.7,11.311166666666667,107770.099,183297.379,33.0"
"-0.6,10.528665,107770.099,183297.379,33.0"
"-0.5,16.707674,107770.099,183297.379,33.0"
"-0.4,29.053205,107770.099,183297.379,33.0"
"-0.3,23.525995,107770.099,183297.379,33.0"
"-0.2,37.287655,107770.099,183297.379,33.0"
"-0.1,47.1938975,107770.099,183297.379,33.0"
"-4.9,39.705455,107770.38,183296.966,34.0"
"-4.7,39.859555,107770.38,183296.966,34.0"
"-4.5,38.63600333333333,107770.38,183296.966,34.0"
"-4.4,38.21013000000001,107770.38,183296.966,34.0"
"-4.2,36.972535,107770.38,183296.966,34.0"
"-4.1,36.54801,107770.38,183296.966,34.0"
"-4.0,34.59185,107770.38,183296.966,34.0"
"-3.9,33.675035,107770.38,183296.966,34.0"
"-3.8,32.90866,107770.38,183296.966,34.0"
"-3.7,31.69188,107770.38,183296.966,34.0"
"-3.6,30.11195,107770.38,183296.966,34.0"
"-3.5,28.792255,107770.38,183296.966,34.0"
"-3.4,27.78778,107770.38,183296.966,34.0"
"-3.3,25.746265,107770.38,183296.966,34.0"
"-3.2,24.45059,107770.38,183296.966,34.0"
"-3.1,22.456975,107770.38,183296.966,34.0"
"-3.0,20.822635,107770.38,183296.966,34.0"
"-2.9,19.36642,107770.38,183296.966,34.0"
"-2.8,17.820136666666667,107770.38,183296.966,34.0"
"-2.7,15.34522,107770.38,183296.966,34.0"
"-2.6,15.343826666666667,107770.38,183296.966,34.0"
"-2.5,13.305105000000001,107770.38,183296.966,34.0"
"-2.4,12.709620000000001,107770.38,183296.966,34.0"
"-2.3,11.79542,107770.38,183296.966,34.0"
"-2.2,10.563653333333333,107770.38,183296.966,34.0"
"-2.1,8.3926,107770.38,183296.966,34.0"
"-2.0,9.173,107770.38,183296.966,34.0"
"-1.9,7.63708,107770.38,183296.966,34.0"
"-1.8,5.83259,107770.38,183296.966,34.0"
"-1.7,7.164476666666666,107770.38,183296.966,34.0"
"-1.6,6.068355,107770.38,183296.966,34.0"
"-1.5,5.628830000000001,107770.38,183296.966,34.0"
"-1.4,6.25823,107770.38,183296.966,34.0"
"-1.3,5.48133,107770.38,183296.966,34.0"
"-1.2,5.753255,107770.38,183296.966,34.0"
"-1.1,6.2367099999999995,107770.38,183296.966,34.0"
"-1.0,6.282225,107770.38,183296.966,34.0"
"-0.9,5.925676666666667,107770.38,183296.966,34.0"
"-0.8,6.52083,107770.38,183296.966,34.0"
"-0.7,7.5273900000000005,107770.38,183296.966,34.0"
"-0.6,5.857783333333333,107770.38,183296.966,34.0"
"-0.5,9.034730000000001,107770.38,183296.966,34.0"
"-0.4,10.04592,107770.38,183296.966,34.0"
"-0.3,16.204323333333335,107770.38,183296.966,34.0"
"-0.2,42.890953333333336,107770.38,183296.966,34.0"
"-0.1,56.26286142857143,107770.38,183296.966,34.0"
"-4.9,38.785875000000004,107770.661,183296.552,35.0"
"-4.7,38.50134333333333,107770.661,183296.552,35.0"
"-4.5,37.71023,107770.661,183296.552,35.0"
"-4.4,37.87906,107770.661,183296.552,35.0"
"-4.3,36.50639,107770.661,183296.552,35.0"
"-4.2,36.69297,107770.661,183296.552,35.0"
"-4.1,34.72454,107770.661,183296.552,35.0"
"-4.0,34.055350000000004,107770.661,183296.552,35.0"
"-3.9,33.63369,107770.661,183296.552,35.0"
"-3.8,32.15362,107770.661,183296.552,35.0"
"-3.7,31.12399,107770.661,183296.552,35.0"
"-3.6,30.07606,107770.661,183296.552,35.0"
"-3.5,29.3001,107770.661,183296.552,35.0"
"-3.4,27.30685,107770.661,183296.552,35.0"
"-3.3,25.990983333333332,107770.661,183296.552,35.0"
"-3.2,24.45059,107770.661,183296.552,35.0"
"-3.0,21.67668,107770.661,183296.552,35.0"
"-2.9,20.38683,107770.661,183296.552,35.0"
"-2.8,18.686355,107770.661,183296.552,35.0"
"-2.7,17.54806,107770.661,183296.552,35.0"
"-2.6,16.129263333333334,107770.661,183296.552,35.0"
"-2.5,14.01172,107770.661,183296.552,35.0"
"-2.4,13.514923333333334,107770.661,183296.552,35.0"
"-2.3,12.179875,107770.661,183296.552,35.0"
"-2.2,11.52635,107770.661,183296.552,35.0"
"-2.1,10.51931,107770.661,183296.552,35.0"
"-2.0,9.369489999999999,107770.661,183296.552,35.0"
"-1.9,8.29979,107770.661,183296.552,35.0"
"-1.8,7.96213,107770.661,183296.552,35.0"
"-1.7,7.39806,107770.661,183296.552,35.0"
"-1.6,6.480155,107770.661,183296.552,35.0"
"-1.5,5.9421,107770.661,183296.552,35.0"
