"Z,Resistivity(ohm.m),easting,northing,nb_electrode"
"-2.6,15.04838,107764.478,183305.65,13.0"
"-2.5,13.227065,107764.478,183305.65,13.0"
"-2.4,11.81862,107764.478,183305.65,13.0"
"-2.3,10.31411,107764.478,183305.65,13.0"
"-2.2,8.991375,107764.478,183305.65,13.0"
"-2.1,8.140665,107764.478,183305.65,13.0"
"-2.0,7.22481,107764.478,183305.65,13.0"
"-1.9,7.01893,107764.478,183305.65,13.0"
"-1.8,6.459445,107764.478,183305.65,13.0"
"-1.7,6.0298099999999994,107764.478,183305.65,13.0"
"-1.6,6.14422,107764.478,183305.65,13.0"
"-1.5,5.94603,107764.478,183305.65,13.0"
"-1.4,6.647566666666666,107764.478,183305.65,13.0"
"-1.3,7.4587699999999995,107764.478,183305.65,13.0"
"-1.2,7.76858,107764.478,183305.65,13.0"
"-1.1,10.361289999999999,107764.478,183305.65,13.0"
"-1.0,12.48286,107764.478,183305.65,13.0"
"-0.9,13.760636666666665,107764.478,183305.65,13.0"
"-0.8,19.576220000000003,107764.478,183305.65,13.0"
"-0.7,21.897915,107764.478,183305.65,13.0"
"-0.6,26.703599999999998,107764.478,183305.65,13.0"
"-0.5,31.790036666666666,107764.478,183305.65,13.0"
"-0.4,36.385935,107764.478,183305.65,13.0"
"-0.3,50.3247425,107764.478,183305.65,13.0"
"-0.2,48.705740000000006,107764.478,183305.65,13.0"
"-0.1,73.41414222222221,107764.478,183305.65,13.0"
"-4.9,41.433324999999996,107764.759,183305.236,14.0"
"-4.8,41.29087,107764.759,183305.236,14.0"
"-4.7,41.32502,107764.759,183305.236,14.0"
"-4.5,40.540165,107764.759,183305.236,14.0"
"-4.4,39.81477,107764.759,183305.236,14.0"
"-4.3,39.502935,107764.759,183305.236,14.0"
"-4.2,38.35603,107764.759,183305.236,14.0"
"-4.1,37.000065,107764.759,183305.236,14.0"
"-3.9,34.82044,107764.759,183305.236,14.0"
"-3.8,33.30565,107764.759,183305.236,14.0"
"-3.7,32.18552,107764.759,183305.236,14.0"
"-3.6,30.97508,107764.759,183305.236,14.0"
"-3.5,29.05597,107764.759,183305.236,14.0"
"-3.4,28.27197,107764.759,183305.236,14.0"
"-3.3,26.48364,107764.759,183305.236,14.0"
"-3.2,25.222929999999998,107764.759,183305.236,14.0"
"-3.1,22.954050000000002,107764.759,183305.236,14.0"
"-3.0,20.65874,107764.759,183305.236,14.0"
"-2.9,18.915435000000002,107764.759,183305.236,14.0"
"-2.8,16.79517,107764.759,183305.236,14.0"
"-2.7,15.980703333333333,107764.759,183305.236,14.0"
"-2.6,14.4109,107764.759,183305.236,14.0"
"-2.5,13.227065,107764.759,183305.236,14.0"
"-2.4,11.482344999999999,107764.759,183305.236,14.0"
"-2.3,10.122630000000001,107764.759,183305.236,14.0"
"-2.2,9.105116666666666,107764.759,183305.236,14.0"
"-2.1,8.09496,107764.759,183305.236,14.0"
"-2.0,7.13206,107764.759,183305.236,14.0"
"-1.9,7.11308,107764.759,183305.236,14.0"
"-1.8,6.340795,107764.759,183305.236,14.0"
"-1.7,6.148205,107764.759,183305.236,14.0"
"-1.6,6.235125,107764.759,183305.236,14.0"
"-1.5,6.4339433333333345,107764.759,183305.236,14.0"
"-1.4,6.424519999999999,107764.759,183305.236,14.0"
"-1.3,7.5214566666666665,107764.759,183305.236,14.0"
"-1.2,8.080743333333333,107764.759,183305.236,14.0"
"-1.1,9.770676666666667,107764.759,183305.236,14.0"
"-1.0,10.567219999999999,107764.759,183305.236,14.0"
"-0.9,13.10573,107764.759,183305.236,14.0"
"-0.8,15.833293333333335,107764.759,183305.236,14.0"
"-0.7,18.02938333333333,107764.759,183305.236,14.0"
"-0.6,24.448106666666664,107764.759,183305.236,14.0"
"-0.5,28.35182,107764.759,183305.236,14.0"
"-0.4,24.74199,107764.759,183305.236,14.0"
"-0.3,44.68207833333333,107764.759,183305.236,14.0"
"-0.2,48.705740000000006,107764.759,183305.236,14.0"
"-0.1,85.341785,107764.759,183305.236,14.0"
"-4.9,41.074505,107765.04,183304.823,15.0"
"-4.8,40.571619999999996,107765.04,183304.823,15.0"
"-4.7,41.32502,107765.04,183304.823,15.0"
"-4.6,40.17729,107765.04,183304.823,15.0"
"-4.5,39.878665,107765.04,183304.823,15.0"
"-4.4,39.559415,107765.04,183304.823,15.0"
"-4.2,38.12582,107765.04,183304.823,15.0"
"-4.1,37.000065,107765.04,183304.823,15.0"
"-4.0,35.52159,107765.04,183304.823,15.0"
"-3.9,34.013774999999995,107765.04,183304.823,15.0"
"-3.8,32.61911,107765.04,183304.823,15.0"
"-3.7,32.18552,107765.04,183304.823,15.0"
"-3.6,29.95297,107765.04,183304.823,15.0"
"-3.5,28.586405,107765.04,183304.823,15.0"
"-3.4,26.65644,107765.04,183304.823,15.0"
"-3.3,25.524595,107765.04,183304.823,15.0"
"-3.2,23.55018,107765.04,183304.823,15.0"
"-3.1,22.415309999999998,107765.04,183304.823,15.0"
"-3.0,20.155285,107765.04,183304.823,15.0"
"-2.9,18.078879999999998,107765.04,183304.823,15.0"
"-2.8,16.79517,107765.04,183304.823,15.0"
"-2.7,15.36993,107765.04,183304.823,15.0"
"-2.6,13.803925,107765.04,183304.823,15.0"
"-2.5,12.67732,107765.04,183304.823,15.0"
"-2.4,11.482344999999999,107765.04,183304.823,15.0"
"-2.3,10.209283333333333,107765.04,183304.823,15.0"
"-2.2,9.246175000000001,107765.04,183304.823,15.0"
"-2.1,8.09496,107765.04,183304.823,15.0"
"-2.0,7.6892700000000005,107765.04,183304.823,15.0"
"-1.9,7.11308,107765.04,183304.823,15.0"
"-1.8,6.820965,107765.04,183304.823,15.0"
"-1.7,6.958455,107765.04,183304.823,15.0"
"-1.6,7.1538450000000005,107765.04,183304.823,15.0"
"-1.5,7.874763333333334,107765.04,183304.823,15.0"
"-1.4,7.671994999999999,107765.04,183304.823,15.0"
"-1.3,8.752315,107765.04,183304.823,15.0"
"-1.2,10.036185,107765.04,183304.823,15.0"
"-1.1,10.8767025,107765.04,183304.823,15.0"
"-1.0,11.682044999999999,107765.04,183304.823,15.0"
"-0.9,13.465666666666666,107765.04,183304.823,15.0"
"-0.8,14.386816666666666,107765.04,183304.823,15.0"
"-0.7,16.7674,107765.04,183304.823,15.0"
"-0.6,18.482200000000002,107765.04,183304.823,15.0"
"-0.5,22.0441525,107765.04,183304.823,15.0"
"-0.4,29.87736,107765.04,183304.823,15.0"
"-0.3,47.86899285714286,107765.04,183304.823,15.0"
"-0.1,122.4902075,107765.04,183304.823,15.0"
"-4.9,40.368465,107765.321,183304.409,16.0"
"-4.8,40.082143333333335,107765.321,183304.409,16.0"
"-4.6,40.17729,107765.321,183304.409,16.0"
"-4.5,38.71839,107765.321,183304.409,16.0"
"-4.4,38.604510000000005,107765.321,183304.409,16.0"
"-4.2,36.80433,107765.321,183304.409,16.0"
"-4.1,34.22476,107765.321,183304.409,16.0"
"-4.0,34.96466,107765.321,183304.409,16.0"
"-3.9,32.606305,107765.321,183304.409,16.0"
"-3.8,31.42713,107765.321,183304.409,16.0"
"-3.7,30.09843,107765.321,183304.409,16.0"
"-3.6,29.95297,107765.321,183304.409,16.0"
"-3.5,27.568179999999998,107765.321,183304.409,16.0"
"-3.4,25.98783,107765.321,183304.409,16.0"
"-3.3,24.723725,107765.321,183304.409,16.0"
"-3.2,23.55018,107765.321,183304.409,16.0"
"-3.1,21.368636666666664,107765.321,183304.409,16.0"
"-3.0,19.65788,107765.321,183304.409,16.0"
"-2.9,18.078879999999998,107765.321,183304.409,16.0"
"-2.8,16.14099,107765.321,183304.409,16.0"
"-2.7,15.05357,107765.321,183304.409,16.0"
"-2.6,13.628495000000001,107765.321,183304.409,16.0"
"-2.5,12.755790000000001,107765.321,183304.409,16.0"
"-2.4,11.431995,107765.321,183304.409,16.0"
"-2.3,10.363935000000001,107765.321,183304.409,16.0"
"-2.2,9.27395,107765.321,183304.409,16.0"
"-2.1,8.583960000000001,107765.321,183304.409,16.0"
"-2.0,8.01425,107765.321,183304.409,16.0"
"-1.9,7.51541,107765.321,183304.409,16.0"
"-1.8,7.4746500000000005,107765.321,183304.409,16.0"
"-1.7,7.447175,107765.321,183304.409,16.0"
"-1.6,7.59837,107765.321,183304.409,16.0"
"-1.5,7.71603,107765.321,183304.409,16.0"
"-1.4,8.135436666666667,107765.321,183304.409,16.0"
"-1.3,9.474993333333332,107765.321,183304.409,16.0"
"-1.2,9.996235,107765.321,183304.409,16.0"
"-1.1,11.1631175,107765.321,183304.409,16.0"
"-1.0,12.375235,107765.321,183304.409,16.0"
"-0.9,13.136246666666667,107765.321,183304.409,16.0"
"-0.8,12.767493333333334,107765.321,183304.409,16.0"
"-0.7,12.501936666666666,107765.321,183304.409,16.0"
"-0.6,14.98491,107765.321,183304.409,16.0"
"-0.5,14.458333999999999,107765.321,183304.409,16.0"
"-0.4,35.01273,107765.321,183304.409,16.0"
"-0.3,36.53233285714286,107765.321,183304.409,16.0"
"-0.1,127.08293625,107765.321,183304.409,16.0"
"-4.9,39.401335,107765.602,183303.996,17.0"
"-4.8,38.555544999999995,107765.602,183303.996,17.0"
"-4.5,37.539865,107765.602,183303.996,17.0"
"-4.4,37.35047,107765.602,183303.996,17.0"
"-4.2,35.32207,107765.602,183303.996,17.0"
"-4.1,33.813230000000004,107765.602,183303.996,17.0"
"-4.0,34.40773,107765.602,183303.996,17.0"
"-3.9,31.188415,107765.602,183303.996,17.0"
"-3.8,30.74992,107765.602,183303.996,17.0"
"-3.7,29.413240000000002,107765.602,183303.996,17.0"
"-3.6,27.6534,107765.602,183303.996,17.0"
"-3.5,26.579956666666664,107765.602,183303.996,17.0"
"-3.4,24.07527,107765.602,183303.996,17.0"
"-3.3,24.8819,107765.602,183303.996,17.0"
"-3.2,22.37325,107765.602,183303.996,17.0"
"-3.1,21.078995,107765.602,183303.996,17.0"
"-3.0,19.076085,107765.602,183303.996,17.0"
"-2.9,17.53568,107765.602,183303.996,17.0"
"-2.8,16.462015,107765.602,183303.996,17.0"
"-2.7,14.74497,107765.602,183303.996,17.0"
"-2.6,13.76998,107765.602,183303.996,17.0"
"-2.5,12.5461,107765.602,183303.996,17.0"
"-2.4,11.431995,107765.602,183303.996,17.0"
"-2.3,9.96388,107765.602,183303.996,17.0"
"-2.2,9.16887,107765.602,183303.996,17.0"
"-2.1,8.442456666666667,107765.602,183303.996,17.0"
"-2.0,7.47117,107765.602,183303.996,17.0"
"-1.9,6.969955000000001,107765.602,183303.996,17.0"
"-1.8,7.325535,107765.602,183303.996,17.0"
"-1.7,6.522983333333333,107765.602,183303.996,17.0"
"-1.6,6.6402,107765.602,183303.996,17.0"
"-1.5,6.93357,107765.602,183303.996,17.0"
"-1.4,6.59609,107765.602,183303.996,17.0"
"-1.3,7.914194999999999,107765.602,183303.996,17.0"
"-1.2,8.66657,107765.602,183303.996,17.0"
"-1.1,8.192477499999999,107765.602,183303.996,17.0"
"-1.0,10.11965,107765.602,183303.996,17.0"
"-0.9,8.12112,107765.602,183303.996,17.0"
"-0.8,10.147183333333333,107765.602,183303.996,17.0"
"-0.7,9.5106375,107765.602,183303.996,17.0"
"-0.6,9.800503333333333,107765.602,183303.996,17.0"
"-0.5,10.85578,107765.602,183303.996,17.0"
"-0.4,15.396865,107765.602,183303.996,17.0"
"-0.3,25.706284999999998,107765.602,183303.996,17.0"
"-0.1,113.42386857142857,107765.602,183303.996,17.0"
"-4.9,38.345905,107765.883,183303.582,18.0"
"-4.8,38.0079,107765.883,183303.582,18.0"
"-4.7,36.91679,107765.883,183303.582,18.0"
"-4.5,36.35295,107765.883,183303.582,18.0"
"-4.4,36.263935000000004,107765.883,183303.582,18.0"
"-4.3,34.17658,107765.883,183303.582,18.0"
"-4.2,34.55624,107765.883,183303.582,18.0"
"-4.1,33.208545,107765.883,183303.582,18.0"
"-3.9,30.59832,107765.883,183303.582,18.0"
"-3.8,30.07271,107765.883,183303.582,18.0"
"-3.7,28.514965,107765.883,183303.582,18.0"
"-3.6,27.6534,107765.883,183303.582,18.0"
"-3.5,26.085486666666668,107765.883,183303.582,18.0"
"-3.4,24.451549999999997,107765.883,183303.582,18.0"
"-3.3,23.357,107765.883,183303.582,18.0"
"-3.2,22.37325,107765.883,183303.582,18.0"
"-3.1,20.081975,107765.883,183303.582,18.0"
"-3.0,18.580205,107765.883,183303.582,18.0"
"-2.9,17.232805,107765.883,183303.582,18.0"
"-2.8,16.11215,107765.883,183303.582,18.0"
"-2.7,14.466345,107765.883,183303.582,18.0"
"-2.6,13.47992,107765.883,183303.582,18.0"
"-2.5,12.34514,107765.883,183303.582,18.0"
"-2.4,10.966239999999999,107765.883,183303.582,18.0"
"-2.3,9.96388,107765.883,183303.582,18.0"
"-2.2,8.9199,107765.883,183303.582,18.0"
"-2.1,8.167506666666666,107765.883,183303.582,18.0"
"-2.0,7.47117,107765.883,183303.582,18.0"
"-1.9,6.503175000000001,107765.883,183303.582,18.0"
"-1.8,6.36356,107765.883,183303.582,18.0"
"-1.7,5.825703333333333,107765.883,183303.582,18.0"
"-1.6,5.5375049999999995,107765.883,183303.582,18.0"
"-1.5,5.109633333333334,107765.883,183303.582,18.0"
"-1.4,5.238666666666667,107765.883,183303.582,18.0"
"-1.3,5.58953,107765.883,183303.582,18.0"
"-1.2,5.105296666666667,107765.883,183303.582,18.0"
"-1.1,5.8583066666666666,107765.883,183303.582,18.0"
"-1.0,6.381033333333334,107765.883,183303.582,18.0"
"-0.9,6.487863333333333,107765.883,183303.582,18.0"
"-0.8,7.097666666666666,107765.883,183303.582,18.0"
"-0.7,8.11229,107765.883,183303.582,18.0"
"-0.6,9.34747,107765.883,183303.582,18.0"
"-0.5,13.1402125,107765.883,183303.582,18.0"
"-0.4,17.660700000000002,107765.883,183303.582,18.0"
"-0.3,28.48232,107765.883,183303.582,18.0"
"-0.2,32.062215,107765.883,183303.582,18.0"
"-0.1,88.8397142857143,107765.883,183303.582,18.0"
"-0.0,132.59142,107765.883,183303.582,18.0"
"-4.9,37.336290000000005,107766.164,183303.169,19.0"
"-4.7,36.4411,107766.164,183303.169,19.0"
"-4.5,35.102505,107766.164,183303.169,19.0"
"-4.4,35.73189,107766.164,183303.169,19.0"
"-4.3,33.807500000000005,107766.164,183303.169,19.0"
"-4.2,34.18139,107766.164,183303.169,19.0"
"-4.1,33.01539,107766.164,183303.169,19.0"
"-4.0,30.80736,107766.164,183303.169,19.0"
"-3.9,30.40183,107766.164,183303.169,19.0"
"-3.8,29.60466,107766.164,183303.169,19.0"
"-3.7,28.09938,107766.164,183303.169,19.0"
"-3.6,26.490630000000003,107766.164,183303.169,19.0"
"-3.5,25.53611,107766.164,183303.169,19.0"
"-3.4,24.82783,107766.164,183303.169,19.0"
"-3.3,23.337145,107766.164,183303.169,19.0"
"-3.2,21.584629999999997,107766.164,183303.169,19.0"
"-3.1,20.081975,107766.164,183303.169,19.0"
"-3.0,18.332430000000002,107766.164,183303.169,19.0"
"-2.9,17.38271,107766.164,183303.169,19.0"
"-2.8,15.899055,107766.164,183303.169,19.0"
"-2.7,14.85902,107766.164,183303.169,19.0"
"-2.6,13.64583,107766.164,183303.169,19.0"
"-2.5,12.22337,107766.164,183303.169,19.0"
"-2.4,11.102003333333334,107766.164,183303.169,19.0"
"-2.3,10.03727,107766.164,183303.169,19.0"
"-2.2,9.376995,107766.164,183303.169,19.0"
"-2.1,8.171535,107766.164,183303.169,19.0"
"-2.0,8.45929,107766.164,183303.169,19.0"
"-1.9,7.043853333333334,107766.164,183303.169,19.0"
"-1.8,6.0139,107766.164,183303.169,19.0"
"-1.7,6.026535,107766.164,183303.169,19.0"
"-1.6,5.65033,107766.164,183303.169,19.0"
"-1.5,5.109633333333334,107766.164,183303.169,19.0"
"-1.4,5.7966766666666665,107766.164,183303.169,19.0"
"-1.3,5.1932599999999995,107766.164,183303.169,19.0"
"-1.2,5.105296666666667,107766.164,183303.169,19.0"
"-1.1,5.908923333333334,107766.164,183303.169,19.0"
"-1.0,5.773493333333334,107766.164,183303.169,19.0"
"-0.9,6.5578433333333335,107766.164,183303.169,19.0"
"-0.8,7.474517499999999,107766.164,183303.169,19.0"
"-0.7,8.91887,107766.164,183303.169,19.0"
"-0.6,10.1963725,107766.164,183303.169,19.0"
"-0.5,13.99924,107766.164,183303.169,19.0"
"-0.4,23.502346666666668,107766.164,183303.169,19.0"
"-0.3,29.889503333333334,107766.164,183303.169,19.0"
"-0.2,32.062215,107766.164,183303.169,19.0"
"-0.1,77.86972375,107766.164,183303.169,19.0"
"-0.0,132.59142,107766.164,183303.169,19.0"
"-4.9,36.320906666666666,107766.445,183302.755,20.0"
"-4.7,35.780975,107766.445,183302.755,20.0"
"-4.5,34.447385,107766.445,183302.755,20.0"
"-4.4,33.661475,107766.445,183302.755,20.0"
"-4.3,33.43842,107766.445,183302.755,20.0"
"-4.2,31.91578,107766.445,183302.755,20.0"
"-4.1,31.69337,107766.445,183302.755,20.0"
"-4.0,30.800479999999997,107766.445,183302.755,20.0"
"-3.8,29.063135,107766.445,183302.755,20.0"
"-3.7,27.460695,107766.445,183302.755,20.0"
"-3.6,26.490630000000003,107766.445,183302.755,20.0"
"-3.4,24.123925,107766.445,183302.755,20.0"
"-3.3,22.943244999999997,107766.445,183302.755,20.0"
"-3.2,21.465429999999998,107766.445,183302.755,20.0"
"-3.1,19.86574,107766.445,183302.755,20.0"
"-3.0,18.836315,107766.445,183302.755,20.0"
"-2.9,17.83549,107766.445,183302.755,20.0"
"-2.8,16.51184,107766.445,183302.755,20.0"
"-2.7,15.04467,107766.445,183302.755,20.0"
"-2.6,13.64583,107766.445,183302.755,20.0"
"-2.5,12.30607,107766.445,183302.755,20.0"
"-2.4,11.75576,107766.445,183302.755,20.0"
"-2.3,10.560704999999999,107766.445,183302.755,20.0"
"-2.2,9.86378,107766.445,183302.755,20.0"
"-2.1,9.374775,107766.445,183302.755,20.0"
"-2.0,8.463484999999999,107766.445,183302.755,20.0"
"-1.9,7.555483333333334,107766.445,183302.755,20.0"
"-1.8,7.644769999999999,107766.445,183302.755,20.0"
"-1.7,6.87538,107766.445,183302.755,20.0"
"-1.6,6.310876666666666,107766.445,183302.755,20.0"
"-1.5,7.07835,107766.445,183302.755,20.0"
"-1.4,6.2307749999999995,107766.445,183302.755,20.0"
"-1.3,6.0768933333333335,107766.445,183302.755,20.0"
"-1.2,7.21856,107766.445,183302.755,20.0"
"-1.1,6.150655,107766.445,183302.755,20.0"
"-1.0,7.195203333333333,107766.445,183302.755,20.0"
"-0.9,6.97632,107766.445,183302.755,20.0"
"-0.8,7.463586666666667,107766.445,183302.755,20.0"
"-0.7,7.029159999999999,107766.445,183302.755,20.0"
"-0.6,8.71476,107766.445,183302.755,20.0"
"-0.5,12.4392725,107766.445,183302.755,20.0"
"-0.4,24.159335,107766.445,183302.755,20.0"
"-0.3,28.338395000000002,107766.445,183302.755,20.0"
"-0.1,89.91950250000001,107766.445,183302.755,20.0"
"-4.9,36.033613333333335,107766.726,183302.342,21.0"
"-4.8,35.54656,107766.726,183302.342,21.0"
"-4.7,35.59654,107766.726,183302.342,21.0"
"-4.5,34.440505,107766.726,183302.342,21.0"
"-4.4,33.746323333333336,107766.726,183302.342,21.0"
"-4.2,32.08901,107766.726,183302.342,21.0"
"-4.1,31.69337,107766.726,183302.342,21.0"
"-4.0,30.89154,107766.726,183302.342,21.0"
"-3.8,28.531955,107766.726,183302.342,21.0"
"-3.7,27.169136666666663,107766.726,183302.342,21.0"
"-3.5,25.272365,107766.726,183302.342,21.0"
"-3.4,24.123925,107766.726,183302.342,21.0"
"-3.3,22.640875,107766.726,183302.342,21.0"
"-3.2,21.7994,107766.726,183302.342,21.0"
"-3.1,20.267454999999998,107766.726,183302.342,21.0"
"-3.0,19.23007,107766.726,183302.342,21.0"
"-2.9,17.846605,107766.726,183302.342,21.0"
"-2.8,16.39092,107766.726,183302.342,21.0"
"-2.7,15.054733333333333,107766.726,183302.342,21.0"
"-2.6,13.75272,107766.726,183302.342,21.0"
"-2.5,12.90793,107766.726,183302.342,21.0"
"-2.4,12.13799,107766.726,183302.342,21.0"
"-2.3,10.829553333333331,107766.726,183302.342,21.0"
"-2.2,9.79883,107766.726,183302.342,21.0"
"-2.1,9.374775,107766.726,183302.342,21.0"
"-2.0,8.157183333333334,107766.726,183302.342,21.0"
"-1.9,7.8984749999999995,107766.726,183302.342,21.0"
"-1.8,7.644769999999999,107766.726,183302.342,21.0"
"-1.7,6.708919999999999,107766.726,183302.342,21.0"
"-1.6,7.11088,107766.726,183302.342,21.0"
"-1.5,6.586320000000001,107766.726,183302.342,21.0"
"-1.4,6.8177,107766.726,183302.342,21.0"
"-1.3,7.000423333333333,107766.726,183302.342,21.0"
"-1.2,6.767233333333333,107766.726,183302.342,21.0"
"-1.1,7.56383,107766.726,183302.342,21.0"
"-1.0,7.48745,107766.726,183302.342,21.0"
"-0.9,6.88442,107766.726,183302.342,21.0"
"-0.8,6.461569999999999,107766.726,183302.342,21.0"
"-0.7,6.78738,107766.726,183302.342,21.0"
"-0.6,6.8130025,107766.726,183302.342,21.0"
"-0.5,9.033586666666666,107766.726,183302.342,21.0"
"-0.4,11.578605,107766.726,183302.342,21.0"
"-0.3,25.879665,107766.726,183302.342,21.0"
"-0.2,63.6337,107766.726,183302.342,21.0"
"-0.1,94.33625666666667,107766.726,183302.342,21.0"
"-4.9,36.16132,107767.007,183301.928,22.0"
"-4.8,35.663335000000004,107767.007,183301.928,22.0"
"-4.5,34.616635,107767.007,183301.928,22.0"
"-4.4,34.11596,107767.007,183301.928,22.0"
"-4.2,32.50772,107767.007,183301.928,22.0"
"-4.0,31.249265,107767.007,183301.928,22.0"
"-3.8,28.87099,107767.007,183301.928,22.0"
"-3.7,27.783853333333337,107767.007,183301.928,22.0"
"-3.6,26.98191,107767.007,183301.928,22.0"
"-3.5,25.718813333333333,107767.007,183301.928,22.0"
"-3.4,24.60705,107767.007,183301.928,22.0"
"-3.3,23.53884,107767.007,183301.928,22.0"
"-3.2,22.37177,107767.007,183301.928,22.0"
"-3.1,21.225845,107767.007,183301.928,22.0"
"-3.0,19.59601,107767.007,183301.928,22.0"
"-2.9,17.846605,107767.007,183301.928,22.0"
"-2.8,16.449325,107767.007,183301.928,22.0"
"-2.7,15.783294999999999,107767.007,183301.928,22.0"
"-2.6,14.18632,107767.007,183301.928,22.0"
"-2.5,13.21812,107767.007,183301.928,22.0"
"-2.4,12.09502,107767.007,183301.928,22.0"
"-2.3,10.661123333333334,107767.007,183301.928,22.0"
"-2.2,9.82958,107767.007,183301.928,22.0"
"-2.1,8.527090000000001,107767.007,183301.928,22.0"
"-2.0,8.001935,107767.007,183301.928,22.0"
"-1.9,7.24389,107767.007,183301.928,22.0"
"-1.8,6.47845,107767.007,183301.928,22.0"
"-1.7,6.328523333333333,107767.007,183301.928,22.0"
"-1.6,6.95659,107767.007,183301.928,22.0"
"-1.5,4.997353333333334,107767.007,183301.928,22.0"
"-1.4,5.848435,107767.007,183301.928,22.0"
"-1.3,5.506765,107767.007,183301.928,22.0"
"-1.2,4.9565850000000005,107767.007,183301.928,22.0"
"-1.1,6.281465000000001,107767.007,183301.928,22.0"
"-1.0,4.9151225,107767.007,183301.928,22.0"
"-0.9,5.49661,107767.007,183301.928,22.0"
"-0.8,5.906063333333333,107767.007,183301.928,22.0"
"-0.7,5.98377,107767.007,183301.928,22.0"
"-0.6,7.17942,107767.007,183301.928,22.0"
"-0.5,9.9931,107767.007,183301.928,22.0"
"-0.4,13.24365,107767.007,183301.928,22.0"
"-0.3,22.105706,107767.007,183301.928,22.0"
"-0.2,58.308835,107767.007,183301.928,22.0"
"-0.1,68.34898571428572,107767.007,183301.928,22.0"
"-4.9,36.68125,107767.288,183301.515,23.0"
"-4.8,35.78011,107767.288,183301.515,23.0"
"-4.7,36.27907,107767.288,183301.515,23.0"
"-4.5,34.9677,107767.288,183301.515,23.0"
"-4.4,34.3159,107767.288,183301.515,23.0"
"-4.3,34.59514,107767.288,183301.515,23.0"
"-4.2,32.7532,107767.288,183301.515,23.0"
"-4.1,32.58488,107767.288,183301.515,23.0"
"-4.0,31.50217,107767.288,183301.515,23.0"
"-3.9,32.02829,107767.288,183301.515,23.0"
"-3.8,30.061533333333333,107767.288,183301.515,23.0"
"-3.7,28.86866,107767.288,183301.515,23.0"
"-3.6,27.763185,107767.288,183301.515,23.0"
"-3.5,27.590145,107767.288,183301.515,23.0"
"-3.4,25.523505,107767.288,183301.515,23.0"
"-3.3,24.36513,107767.288,183301.515,23.0"
"-3.2,23.920785000000002,107767.288,183301.515,23.0"
"-3.1,21.67002,107767.288,183301.515,23.0"
"-3.0,20.142846666666667,107767.288,183301.515,23.0"
"-2.9,18.8986,107767.288,183301.515,23.0"
"-2.8,17.761249999999997,107767.288,183301.515,23.0"
"-2.7,16.49173,107767.288,183301.515,23.0"
"-2.6,15.39424,107767.288,183301.515,23.0"
"-2.5,13.923860000000001,107767.288,183301.515,23.0"
"-2.4,12.09502,107767.288,183301.515,23.0"
"-2.3,11.116385,107767.288,183301.515,23.0"
"-2.2,10.43005,107767.288,183301.515,23.0"
"-2.1,8.527090000000001,107767.288,183301.515,23.0"
"-2.0,8.10475,107767.288,183301.515,23.0"
"-1.9,7.540545,107767.288,183301.515,23.0"
"-1.8,6.59047,107767.288,183301.515,23.0"
"-1.7,6.51309,107767.288,183301.515,23.0"
"-1.6,5.84469,107767.288,183301.515,23.0"
"-1.5,4.9158725,107767.288,183301.515,23.0"
"-1.4,4.87917,107767.288,183301.515,23.0"
"-1.3,4.4829225,107767.288,183301.515,23.0"
"-1.2,4.357213333333333,107767.288,183301.515,23.0"
"-1.1,4.540513333333333,107767.288,183301.515,23.0"
"-1.0,4.2528559999999995,107767.288,183301.515,23.0"
"-0.9,4.380603333333333,107767.288,183301.515,23.0"
"-0.8,4.896483333333333,107767.288,183301.515,23.0"
"-0.7,5.66372,107767.288,183301.515,23.0"
"-0.6,7.430316666666666,107767.288,183301.515,23.0"
"-0.5,10.5175825,107767.288,183301.515,23.0"
"-0.4,16.71597,107767.288,183301.515,23.0"
"-0.3,22.832288333333334,107767.288,183301.515,23.0"
"-0.2,58.20518,107767.288,183301.515,23.0"
"-0.1,53.08667285714286,107767.288,183301.515,23.0"
"-4.9,37.512695,107767.57,183301.101,24.0"
"-4.7,36.811565,107767.57,183301.101,24.0"
"-4.5,35.93304,107767.57,183301.101,24.0"
"-4.4,37.09216,107767.57,183301.101,24.0"
"-4.3,34.951755,107767.57,183301.101,24.0"
"-4.1,33.13343,107767.57,183301.101,24.0"
"-4.0,34.6175,107767.57,183301.101,24.0"
"-3.9,32.228804999999994,107767.57,183301.101,24.0"
"-3.8,31.284736666666664,107767.57,183301.101,24.0"
"-3.7,30.68865,107767.57,183301.101,24.0"
"-3.6,29.673395,107767.57,183301.101,24.0"
"-3.5,28.56858,107767.57,183301.101,24.0"
"-3.4,27.49261,107767.57,183301.101,24.0"
"-3.3,26.226055000000002,107767.57,183301.101,24.0"
"-3.2,23.920785000000002,107767.57,183301.101,24.0"
"-3.1,22.577385,107767.57,183301.101,24.0"
"-3.0,22.3128,107767.57,183301.101,24.0"
"-2.9,20.006594999999997,107767.57,183301.101,24.0"
"-2.8,18.73886,107767.57,183301.101,24.0"
"-2.7,18.38549,107767.57,183301.101,24.0"
"-2.6,16.12972,107767.57,183301.101,24.0"
"-2.5,14.538813333333332,107767.57,183301.101,24.0"
"-2.4,13.75981,107767.57,183301.101,24.0"
"-2.3,12.676105,107767.57,183301.101,24.0"
"-2.2,10.71491,107767.57,183301.101,24.0"
"-2.1,10.798415,107767.57,183301.101,24.0"
"-2.0,9.062075,107767.57,183301.101,24.0"
"-1.9,8.27352,107767.57,183301.101,24.0"
