,x,y,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_2.00,EC_2.10,EC_2.20,EC_2.30,EC_2.40,EC_2.50,EC_2.60,EC_2.70,EC_2.80,EC_2.90,EC_3.00,EC_3.10,EC_3.20,EC_3.30,EC_3.40,EC_3.50,EC_3.60,EC_3.70,EC_3.80,EC_3.90,EC_4.00,EC_4.10,EC_4.20,EC_4.30,EC_4.40,EC_4.50,EC_4.60,EC_4.70,EC_4.80,EC_end,pos
0,107763.891122979,183306.285168048,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,11.0
1,107764.019915842,183306.079418576,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,12.0
2,107764.31342527,183305.61934566,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,13.0
3,107764.617230534,183305.153174397,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,14.0
4,107764.912817767,183304.705770106,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,15.0
5,107765.208855885,183304.261640553,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,16.0
6,107765.519082019,183303.798507437,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,17.0
7,107765.673653588,183303.567958307,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,18.0
8,107765.976466988,183303.116904367,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,19.0
9,107766.261271649,183302.695111169,29.714999999999996,29.9363625,29.97275833333333,30.234816666666667,30.513349999999996,30.808124999999997,31.274649999999987,31.807499999999987,32.35772499999998,33.15156249999997,34.13532499999996,34.968149999999966,36.09479999999995,37.44227499999994,38.963212499999926,40.7025124999999,42.85908749999987,45.20739999999986,48.03957499999981,51.59979999999975,55.18292499999974,59.55158749999966,64.49492499999961,69.98844999999956,76.64747499999942,83.76664999999934,92.89618749999913,101.89607499999914,114.04786249999877,125.73857499999876,137.78494999999873,150.9692499999985,162.72382499999864,173.1921499999988,184.19427499999867,191.56994999999907,194.67494999999965,198.74444999999955,192.6426250000008,185.11603750000108,175.35227500000136,158.71662500000244,142.28460000000246,114.88542500000403,85.0475250000046,57.25685000000438,38.18697500000313,22.815437500002577,20.0
