,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.75,EC_1.00,EC_1.25,EC_1.50,EC_2.00,EC_2.50,EC_end,pos
0,41564.55392755495,204206.5968874237,39.352129597487,45.67096204212531,104.27001866230712,168.87926870071942,92.43662794464069,198.16459086199603,373.85221874175664,239.2259213646478,239.56900826057773,536.1345187713567,644.1102871407813,157.7309002770224,2001
1,41548.70963634274,204311.5916441949,30.56099777956833,61.64077329513332,31.38873738773513,202.60919716114626,119.92153731520882,212.2473607080688,237.8193618604109,319.96926024750604,349.13425937151027,245.11914819365418,333.54550017592777,219.6693460706715,2002
2,41589.74878156025,204167.83234439412,82.19949083206642,45.33767325329545,23.198075933043377,220.86797369525704,60.06354017587499,371.0587867813513,138.32499464951314,184.4646560017601,565.0664055465832,388.6580384725107,902.931161146288,132.24206661351982,2003
3,41668.938801234064,204238.3061650535,32.5518983214869,56.299384333465504,63.483196315967945,118.67805666457193,178.4572587479,329.0842768270753,186.9890061759144,184.31468648265226,274.85282471813355,400.37364693705894,467.2387512877186,405.58613768197756,2004
4,41521.70417504899,204334.5501634116,74.89157888021334,37.574840953818345,152.095170854641,160.69330227467944,206.5529906424651,235.7911928243354,328.62731435791886,206.14723498085053,606.1520264646686,533.7004387477868,343.84092556391795,102.1027350378343,2005
5,41617.19729464456,204259.13055548072,48.44224788002985,38.90274345676407,118.78729072747623,142.52741846810622,143.6815170613574,334.9380306019515,121.18697841534772,286.2812974496446,273.4227625500969,284.0242666698699,666.5708869853711,275.7644391959723,2006
6,41576.96634533012,204271.18567882103,21.965910188778533,84.00501490916479,35.13231778576242,178.1672701825147,173.25704092385016,224.4734420497272,454.8382382849343,304.04102387390344,249.04339883902873,241.15213148651853,471.9306590288644,199.16889082573735,2007
7,41533.47094282546,204357.0105559174,35.84230472682418,77.04785179909663,85.47298720696041,186.68340968912608,85.65962832168921,226.73569912634264,327.4042207705671,255.80567414169928,454.4975313723278,419.5588386828358,257.88720747030436,93.30361243730239,2008
8,41643.02475027197,204298.69405943248,44.53120869738943,65.03985439745134,60.7192398721465,115.38184181791652,275.58053719903234,111.6897264379941,214.31780764859812,295.50195201942006,274.4987579279395,277.69928727355915,289.6364606640499,388.46041431797033,2009
9,41701.02319091729,204261.7082008617,30.151864805336494,32.30618962758824,151.77805108249177,214.17231306265796,223.1417375068615,165.0949256975439,244.79995180708448,358.78732492226936,259.45376406252007,757.3192220775949,682.526999980668,234.2040215616694,2010
10,41513.578573637205,204286.157007345,47.382226869582446,39.97641472601128,126.91552414947296,124.46542675716547,189.32880090951903,237.34197590479013,300.2239532623398,378.3052777730951,264.9902468033239,378.02058955040917,471.3357448416107,131.94012621152532,2011
11,41619.51167168554,204273.26360305023,79.17333437465514,57.661179927804454,77.06684243438124,145.58601097563616,207.13919743229192,87.97347687743695,457.7949616896102,200.94450523642993,444.2011165727601,187.64599184273033,263.0518675262602,137.43052681611337,2012
12,41684.47119294455,204247.36901336536,58.65464092475858,73.76867272622594,125.48657818956568,77.58158205576773,248.36418991183245,237.84051139826107,186.9825234938276,607.6905803882779,697.5370403427687,339.0737485503224,658.3248644799745,532.039798387681,2013
13,41590.8101070179,204181.1297664037,84.50699999749138,39.906539353994745,37.63677927030379,82.50714397492683,201.18914592174468,176.0637859290967,148.18233835862634,297.55442056429297,286.49416940669875,226.48864643013854,759.2318781760305,548.3346529194536,2014
14,41563.16722123715,204364.86717314,58.221811993906215,51.18609879564836,131.55148104156132,186.4793613232156,248.5980357060779,181.73347395129093,314.22240081077297,305.1653540684043,327.43716697878205,226.4616395423527,333.2658248506581,228.80847311725796,2015
