,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.75,EC_1.00,EC_1.25,EC_1.50,EC_2.00,EC_2.50,EC_end,pos
0,41668.19202084596,204315.99513202533,55.38063976428598,44.8981817986424,147.98664937686257,111.5941282256291,179.69937171311932,108.20237314253252,198.4478592011628,284.7084720856411,267.4305951688883,197.32669117863264,333.6706670424895,132.7799077632339,11
1,41668.3472825393,204315.37241863552,19.108091687714335,74.90790016893331,139.1333359467405,71.66334700758064,204.5898650854756,262.63248104416084,271.00948613864904,150.9543913971322,429.72862050544757,204.16672210413375,377.91737463177964,47.56521963081214,12
2,41668.50903895529,204314.7196479328,32.095231782242315,51.179475967675444,157.1278736203592,86.77339644981319,105.90090499026329,180.95568574424374,194.24720092474993,201.9277300355085,285.1658066134073,331.5269397024828,278.3183390199433,51.089025126759196,13
3,41668.63501882799,204314.1905125501,78.10771659894763,24.81880794279997,77.3050101191156,215.84690286720334,112.26396531831897,185.1540821369843,156.5143974032107,364.08937995937083,290.3070675991941,207.16613740114767,265.8191886009228,81.4475260330286,14
4,41668.77709984346,204313.54194829613,23.845191132380776,59.307028007654836,145.3242719441924,199.31046752079692,173.8684761800399,103.99401871044992,171.89033555837173,158.94175920457582,213.86856032174717,305.7198906911883,637.0475422524783,37.35132183476231,15
5,41668.77709984346,204313.54194829613,51.03112005502226,34.74441507410011,23.94781336297315,68.59876162562364,259.39509159536567,88.45121559590109,180.35723492143245,263.23378389057973,261.860457306631,284.2379615995735,702.8176813206812,44.43075876786352,16
6,41668.90555317087,204312.8592560692,54.90813924942583,56.6884789428092,127.49591972560073,145.87587880843216,198.42436262844677,104.21237669599674,104.85222624189207,470.0790282078591,233.0349565723148,273.13655682103456,270.69773576293755,178.75227578470896,17
7,41669.0166532396,204312.1780343056,81.38614933363974,62.12636963383659,72.45168140603518,162.37458417292953,153.62812260165992,80.98640382334422,369.47579932853,121.79074845400748,765.2203670235324,191.08286664943614,454.3571936942804,57.552125825724744,18
8,41669.11323629835,204311.5631052591,55.166340966231445,49.35736603449418,130.13460545555668,111.7239321636482,266.7597968172095,79.34548157641184,182.9309458388825,202.14346051218735,218.71794407710186,473.3257821428848,634.9580977692817,121.33500830488924,19
9,41669.11323629835,204311.5631052591,28.074650922374094,65.3046168945356,86.65334611488355,222.7771274944032,125.61874877592689,137.7764783270651,378.3276431205564,174.01886599781858,374.354066666445,210.97479162145135,508.83567825679324,128.56517023819333,20
10,41669.24071259088,204310.8202432543,55.92627808510314,60.70807845359161,91.19942332192602,144.67920595601385,152.71522379047494,163.4614723298945,148.54605738822934,448.8478733170516,146.10248784761689,473.92124504188496,521.666035639333,84.79943938576122,21
11,41669.383476408286,204310.13288855832,60.375211446351884,80.03435915216174,74.49536420047565,224.19951966872588,127.80055785555211,148.8584430033401,129.25733538028908,126.90420696701801,584.3719804899184,479.95143339879013,377.3397832633303,165.28868790293646,22
