,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),SP (mV),VMN (mV),IAB (mA),Time (ms),Coef. k (m),Metal factor,yA (m),yB (m),yM (m),yN (m),zA (m),zB (m),zM (m),zN (m),N° electrode A,N° electrode B,N° electrode M,N° electrode N,Depth A (m),Depth B (m),Depth M (m),Depth N (m),Stack,Rs-Check,Vab (V),Pab (W),Rab (kOhm),Latitude,Longitude,UTM (WSG84),Name,Channel,Overload,Tx-Bat (V),Tx Temp. (°C),Rx-Bat (V),Rx Temp. (°C),Date,Gapfiller,Synch
,Mixed / non conventional,8.50,29.50,18.00,20.00,14.98,0.025,-32.08,15.887,182.046,500,1.7e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,60,37,41,0,0,0,0,3,0.000,162,30,0.890,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.55,41.7,22/08/2023 16:31:13,0,0
,Mixed / non conventional,9.00,10.50,9.50,10.00,27.57,0.22,10.01,15.537,1.771,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,22,20,21,0,0,0,0,3,0.000,2,0,0.963,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,42.2,22/08/2023 16:31:17,0,0
,Mixed / non conventional,9.00,11.50,10.00,10.50,10.99,1.4,67.70,14.659,12.567,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,24,21,22,0,0,0,0,3,0.000,16,0,1.300,00.000000,00.000000,,23082201,1,0,12.75,0.0,12.39,41.7,22/08/2023 16:31:21,0,0
,Mixed / non conventional,9.00,12.50,10.50,11.00,8.03,0.041,-63.85,15.569,36.555,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,26,22,23,0,0,0,0,3,0.000,49,2,1.351,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.57,41.7,22/08/2023 16:31:24,0,0
,Mixed / non conventional,9.00,13.50,11.00,11.50,7.73,0.4,63.15,16.828,68.428,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,28,23,24,0,0,0,0,3,0.000,92,6,1.342,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,42.2,22/08/2023 16:31:27,0,0
,Mixed / non conventional,9.00,14.50,11.50,12.00,7.60,0.14,79.75,14.926,92.534,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,30,24,25,0,0,0,0,3,0.000,120,11,1.298,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,42.2,22/08/2023 16:31:31,0,0
,Mixed / non conventional,9.00,15.50,12.00,12.50,7.45,0.49,133.47,13.356,118.300,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,32,25,26,0,0,0,0,3,0.000,146,17,1.233,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,41.7,22/08/2023 16:31:34,0,0
,Mixed / non conventional,9.00,16.00,12.00,13.00,8.31,0,-18.96,15.575,70.672,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,33,25,27,0,0,0,0,3,0.000,88,6,1.241,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,41.7,22/08/2023 16:31:37,0,0
,Mixed / non conventional,9.00,17.00,12.50,13.50,9.78,0.044,145.17,15.753,79.683,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,35,26,28,0,0,0,0,3,0.000,106,8,1.334,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.53,42.2,22/08/2023 16:31:41,0,0
,Mixed / non conventional,9.00,18.00,13.00,14.00,10.33,0,19.31,15.782,95.956,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,37,27,29,0,0,0,0,3,0.000,127,12,1.318,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,42.2,22/08/2023 16:31:44,0,0
,Mixed / non conventional,9.00,19.00,13.50,14.50,11.35,0.051,-39.18,15.645,107.186,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,39,28,30,0,0,0,0,3,0.000,133,14,1.241,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,42.2,22/08/2023 16:31:47,0,0
,Mixed / non conventional,9.00,20.00,14.00,15.00,12.23,0,28.63,16.090,123.993,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,41,29,31,0,0,0,0,3,0.000,164,20,1.327,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.53,41.7,22/08/2023 16:31:51,0,0
,Mixed / non conventional,9.00,21.00,14.50,15.50,13.93,0.12,47.80,15.702,126.636,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,43,30,32,0,0,0,0,3,0.000,160,20,1.265,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,42.2,22/08/2023 16:31:54,0,0
,Mixed / non conventional,9.00,21.50,14.50,16.00,13.63,0.11,-8.33,15.438,91.342,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,44,30,33,0,0,0,0,3,0.000,121,11,1.328,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.53,42.2,22/08/2023 16:31:58,0,0
,Mixed / non conventional,9.00,22.50,15.00,16.50,13.92,0.058,-4.54,15.861,107.381,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,46,31,34,0,0,0,0,3,0.000,137,15,1.275,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.53,42.2,22/08/2023 16:32:01,0,0
,Mixed / non conventional,9.00,23.50,15.50,17.00,12.68,0.026,-57.79,15.492,133.073,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,48,32,35,0,0,0,0,3,0.000,146,19,1.096,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,42.2,22/08/2023 16:32:04,0,0
,Mixed / non conventional,9.00,24.50,16.00,17.50,13.43,0.04,-96.01,16.570,153.774,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,50,33,36,0,0,0,0,3,0.000,167,26,1.088,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,42.2,22/08/2023 16:32:08,0,0
,Mixed / non conventional,9.00,25.50,16.50,18.00,13.66,0.11,173.10,15.422,159.639,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,52,34,37,0,0,0,0,3,0.000,163,26,1.023,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.53,42.2,22/08/2023 16:32:11,0,0
,Mixed / non conventional,9.00,26.50,17.00,18.50,14.71,0.047,-72.31,16.675,180.440,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,54,35,38,0,0,0,0,3,0.000,219,39,1.212,00.000000,00.000000,,23082201,1,0,12.46,0.0,12.55,42.6,22/08/2023 16:32:14,0,0
,Mixed / non conventional,9.00,27.00,17.00,19.00,14.41,0.11,39.32,15.766,137.512,500,1.3e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,55,35,39,0,0,0,0,3,0.000,188,26,1.367,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.53,42.2,22/08/2023 16:32:18,0,0
,Mixed / non conventional,9.00,28.00,17.50,19.50,14.33,0.06,52.97,15.969,156.228,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,57,36,40,0,0,0,0,3,0.000,197,31,1.259,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.55,42.6,22/08/2023 16:32:21,0,0
,Mixed / non conventional,9.00,29.00,18.00,20.00,14.64,0.046,-33.68,15.785,167.642,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,59,37,41,0,0,0,0,3,0.000,203,34,1.212,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.53,42.2,22/08/2023 16:32:24,0,0
,Mixed / non conventional,9.50,11.00,10.00,10.50,25.34,0.034,33.13,15.066,1.868,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,23,21,22,0,0,0,0,3,0.000,2,0,1.112,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,42.2,22/08/2023 16:32:28,0,0
,Mixed / non conventional,9.50,12.00,10.50,11.00,10.27,1.7,35.38,14.389,13.204,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,25,22,23,0,0,0,0,3,0.000,17,0,1.298,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.39,42.2,22/08/2023 16:32:32,0,0
,Mixed / non conventional,9.50,13.00,11.00,11.50,8.13,0.12,23.82,15.607,36.171,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,27,23,24,0,0,0,0,3,0.000,48,2,1.324,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,42.2,22/08/2023 16:32:35,0,0
,Mixed / non conventional,9.50,14.00,11.50,12.00,7.45,0.37,-10.05,16.653,70.270,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,29,24,25,0,0,0,0,3,0.000,101,7,1.440,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,42.2,22/08/2023 16:32:38,0,0
,Mixed / non conventional,9.50,15.00,12.00,12.50,7.15,0.17,56.41,15.019,99.032,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,31,25,26,0,0,0,0,3,0.000,124,12,1.255,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,42.2,22/08/2023 16:32:42,0,0
,Mixed / non conventional,9.50,16.00,12.50,13.00,8.69,0.33,157.50,13.817,104.920,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,33,26,27,0,0,0,0,3,0.000,124,13,1.179,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,42.6,22/08/2023 16:32:45,0,0
,Mixed / non conventional,9.50,16.50,12.50,13.50,9.00,0.036,141.72,15.610,65.358,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,34,26,28,0,0,0,0,3,0.000,82,5,1.261,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,42.6,22/08/2023 16:32:48,0,0
,Mixed / non conventional,9.50,17.50,13.00,14.00,9.63,0.083,61.82,15.461,79.433,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,36,27,29,0,0,0,0,3,0.000,105,8,1.324,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,42.2,22/08/2023 16:32:52,0,0
,Mixed / non conventional,9.50,18.50,13.50,14.50,10.59,0.044,-59.51,15.782,93.615,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,38,28,30,0,0,0,0,3,0.000,127,12,1.356,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,42.2,22/08/2023 16:32:55,0,0
,Mixed / non conventional,9.50,19.50,14.00,15.00,11.55,0,37.25,15.607,105.097,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,40,29,31,0,0,0,0,3,0.000,130,14,1.235,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,42.2,22/08/2023 16:32:59,0,0
,Mixed / non conventional,9.50,20.50,14.50,15.50,13.31,0.043,42.23,15.759,111.562,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,42,30,32,0,0,0,0,3,0.000,130,14,1.163,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.53,42.6,22/08/2023 16:33:02,0,0
,Mixed / non conventional,9.50,21.50,15.00,16.00,13.81,0.025,43.27,15.772,128.274,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,44,31,33,0,0,0,0,3,0.000,165,21,1.284,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,42.2,22/08/2023 16:33:05,0,0
,Mixed / non conventional,9.50,22.00,15.00,16.50,13.36,0.094,20.25,15.492,93.505,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,45,31,34,0,0,0,0,3,0.000,121,11,1.297,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,42.2,22/08/2023 16:33:09,0,0
,Mixed / non conventional,9.50,23.00,15.50,17.00,12.21,0.058,-82.05,15.864,122.466,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,47,32,35,0,0,0,0,3,0.000,149,18,1.215,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,42.2,22/08/2023 16:33:12,0,0
,Mixed / non conventional,9.50,24.00,16.00,17.50,13.02,0.036,-25.93,15.578,130.285,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,49,33,36,0,0,0,0,3,0.000,148,19,1.139,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,42.6,22/08/2023 16:33:15,0,0
,Mixed / non conventional,9.50,25.00,16.50,18.00,13.39,0.07,-34.89,16.433,152.969,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,51,34,37,0,0,0,0,3,0.000,159,24,1.041,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,42.6,22/08/2023 16:33:19,0,0
,Mixed / non conventional,9.50,26.00,17.00,18.50,14.27,0.074,129.61,15.422,152.813,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,53,35,38,0,0,0,0,3,0.000,158,24,1.034,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,42.6,22/08/2023 16:33:22,0,0
,Mixed / non conventional,9.50,27.00,17.50,19.00,13.91,0.035,-86.20,16.710,191.269,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,55,36,39,0,0,0,0,3,0.000,255,49,1.334,00.000000,00.000000,,23082201,1,0,12.37,0.0,12.55,42.6,22/08/2023 16:33:25,0,0
,Mixed / non conventional,9.50,27.50,17.50,19.50,14.03,0.061,70.74,16.084,144.042,500,1.3e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,56,36,40,0,0,0,0,3,0.000,169,24,1.176,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.53,42.6,22/08/2023 16:33:29,0,0
,Mixed / non conventional,9.50,28.50,18.00,20.00,-3872.54,1.6e+02,52.48,-34.873,1.262,500,1.4e+02,-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,58,37,41,0,0,0,0,3,0.000,1,0,0.887,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.39,42.2,22/08/2023 16:33:33,0,0
,Mixed / non conventional,9.50,29.50,18.50,20.50,14.79,0.032,80.83,15.960,167.817,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,60,38,42,0,0,0,0,3,0.000,197,33,1.175,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.53,42.6,22/08/2023 16:33:36,0,0
,Mixed / non conventional,10.00,11.50,10.50,11.00,22.50,0.26,-6.49,15.070,2.104,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,24,22,23,0,0,0,0,3,0.000,2,0,0.759,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,42.6,22/08/2023 16:33:39,0,0
,Mixed / non conventional,10.00,12.50,11.00,11.50,10.49,1.2,91.12,14.853,13.340,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,26,23,24,0,0,0,0,3,0.000,14,0,1.073,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.39,42.6,22/08/2023 16:33:43,0,0
,Mixed / non conventional,10.00,13.50,11.50,12.00,7.54,0.031,-13.41,15.454,38.657,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,28,24,25,0,0,0,0,3,0.000,43,2,1.123,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,42.6,22/08/2023 16:33:46,0,0
,Mixed / non conventional,10.00,14.50,12.00,12.50,6.71,0.42,-50.77,16.662,78.038,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,30,25,26,0,0,0,0,3,0.000,84,7,1.082,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,43.1,22/08/2023 16:33:50,0,0
,Mixed / non conventional,10.00,15.50,12.50,13.00,7.97,0.19,91.50,14.923,88.278,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,32,26,27,0,0,0,0,3,0.000,90,8,1.019,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,42.6,22/08/2023 16:33:53,0,0
,Mixed / non conventional,10.00,16.50,13.00,13.50,8.62,0.31,272.36,14.335,109.672,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,34,27,28,0,0,0,0,3,0.000,116,13,1.053,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.57,42.6,22/08/2023 16:33:57,0,0
,Mixed / non conventional,10.00,17.00,13.00,14.00,8.87,0.026,34.68,15.527,65.989,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,35,27,29,0,0,0,0,3,0.000,74,5,1.114,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,42.6,22/08/2023 16:34:00,0,0
,Mixed / non conventional,10.00,18.00,13.50,14.50,9.83,0.061,-14.76,15.499,78.004,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,37,28,30,0,0,0,0,3,0.000,86,7,1.104,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.53,42.6,22/08/2023 16:34:03,0,0
,Mixed / non conventional,10.00,19.00,14.00,15.00,10.75,0.044,26.38,15.642,91.441,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,39,29,31,0,0,0,0,3,0.000,94,9,1.025,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,42.6,22/08/2023 16:34:07,0,0
,Mixed / non conventional,10.00,20.00,14.50,15.50,12.59,0.08,39.55,77.007,475.592,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,41,30,32,0,0,0,0,3,0.000,502,239,1.056,00.000000,00.000000,,23082201,1,0,10.97,0.0,12.55,42.6,22/08/2023 16:34:10,0,0
,Mixed / non conventional,10.00,21.00,15.00,16.00,13.05,0.031,31.52,15.562,112.386,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,43,31,33,0,0,0,0,3,0.000,116,13,1.036,00.000000,00.000000,,23082201,1,0,12.52,0.0,12.55,43.1,22/08/2023 16:34:13,0,0
,Mixed / non conventional,10.00,22.00,15.50,16.50,11.88,0.058,-8.31,15.645,147.954,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,45,32,34,0,0,0,0,3,0.000,161,24,1.087,00.000000,00.000000,,23082201,1,0,12.49,0.0,12.55,42.6,22/08/2023 16:34:17,0,0
,Mixed / non conventional,10.00,22.50,15.50,17.00,11.68,0.089,-50.71,15.346,105.908,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,46,32,35,0,0,0,0,3,0.000,111,12,1.045,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.55,42.6,22/08/2023 16:34:20,0,0
,Mixed / non conventional,10.00,23.50,16.00,17.50,12.40,0.033,-28.40,15.696,119.280,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,48,33,36,0,0,0,0,3,0.000,104,12,0.869,00.000000,00.000000,,23082201,1,0,12.61,0.0,12.55,43.1,22/08/2023 16:34:23,0,0
,Mixed / non conventional,10.00,24.50,16.50,18.00,13.00,0,35.59,15.521,130.071,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,50,34,37,0,0,0,0,3,0.000,113,15,0.869,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.57,42.6,22/08/2023 16:34:27,0,0
,Mixed / non conventional,10.00,25.50,17.00,18.50,13.86,0.027,-74.32,16.205,145.664,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,52,35,38,0,0,0,0,3,0.000,117,17,0.805,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,43.1,22/08/2023 16:34:30,0,0
,Mixed / non conventional,10.00,26.50,17.50,19.00,13.45,0.11,129.84,15.079,158.528,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,54,36,39,0,0,0,0,3,0.000,158,25,0.999,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,42.6,22/08/2023 16:34:34,0,0
,Mixed / non conventional,10.00,27.50,18.00,19.50,13.80,0,-103.82,16.147,186.274,500,1.6e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,56,37,40,0,0,0,0,3,0.000,184,34,0.987,00.000000,00.000000,,23082201,1,0,12.46,0.0,12.53,43.1,22/08/2023 16:34:37,0,0
,Mixed / non conventional,10.00,28.00,18.00,20.00,13.92,0.083,7.28,15.642,141.208,500,1.3e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,57,37,41,0,0,0,0,3,0.000,148,21,1.047,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,42.6,22/08/2023 16:34:40,0,0
,Mixed / non conventional,10.00,29.00,18.50,20.50,14.45,0.059,63.08,15.613,151.465,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,59,38,42,0,0,0,0,3,0.000,152,23,1.005,00.000000,00.000000,,23082201,1,0,12.55,0.0,12.55,42.6,22/08/2023 16:34:44,0,0
,Mixed / non conventional,10.50,12.00,11.00,11.50,22.81,0.076,68.02,14.825,2.042,500,3.1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,25,23,24,0,0,0,0,3,0.000,1,0,0.593,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,43.1,22/08/2023 16:34:47,0,0
,Mixed / non conventional,10.50,13.00,11.50,12.00,9.73,1.1,44.32,14.844,14.375,500,9.4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,27,24,25,0,0,0,0,3,0.000,13,0,0.874,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.39,43.1,22/08/2023 16:34:51,0,0
,Mixed / non conventional,10.50,14.00,12.00,12.50,6.92,0.088,-40.42,15.267,41.568,500,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,29,25,26,0,0,0,0,3,0.000,43,2,1.042,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,43.1,22/08/2023 16:34:54,0,0
,Mixed / non conventional,10.50,15.00,12.50,13.00,7.70,0.44,-36.81,16.211,66.175,500,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,31,26,27,0,0,0,0,3,0.000,56,4,0.853,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.57,43.1,22/08/2023 16:34:58,0,0
,Mixed / non conventional,10.50,16.00,13.00,13.50,7.91,0.26,232.81,15.003,89.338,500,47,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,33,27,28,0,0,0,0,3,0.000,69,6,0.776,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,43.1,22/08/2023 16:35:01,0,0
,Mixed / non conventional,10.50,17.00,13.50,14.00,8.38,0.34,57.48,14.227,111.966,500,66,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,35,28,29,0,0,0,0,3,0.000,98,11,0.873,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,43.6,22/08/2023 16:35:04,0,0
,Mixed / non conventional,10.50,17.50,13.50,14.50,9.01,0.026,-36.34,15.492,64.831,500,38,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,36,28,30,0,0,0,0,3,0.000,59,4,0.916,00.000000,00.000000,,23082201,1,0,12.72,0.0,12.55,43.1,22/08/2023 16:35:08,0,0
,Mixed / non conventional,10.50,18.50,14.00,15.00,9.86,0.068,48.82,15.438,77.443,500,49,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,38,29,31,0,0,0,0,3,0.000,74,6,0.959,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,43.1,22/08/2023 16:35:11,0,0
,Mixed / non conventional,10.50,19.50,14.50,15.50,11.72,0.033,34.21,15.505,83.153,500,63,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,40,30,32,0,0,0,0,3,0.000,69,6,0.835,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,43.1,22/08/2023 16:35:14,0,0
,Mixed / non conventional,10.50,20.50,15.00,16.00,12.31,0.027,51.81,15.508,97.989,500,78,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,42,31,33,0,0,0,0,3,0.000,74,7,0.757,00.000000,00.000000,,23082201,1,0,12.69,0.0,12.55,43.1,22/08/2023 16:35:18,0,0
,Mixed / non conventional,10.50,21.50,15.50,16.50,11.21,0.044,-19.78,15.677,131.806,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,44,32,34,0,0,0,0,3,0.000,116,15,0.878,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.57,43.1,22/08/2023 16:35:21,0,0
,Mixed / non conventional,10.50,22.50,16.00,17.00,11.07,0.031,3.80,15.597,158.229,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,46,33,35,0,0,0,0,3,0.000,131,21,0.826,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,43.1,22/08/2023 16:35:24,0,0
,Mixed / non conventional,10.50,23.00,16.00,17.50,11.81,0.083,-26.35,15.483,105.741,500,81,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,47,33,36,0,0,0,0,3,0.000,86,9,0.814,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.55,43.6,22/08/2023 16:35:28,0,0
,Mixed / non conventional,10.50,24.00,16.50,18.00,12.45,0.033,34.28,15.537,117.599,500,94,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,49,34,37,0,0,0,0,3,0.000,87,10,0.736,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.53,43.6,22/08/2023 16:35:31,0,0
,Mixed / non conventional,10.50,25.00,17.00,18.50,13.44,0.025,-12.14,15.572,126.169,500,1.1e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,51,35,38,0,0,0,0,3,0.000,81,10,0.639,00.000000,00.000000,,23082201,1,0,12.66,0.0,12.53,43.6,22/08/2023 16:35:34,0,0
,Mixed / non conventional,10.50,26.00,17.50,19.00,12.93,0.042,-79.36,16.011,154.309,500,1.2e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,53,36,39,0,0,0,0,3,0.000,98,15,0.634,00.000000,00.000000,,23082201,1,0,12.64,0.0,12.55,43.1,22/08/2023 16:35:38,0,0
,Mixed / non conventional,10.50,27.00,18.00,19.50,13.45,0.045,99.09,15.432,162.172,500,1.4e+02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22,55,37,40,0,0,0,0,3,0.000,152,25,0.939,00.000000,00.000000,,23082201,1,0,12.58,0.0,12.53,43.1,22/08/2023 16:35:41,0,0
