x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,geometry,p_ID
107763.97098477889,183306.32675039303,27.633759100000223,34539.53,42.49247805213359,21.507955804582664,56.981552882200646,37.65998514609366,60.25962838103261,52.42266692678291,1.4595010158156536,0.2742448930421658,2.803798357898017,0.0507258305677988,3.197980977328479,-4.446534052733868,POINT (553909.4825416066 5645489.694886872),11
107764.23841215766,183305.9072339721,27.64771309999998,34539.33,45.175477911585375,23.025977396685562,60.694022855511164,40.47856825649747,60.25962838103261,55.63479179846418,1.4495010158156536,0.2742448930421658,2.6437983578980173,0.0507258305677988,3.197980977328479,-4.866534052733868,POINT (553909.7575881262 5645489.280526833),12
107764.51709068971,183305.46837227698,27.65,34539.130000000005,47.70065424989295,24.129993100033126,63.478375335494064,42.87436390034071,61.34959892178743,59.38227081542563,1.4495010158156536,0.2642448930421658,2.593798357898017,0.0807258305677988,2.9979809773284787,-5.046534052733867,POINT (553910.0442376911 5645488.84703932),13
107764.51709068971,183305.46837227698,27.65,34539.130000000005,47.70065424989295,24.129993100033126,63.478375335494064,42.87436390034071,61.34959892178743,59.38227081542563,1.4495010158156536,0.2642448930421658,2.593798357898017,0.0807258305677988,2.9979809773284787,-5.046534052733867,POINT (553910.0442376911 5645488.84703932),14
107764.87305231168,183304.9037918877,27.65,34538.89,50.699301151633165,25.64801469213603,66.66049245547451,45.9748053217849,61.9806344980139,62.86207275974701,1.4595010158156536,0.2642448930421658,2.563798357898017,0.0707258305677988,3.367980977328479,-4.626534052733867,POINT (553910.4104550648 5645488.289325517),15
107765.12959874494,183304.49501278158,27.65,34538.69,54.80271270138297,28.684057876341832,68.11896280213222,50.48453829843099,61.9806344980139,66.07419763142825,1.4795010158156536,0.2642448930421658,2.6437983578980173,0.1007258305677988,3.367980977328479,-4.296534052733867,POINT (553910.6744276796 5645487.885496208),16
107765.41292058016,183304.04346188344,27.65,34538.490000000005,59.537418335709646,32.8241167638952,69.04708029545986,54.28962549747615,62.61167007424038,73.57184002350468,1.4695010158156536,0.2942448930421658,2.863798357898017,0.1507258305677988,3.3279809773284788,-4.246239788736908,POINT (553910.9659527548 5645487.439411765),17
107765.67082665159,183303.63368629944,27.65,34538.28999999999,63.3250959093036,36.68862460635453,71.43331761496711,57.529558376941964,62.61167007424038,73.57184002350468,1.4694949650584683,0.2942492078187437,2.924000067409929,0.1406874162336179,3.3279809773284788,-4.246239788736908,POINT (553911.2313027381 5645487.034611615),18
107765.96699445168,183303.16587681603,27.651401400000275,34538.09,69.48012448403838,39.44912313918661,75.54355222827519,63.44858290878996,62.49915757480735,77.58825280289798,1.4794949650584683,0.2842492078187437,2.9040289870650757,0.1106682875468071,3.238323797286467,-4.7060478912801305,POINT (553911.535967803 5645486.572514295),19
107766.19277237743,183302.80971747078,27.66793340000049,34537.91,76.26653589323996,42.899172212147754,79.78637505491581,70.49504068479948,61.81075512801483,80.53270060193914,1.4794949650584683,0.2742492078187437,2.9240289870650757,0.0906682875468071,3.3983237972864666,-5.16604789128013,POINT (553911.768214837 5645486.2207092745),20
107766.48581395714,183302.34818969574,27.695505400000176,34537.71000000001,79.10735927383595,45.79721343343511,82.30555110823364,75.42756112800615,61.12235268122232,82.94179425570009,1.4894949650584683,0.2642492078187437,2.9440289870650758,0.1206682875468071,3.448323797286467,-5.436047891280131,POINT (553912.0696391495 5645485.7648326885),21
107766.76638335422,183301.9084764449,27.72451739999977,34537.509999999995,80.36994744298974,47.72924091429335,82.96849217489624,77.96428592736959,60.835518328392105,85.21704937314098,1.4794949650584683,0.2742492078187437,2.934028987065075,0.1706682875468071,3.4983237972864667,-5.026047891280131,POINT (553912.3581943623 5645485.330529001),22
107767.06416151245,183301.44566545822,27.745369399999685,34537.31,82.41383867070331,49.258514760642846,83.23220627566418,80.07026374661659,61.00761894009023,87.49230449058186,1.4691989955266818,0.2842772892594153,2.894028987065075,0.1605423560136502,3.5783237972864668,-4.606047891280131,POINT (553912.6643765701 5645484.8734574085),23
107767.36390811711,183300.98534841463,27.75,34537.11,83.83226176013298,50.36580548183995,84.15668135867256,81.03532962251133,61.29676256197752,88.43502877287217,1.479125253095016,0.2742871602312176,2.9251467303694967,0.1101303857405647,3.619248663296216,-4.504911756345269,POINT (553912.9724801246 5645484.418914882),24
107767.59998844765,183300.62684391532,27.75,34536.92999999999,83.83226176013298,51.05644501347417,84.55444599867009,81.45811708907192,62.099898749902124,88.56886730919224,1.479125253095016,0.2742871602312176,3.0251467303694968,0.1301303857405647,3.559248663296216,-4.784911756345269,POINT (553913.2150676863 5645484.064956336),25
107767.91201840888,183300.15752729774,27.75,34536.73,83.20096767555609,50.918443050555716,84.95221063866767,80.61254215595076,63.476703643487156,89.50573706343259,1.469125253095016,0.2942871602312176,3.055146730369497,0.1901303857405647,3.459248663296216,-4.844911756345269,POINT (553913.535614723 5645483.601645865),26
107768.22717468099,183299.68701428734,27.75,34536.53,84.30573232356562,49.9524293101266,87.338798478653,80.1897546893902,64.79614166650614,90.57644535399302,1.469125253095016,0.2942871602312176,3.035146730369497,0.2001303857405647,3.629248663296216,-4.68491175634527,POINT (553913.8593085998 5645483.137197392),27
107768.49868384714,183299.28325760923,27.75,34536.33,85.09484992928674,48.84841360677904,89.9905627453034,80.04882553387002,66.17294656009116,91.11179949927323,1.469125253095016,0.2842871602312176,2.9651467303694967,0.1701303857405647,3.789248663296216,-4.864911756345269,POINT (553914.1381435147 5645482.738664545),28
107768.81592092064,183298.81211531255,27.751401400000272,34536.130000000005,82.88532063326764,46.9163861259208,91.97938594529116,78.63953397866811,67.89395267707245,92.18250778983364,1.469125253095016,0.2842871602312176,2.8851467303694966,0.1601303857405647,3.859248663296216,-5.174911756345269,POINT (553914.4639287699 5645482.273625572),29
107769.0897308946,183298.40676552244,27.76793340000048,34535.92999999999,80.83361485839274,43.88034294171499,93.7030327186139,76.38466749034505,69.5575919234877,93.78857022567428,1.469125253095016,0.2742871602312176,2.8551467303694964,0.1801303857405647,3.789248663296216,-5.174911756345269,POINT (553914.7450927746 5645481.873542953),30
107769.3654121994,183298.00019971747,27.79700159999939,34535.73,80.99143837953699,41.396307609182976,95.16150306527159,75.39816340170371,70.41809498197834,94.99311705255474,1.469125253095016,0.2742871602312176,2.8551467303694964,0.1901303857405647,3.739248663296216,-4.914911756345269,POINT (553915.0281496388 5645481.472279526),31
107769.68832580147,183297.5254898537,27.82583359999909,34535.53,82.72749711212339,41.25830564626453,96.35479698526429,76.24373833482487,71.04913055820481,95.26079412519485,1.469125253095016,0.2642871602312175,2.8351467303694964,0.1701303857405647,3.899248663296216,-4.764911756345269,POINT (553915.3596744896 5645481.003779727),32
