1465
1	1	4	2	3	6.90406995785348	0.07063642486312617
2	7	8	2	13	0.31793613989335556	0.006627819181901706
3	5	19	11	13	0.19476342976590869	0.0045472887914752794
4	1	23	11	13	0.0502810606439982	0.0016056085838357568
5	3	21	11	13	0.09838700382433599	0.002690049152980956
6	9	16	12	13	0.9453467547705798	0.0153175579819736
7	11	14	12	13	8.218862284386756	0.08076611920401197
8	7	18	12	13	0.2399074819945935	0.005337694515959727
9	23	28	2	49	0.00961081387784665	0.0004499572865049509
10	35	38	24	49	0.027571060682409616	0.0010116488202198503
11	17	75	43	49	0.006868416687401509	0.0003475407977711089
12	15	77	43	49	0.00592220743648028	0.00031011165176690354
13	13	79	43	49	0.005240173552701759	0.00028227180773105436
14	23	70	44	49	0.008661998638812306	0.0004154011236935747
15	21	72	44	49	0.0072146167653441215	0.00036093086302696085
16	19	74	44	49	0.00620907210454677	0.00032159618373383154
17	47	48	46	49	6.902536597684177	0.07062436416825164
18	35	60	46	49	0.020892172079124506	0.0008173663980041951
19	31	64	46	49	0.011034917304043823	0.0005003847087943807
20	33	62	46	49	0.014401533119040985	0.0006140499700189004
21	45	52	48	49	0.33233561410084983	0.006857398206541319
22	47	50	48	49	4.642377756471716	0.052061993775413144
23	43	54	48	49	0.06454481481351815	0.0019454386838512873
24	27	67	45	49	0.009002804937180454	0.0004279095276841236
25	25	69	45	49	0.006493350968281045	0.0003328567320192418
26	37	59	47	49	0.02081053426426492	0.0008149099107841656
27	39	57	47	49	0.03563005537988505	0.0012320880586037413
28	41	55	47	49	0.07782491176233071	0.002246390634703503
29	1	8	4	5	0.5374352331606218	0.009922895987651554
30	3	6	4	5	4.952913279132791	0.054719062920192435
31	32	38	4	66	0.006348447627964049	0.00032713154371779825
32	44	48	26	66	0.009979178029335997	0.00046315755960704924
33	56	58	48	66	0.03325785625891739	0.001168526538873291
34	40	87	61	66	0.008243124250768894	0.00039987019347916073
35	38	89	61	66	0.006957158549981693	0.00035098767133475415
36	36	91	61	66	0.005869674695557103	0.0003079947300061204
37	52	77	63	66	0.021385640257108263	0.0008321680288589308
38	50	79	63	66	0.014583177325891714	0.0006199953483042449
39	48	81	63	66	0.010718041548142402	0.0004893012800346617
40	64	67	65	66	6.3525046382189245	0.06625673455047344
41	60	71	65	66	0.07867217353613759	0.0022651679356861182
42	34	92	60	66	0.006734839455029889	0.0003423329489847061
43	32	94	60	66	0.0058767046558681315	0.0003082782707579198
44	30	96	60	66	0.005230324955341259	0.00028186387916140083
45	46	82	62	66	0.011390853896284744	0.0005127470166945154
46	44	84	62	66	0.009294522512188128	0.0004385294524748431
47	42	86	62	66	0.007762526822256995	0.00038182374636248467
48	58	72	64	66	0.06651436816159673	0.001990916692308056
49	56	74	64	66	0.033188084558445664	0.0011666414903794924
50	54	76	64	66	0.019855535185176323	0.0007860054247446198
51	15	18	4	29	0.040353716339650667	0.0013558341972452015
52	13	42	26	29	0.018895220645763332	0.0007566139119794884
53	27	28	26	29	3.6832793552930694	0.043576812905717556
54	15	40	26	29	0.026809831443613683	0.0009901068571184614
55	11	44	26	29	0.013585551885917667	0.0005871239469828761
56	27	30	28	29	6.210658082975679	0.06511641273181938
57	23	34	28	29	0.11848170047034622	0.003103201269378566
58	9	45	25	29	0.015807282059825702	0.0006596279923128332
59	5	49	25	29	0.00884648242103268	0.0004221859657864964
60	7	47	25	29	0.011565984700917973	0.0005187967333314939
61	19	37	27	29	0.0408568655335094	0.001368811665268542
62	21	35	27	29	0.09102629168781318	0.0025339517967261998
63	17	39	27	29	0.023326380729785875	0.000889636835509479
64	5	8	6	7	5.288729421696918	0.057549458264684474
65	1	12	6	7	0.24855352802218494	0.005484971169972354
66	3	10	6	7	0.83000627090301	0.013859476203859446
67	7	8	6	9	8.624797345575239	0.08381562623643002
68	5	12	8	9	0.7488776107749365	0.012805769776246373
69	7	10	8	9	5.601253918495297	0.060146388214738694
70	3	14	8	9	0.2306510131977122	0.005178652086374857
71	1	15	7	9	0.2805843906189927	0.006020670710453729
