    0.76258E+00   -0.24980E+01    0.74596E+01    0.87272E+00
    0.43571E+02   -0.28680E+01    0.75134E+00   -0.12416E+00
    0.29195E+02   -0.23045E+00    0.15185E+02    0.11814E+01
    0.14038E+02   -0.26185E+00    0.22702E+02    0.13561E+01
    0.52857E+02   -0.40983E+00    0.10330E+02    0.10141E+01
    0.33639E+02   -0.21022E+00    0.20085E+02    0.13029E+01
    0.69151E+01   -0.37620E+01    0.21425E+01    0.33091E+00
    0.28896E+02   -0.45243E+01    0.10699E+01    0.29328E-01
    0.42885E+02   -0.28831E+01    0.73969E+00   -0.13095E+00
    0.43365E+02   -0.26711E+01    0.74969E+00   -0.12512E+00
    0.61473E+00   -0.56064E+00    0.21770E+02    0.13379E+01
    0.22003E+02   -0.27523E+01    0.11591E+01    0.64137E-01
    0.35791E+02   -0.24862E+00    0.15639E+02    0.11942E+01
    0.13966E+02   -0.19257E+00    0.25377E+02    0.14044E+01
    0.49696E+02   -0.29594E+01    0.85406E+00   -0.68509E-01
    0.14433E+02   -0.29900E+01    0.12085E+01    0.82235E-01
    0.33714E+02   -0.28071E+00    0.17253E+02    0.12369E+01
    0.23118E+01   -0.41064E+01    0.42749E+01    0.63093E+00
    0.40273E+02   -0.30721E+01    0.79738E+00   -0.98335E-01
    0.23769E+02   -0.25364E+00    0.20864E+02    0.13194E+01
    0.55155E+02   -0.55848E+00    0.72610E+01    0.86099E+00
    0.27857E+02   -0.22129E+00    0.20078E+02    0.13027E+01
    0.55902E+01   -0.68525E-01    0.36191E+02    0.15586E+01
    0.48221E+02   -0.14880E+01    0.11291E+01    0.52744E-01
    0.24190E+02   -0.24769E+01    0.11256E+01    0.51403E-01
    0.50427E+02   -0.29310E+01    0.92668E+00   -0.33070E-01
    0.47395E+02   -0.10941E+01    0.18196E+01    0.25997E+00
    0.17573E+02   -0.29922E+00    0.22601E+02    0.13541E+01
    0.41893E+02   -0.28627E+00    0.17854E+02    0.12517E+01
    0.20418E+02   -0.33132E+00    0.19424E+02    0.12883E+01
    0.82501E+01   -0.15410E+01    0.43223E+01    0.63571E+00
    0.48399E+02   -0.15028E+01    0.11258E+01    0.51475E-01
    0.10472E+02   -0.21561E+00    0.23111E+02    0.13638E+01
    0.47180E+02   -0.27238E+01    0.75293E+00   -0.12324E+00
    0.25264E+02   -0.11590E+01    0.33060E+01    0.51930E+00
    0.33917E+02   -0.29509E+00    0.16180E+02    0.12090E+01
    0.71971E+01   -0.11365E+01    0.79045E+01    0.89788E+00
    0.56066E+02   -0.29834E+01    0.15639E+01    0.19421E+00
    0.91972E+01   -0.10986E+01    0.62168E+01    0.79357E+00
    0.52832E+02   -0.53553E+00    0.75659E+01    0.87886E+00
    0.55182E+02   -0.43174E+00    0.10499E+02    0.10212E+01
    0.24046E+02   -0.44420E+01    0.10175E+01    0.75138E-02
    0.49876E+02   -0.27506E+01    0.87854E+00   -0.56238E-01
    0.15424E+02   -0.12103E+01    0.36592E+01    0.56338E+00
    0.44050E+02   -0.20271E+00    0.20508E+02    0.13119E+01
    0.57549E+02   -0.55632E+00    0.11079E+02    0.10445E+01
    0.53464E+02   -0.24683E+00    0.13079E+02    0.11166E+01
    0.29612E+02   -0.49974E+00    0.10107E+02    0.10046E+01
    0.41853E+02   -0.10503E+01    0.21361E+01    0.32962E+00
    0.20896E+02   -0.26071E+00    0.20074E+02    0.13026E+01
    0.16282E+02   -0.26459E+00    0.20126E+02    0.13037E+01
    0.23040E+02   -0.18325E+00    0.28361E+02    0.14527E+01
    0.51568E+02   -0.48229E+00    0.90876E+01    0.95845E+00
    0.20513E+02   -0.40614E+00    0.15653E+02    0.11946E+01
    0.14710E+02   -0.25672E+00    0.19248E+02    0.12844E+01
    0.55568E+02   -0.16598E+00    0.17433E+02    0.12414E+01
    0.40399E+02   -0.37274E+01    0.82378E+00   -0.84190E-01
    0.11946E+02   -0.20336E+00    0.22581E+02    0.13537E+01
    0.14492E+02   -0.12226E+01    0.39141E+01    0.59263E+00
    0.57549E+02   -0.42616E+00    0.14746E+02    0.11687E+01
    0.40503E+02   -0.33218E+01    0.79373E+00   -0.10033E+00
    0.11584E+02   -0.25969E+00    0.19148E+02    0.12821E+01
    0.32217E+02   -0.41798E+01    0.10437E+01    0.18559E-01
    0.73428E+01   -0.11704E+01    0.74027E+01    0.86939E+00
    0.41726E+02   -0.11442E+01    0.17210E+01    0.23578E+00
    0.10565E+02   -0.25648E+00    0.19979E+02    0.13006E+01
    0.84275E+01   -0.14466E+01    0.46208E+01    0.66471E+00
    0.23267E+02   -0.11457E+01    0.29893E+01    0.47557E+00
    0.38063E+02   -0.30233E+01    0.89667E+00   -0.47369E-01
    0.39901E+02   -0.42465E+00    0.13405E+02    0.11273E+01
    0.48158E+02   -0.44082E+01    0.86758E+00   -0.61688E-01
    0.18688E+01   -0.23890E+00    0.18527E+02    0.12678E+01
