    0.76258E+00   -0.24980E+01    0.75095E+01    0.87561E+00
    0.43571E+02   -0.28680E+01    0.76565E+00   -0.11597E+00
    0.29195E+02   -0.23045E+00    0.15225E+02    0.11826E+01
    0.14038E+02   -0.26185E+00    0.23241E+02    0.13663E+01
    0.52857E+02   -0.40983E+00    0.91359E+01    0.96075E+00
    0.33639E+02   -0.21022E+00    0.20129E+02    0.13038E+01
    0.69151E+01   -0.37620E+01    0.21487E+01    0.33218E+00
    0.28896E+02   -0.45243E+01    0.10496E+01    0.21044E-01
    0.42885E+02   -0.28831E+01    0.74328E+00   -0.12885E+00
    0.43365E+02   -0.26711E+01    0.77573E+00   -0.11029E+00
    0.61473E+00   -0.56064E+00    0.23383E+02    0.13689E+01
    0.22003E+02   -0.27523E+01    0.10592E+01    0.24994E-01
    0.35791E+02   -0.24862E+00    0.15264E+02    0.11837E+01
    0.13966E+02   -0.19257E+00    0.25981E+02    0.14146E+01
    0.49696E+02   -0.29594E+01    0.81040E+00   -0.91302E-01
    0.14433E+02   -0.29900E+01    0.12274E+01    0.88981E-01
    0.33714E+02   -0.28071E+00    0.17280E+02    0.12376E+01
    0.23118E+01   -0.41064E+01    0.42432E+01    0.62769E+00
    0.40273E+02   -0.30721E+01    0.77399E+00   -0.11126E+00
    0.23769E+02   -0.25364E+00    0.20689E+02    0.13157E+01
    0.55155E+02   -0.55848E+00    0.71438E+01    0.85393E+00
    0.27857E+02   -0.22129E+00    0.20346E+02    0.13085E+01
    0.55902E+01   -0.68525E-01    0.36026E+02    0.15566E+01
    0.48221E+02   -0.14880E+01    0.11185E+01    0.48632E-01
    0.24190E+02   -0.24769E+01    0.11642E+01    0.66035E-01
    0.50427E+02   -0.29310E+01    0.88626E+00   -0.52439E-01
    0.47395E+02   -0.10941E+01    0.19013E+01    0.27905E+00
    0.17573E+02   -0.29922E+00    0.20107E+02    0.13033E+01
    0.41893E+02   -0.28627E+00    0.20103E+02    0.13033E+01
    0.20418E+02   -0.33132E+00    0.18917E+02    0.12768E+01
    0.82501E+01   -0.15410E+01    0.44023E+01    0.64368E+00
    0.48399E+02   -0.15028E+01    0.11052E+01    0.43459E-01
    0.10472E+02   -0.21561E+00    0.20193E+02    0.13052E+01
    0.47180E+02   -0.27238E+01    0.74237E+00   -0.12938E+00
    0.25264E+02   -0.11590E+01    0.34544E+01    0.53837E+00
    0.33917E+02   -0.29509E+00    0.16182E+02    0.12090E+01
    0.71971E+01   -0.11365E+01    0.80849E+01    0.90767E+00
    0.56066E+02   -0.29834E+01    0.16457E+01    0.21636E+00
    0.91972E+01   -0.10986E+01    0.62350E+01    0.79484E+00
    0.52832E+02   -0.53553E+00    0.70639E+01    0.84905E+00
    0.55182E+02   -0.43174E+00    0.10287E+02    0.10123E+01
    0.24046E+02   -0.44420E+01    0.98170E+00   -0.80209E-02
    0.49876E+02   -0.27506E+01    0.83479E+00   -0.78424E-01
    0.15424E+02   -0.12103E+01    0.38594E+01    0.58652E+00
    0.44050E+02   -0.20271E+00    0.17425E+02    0.12412E+01
    0.57549E+02   -0.55632E+00    0.11307E+02    0.10533E+01
    0.53464E+02   -0.24683E+00    0.92870E+01    0.96787E+00
    0.29612E+02   -0.49974E+00    0.10131E+02    0.10057E+01
    0.41853E+02   -0.10503E+01    0.25212E+01    0.40161E+00
    0.20896E+02   -0.26071E+00    0.19772E+02    0.12961E+01
    0.16282E+02   -0.26459E+00    0.18535E+02    0.12680E+01
    0.23040E+02   -0.18325E+00    0.28275E+02    0.14514E+01
    0.51568E+02   -0.48229E+00    0.90647E+01    0.95735E+00
    0.20513E+02   -0.40614E+00    0.15010E+02    0.11764E+01
