DATE,GPS_TIME,GPS_FIX,WGS84_LON,WGS84_LAT,WGS84_ALT,WGS84_HAE,SPEED_KPH,STATION_ID,REMARK,AUX_X0,AUX_X1,AUX_X2,AUX_X3,AUX_X4,AUX_X5,AUX_X6,AUX_X7,AUX_X8,AUX_X9,AUX_X10,AUX_X11,AUX_X12
20230823,115515.11,,,,,,,,,$PDLM1,130013,+186.9,+2.51,+73.1,-0.08,,,,,,,
20230823,115515.13,,,,,,,,,$PDLM2,130013,+215.4,+7.69,+134.2,+0.69,,,,,,,
20230823,115515.14,,,,,,,,,$PDLM4,130013,+198.3,+35.75,+210.3,+12.68,,,,,,,
20230823,115515.32,,,,,,,,,$PDLM1,130013,+187.2,+2.50,+73.0,-0.08,,,,,,,
20230823,115515.33,,,,,,,,,$PDLM2,130013,+215.5,+7.71,+134.1,+0.67,,,,,,,
20230823,115515.34,,,,,,,,,$PDLM4,130013,+198.1,+35.79,+210.0,+12.70,,,,,,,
20230823,115515.35,,,,,,,,,$PDLMA,+12.41,+39.2,-2.2,-0.8,,,,,,,,
20230823,115515.51,,,,,,,,,$PDLM1,130013,+187.0,+2.50,+72.9,-0.08,,,,,,,
20230823,115515.53,,,,,,,,,$PDLM2,130013,+215.7,+7.71,+134.0,+0.67,,,,,,,
20230823,115515.54,,,,,,,,,$PDLM4,130013,+198.4,+35.72,+209.7,+12.79,,,,,,,
20230823,115515.72,,,,,,,,,$PDLM1,130013,+186.8,+2.50,+72.9,-0.08,,,,,,,
20230823,115515.73,,,,,,,,,$PDLM2,130013,+215.9,+7.70,+134.3,+0.67,,,,,,,
20230823,115515.74,,,,,,,,,$PDLM4,130013,+198.5,+35.75,+209.8,+12.74,,,,,,,
20230823,115515.91,,,,,,,,,$PDLM1,130014,+187.2,+2.50,+73.1,-0.08,,,,,,,
20230823,115515.93,,,,,,,,,$PDLM2,130014,+215.8,+7.70,+134.4,+0.68,,,,,,,
20230823,115515.95,,,,,,,,,$PDLM4,130014,+198.4,+35.75,+210.3,+12.65,,,,,,,
20230823,115516.11,,,,,,,,,$PDLM1,130014,+187.3,+2.50,+73.1,-0.08,,,,,,,
20230823,115516.13,,,,,,,,,$PDLM2,130014,+215.6,+7.70,+134.6,+0.69,,,,,,,
20230823,115516.15,,,,,,,,,$PDLM4,130014,+198.4,+35.73,+210.2,+12.72,,,,,,,
20230823,115516.31,,,,,,,,,$PDLM1,130014,+187.2,+2.50,+73.1,-0.08,,,,,,,
20230823,115516.33,,,,,,,,,$PDLM2,130014,+215.7,+7.70,+134.6,+0.72,,,,,,,
20230823,115516.35,,,,,,,,,$PDLM4,130014,+198.4,+35.77,+210.2,+12.75,,,,,,,
20230823,115516.51,,,,,,,,,$PDLM1,130014,+187.0,+2.50,+73.1,-0.08,,,,,,,
20230823,115516.54,,,,,,,,,$PDLM2,130014,+215.5,+7.71,+134.4,+0.74,,,,,,,
20230823,115516.56,,,,,,,,,$PDLM4,130014,+198.5,+35.71,+210.4,+12.75,,,,,,,
20230823,115516.71,,,,,,,,,$PDLM1,130014,+187.1,+2.50,+73.0,-0.08,,,,,,,
20230823,115516.74,,,,,,,,,$PDLM2,130014,+215.5,+7.68,+134.2,+0.71,,,,,,,
20230823,115516.77,,,,,,,,,$PDLM4,130014,+198.7,+35.67,+210.5,+12.76,,,,,,,
20230823,115516.91,,,,,,,,,$PDLM1,130015,+187.5,+2.50,+73.2,-0.08,,,,,,,
20230823,115516.94,,,,,,,,,$PDLM2,130015,+215.4,+7.68,+134.3,+0.69,,,,,,,
20230823,115516.97,,,,,,,,,$PDLM4,130015,+198.7,+35.74,+210.5,+12.70,,,,,,,
20230823,115517,42606,2.8156953,51.1395647,2.1,46.6,0,1599,gps,,,,,,,,,,,,,
20230823,115517.11,,,,,,,,,$PDLM1,130015,+187.4,+2.51,+73.3,-0.08,,,,,,,
20230823,115517.13,,,,,,,,,$PDLM2,130015,+215.4,+7.69,+134.1,+0.69,,,,,,,
20230823,115517.17,,,,,,,,,$PDLM4,130015,+198.5,+35.79,+210.5,+12.64,,,,,,,
20230823,115517.31,,,,,,,,,$PDLM1,130015,+187.2,+2.51,+73.1,-0.08,,,,,,,
