x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.8972,183306.3371,27.5189976,42159.27,34.54527446679279,22.20355126324762,46.03931472300278,29.834252172498218,64.06892537181604,45.833793179131334,0.98,1.01,1.01,0.34,1.41,-2.85,11.0
107764.0323,183306.1285,27.5318496,42159.17,35.40720293917431,23.42794557705947,48.308770806269834,31.088882499288633,66.07541582465528,47.425523458210534,0.98,1.01,1.01,0.32,1.42,-2.99,12.0
107764.3457,183305.6431,27.5563384,42158.97,38.57066430770127,25.876819061673555,54.310339785379654,34.351259279948465,71.02339621541378,50.80912349791504,0.98,1.01,1.01,0.32,1.43,-3.1,13.0
107764.6566,183305.1606,27.5810024,42158.77,42.89195994725417,26.693135346222384,57.21695151945722,37.865133418582914,75.6335402387807,56.186353867320406,0.97,1.01,1.01,0.34,1.42,-3.02,14.0
107764.9495,183304.7066,27.6074264,42158.57,48.66648056233154,29.95852596505548,63.88255317173423,43.388076377539285,79.1554231316422,63.162819037430154,0.97,1.01,1.03,0.37,1.44,-2.82,15.0
107765.2262,183304.2798,27.6308104,42158.37,55.32428871743163,37.714631855517,68.27293373534364,50.67044554705116,80.82910588652551,66.35430778893983,0.97,1.01,1.03,0.36,1.45,-2.8,16.0
107765.5199,183303.8306,27.6463544,42158.17,60.256458875996934,42.613806134477755,73.9358225203885,55.44296150510172,85.6835800618098,70.94454196023659,0.98,1.01,1.02,0.32,1.47,-2.93,17.0
107765.665,183303.6102,27.6481,42158.07,62.580649405748176,43.43037883926714,77.30099217959965,57.201517632359234,88.68514549384977,74.3391947180988,0.98,1.01,1.01,0.31,1.46,-3.02,18.0
107765.9775,183303.1391,27.65,42157.86,68.10848277504932,44.65526126447833,85.53202004165597,62.47802756398867,94.15274498131323,83.9326761419102,0.98,1.01,1.02,0.3,1.49,-3.2,19.0
107766.2798,183302.6873,27.65,42157.67,71.89690929671438,49.55507113913829,91.04118857185905,69.51533525489735,97.18425900232396,94.54018889614376,0.98,1.01,1.02,0.33,1.48,-3.05,20.0
107766.5826,183302.2372,27.65,42157.47,75.10634679855357,53.6385880562773,93.58963202553964,73.5376588055006,97.18425900232396,97.34474971857435,0.97,1.02,1.02,0.36,1.46,-2.92,21.0
107766.9205,183301.737,27.65,42157.26,78.027015984499,56.088847257578806,96.78021700580085,77.05779069342773,99.27452686126963,100.15038688637894,0.97,1.01,1.02,0.33,1.45,-2.89,22.0
107767.0703,183301.5159,27.65,42157.16,79.19607202120366,56.905625146462086,98.05800192995987,77.05779069342773,100.60727465401307,101.55360905319395,0.97,1.01,1.02,0.33,1.44,-2.96,23.0
107767.4281,183300.9884,27.6553312,42156.94,81.24299182767079,58.539218136818945,100.40288982006967,80.32698457476815,101.17906421223307,102.9571002540602,0.98,1.01,1.02,0.33,1.44,-3.07,24.0
107767.7068,183300.5785,27.6768192,42156.74,82.12065761985929,60.17286072307081,100.6162072559181,80.57848095914454,103.66105034791916,101.35313227131665,0.98,1.01,1.02,0.32,1.47,-3.03,25.0
107768.029,183300.1056,27.7059872,42156.54,82.70590541136973,59.76444542842666,101.46971876518009,79.5725125035188,107.30088505805206,101.75409132583096,0.98,1.01,1.03,0.32,1.48,-3.11,26.0
107768.3297,183299.665,27.7320666,42156.34,82.70590541136973,58.1308152386125,103.17789935083479,78.31511599767806,109.79968241282567,101.95457908833293,0.98,1.01,1.04,0.3,1.52,-3.14,27.0
107768.5048,183299.4087,27.7423126,42156.24,82.12065761985929,58.1308152386125,103.39153006386512,78.06364524038004,111.14799800780635,101.55360905319395,0.98,1.01,1.03,0.3,1.53,-3.18,28.0
107768.9068,183298.8208,27.75,42155.97,78.3192379669064,55.27208177729701,99.76308315609879,75.29765492346081,113.27074019337367,100.35083072328676,0.98,1.01,1.03,0.32,1.52,-3.15,29.0
107769.0577,183298.6003,27.75,42155.86,76.56632763225788,53.230222386475404,100.1895966685964,72.53200946101575,116.36697659975681,99.54908831874404,0.98,1.01,1.03,0.31,1.5,-3.14,30.0
107769.3743,183298.1381,27.75,42155.66,75.10634679855357,50.37174966468707,101.04291470224176,69.26396428445511,118.50153754632225,100.95219518188722,0.98,1.01,1.04,0.32,1.52,-3.08,31.0
107769.6467,183297.741,27.75,42155.46,78.3192379669064,51.188440622716406,101.04291470224176,71.0236210051785,116.17316362415902,100.75173487194094,0.97,1.01,1.04,0.35,1.52,-2.98,32.0
107769.9654,183297.2773,27.75,42155.26,79.48840585550903,57.72241544059279,99.54986275169003,76.30342969530665,111.34077465835166,98.34663944046072,0.98,1.01,1.04,0.36,1.52,-2.9,33.0
107770.2848,183296.8136,27.7503136,42155.06,78.3192379669064,60.58127911602703,96.14165576882495,77.5607122696433,109.4148100287527,97.7454891344468,0.98,1.01,1.05,0.35,1.5,-2.89,34.0
107770.5726,183296.3966,27.7601376,42154.86,76.8584089316882,56.088847257578806,97.63197562576886,74.2919257520831,109.22243410990247,98.54703385940026,0.98,1.01,1.03,0.34,1.54,-2.99,35.0
107770.8661,183295.9717,27.7778712,42154.66,77.73482200256697,54.45532870911426,98.69722460272631,74.2919257520831,109.79968241282567,100.95219518188722,0.97,1.01,1.03,0.35,1.54,-2.98,36.0
107771.0316,183295.7324,27.7900192,42154.56,77.44265608818436,56.088847257578806,98.91034764845848,75.04621835554703,108.83780282859311,100.95219518188722,0.98,1.01,1.04,0.35,1.53,-2.98,37.0
107771.2925,183295.355,27.8163552,42154.37,77.15051839495852,57.314018742864754,96.99311988648124,75.54909434195692,108.0690221744172,99.74951568454162,0.98,1.01,1.04,0.32,1.52,-2.98,38.0
107771.614,183294.8899,27.8425443,42154.17,75.9822501036213,55.68046296622879,95.71607138991605,74.54335376944522,107.30088505805206,98.94783917100212,0.98,1.01,1.03,0.32,1.52,-3.07,39.0
107771.9338,183294.4267,27.8669125,42153.97,74.81443608098496,54.046956830674944,94.6525422188081,72.53200946101575,108.0690221744172,95.14107559717634,0.98,1.01,1.04,0.34,1.5,-2.98,40.0
107772.2507,183293.9672,27.8929625,42153.77,71.31375137508992,51.59679076281884,93.1646418334997,68.25850894678553,110.56990805180044,92.93806603007307,0.98,1.01,1.04,0.33,1.49,-3.02,41.0
107772.5471,183293.5366,27.9074264,42153.57,68.39972288338497,47.51342923979793,89.9804024624108,63.98583350406252,111.14799800780635,91.3362947039271,0.98,1.01,1.04,0.32,1.53,-3.13,42.0
107772.8104,183293.1531,27.9297875,42153.37,66.65273023973847,45.471865120718164,89.556264378005,61.9754484560061,111.7264482001319,90.53554088123417,0.98,1.01,1.03,0.32,1.52,-3.16,43.0
107773.1021,183292.7268,27.9463544,42153.17,66.65273023973847,44.65526126447833,89.76832081685932,61.22160124020975,111.53359141530086,90.33536615888478,0.98,1.01,1.02,0.35,1.5,-3.09,44.0
107773.4071,183292.2794,27.95,42152.96,67.23494134144984,43.83866986596001,89.34423322741434,61.22160124020975,108.2611569170368,90.93590680706615,0.98,1.01,1.04,0.36,1.5,-2.89,45.0
107773.5618,183292.0519,27.95,42152.86,67.52609192246325,44.65526126447833,88.920246992079,62.226736580050705,106.72520530986779,91.13609800864319,0.98,1.01,1.04,0.35,1.51,-2.86,46.0
107773.984,183291.4287,27.95,42152.58,68.10848277504932,49.963408847830884,87.86072494153903,65.74507047185908,103.85225662261837,87.73359473053779,0.98,1.01,1.03,0.32,1.52,-3.01,47.0
107774.1271,183291.2168,27.95,42152.48,67.81727246274028,49.55507113913829,86.8018391416563,64.99109462727137,103.46988460235417,85.73286396957995,0.98,1.01,1.03,0.32,1.52,-3.06,48.0
