x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.8972,183306.3371,27.5189976,42159.27,28.19202105614258,11.50087162257904,41.754537315144546,21.246801782145774,56.78350931027852,38.592783723152365,0.98,1.01,1.01,0.34,1.41,-2.85,11.0
107764.0323,183306.1285,27.5318496,42159.17,28.887369216159456,12.134935575661576,43.76309040791834,22.139659651820693,58.46046245575552,39.928578026696826,0.98,1.01,1.01,0.32,1.42,-2.99,12.0
107764.3457,183305.6431,27.5563384,42158.97,31.436979136221353,13.403063481826646,49.05836674341289,24.461090112975477,62.57662017647175,42.76714092172878,0.98,1.01,1.01,0.32,1.43,-3.1,13.0
107764.6566,183305.1606,27.5810024,42158.77,34.91371993630577,13.825772783881664,51.614707043306794,26.96109214806524,66.38787732528309,47.275446696191324,0.97,1.01,1.01,0.34,1.42,-3.02,14.0
107764.9495,183304.7066,27.6074264,42158.57,39.54937433641831,15.51660999210176,57.457770585921466,30.88966677463487,69.28443275837971,53.11954677419831,0.97,1.01,1.03,0.37,1.44,-2.82,15.0
107765.2262,183304.2798,27.6308104,42158.37,44.88037689654773,19.532348361624475,61.29228103576234,36.06824241874939,70.6564853319518,55.79113538128722,0.97,1.01,1.03,0.36,1.45,-2.8,16.0
107765.5199,183303.8306,27.6463544,42158.17,48.820683136643396,22.06860417395461,66.22236589984347,39.46110232351407,74.62019276671559,59.631544003977524,0.98,1.01,1.02,0.32,1.47,-2.93,17.0
107765.665,183303.6102,27.6481,42158.07,50.674944896688416,22.491313476009633,69.14389767115081,40.71110334105895,77.05939734195483,62.470106899009494,0.98,1.01,1.01,0.31,1.46,-3.02,18.0
107765.9775,183303.1391,27.65,42157.86,55.07881657679533,23.12537742909217,76.26513136371243,44.461106393693605,81.480455634576,70.48487272027621,0.98,1.01,1.02,0.3,1.49,-3.2,19.0
107766.2798,183302.6873,27.65,42157.67,58.09199193686848,25.6616332414223,81.01262049208685,49.46111046387313,83.91966020981525,79.33450998125822,0.98,1.01,1.02,0.33,1.48,-3.05,20.0
107766.5826,183302.2372,27.65,42157.47,60.64160185693039,27.775179751697415,83.20376932056735,52.31825564683286,83.91966020981525,81.67215001246102,0.97,1.02,1.02,0.36,1.46,-2.92,21.0
107766.9205,183301.737,27.65,42157.26,62.959429056986664,29.043307657862492,85.94270535616795,54.818257681922624,85.59661335529225,84.0097900436638,0.97,1.01,1.02,0.33,1.45,-2.89,22.0
107767.0703,183301.5159,27.65,42157.16,63.88655993700917,29.46601695991751,87.03827977040822,54.818257681922624,86.66376535695943,85.1786100592652,0.97,1.01,1.02,0.33,1.44,-2.96,23.0
107767.4281,183300.9884,27.6553312,42156.94,65.50903897704856,30.311435564027555,89.046832863182,57.139688143077414,87.1211162148168,86.34743007486661,0.98,1.01,1.02,0.33,1.44,-3.07,24.0
107767.7068,183300.5785,27.6768192,42156.74,66.20438713706544,31.156854168137606,89.22942859888872,57.3182597170124,89.10296993219868,85.01163577132216,0.98,1.01,1.02,0.32,1.47,-3.03,25.0
107768.029,183300.1056,27.7059872,42156.54,66.6679525770767,30.945499517110086,89.95981154171554,56.603973421272464,91.99952536529531,85.34558434720827,0.98,1.01,1.03,0.32,1.48,-3.11,26.0
107768.3297,183299.665,27.7320666,42156.34,66.6679525770767,30.10008091300005,91.42057742736921,55.71111555159754,93.9813790826772,85.51255863515132,0.98,1.01,1.04,0.3,1.52,-3.14,27.0
107768.5048,183299.4087,27.7423126,42156.24,66.20438713706544,30.10008091300005,91.60317316307592,55.53254397766256,95.04853108434438,85.1786100592652,0.98,1.01,1.03,0.3,1.53,-3.18,28.0
107768.9068,183298.8208,27.75,42155.97,63.19121177699229,28.620598355807466,88.4990456560619,53.56825666437775,96.72548422982135,84.17676433160688,0.98,1.01,1.03,0.32,1.52,-3.15,29.0
107769.0577,183298.6003,27.75,42155.86,61.80051545695852,27.56382510066991,88.86423712747532,51.603969351092935,99.16468880506059,83.50886717983464,0.98,1.01,1.03,0.31,1.5,-3.14,30.0
107769.3743,183298.1381,27.75,42155.66,60.64160185693039,26.084342543477327,89.59462007030211,49.28253888993816,100.84164195053759,84.67768719543604,0.98,1.01,1.04,0.32,1.52,-3.08,31.0
107769.6467,183297.741,27.75,42155.46,63.19121177699229,26.507051845532352,89.59462007030211,50.532539907483034,99.01223851910817,84.51071290749299,0.97,1.01,1.04,0.35,1.52,-2.98,32.0
107769.9654,183297.2773,27.75,42155.26,64.1183426570148,29.88872626197253,88.31644992035518,54.28254296011769,95.20098137029683,82.5070214521763,0.98,1.01,1.04,0.36,1.52,-2.9,33.0
107770.2848,183296.8136,27.7503136,42155.06,63.19121177699229,31.368208819165112,85.39491814904784,55.1754008297926,93.67647851077228,82.00609858834714,0.98,1.01,1.05,0.35,1.5,-2.89,34.0
107770.5726,183296.3966,27.7601376,42154.86,62.03229817696415,29.043307657862492,86.6730882989948,52.853970368637825,93.52402822481983,82.67399574011935,0.98,1.01,1.03,0.34,1.54,-2.99,35.0
107770.8661,183295.9717,27.7778712,42154.66,62.727646336981024,28.19788905375244,87.58606697752833,52.853970368637825,93.9813790826772,84.67768719543604,0.97,1.01,1.03,0.35,1.54,-2.98,36.0
107771.0316,183295.7324,27.7900192,42154.56,62.4958636169754,29.043307657862492,87.76866271323505,53.38968509044276,93.21912765291492,84.67768719543604,0.98,1.01,1.04,0.35,1.53,-2.98,37.0
107771.2925,183295.355,27.8163552,42154.37,62.26408089696977,29.677371610945023,86.12530109187469,53.74682823831274,92.6093265091051,83.6758414677777,0.98,1.01,1.04,0.32,1.52,-2.98,38.0
107771.614,183294.8899,27.8425443,42154.17,61.336950016947256,28.831953006834972,85.02972667763441,53.0325419425728,91.99952536529531,83.00794431600546,0.98,1.01,1.03,0.32,1.52,-3.07,39.0
107771.9338,183294.4267,27.8669125,42153.97,60.40981913692475,27.986534402724935,84.11674799910088,51.603969351092935,92.6093265091051,79.83543284508738,0.98,1.01,1.04,0.34,1.5,-2.98,40.0
107772.2507,183293.9672,27.8929625,42153.77,57.62842649685723,26.718406496559858,82.83857784915395,48.56825259419821,94.59118022648698,77.99871567771376,0.98,1.01,1.04,0.33,1.49,-3.02,41.0
107772.5471,183293.5366,27.9074264,42153.57,55.31059929680096,24.604859986284744,80.09964181355332,45.532535837303506,95.04853108434438,76.66292137416931,0.98,1.01,1.04,0.32,1.53,-3.13,42.0
107772.8104,183293.1531,27.9297875,42153.37,53.919902976767204,23.54808673114719,79.7344503421399,44.10396324582363,95.50588194220174,75.99502422239708,0.98,1.01,1.03,0.32,1.52,-3.16,43.0
107773.1021,183292.7268,27.9463544,42153.17,53.919902976767204,23.12537742909217,79.91704607784658,43.568248524018685,95.35343165624926,75.82804993445403,0.98,1.01,1.02,0.35,1.5,-3.09,44.0
107773.4071,183292.2794,27.95,42152.96,54.38346841677844,22.702668127037146,79.55185460643315,43.568248524018685,92.76177679505756,76.3289727982832,0.98,1.01,1.04,0.36,1.5,-2.89,45.0
107773.5618,183292.0519,27.95,42152.86,54.61525113678408,23.12537742909217,79.18666313501976,44.28253481975862,91.54217450743792,76.49594708622625,0.98,1.01,1.04,0.35,1.51,-2.86,46.0
107773.984,183291.4287,27.95,42152.58,55.07881657679533,25.87298789244982,78.27368445648622,46.78253685484838,89.25542021815113,73.65738419119428,0.98,1.01,1.03,0.32,1.52,-3.01,47.0
107774.1271,183291.2168,27.95,42152.48,54.84703385678971,25.6616332414223,77.36070577795269,46.24682213304343,88.95051964624622,71.98764131176372,0.98,1.01,1.03,0.32,1.52,-3.06,48.0
107774.4549,183290.7302,27.95,42152.28,54.84703385678971,24.182150684229725,76.81291857083254,44.461106393693605,90.77992307767565,69.98394985644704,0.98,1.01,1.03,0.33,1.52,-3.0,49.0
107774.8051,183290.2086,27.95,42152.07,53.919902976767204,23.759441382174703,78.45628019219293,43.568248524018685,93.82892879672474,71.3197441599915,0.97,1.01,1.04,0.32,1.52,-2.99,50.0
