x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,109.58410676068902,70.93033545989063,158.64167749180643,103.31947590051223,235.54535700802973,147.3005484313954,1.96,0.12,6.41,0.41,26.9,0.68,11.0
41668.31481,204315.4004,0.7204512,53970.75,109.58410676068902,70.93033545989063,158.64167749180643,103.31947590051223,235.54535700802973,147.3005484313954,1.96,0.12,6.41,0.41,26.9,0.68,12.0
41668.44947,204314.7587,0.692525,53970.95,115.22799221093386,76.36997540991591,166.1223513559229,111.31848054946526,238.58357246762742,159.0522033999785,1.99,0.19,6.38,0.45,27.16,1.34,13.0
41668.57399,204314.1439,0.6645152,53971.14,119.64838976099266,88.34187591807871,171.7666528585659,116.71808396908735,244.50110898456856,172.29013202322818,1.97,0.25,6.33,0.34,27.62,2.49,14.0
41668.70589,204313.4887,0.6504672,53971.34,124.78807824673065,97.0527576599558,180.3736040559929,126.22356169404539,251.83987820290164,184.65504820981104,1.94,0.25,6.35,0.38,28.03,2.57,15.0
41668.70589,204313.4887,0.6504672,53971.34,124.78807824673065,97.0527576599558,180.3736040559929,126.22356169404539,251.83987820290164,184.65504820981104,1.94,0.25,6.35,0.38,28.03,2.57,16.0
41668.84943,204312.794,0.65,53971.55,135.10549639681747,100.86483775917712,191.13787005235184,138.54297969012873,262.04125195002825,195.97152786333268,1.98,0.2,6.55,0.57,28.55,2.63,17.0
41668.98012,204312.1909,0.65,53971.75,143.68161018621012,100.32021506741431,204.47065277299407,145.4583075920631,275.53395426298397,207.02558251345863,1.99,0.19,6.8,0.69,29.27,3.74,18.0
41669.12606,204311.5522,0.65,53971.94,150.13556239437048,98.68642662545803,215.81567880296387,146.39330662018236,292.1174592238371,217.97418508911963,2.0,0.18,6.92,0.65,29.88,4.19,19.0
41669.12606,204311.5522,0.65,53971.94,150.13556239437048,98.68642662545803,215.81567880296387,146.39330662018236,292.1174592238371,217.97418508911963,2.0,0.18,6.92,0.65,29.88,4.19,20.0
41669.28864,204310.8778,0.65,53972.15,154.98814158014278,98.41414016626052,224.75352689266813,148.63778541130043,310.33459760958897,225.73555693496328,2.01,0.13,6.95,0.62,30.56,4.05,21.0
41669.46967,204310.1615,0.643925,53972.36,159.67069725653823,101.95412294953204,231.22922776219795,151.4443390923481,326.38852996544887,227.19386371604742,2.02,0.16,7.0,0.74,31.35,4.46,22.0
41669.46967,204310.1615,0.643925,53972.36,159.67069725653823,101.95412294953204,231.22922776219795,151.4443390923481,326.38852996544887,227.19386371604742,2.02,0.16,7.0,0.74,31.35,4.46,23.0
