x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP,p_ID
41668.31481,204315.4004,0.7204512,53970.75,98.28589443750238,50.81238781171261,134.50368940468186,87.24808069723103,152.69558122977247,132.9122695700048,1.96,0.12,6.41,0.41,26.9,0.68,11.0
41668.31481,204315.4004,0.7204512,53970.75,98.28589443750238,50.81238781171261,134.50368940468186,87.24808069723103,152.69558122977247,132.9122695700048,1.96,0.12,6.41,0.41,26.9,0.68,12.0
41668.44947,204314.7587,0.692525,53970.95,103.1239151697896,54.79127458769251,140.09488586879715,94.04126950100913,154.00314231435843,142.9899655264999,1.99,0.19,6.38,0.45,27.16,1.34,13.0
41668.57399,204314.1439,0.6645152,53971.14,106.90361886688899,63.54482549484828,144.28828321688363,98.62272241518505,156.5248672632027,154.27698499777443,1.97,0.25,6.33,0.34,27.62,2.49,14.0
41668.70589,204313.4887,0.6504672,53971.34,111.28807515552433,69.91104433641613,150.64191556246917,106.67976029873586,159.60697553401243,164.7577887925293,1.94,0.25,6.35,0.38,28.03,2.57,15.0
41668.70589,204313.4887,0.6504672,53971.34,111.28807515552433,69.91104433641613,150.64191556246917,106.67976029873586,159.60697553401243,164.7577887925293,1.94,0.25,6.35,0.38,28.03,2.57,16.0
41668.84943,204312.794,0.65,53971.55,120.05698773279494,72.69626507960204,158.5204196709952,117.10651520686037,163.80985044875297,174.29800763134472,1.98,0.2,6.55,0.57,28.55,2.63,17.0
41668.98012,204312.1909,0.65,53971.75,127.31401883122578,72.29837640200407,168.17794083628525,122.95181720080899,169.22688922775183,183.56948791132018,1.99,0.19,6.8,0.69,29.27,3.74,18.0
41669.12606,204311.5522,0.65,53971.94,132.7567921550489,71.1047103692101,176.31059023863475,123.74172287566691,175.67129743035397,192.70659891187574,2.0,0.18,6.92,0.65,29.88,4.19,19.0
41669.12606,204311.5522,0.65,53971.94,132.7567921550489,71.1047103692101,176.31059023863475,123.74172287566691,175.67129743035397,192.70659891187574,2.0,0.18,6.92,0.65,29.88,4.19,20.0
41669.28864,204310.8778,0.65,53972.15,136.83887214791628,70.9057660304111,182.66422258422028,125.6374964953259,182.48929451426636,199.15632432403262,2.01,0.13,6.95,0.62,30.56,4.05,21.0
41669.46967,204310.1615,0.643925,53972.36,140.76976399289967,73.49204243479802,187.23883787304186,128.00721351989966,188.27992217457552,200.365647838812,2.02,0.16,7.0,0.74,31.35,4.46,22.0
41669.46967,204310.1615,0.643925,53972.36,140.76976399289967,73.49204243479802,187.23883787304186,128.00721351989966,188.27992217457552,200.365647838812,2.02,0.16,7.0,0.74,31.35,4.46,23.0
41669.65117,204309.472,0.621825,53972.55,143.49115065481124,75.282541483989,189.65321816436438,127.69125124995651,192.0158109876782,199.5594321622924,2.03,0.22,7.21,0.78,32.09,4.98,24.0
41669.81435,204308.8737,0.592525,53972.76,145.003032133651,74.28781978999402,191.43223522112834,126.74336444012701,193.4167692925917,199.69380144171234,2.06,0.19,7.41,0.7,32.53,5.44,25.0
41670.00186,204308.2093,0.565625,53972.96,146.36372546460674,73.29309809599904,192.95710698406884,127.69125124995651,193.60356373324686,200.23127855939208,2.1,0.16,7.33,0.72,32.93,5.55,26.0
41670.00186,204308.2093,0.565625,53972.96,146.36372546460674,73.29309809599904,192.95710698406884,127.69125124995651,193.60356373324686,200.23127855939208,2.1,0.16,7.33,0.72,32.93,5.55,27.0
41670.15453,204307.6858,0.550725,53973.13,146.8172899082587,72.09943206320507,192.95710698406884,129.5870248696155,193.32337207226416,200.76875567707182,2.11,0.19,7.33,0.74,33.31,5.27,28.0
41670.3466,204307.0499,0.5553312,53973.33,147.72441879556254,72.09943206320507,195.62563256921476,130.8508739493882,193.2299748519366,202.38118703011102,2.1,0.2,7.35,0.76,33.74,5.99,29.0
41670.52277,204306.4886,0.5553312,53973.53,148.0267950913305,71.50259904680807,196.64221374450847,131.16683621933134,193.79035817390198,205.60604973618948,2.07,0.2,7.33,0.74,34.16,6.82,30.0
41670.73131,204305.8502,0.5768192,53973.73,148.32917138709846,72.09943206320507,197.40464962597872,132.11472302916084,196.40548034307386,208.96528172168783,2.08,0.15,7.32,0.71,34.5,6.24,31.0
41670.73131,204305.8502,0.5768192,53973.73,148.32917138709846,72.09943206320507,197.40464962597872,132.11472302916084,196.40548034307386,208.96528172168783,2.08,0.15,7.32,0.71,34.5,6.24,32.0
41670.91631,204305.3064,0.607475,53973.93,148.7827358307504,72.89520941840104,199.94610256421294,132.27270416413245,201.16873857977978,210.84645163356691,2.08,0.14,7.4,0.75,34.96,6.2,33.0
41671.12674,204304.7098,0.634375,53974.15,149.08511212651834,71.1047103692101,203.63120932465256,128.95510032972916,206.30558569779598,211.38392875124666,2.07,0.19,7.48,0.76,35.51,6.91,34.0
41671.35487,204304.085,0.6489632,53974.35,149.68986471805425,66.7279349156322,205.66437167523992,124.05768514561007,210.78865227351918,211.38392875124666,2.08,0.18,7.53,0.68,36.03,7.1,35.0
41671.59446,204303.4493,0.643925,53974.56,148.17798323921448,63.3458811560493,206.17266226288677,121.6879681210363,214.4311438662943,210.84645163356691,2.1,0.15,7.53,0.68,36.45,6.95,36.0
41671.59446,204303.4493,0.643925,53974.56,148.17798323921448,63.3458811560493,206.17266226288677,121.6879681210363,214.4311438662943,210.84645163356691,2.1,0.15,7.53,0.68,36.45,6.95,37.0
41671.80629,204302.9022,0.6204512,53974.76,148.6315476828664,64.53954718884326,206.80802549744533,122.79383606583741,216.2056910525181,208.69654316284797,2.1,0.15,7.56,0.7,36.84,6.47,38.0
41672.04435,204302.3028,0.592525,53974.96,152.26006323208182,66.33004623803421,208.5870425542093,125.16355309041117,215.73870495088025,207.48721964806856,2.09,0.17,7.64,0.72,37.2,5.7,39.0
41672.25241,204301.7912,0.5645152,53975.14,153.92313285880556,65.53426888283823,208.5870425542093,126.26942103521225,213.8707605443289,206.94974253038882,2.1,0.2,7.64,0.76,37.36,5.35,40.0
41672.50386,204301.1875,0.5504672,53975.34,152.56243952784982,64.53954718884326,210.74727755170835,126.42740217018383,211.44243281581217,207.89032748632837,2.13,0.21,7.83,0.75,37.33,5.8,41.0
41672.71463,204300.6931,0.55,53975.53,152.26006323208182,64.73849152764225,210.74727755170835,127.84923238492809,209.48109118893328,210.57771307472706,2.14,0.2,7.83,0.74,37.29,6.48,42.0
41672.71463,204300.6931,0.55,53975.53,152.26006323208182,64.73849152764225,210.74727755170835,127.84923238492809,209.48109118893328,210.57771307472706,2.14,0.2,7.83,0.74,37.29,6.48,43.0
41672.97563,204300.0954,0.55,53975.74,153.0160039715017,65.33532454403925,209.60362372950294,131.00885508435977,207.70654400270948,213.66820650138555,2.13,0.17,7.9,0.77,37.28,7.0,44.0
41673.24592,204299.4919,0.55,53975.94,153.92313285880556,66.9268792544312,211.1284954924435,133.8525155138483,206.02539403681325,217.16180776630384,2.13,0.15,7.87,0.79,37.43,6.99,45.0
41673.52098,204298.892,0.55,53976.16,155.88857878129727,67.72265660962718,211.63678608009036,136.22223253842205,206.30558569779598,221.19288614890186,2.12,0.16,7.89,0.89,37.5,7.17,46.0
41673.52098,204298.892,0.55,53976.16,155.88857878129727,67.72265660962718,211.63678608009036,136.22223253842205,206.30558569779598,221.19288614890186,2.12,0.16,7.89,0.89,37.5,7.17,47.0
41673.78986,204298.3172,0.55,53976.36,155.7373906334133,67.52371227082818,211.63678608009036,135.90627026847886,208.82731064664029,225.08959525208,2.13,0.19,7.95,0.9,37.77,7.49,48.0
41674.09147,204297.6848,0.55,53976.57,154.67907359822544,68.91632264242115,213.03458519611917,134.8004023236778,213.0301855613808,227.64261156105877,2.15,0.17,8.02,0.82,38.1,7.45,49.0
