Z,Resistivity(ohm.m),easting,northing,ID
-4.9,4.341165,41665.091,204320.014,1.0
-4.7,4.517483333333334,41665.091,204320.014,1.0
-4.6,4.59515,41665.091,204320.014,1.0
-4.5,4.7643233333333335,41665.091,204320.014,1.0
-4.4,4.83406,41665.091,204320.014,1.0
-4.3,5.029635,41665.091,204320.014,1.0
-4.2,5.136604999999999,41665.091,204320.014,1.0
-4.1,5.269765,41665.091,204320.014,1.0
-4.0,5.49811,41665.091,204320.014,1.0
-3.9,5.545635,41665.091,204320.014,1.0
-3.8,5.80217,41665.091,204320.014,1.0
-3.7,5.8793524999999995,41665.091,204320.014,1.0
-3.6,6.137485,41665.091,204320.014,1.0
-3.5,6.286486666666666,41665.091,204320.014,1.0
-3.4,6.4729,41665.091,204320.014,1.0
-3.3,6.753253333333333,41665.091,204320.014,1.0
-3.2,6.930903333333333,41665.091,204320.014,1.0
-3.1,7.268173333333333,41665.091,204320.014,1.0
-3.0,7.47542,41665.091,204320.014,1.0
-2.9,7.8704625,41665.091,204320.014,1.0
-2.8,7.984655,41665.091,204320.014,1.0
-2.7,8.353315,41665.091,204320.014,1.0
-2.6,8.66106,41665.091,204320.014,1.0
-2.5,8.9017775,41665.091,204320.014,1.0
-2.4,9.3301675,41665.091,204320.014,1.0
-2.3,9.666756666666666,41665.091,204320.014,1.0
-2.2,10.08455,41665.091,204320.014,1.0
-2.1,10.643616666666667,41665.091,204320.014,1.0
-2.0,10.995193333333333,41665.091,204320.014,1.0
-1.9,11.542382,41665.091,204320.014,1.0
-1.8,12.292522857142858,41665.091,204320.014,1.0
-1.7,12.81314,41665.091,204320.014,1.0
-1.6,13.251246,41665.091,204320.014,1.0
-1.5,13.7239275,41665.091,204320.014,1.0
-1.4,14.35794,41665.091,204320.014,1.0
-1.3,15.087148571428571,41665.091,204320.014,1.0
-1.2,15.665984,41665.091,204320.014,1.0
-1.1,16.32871,41665.091,204320.014,1.0
-1.0,16.601528333333334,41665.091,204320.014,1.0
-0.9,17.118228333333334,41665.091,204320.014,1.0
-0.8,17.683642857142857,41665.091,204320.014,1.0
-0.7,18.1975775,41665.091,204320.014,1.0
-0.6,18.578095,41665.091,204320.014,1.0
-0.5,18.8914425,41665.091,204320.014,1.0
-0.4,19.07636888888889,41665.091,204320.014,1.0
-0.3,19.279128888888888,41665.091,204320.014,1.0
-0.2,19.470444444444446,41665.091,204320.014,1.0
-0.1,19.875534166666668,41665.091,204320.014,1.0
-0.0,19.960661428571427,41665.091,204320.014,1.0
-4.9,4.26686375,41665.283,204319.552,2.0
-4.8,4.33009,41665.283,204319.552,2.0
-4.7,4.458586666666666,41665.283,204319.552,2.0
-4.6,4.55716,41665.283,204319.552,2.0
-4.5,4.690576666666666,41665.283,204319.552,2.0
-4.4,4.775314,41665.283,204319.552,2.0
-4.3,4.97558,41665.283,204319.552,2.0
-4.2,5.0328539999999995,41665.283,204319.552,2.0
-4.1,5.21587,41665.283,204319.552,2.0
-4.0,5.317015,41665.283,204319.552,2.0
-3.9,5.486553333333333,41665.283,204319.552,2.0
-3.8,5.5998825,41665.283,204319.552,2.0
-3.7,5.802135714285714,41665.283,204319.552,2.0
-3.6,5.956418,41665.283,204319.552,2.0
-3.5,6.217104285714286,41665.283,204319.552,2.0
-3.4,6.40721,41665.283,204319.552,2.0
-3.3,6.625841428571428,41665.283,204319.552,2.0
-3.2,6.84863,41665.283,204319.552,2.0
-3.1,7.078148571428572,41665.283,204319.552,2.0
-3.0,7.4147050000000005,41665.283,204319.552,2.0
-2.9,7.669521428571429,41665.283,204319.552,2.0
-2.8,7.92324875,41665.283,204319.552,2.0
-2.7,8.276309999999999,41665.283,204319.552,2.0
-2.6,8.536325,41665.283,204319.552,2.0
