Z,Resistivity(ohm.m),easting,northing,ID
-4.3,22.683120000000002,107761.108,183310.609,1.0
-4.2,22.549515,107761.108,183310.609,1.0
-4.1,22.48542666666667,107761.108,183310.609,1.0
-4.0,22.41955,107761.108,183310.609,1.0
-3.9,22.273915,107761.108,183310.609,1.0
-3.8,22.193676666666665,107761.108,183310.609,1.0
-3.7,22.03813,107761.108,183310.609,1.0
-3.6,21.964225,107761.108,183310.609,1.0
-3.5,21.802435000000003,107761.108,183310.609,1.0
-3.4,21.715033333333334,107761.108,183310.609,1.0
-3.3,21.518624,107761.108,183310.609,1.0
-3.2,21.01146,107761.108,183310.609,1.0
-3.1,21.3073925,107761.108,183310.609,1.0
-3.0,21.034493333333334,107761.108,183310.609,1.0
-2.9,20.951825,107761.108,183310.609,1.0
-2.8,20.782764999999998,107761.108,183310.609,1.0
-2.7,20.6951,107761.108,183310.609,1.0
-2.6,20.71417333333333,107761.108,183310.609,1.0
-2.5,20.799026666666666,107761.108,183310.609,1.0
-2.4,20.32988333333333,107761.108,183310.609,1.0
-2.3,20.494703333333334,107761.108,183310.609,1.0
-2.2,20.73232,107761.108,183310.609,1.0
-2.1,20.3571125,107761.108,183310.609,1.0
-2.0,20.101010000000002,107761.108,183310.609,1.0
-1.9,21.224345,107761.108,183310.609,1.0
-1.8,20.616864,107761.108,183310.609,1.0
-1.7,22.0134175,107761.108,183310.609,1.0
-1.6,21.5302225,107761.108,183310.609,1.0
-1.5,21.7334425,107761.108,183310.609,1.0
-1.4,22.916135,107761.108,183310.609,1.0
-1.3,23.097140000000003,107761.108,183310.609,1.0
-1.2,23.497422,107761.108,183310.609,1.0
-1.1,24.88531714285714,107761.108,183310.609,1.0
-1.0,26.37220375,107761.108,183310.609,1.0
-0.9,27.456163333333336,107761.108,183310.609,1.0
-0.8,29.50144375,107761.108,183310.609,1.0
-0.7,31.219035,107761.108,183310.609,1.0
-0.6,33.02421571428572,107761.108,183310.609,1.0
-0.5,35.297571250000004,107761.108,183310.609,1.0
-0.4,37.913123999999996,107761.108,183310.609,1.0
-0.3,39.634351428571435,107761.108,183310.609,1.0
-0.2,41.06831727272727,107761.108,183310.609,1.0
-0.1,40.719131250000004,107761.108,183310.609,1.0
-0.0,40.829831999999996,107761.108,183310.609,1.0
-4.3,22.550645,107761.387,183310.199,2.0
-4.2,22.388135,107761.387,183310.199,2.0
-4.1,22.283734000000003,107761.387,183310.199,2.0
-4.0,22.077842,107761.387,183310.199,2.0
-3.9,21.855788,107761.387,183310.199,2.0
-3.8,21.891342,107761.387,183310.199,2.0
-3.7,21.682592,107761.387,183310.199,2.0
-3.6,21.385442,107761.387,183310.199,2.0
-3.5,21.142776,107761.387,183310.199,2.0
-3.4,21.252654,107761.387,183310.199,2.0
-3.3,20.846074,107761.387,183310.199,2.0
-3.2,20.115099999999998,107761.387,183310.199,2.0
-3.1,20.601095,107761.387,183310.199,2.0
-3.0,20.370454000000002,107761.387,183310.199,2.0
-2.9,19.918608,107761.387,183310.199,2.0
-2.8,19.67778,107761.387,183310.199,2.0
-2.7,19.936064,107761.387,183310.199,2.0
-2.6,19.684985454545455,107761.387,183310.199,2.0
-2.5,19.477065,107761.387,183310.199,2.0
-2.4,19.413352,107761.387,183310.199,2.0
-2.3,19.261022727272728,107761.387,183310.199,2.0
-2.2,18.848594,107761.387,183310.199,2.0
-2.1,19.421131666666664,107761.387,183310.199,2.0
-2.0,18.386433,107761.387,183310.199,2.0
-1.9,19.644612857142857,107761.387,183310.199,2.0
-1.8,18.788184545454545,107761.387,183310.199,2.0
-1.7,19.84817333333333,107761.387,183310.199,2.0
-1.6,19.216002727272727,107761.387,183310.199,2.0
-1.5,19.552037272727272,107761.387,183310.199,2.0
