Z,Resistivity(ohm.m),easting,northing,ID
-4.2,22.74742,107761.108,183310.609,1.0
-4.1,22.632939999999998,107761.108,183310.609,1.0
-3.9,22.38476,107761.108,183310.609,1.0
-3.8,22.25216,107761.108,183310.609,1.0
-3.7,21.9597,107761.108,183310.609,1.0
-3.6,21.62447,107761.108,183310.609,1.0
-3.5,21.97693,107761.108,183310.609,1.0
-3.3,21.33038,107761.108,183310.609,1.0
-3.2,21.0896,107761.108,183310.609,1.0
-3.0,20.88688,107761.108,183310.609,1.0
-2.8,20.681535,107761.108,183310.609,1.0
-2.7,20.5092,107761.108,183310.609,1.0
-2.6,20.38523,107761.108,183310.609,1.0
-2.5,19.19252,107761.108,183310.609,1.0
-2.4,19.789315000000002,107761.108,183310.609,1.0
-2.3,21.118940000000002,107761.108,183310.609,1.0
-2.2,19.92285,107761.108,183310.609,1.0
-2.1,22.09117,107761.108,183310.609,1.0
-2.0,20.08925,107761.108,183310.609,1.0
-1.9,20.40029,107761.108,183310.609,1.0
-1.8,21.99168,107761.108,183310.609,1.0
-1.7,19.62284,107761.108,183310.609,1.0
-1.6,21.500574999999998,107761.108,183310.609,1.0
-1.5,23.41999,107761.108,183310.609,1.0
-1.4,21.26808,107761.108,183310.609,1.0
-1.3,23.308754999999998,107761.108,183310.609,1.0
-1.2,24.438155000000002,107761.108,183310.609,1.0
-1.1,25.733445,107761.108,183310.609,1.0
-1.0,28.16443,107761.108,183310.609,1.0
-0.9,25.81383,107761.108,183310.609,1.0
-0.8,28.90706,107761.108,183310.609,1.0
-0.7,30.32257,107761.108,183310.609,1.0
-0.6,32.837455,107761.108,183310.609,1.0
-0.5,34.93148333333334,107761.108,183310.609,1.0
-0.4,37.45787333333333,107761.108,183310.609,1.0
-0.3,39.12112,107761.108,183310.609,1.0
-0.2,41.14087,107761.108,183310.609,1.0
-0.1,42.121896666666665,107761.108,183310.609,1.0
-0.0,40.529239999999994,107761.108,183310.609,1.0
-4.2,22.57125666666667,107761.387,183310.199,2.0
-4.1,22.498693333333335,107761.387,183310.199,2.0
-3.9,22.15442,107761.387,183310.199,2.0
-3.8,21.823196666666664,107761.387,183310.199,2.0
-3.7,21.9597,107761.387,183310.199,2.0
-3.6,21.00227333333333,107761.387,183310.199,2.0
-3.5,21.264713333333333,107761.387,183310.199,2.0
-3.3,20.54437,107761.387,183310.199,2.0
-3.2,21.0896,107761.387,183310.199,2.0
-3.1,19.88445,107761.387,183310.199,2.0
-3.0,19.85273,107761.387,183310.199,2.0
-2.8,19.527145,107761.387,183310.199,2.0
-2.7,19.234212499999998,107761.387,183310.199,2.0
-2.6,20.38523,107761.387,183310.199,2.0
-2.5,18.128443333333333,107761.387,183310.199,2.0
-2.4,18.5452975,107761.387,183310.199,2.0
-2.3,19.796305,107761.387,183310.199,2.0
-2.2,18.66977,107761.387,183310.199,2.0
-2.1,18.658896666666667,107761.387,183310.199,2.0
-2.0,18.503965,107761.387,183310.199,2.0
-1.9,19.433363333333332,107761.387,183310.199,2.0
-1.8,19.206345,107761.387,183310.199,2.0
-1.7,17.994333333333334,107761.387,183310.199,2.0
-1.6,19.465865,107761.387,183310.199,2.0
-1.5,23.41999,107761.387,183310.199,2.0
-1.4,19.368105,107761.387,183310.199,2.0
-1.3,20.9067675,107761.387,183310.199,2.0
-1.2,21.689294,107761.387,183310.199,2.0
-1.1,22.961192,107761.387,183310.199,2.0
-1.0,23.8472825,107761.387,183310.199,2.0
-0.9,24.7384175,107761.387,183310.199,2.0
-0.8,27.311134,107761.387,183310.199,2.0
-0.7,29.579462,107761.387,183310.199,2.0
-0.6,32.18420999999999,107761.387,183310.199,2.0
-0.5,35.105338,107761.387,183310.199,2.0
-0.4,38.397508,107761.387,183310.199,2.0
-0.3,40.790735000000005,107761.387,183310.199,2.0
-0.2,44.21210416666667,107761.387,183310.199,2.0
-0.1,46.696284999999996,107761.387,183310.199,2.0
-0.0,45.930344999999996,107761.387,183310.199,2.0
-4.2,22.450176666666668,107761.668,183309.785,3.0
-4.1,22.136773333333334,107761.668,183309.785,3.0
-4.0,21.56377,107761.668,183309.785,3.0
-3.9,21.394005,107761.668,183309.785,3.0
-3.8,21.608714999999997,107761.668,183309.785,3.0
-3.7,20.708415000000002,107761.668,183309.785,3.0
-3.6,20.691175,107761.668,183309.785,3.0
-3.5,20.531623333333332,107761.668,183309.785,3.0
-3.4,19.557945,107761.668,183309.785,3.0
-3.3,19.75836,107761.668,183309.785,3.0
-3.2,18.220565,107761.668,183309.785,3.0
-3.1,18.897283333333334,107761.668,183309.785,3.0
-3.0,18.818579999999997,107761.668,183309.785,3.0
-2.9,16.908720000000002,107761.668,183309.785,3.0
-2.8,17.903746666666667,107761.668,183309.785,3.0
-2.7,17.959225,107761.668,183309.785,3.0
-2.6,15.739785000000001,107761.668,183309.785,3.0
-2.5,16.4276675,107761.668,183309.785,3.0
-2.4,17.30128,107761.668,183309.785,3.0
-2.3,16.6461525,107761.668,183309.785,3.0
-2.2,15.058206666666665,107761.668,183309.785,3.0
-2.1,15.593187499999999,107761.668,183309.785,3.0
