Z,Resistivity(ohm.m),easting,northing,ID
-4.9,4.06022,41665.091,204320.014,1.0
-4.8,4.1578,41665.091,204320.014,1.0
-4.6,4.379775,41665.091,204320.014,1.0
-4.5,4.49304,41665.091,204320.014,1.0
-4.3,4.8387,41665.091,204320.014,1.0
-4.2,4.865855,41665.091,204320.014,1.0
-4.0,5.24799,41665.091,204320.014,1.0
-3.9,5.396335,41665.091,204320.014,1.0
-3.8,5.62132,41665.091,204320.014,1.0
-3.7,5.82814,41665.091,204320.014,1.0
-3.6,5.91037,41665.091,204320.014,1.0
-3.5,6.30864,41665.091,204320.014,1.0
-3.4,6.52097,41665.091,204320.014,1.0
-3.2,7.01436,41665.091,204320.014,1.0
-3.1,7.25878,41665.091,204320.014,1.0
-2.9,7.809593333333333,41665.091,204320.014,1.0
-2.8,8.11821,41665.091,204320.014,1.0
-2.7,8.644445000000001,41665.091,204320.014,1.0
-2.6,8.96913,41665.091,204320.014,1.0
-2.4,9.79953,41665.091,204320.014,1.0
-2.3,10.09153,41665.091,204320.014,1.0
-2.2,10.818045000000001,41665.091,204320.014,1.0
-2.1,11.348195,41665.091,204320.014,1.0
-2.0,12.01063,41665.091,204320.014,1.0
-1.9,12.35121,41665.091,204320.014,1.0
-1.7,13.377826666666666,41665.091,204320.014,1.0
-1.6,13.62776,41665.091,204320.014,1.0
-1.5,14.521025,41665.091,204320.014,1.0
-1.4,14.854585,41665.091,204320.014,1.0
-1.3,15.92037,41665.091,204320.014,1.0
-1.2,16.12075,41665.091,204320.014,1.0
-1.1,17.086685,41665.091,204320.014,1.0
-1.0,17.283105,41665.091,204320.014,1.0
-0.9,17.97459,41665.091,204320.014,1.0
-0.8,18.095646666666667,41665.091,204320.014,1.0
-0.7,18.97646,41665.091,204320.014,1.0
-0.6,18.316143333333333,41665.091,204320.014,1.0
-0.5,19.0192275,41665.091,204320.014,1.0
-0.4,19.109636666666667,41665.091,204320.014,1.0
-0.3,19.187649999999998,41665.091,204320.014,1.0
-0.2,19.916338333333332,41665.091,204320.014,1.0
-0.1,21.694846666666667,41665.091,204320.014,1.0
-0.0,21.68834,41665.091,204320.014,1.0
-4.9,3.8986666666666667,41665.283,204319.552,2.0
-4.8,4.074636666666667,41665.283,204319.552,2.0
-4.6,4.287733333333333,41665.283,204319.552,2.0
-4.5,4.303566666666666,41665.283,204319.552,2.0
-4.3,4.6370525,41665.283,204319.552,2.0
-4.2,4.76261,41665.283,204319.552,2.0
-4.1,4.81674,41665.283,204319.552,2.0
-4.0,5.049605,41665.283,204319.552,2.0
-3.9,5.396335,41665.283,204319.552,2.0
-3.8,5.380463333333334,41665.283,204319.552,2.0
-3.7,5.644030000000001,41665.283,204319.552,2.0
-3.6,5.91037,41665.283,204319.552,2.0
-3.5,6.0502199999999995,41665.283,204319.552,2.0
-3.4,6.38754,41665.283,204319.552,2.0
-3.3,6.55547,41665.283,204319.552,2.0
-3.2,6.859999999999999,41665.283,204319.552,2.0
-3.1,7.10857,41665.283,204319.552,2.0
-3.0,7.335025,41665.283,204319.552,2.0
-2.9,7.768428,41665.283,204319.552,2.0
-2.8,8.11821,41665.283,204319.552,2.0
-2.7,8.473725,41665.283,204319.552,2.0
-2.6,8.798593333333335,41665.283,204319.552,2.0
-2.5,9.39217,41665.283,204319.552,2.0
-2.4,9.7228625,41665.283,204319.552,2.0
-2.3,10.191245,41665.283,204319.552,2.0
-2.2,10.802814000000001,41665.283,204319.552,2.0
-2.1,11.348195,41665.283,204319.552,2.0
-2.0,11.9009825,41665.283,204319.552,2.0
-1.9,12.328436,41665.283,204319.552,2.0
-1.8,13.160373333333332,41665.283,204319.552,2.0
-1.7,13.479884000000002,41665.283,204319.552,2.0
-1.6,14.262956666666668,41665.283,204319.552,2.0
-1.5,14.821508,41665.283,204319.552,2.0
-1.4,15.233053333333332,41665.283,204319.552,2.0
-1.3,16.098403333333334,41665.283,204319.552,2.0
-1.2,16.918903333333333,41665.283,204319.552,2.0
-1.1,17.42615,41665.283,204319.552,2.0
-1.0,17.9529,41665.283,204319.552,2.0
-0.9,18.572364,41665.283,204319.552,2.0
-0.8,18.954385,41665.283,204319.552,2.0
-0.7,19.524154,41665.283,204319.552,2.0
-0.6,19.620865,41665.283,204319.552,2.0
-0.5,19.87044,41665.283,204319.552,2.0
-0.4,21.77922125,41665.283,204319.552,2.0
-0.3,23.256926,41665.283,204319.552,2.0
-0.2,22.9924175,41665.283,204319.552,2.0
-0.1,27.595835714285716,41665.283,204319.552,2.0
-0.0,23.975436000000002,41665.283,204319.552,2.0
-4.9,3.729233333333333,41665.475,204319.091,3.0
-4.8,3.7308833333333333,41665.475,204319.091,3.0
-4.6,3.9275866666666666,41665.475,204319.091,3.0
-4.5,4.11782,41665.475,204319.091,3.0
-4.4,4.14433,41665.475,204319.091,3.0
-4.3,4.34626,41665.475,204319.091,3.0
-4.2,4.55612,41665.475,204319.091,3.0
-4.1,4.600943333333333,41665.475,204319.091,3.0
-4.0,4.8925350000000005,41665.475,204319.091,3.0
-3.8,5.08427,41665.475,204319.091,3.0
-3.7,5.423453333333334,41665.475,204319.091,3.0
-3.6,5.364045,41665.475,204319.091,3.0
-3.5,5.7962074999999995,41665.475,204319.091,3.0
-3.4,6.12068,41665.475,204319.091,3.0
-3.3,6.169092,41665.475,204319.091,3.0
-3.2,6.55128,41665.475,204319.091,3.0
-3.1,6.832425,41665.475,204319.091,3.0
-3.0,7.218790000000001,41665.475,204319.091,3.0
-2.9,7.539642000000001,41665.475,204319.091,3.0
-2.8,7.65104,41665.475,204319.091,3.0
-2.7,8.1997175,41665.475,204319.091,3.0
-2.6,8.618236666666666,41665.475,204319.091,3.0
-2.5,9.131688,41665.475,204319.091,3.0
-2.4,9.52219,41665.475,204319.091,3.0
-2.3,9.99062,41665.475,204319.091,3.0
-2.2,10.623332,41665.475,204319.091,3.0
-2.1,10.95197,41665.475,204319.091,3.0
-2.0,11.605253333333332,41665.475,204319.091,3.0
-1.9,12.2110475,41665.475,204319.091,3.0
-1.8,13.1500525,41665.475,204319.091,3.0
-1.7,13.457002,41665.475,204319.091,3.0
-1.6,14.4488475,41665.475,204319.091,3.0
-1.5,14.841538,41665.475,204319.091,3.0
-1.4,15.620635,41665.475,204319.091,3.0
-1.3,16.126175999999997,41665.475,204319.091,3.0
-1.2,16.901673333333335,41665.475,204319.091,3.0
-1.1,17.51744,41665.475,204319.091,3.0
-1.0,18.307113333333334,41665.475,204319.091,3.0
-0.9,18.8889725,41665.475,204319.091,3.0
-0.8,19.62733142857143,41665.475,204319.091,3.0
-0.7,20.8136975,41665.475,204319.091,3.0
-0.6,21.3828,41665.475,204319.091,3.0
-0.5,23.108981666666665,41665.475,204319.091,3.0
-0.4,24.03088857142857,41665.475,204319.091,3.0
-0.3,26.515474285714284,41665.475,204319.091,3.0
-0.2,26.934391818181815,41665.475,204319.091,3.0
-0.1,30.18034833333333,41665.475,204319.091,3.0
-0.0,27.332636,41665.475,204319.091,3.0
-4.9,3.368766666666667,41665.667,204318.629,4.0
-4.8,3.54353,41665.667,204318.629,4.0
-4.7,3.49889,41665.667,204318.629,4.0
-4.6,3.710895,41665.667,204318.629,4.0
-4.5,3.867235,41665.667,204318.629,4.0
-4.4,3.8780475,41665.667,204318.629,4.0
-4.3,4.158273333333333,41665.667,204318.629,4.0
-4.1,4.3351125,41665.667,204318.629,4.0
-4.0,4.51029,41665.667,204318.629,4.0
-3.9,4.552015,41665.667,204318.629,4.0
-3.8,4.835213333333333,41665.667,204318.629,4.0
-3.7,5.16641,41665.667,204318.629,4.0
-3.6,5.18556,41665.667,204318.629,4.0
-3.5,5.538609999999999,41665.667,204318.629,4.0
-3.4,5.49399,41665.667,204318.629,4.0
-3.3,5.993562,41665.667,204318.629,4.0
-3.1,6.414476666666666,41665.667,204318.629,4.0
-3.0,6.774535,41665.667,204318.629,4.0
-2.9,7.234012,41665.667,204318.629,4.0
-2.8,7.49006,41665.667,204318.629,4.0
-2.7,8.008885,41665.667,204318.629,4.0
