,x,y,EC_0.01,EC_0.20,EC_0.40,EC_0.60,EC_1.50,EC_end
0,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
1,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
2,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
3,107775.418,183252.4324,100.51057169549978,101.76994418180914,116.25760463878655,131.16397837835646,142.95915886364557,145.1761158351562
4,107775.418,183252.4324,100.45803967701319,101.71785431306962,116.21917752949332,131.14344700972185,142.95494310008905,145.177018118771
5,107775.418,183252.4324,100.51057169549978,101.76994418180914,116.25760463878655,131.16397837835646,142.95915886364557,145.1761158351562
6,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
7,107775.4184,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
8,107775.4196,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
9,107775.4212,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
10,107775.4239,183252.4323,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
11,107775.426,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
12,107775.4281,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
13,107775.4298,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
14,107775.4312,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
15,107775.4318,183252.4322,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
16,107775.4319,183252.4322,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
17,107775.4312,183252.4322,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
18,107775.4298,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
19,107775.4281,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
20,107775.4187,183252.4323,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
21,107775.4188,183252.4323,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
22,107775.4188,183252.4323,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
23,107775.4197,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
24,107775.4235,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
25,107775.4256,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
26,107775.4277,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
27,107775.4293,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
28,107775.4308,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
29,107775.4316,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
30,107775.432,183252.4322,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
31,107775.4315,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
32,107775.4304,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
33,107775.4288,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
34,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
35,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
36,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
37,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
38,107775.418,183252.4324,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
39,107775.418,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
40,107775.4186,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
41,107775.4197,183252.4323,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
42,107775.4214,183252.4323,100.51057169549978,101.76994418180914,116.25760463878655,131.16397837835646,142.95915886364557,145.1761158351562
43,107775.4242,183252.4323,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
44,107775.4318,183252.4322,100.82484291881015,102.08146702592823,116.4877955684148,131.28738526804963,142.9851451303331,145.17065522146189
45,107775.4316,183252.4322,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
46,107775.4315,183252.4322,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
47,107775.4314,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
48,107775.4311,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
49,107775.4309,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
50,107775.4306,183252.4322,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
51,107775.4181,183252.4324,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
52,107775.4181,183252.4324,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
53,107775.4181,183252.4324,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
54,107775.418,183252.4324,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
55,107775.418,183252.4324,100.82484291881015,102.08146702592823,116.4877955684148,131.28738526804963,142.9851451303331,145.17065522146189
56,107775.418,183252.4324,100.82484291881015,102.08146702592823,116.4877955684148,131.28738526804963,142.9851451303331,145.17065522146189
57,107775.418,183252.4324,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
58,107775.4187,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
59,107775.42,183252.4323,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
60,107775.4217,183252.4323,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
61,107775.4309,183252.4322,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
62,107775.4319,183252.4322,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
63,107775.4316,183252.4322,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
64,107775.4295,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
65,107775.428,183252.4323,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
66,107775.418,183252.4324,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
67,107775.418,183252.4324,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
68,107775.418,183252.4324,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
69,107775.418,183252.4324,100.77305555224784,102.0297943973724,116.44956231000945,131.2668998602185,142.9807831443344,145.1715064331499
70,107775.418,183252.4324,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
71,107775.418,183252.4324,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
72,107775.4179,183252.4324,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
73,107775.4175,183252.4324,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
74,107775.4163,183252.4324,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
75,107775.4143,183252.4324,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
76,107775.4111,183252.4324,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
77,107775.4082,183252.4324,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
78,107775.4053,183252.4325,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
79,107775.4028,183252.4325,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
80,107775.4,183252.4325,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
81,107775.398,183252.4325,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
82,107775.3962,183252.4325,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
83,107775.3944,183252.4325,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
84,107775.3923,183252.4326,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
85,107775.3906,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
86,107775.3888,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
87,107775.3871,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
88,107775.3857,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
89,107775.3844,183252.4326,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
90,107775.3835,183252.4326,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
91,107775.3829,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
92,107775.383,183252.4326,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
93,107775.3842,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
94,107775.3871,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
95,107775.3908,183252.4325,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
96,107775.3956,183252.4325,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
97,107775.3999,183252.4324,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
98,107775.4047,183252.4324,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
99,107775.4093,183252.4323,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
100,107775.4133,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
101,107775.4166,183252.4323,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
102,107775.4188,183252.4326,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
103,107775.4208,183252.4342,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
104,107775.4228,183252.4372,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
105,107775.4247,183252.4413,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
106,107775.4269,183252.447,100.2944862219329,101.55911394616628,116.1008654012687,131.09333320433646,142.99023988779578,145.29776538316239
107,107775.4323,183252.4656,95.79083285752787,97.10928831717465,113.40095095784743,131.88390915475625,148.32072216603314,155.44516039154374
108,107775.4323,183252.4656,95.79083285752787,97.10928831717465,113.40095095784743,131.88390915475625,148.32072216603314,155.44516039154374
109,107775.4323,183252.4656,95.84336398560787,97.16128671872826,113.43935714469866,131.90451460415366,148.32502223001882,155.44420134113417
110,107775.4323,183252.4656,95.84336398560787,97.16128671872826,113.43935714469866,131.90451460415366,148.32502223001882,155.44420134113417
111,107775.4323,183252.4656,95.84336398560787,97.16128671872826,113.43935714469866,131.90451460415366,148.32502223001882,155.44420134113417
112,107775.4323,183252.4656,95.79083285752787,97.10928831717465,113.40095095784743,131.88390915475625,148.32072216603314,155.44516039154374
113,107775.4323,183252.4656,95.73807478152614,97.0571543920308,113.36243292775823,131.86334264637725,148.3164913614553,155.44609542875887
114,107775.432,183252.4649,95.68562986064202,97.00523980406933,113.32422295501958,131.842855795941,148.31211520216604,155.44698137039842
115,107775.4312,183252.4631,95.63337156476325,96.95339330052244,113.28580874571657,131.82222516092634,148.30776948745552,155.4478766616683
116,107775.43,183252.4605,95.7384189891056,97.05887638270414,113.37890640066695,131.89115204644372,148.35048124107755,155.48005795510687
117,107775.4278,183252.4562,95.79086145150623,97.11086749550431,113.41720635528202,131.91160019029138,148.35480569646842,155.47912800909495
118,107775.426,183252.4529,100.3472772371473,101.61119352541989,116.13926200920955,131.11390240248392,142.99454220089012,145.296801899091
119,107775.4241,183252.4497,100.3472772371473,101.61119352541989,116.13926200920955,131.11390240248392,142.99454220089012,145.296801899091
120,107775.4222,183252.4469,100.64290306878172,101.90424646241527,116.37207793995692,131.23913184142515,142.99354457274438,145.1955212939253
121,107775.4204,183252.4448,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
122,107775.4188,183252.4438,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
