,x,y,EC_0.01,EC_0.20,EC_0.40,EC_0.60,EC_1.50,EC_end
123,107775.4173,183252.4435,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
124,107775.4157,183252.4435,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
125,107775.4139,183252.4435,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
126,107775.412,183252.4435,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
127,107775.4109,183252.4435,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
128,107775.4089,183252.4435,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
129,107775.4073,183252.4435,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
130,107775.4059,183252.4436,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
131,107775.4048,183252.4436,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
132,107775.4042,183252.4436,100.51057169549978,101.76994418180914,116.25760463878655,131.16397837835646,142.95915886364557,145.1761158351562
133,107775.404,183252.4436,100.51057169549978,101.76994418180914,116.25760463878655,131.16397837835646,142.95915886364557,145.1761158351562
134,107775.4046,183252.4445,100.56272456045912,101.82169024407558,116.2959329939476,131.1846815379456,142.96356641594198,145.17519384796364
135,107775.4058,183252.4463,96.1637448936723,97.47731653635375,113.68919101137257,132.04422939709795,148.3368462102099,155.3547509824282
136,107775.4074,183252.4489,96.2679380210633,97.58082682387848,113.76574937695068,132.0852675420224,148.34546539157077,155.35298618982694
137,107775.4098,183252.4527,95.89558018748352,97.2146975927423,113.49407695948902,131.95290368794224,148.36343916253665,155.47727020208836
138,107775.4113,183252.455,95.84337863744979,97.16288913317359,113.45568065204081,131.9322155849607,148.3590402551101,155.4781885494189
139,107775.4182,183252.4566,95.89558018748352,97.2146975927423,113.49407695948902,131.95290368794224,148.36343916253665,155.47727020208836
140,107775.4173,183252.441,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
141,107775.4173,183252.4409,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
142,107775.4172,183252.4407,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
143,107775.4171,183252.4405,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
144,107775.417,183252.4402,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
145,107775.4169,183252.4399,100.61520800278514,101.87367417905061,116.33436099963177,131.20521379870607,142.9678676692442,145.17430110038183
146,107775.4168,183252.4396,100.6675440094968,101.92558237389734,116.37260022668045,131.22563823632805,142.97218479689835,145.1734121473819
147,107775.4149,183252.4337,100.72010218650337,101.97756477526126,116.41105156955014,131.24624484008672,142.97648367047523,145.17255204732706
148,107775.4095,183252.4158,100.7198376941505,101.9821029498293,116.46010215744532,131.3296314651269,143.0786723656802,145.274338633461
149,107775.402,183252.3899,100.9149626946036,102.17254568094465,116.59211759917633,131.3866792483157,143.06122624592192,145.2109135548943
150,107775.3949,183252.3643,100.86178513073375,102.1269135549491,116.61915225524939,131.47664566819108,143.19368792525123,145.3464161256803
151,107775.3853,183252.327,101.0049602681582,102.26565538892503,116.71326368765014,131.51345944356598,143.17173377338275,145.28386216465694
152,107775.3763,183252.2892,100.93834447730391,102.20460639275366,116.70752069410227,131.5672562403883,143.27853131353348,145.42544265278264
153,107775.3666,183252.2436,101.52915910142057,102.81704370731127,117.52948876120135,132.48730778854113,144.09749553352347,145.6637126882027
154,107775.3576,183252.1951,101.18423370580489,102.48740024626575,117.3609416222603,132.50008521534696,144.277382537184,145.9449872620396
155,107775.3501,183252.145,100.65070386138561,101.9677915136017,117.00283280473289,132.34879169536651,144.33386045880226,146.13456710203238
156,107775.3436,183252.0831,99.26397788481376,100.6206529359447,116.28283182933643,132.58508427745383,145.6742295754467,148.49989985243005
157,107775.3383,183252.0138,91.99714424318385,93.44616246420688,110.76409341271696,129.77027855342828,145.9182855516339,151.0668127142946
158,107775.3348,183251.9613,91.27718361068492,92.75654547596729,110.3755960261822,129.6718634648861,146.04548058872166,151.25227122859525
159,107775.3298,183251.8767,91.42959362027207,92.70420428679898,108.46426774657628,126.31605892841353,141.8183694014865,146.61431999612796
160,107775.3233,183251.7527,89.57462432628859,90.8930354492571,107.37107926081546,126.30363755592549,143.03027255193462,148.89505099849723
161,107775.3185,183251.6488,88.85207941503995,90.42499987356264,109.30411982555587,130.124756884403,147.91818628569587,153.75561189656045
162,107775.314,183251.5396,87.6635362470499,89.27265650077027,108.55854604416054,129.8052555649252,147.9512290330828,153.89060257250864
163,107775.3099,183251.427,88.64037134161386,90.27975991176828,109.85447884863942,131.2677574643127,149.44314768360798,155.19462474192932
164,107775.3063,183251.3129,85.4621258051786,87.0274851147724,105.81709932265247,126.98709308926615,145.87593591247727,154.73930315445438
165,107775.3036,183251.1992,85.95793346417754,87.52617894004538,106.05111309916956,126.48815838075184,144.30354374544783,151.8507000552556
166,107775.3016,183251.0868,80.82485419218959,82.4688640716048,102.40283189268536,124.9915603960231,145.0558924082471,153.7592000985998
167,107775.3035,183250.9714,82.23902256874288,83.7001886616629,101.74798613304621,122.5565616134414,141.28812987706013,149.44704608680425
168,107775.3095,183250.8517,82.15334507754113,83.78627971314774,103.43966622039352,125.49597734278896,144.91774999539945,153.07327975289667
169,107775.3192,183250.7279,84.67440302690291,86.27775572940078,105.40804375311015,126.64183404138761,145.17355702033856,152.75160525958947
170,107775.3381,183250.5478,81.90906562648266,83.69464854804633,106.28580110956165,132.51295362303523,156.06888655820438,165.65988583255265
171,107775.3514,183250.4416,82.60512248107051,84.38036733393567,106.72827718399131,132.51441272791044,155.52336424256666,164.57581341371917
172,107775.37,183250.3055,83.41295255834554,85.15927633724098,107.07010230843964,132.26499576950485,154.67671380266503,163.3765461463327
173,107775.3907,183250.166,84.45333129847275,86.17280494750285,107.65002101481774,132.22294244108699,153.98930229255092,162.3162221822552
174,107775.4107,183250.0375,85.54770750314604,87.2324624206127,108.27619711654697,132.348734684403,153.68528680469177,161.93067036059887
175,107775.4366,183249.877,87.2517265198682,88.88959842268629,109.29843034910176,132.5365857765151,153.02200672662602,160.69381404055972
176,107775.4606,183249.7426,88.68789724260715,90.28759133894704,110.18012899760724,132.73843646001225,152.5236680961176,159.69695630227338
177,107775.5031,183249.5729,89.58164372257862,91.15136461311934,110.65611336089785,132.73189269713836,152.0357533387914,158.87128140109314
178,107775.5494,183249.4293,89.5084937136945,91.0730897361941,110.49565168668614,132.44722160209892,151.59956179593655,158.25433731748964
179,107775.6077,183249.2737,88.64834120874688,90.22899908305095,109.81772104801782,131.93124913186895,151.1973462442179,157.8160425871773
180,107775.7709,183248.6576,87.0428768789509,88.64893297714806,108.55349647357384,131.09658438394175,150.83682913186212,157.9029082887266
181,107775.7936,183248.583,85.54258360046876,87.18472713352655,107.61382312607337,130.81904944040463,151.18085658915882,158.4861787220493
182,107775.8011,183248.6064,85.05707800988154,86.68723851934148,107.04277248319055,130.25259672326638,150.7011019313067,158.21236441686028
183,107775.7688,183248.5137,82.49449794050818,84.17792164032615,105.31407426589507,129.6003091637194,151.16430206312467,159.38035493874767
184,107775.7274,183248.3308,80.26701338352667,81.96992467418804,103.53848948880758,128.5756620365173,151.04031835654436,160.0646502324296
185,107775.708,183248.12,77.95633607185721,79.69163100263094,101.8903308757496,127.93285663971491,151.530946421333,161.41199232169134
186,107775.6973,183247.9332,75.68234768049845,77.44562930135532,100.1915730932548,127.15428408242758,151.84994623935216,162.7373048337945
187,107775.6879,183247.7234,73.94838452622473,75.72410626949231,98.71567709381829,126.15520966533315,151.49576074344867,163.19386331321806
188,107775.6799,183247.4978,72.53985114959963,74.30542234835562,97.25369112584323,124.81915934084908,150.49257953018164,162.9658484347485
189,107775.675,183247.2827,72.02173394675006,73.7846595129849,96.73452938272597,124.31878136760838,150.00207276315882,162.4050908816946
190,107775.6799,183247.0387,71.37868790239798,73.05840032487559,94.98251301782497,121.70586995324325,147.09202159398865,160.8371050521182
191,107775.6956,183246.8379,74.6597305071882,76.2118279740612,96.73166811165905,121.71205449146828,145.18774975522075,156.64584819491867
192,107775.7139,183246.6716,77.57351464834184,79.14773897173899,99.47415909189445,123.63164129198407,145.89578879198135,156.27936185206053
193,107775.7425,183246.4572,82.05949358676013,83.54140485476013,102.24865447888126,123.83260436516082,143.1050588212255,150.81331477998896
194,107775.7782,183246.2187,82.51903049235668,83.98353472368673,102.57403269995534,124.00968436015111,143.08739485554403,150.47757282646947
195,107775.8173,183245.9778,80.87708350026153,82.37257707012229,101.64414210641371,124.03260691261912,144.05344168881481,151.87091891828376
196,107775.8596,183245.7823,80.58038227843646,82.09004970071177,101.66927052176655,124.59586601035907,145.30892640696834,153.99698641691666
197,107775.9204,183245.5844,78.86423933042731,80.50845917805533,101.32020976610845,125.51729868097932,147.32388055906057,156.40846112202
198,107776.0227,183245.3151,84.06327390765843,85.57000911018802,104.64829965570671,126.57574799083528,145.98382923476453,153.1224788657688
199,107776.1094,183245.109,80.33591434597922,81.83014568031501,101.24749172640217,124.22870611315729,145.08682785758808,153.42384092091015
200,107776.2458,183244.7921,82.01508533089736,83.63621080863656,104.08177137276628,127.57338114966238,148.39348856295567,156.16887496554685
201,107776.338,183244.5695,81.33447151916974,83.00216152926377,104.04815886241386,128.21014350161698,149.57273370665862,157.34430758418046
202,107776.4346,183244.3156,80.23410015416569,81.94149168368511,103.60371426799297,128.65089622739842,150.96204619564855,159.41562211945958
203,107776.528,183244.0631,79.96794323628666,81.69517317675705,103.6481255096361,129.0970814271135,151.83249451974473,160.59784042974175
204,107776.61,183243.8616,80.48151679804684,82.21092360277399,104.17446468494585,129.6261156119363,152.3823760497147,161.27107178335868
205,107776.6899,183243.6756,81.54460324391319,83.26807950215013,105.01789207430592,130.0919860155161,152.41749137626542,161.03168927968525
206,107776.781,183243.4641,88.54350433886229,90.17426306992867,109.2488400930105,129.20596911668667,145.02668907654916,147.0356059058442
207,107776.8686,183243.2508,83.56755855125785,85.13864810986972,105.10745467532126,128.34783190647417,149.21191156777112,157.3900763732619
208,107776.9648,183242.9901,85.85186875006026,87.4473890093812,107.13513907491337,129.31905292481335,148.62208304331028,155.22697857292673
209,107777.038,183242.7486,87.63899404022207,89.16856100011084,107.90959591811182,128.81518398716733,146.79153616313442,152.45394236693127
210,107777.0921,183242.5009,85.47096559250431,86.99174909884961,106.32714293154552,128.8563120547501,149.18553318747502,157.68494529137539
211,107777.1193,183242.2545,90.36688467255507,91.79850988272216,108.94213477879596,127.44669585244009,142.74012008604478,146.20020053067503
212,107777.1204,183242.0258,89.75115002212247,91.15899876955628,108.09913879606762,126.53055794822963,141.93745187667744,145.88896869697032
213,107777.1106,183241.7477,90.41023439243192,91.77567740419464,107.7196034771172,124.43195973592454,137.78533000476023,139.90587221149053
214,107777.0993,183241.5278,88.17073631217457,89.52094718476448,105.23356337432921,121.71039016555689,134.9091345613629,137.13849204423428
215,107777.0802,183241.2353,84.09519614771149,85.44492953486929,101.30594607489004,118.19449971136892,131.9816398496606,134.86290411030123
216,107777.0646,183241.0345,76.97363856002025,78.60118887109623,99.90813731472132,124.91950774073196,147.3667661421378,155.97559018438136
217,107777.0449,183240.8097,72.52733212164426,73.93089381412359,91.21872724728719,110.68966401886084,127.60459879794882,133.2355957759833
218,107777.0151,183240.5117,66.77450558942651,68.21309022689657,86.322585372966,107.24728800416801,125.90917204162766,133.0791551719708
219,107776.9819,183240.2189,60.24149490850756,61.7289675187173,81.09412964289632,104.29954587613872,125.78026648147319,135.6845810057185
220,107776.9558,183240.0119,54.922460296220386,56.45946280052389,76.75224227787768,101.44969627188416,124.6526127670901,136.0379647640887
221,107776.92,183239.749,49.245779699287915,50.84597226989444,72.40602740408134,99.22312479660943,124.94775376812441,138.67509379260628
222,107776.8658,183239.4882,43.1118166902707,44.80185707789313,68.09677450428293,97.84312157045557,127.11010409034557,144.29113453052554
223,107776.79,183239.2594,38.88171378954469,40.649464172493346,65.12034748830791,96.67491622664016,128.04165751575633,147.21253766124784
224,107776.7003,183239.0553,33.38923216128269,35.298962277845234,62.416934810307076,98.12259352815232,134.17374398762786,157.0155973615246
