,x,y,EC_0.30,EC_0.60,EC_1.00,EC_1.50,EC_2.00,EC_end,pos
0,41668.19202084596,204315.99513202533,52.64861964687216,126.85595440019776,111.66675158020871,133.76015226463085,280.9374658518507,229.60783730898578,11
1,41668.3472825393,204315.37241863552,26.723730513802224,108.39933514617324,95.10543557264053,105.40571301096017,272.4137729915383,281.4739464121494,12
2,41668.50903895529,204314.7196479328,52.320686151268646,64.22044260360508,100.89042383579952,184.56796751120964,196.13425257347757,218.69275781615093,13
3,41668.63501882799,204314.1905125501,71.21245734448812,79.64966467532959,142.40584716092178,118.0531568326227,200.70396847627163,218.5712596532772,14
4,41668.77709984346,204313.54194829613,21.669449958939712,117.82140199632721,157.4535885761619,112.37003462805242,191.48823098001998,220.05697524394932,15
5,41668.77709984346,204313.54194829613,61.7307726345981,190.3675866971086,98.28578851786361,111.85349724099603,183.8392003256453,199.54823690054502,16
6,41668.90555317087,204312.8592560692,53.25517994877778,95.25477599137764,84.43729940561464,179.58958841976397,285.46154674181395,213.5695938397247,17
7,41669.0166532396,204312.1780343056,60.201468084946704,160.78291718959605,128.55363021714686,111.4238372809123,206.19447997832424,231.92370527972662,18
8,41669.11323629835,204311.5631052591,26.06563953481333,171.0419295863947,161.64718431417947,136.80512507638218,180.68716585409453,265.0402065749515,19
9,41669.11323629835,204311.5631052591,58.77895116033065,102.34471333927945,142.2037416511127,149.72550657894215,193.6612748491915,290.59450419676926,20
10,41669.24071259088,204310.8202432543,53.699320422706926,66.32062311287767,193.07462277943034,218.6634897621974,301.84948394756435,210.43355421810645,21
11,41669.383476408286,204310.13288855832,42.68386265231777,128.46042323086618,128.94129671788886,174.56821534252109,489.1465953382392,195.96914569819637,22
12,41669.383476408286,204310.13288855832,33.08738715980891,184.1870667037698,84.74029674937665,282.38451869832164,286.6741922186184,212.0988559613795,23
13,41669.54537208696,204309.4780747741,50.00913741857921,78.39190838829984,256.6372857859939,118.4940200536379,334.25351599048145,242.63332119129794,24
14,41669.72790131651,204308.82152952533,27.152899980261957,136.32742872294483,229.15114707373243,240.43914965074592,198.06718011306882,219.08142951745003,25
15,41669.91452752872,204308.19206115045,35.94040016732477,98.23323065974961,283.5618823652655,149.31538433268022,352.11601984698177,197.77822588186217,26
16,41669.91452752872,204308.19206115045,23.203547479859065,134.60150277177615,207.3152634219577,215.35050317236218,309.1018012384201,219.8048660802478,27
17,41670.06883567719,204307.6838246481,51.26372883196409,60.90498902922037,282.1634298024982,205.54741862733678,284.41922324505686,204.71135864382293,28
18,41670.26317483242,204307.0446018968,36.32849174278204,122.95292706741783,183.61334881366224,286.5565490936821,229.02607229710333,226.45004305072084,29
19,41670.44565430384,204306.45329594423,27.10477570619387,104.61192356725391,231.95417048065138,209.66514916101653,353.58095852913425,217.0498402317017,30
20,41670.62939167167,204305.8741119178,28.429308560112304,93.03265720695207,253.22222461043987,189.96327698023902,370.18184634910926,226.1881502778827,31
21,41670.62939167167,204305.8741119178,38.793630719438,119.89499877328672,197.37182164674334,214.27600382017124,227.95302343089242,278.1752851282397,32
22,41670.82280811161,204305.28322808532,44.34274967746039,73.13821944197014,187.85155126396464,340.45230857836054,317.2972746662879,200.59923940713173,33
23,41671.04115817082,204304.64091594703,32.02000192769776,92.27795925257257,201.27050459622916,263.0211511562126,229.70472201595362,297.860819041533,34
24,41671.24523580557,204304.0662475042,31.687040678025557,77.2243051713365,233.92238338021065,148.65838798476983,368.9987219985828,292.8009607755017,35
25,41671.4871630702,204303.4203333482,26.538586177166195,72.53052249565765,187.02746501047397,268.03638028750595,289.9529006724294,286.49746687567824,36
26,41671.4871630702,204303.4203333482,29.55690634426798,79.89597997145135,210.2905616868818,153.58055800841035,517.7873189609138,244.51962010081206,37
27,41671.714149682026,204302.84615405928,29.612435779688447,98.53165891045042,113.94867463302752,337.43492291350145,446.113548195481,211.62544792119908,38
28,41671.94620637041,204302.2810567934,27.901255303924565,77.26034539000133,230.91619301993052,260.1075076565955,291.12425673106463,266.05685840332063,39
29,41672.16901693103,204301.75222894645,35.590396913365744,82.60681871148344,187.68949284222373,232.52879714804118,496.7452825649518,225.42464236147427,40
30,41672.418149533696,204301.16894879373,22.9357456308111,69.83631861005286,202.20149243829707,322.43373539781635,251.464092435321,295.3288144135913,41
31,41672.642381302605,204300.64808439743,36.67573848115761,69.17295512166535,207.33330666005452,235.79240039308723,484.7072076469821,216.73768893033986,42
32,41672.642381302605,204300.64808439743,58.53336867538684,72.47910954734974,95.60701510466012,410.35281174279385,297.42736881836015,268.2217209116424,43
33,41672.902374380006,204300.0545223365,34.343833257456645,57.678262177175654,175.93357040988442,370.90227060569487,320.96917731078645,246.86286546556693,44
34,41673.16631176716,204299.4646925237,27.305644562931988,58.845412486351535,268.7354905672736,233.71837081163665,408.7912817152079,232.9642736353992,45
35,41673.47513777457,204298.79077981133,33.905854111801276,124.32934096311456,205.4673760516584,181.04295960303278,431.8276527283912,257.72212699072895,46
36,41673.47513777457,204298.79077981133,25.976646795986063,138.0960665109539,171.5911235224592,303.5689742030794,352.5758237541975,225.32487356570516,47
37,41673.73776132126,204298.2313343752,28.11669776681348,99.52834741108852,263.8913793017283,272.9879995953129,228.83845545193674,252.91612156665695,48
38,41674.03471412658,204297.61536137853,27.7123765585547,74.44776669959798,282.5004328940518,227.36299794847343,265.31531054955803,281.71160754705136,49
39,41674.25879332294,204297.1631945083,24.38599182813185,111.60782790710886,175.97542092155084,383.85073239101706,223.04817906499775,251.3546329684069,50
40,41674.55544832356,204296.57523235865,26.81301139381827,69.83110542058684,211.1656494169021,323.3637719855157,307.1082976963554,285.8785845176984,51
41,41674.55544832356,204296.57523235865,35.488544325359264,90.00045829529904,121.55483326519558,306.5103665536718,594.8153718467302,214.6920592183521,52
42,41674.85871599299,204295.9816860352,26.653099979925464,114.44483225698339,197.6485947214074,207.98096863206035,342.3535598327898,339.570489526554,53
43,41675.13143005576,204295.4506248049,31.068749832385897,87.3182270889836,191.3081551775637,256.4232697676109,361.88441462915165,318.9132558352629,54
44,41675.43712564302,204294.86181928217,41.130548001761056,81.70692788096183,159.52193538675277,275.00298713080593,507.56115061827506,256.8005164226407,55
45,41675.71884495023,204294.33154914808,36.94291112537212,62.83191877211449,176.14080414098447,447.3171322076763,388.46647413771177,203.6443830942477,56
46,41675.71884495023,204294.33154914808,28.723400400062523,89.45153261854719,275.0099159947481,271.5086876389269,250.75648424804362,291.10476607942394,57
47,41676.04667801253,204293.717003014,25.01450443035502,159.9232737348177,195.42553778225687,279.6278562290616,401.4213857373801,236.61343278270047,58
48,41676.310783927416,204293.2156309234,44.139960032243465,84.26215508351186,295.71123619008847,354.0813097567591,221.07460568069567,248.19192955192074,59
49,41676.62766460766,204292.5942731276,28.027318796300065,140.5074529795997,298.32437323991826,146.4146907922293,509.74425322633886,233.15176222991843,60
50,41676.62766460766,204292.5942731276,29.8042197330925,123.45117818844153,298.60118023895996,215.952380901844,476.9837856339735,202.95451197541303,61
51,41676.90734747268,204292.0228258511,39.82944489331044,109.14577222417776,341.35708178072565,233.8349959522064,337.3732296522433,235.5127769874915,62
52,41677.18009600832,204291.4498658264,45.675242085140056,73.91218522004726,179.50729999077743,658.4671949863254,174.461060822767,197.7170184700739,63
53,41677.46253073287,204290.84496424068,35.69899845360325,84.47565399377667,260.19360915225093,407.735973066826,349.1404377870697,228.08869472538422,64
54,41677.46253073287,204290.84496424068,31.94432271554835,94.59677093851396,330.1149074666236,361.33107169168426,270.73306230568215,239.32925981536303,65
55,41677.77105295727,204290.17703766283,29.87984531199541,94.31709133891039,333.16760897764834,285.8194723949364,190.59232855132652,345.2157000142755,66
56,41678.05154486084,204289.5683624028,22.96603898446355,126.52753197290176,251.16461631257988,393.0818315840288,309.9247027605661,272.4311659125183,67
57,41678.3292432881,204288.9632352609,31.252031057043304,115.23273785662386,233.7532011135522,340.13231786913957,582.7265380155869,216.69799761088984,68
58,41678.3292432881,204288.9632352609,23.361669772896928,99.46019297225205,270.2073714278398,442.84734405259036,311.2421319010041,261.896352085909,69
59,41678.59375889391,204288.38136969783,28.386092296154516,99.63367895407924,230.07666523375417,434.4806304342491,535.8126712825567,204.61433090147202,70
60,41678.871321422,204287.7671919484,24.59053572626713,100.39820972733713,251.44698661073664,549.0822662673611,310.05940099491625,238.97906353966317,71
61,41679.094379808725,204287.2723161252,32.52796275204957,81.43182152055479,373.0197697082753,465.70651616579573,314.32209992357787,207.7086403300812,72
62,41679.36147523784,204286.67873500567,22.682674602095123,101.68343786736067,443.4905291747157,267.4028956463953,541.459741197192,203.79952007132437,73
63,41679.36147523784,204286.67873500567,34.02001185093609,61.388912733023396,484.61053291699795,365.58024504284765,219.73290152767783,268.75568618020554,74
64,41679.65610007008,204286.01834000368,28.69219032849641,136.45847503521506,399.20592059930874,271.53068367305406,643.9846260216087,218.3360938650051,75
65,41679.91018838288,204285.4450871824,22.954651616520124,66.31749544662813,520.908301345745,366.5165064324704,536.255756578825,197.36550986920585,76
66,41680.15338006291,204284.89697699528,35.430511678897915,84.04675978297405,551.9590979302233,423.11645356818497,319.8312601739774,224.21496230125322,77
67,41680.15338006291,204284.89697699528,30.892609618319668,140.12250395749848,368.18679100886254,644.6968886450984,258.6766422151925,209.992486172499,78
68,41680.438614696846,204284.2601210652,32.396320490294556,109.81698527860198,547.6282890831203,345.969984703796,374.43487742470944,262.0198202459239,79
69,41680.70069120072,204283.6855056081,32.5591972214043,151.68197212579878,384.3394654362105,597.1648303340451,352.7178530521577,216.65967396946053,80
70,41680.99601001569,204283.0517399013,39.85456834742129,81.09865588917333,648.699153203435,290.9794296565616,445.9766169150582,237.42116734233994,81
71,41680.99601001569,204283.0517399013,32.26945579177158,78.31127126859036,683.7423988576735,283.84926421263515,227.8655211419089,332.17886193835056,82
72,41681.2789164265,204282.45468353108,32.0852772383048,143.80983029130013,529.3909359468215,397.75602096511034,413.8089077389261,248.6810419195603,83
73,41681.52330259091,204281.9425794212,27.924314434781543,148.73889854682596,598.8112103284751,400.422984802784,352.9725877716015,223.49771354478509,84
74,41681.79202651055,204281.3797305944,28.602019037568667,183.31054224145285,510.94849530035583,448.927997673406,431.37421931986677,206.06607634218994,85
75,41682.08834863473,204280.75488494523,25.45828717991712,69.42597669892899,672.2659328655549,371.9906568779421,505.9316625542016,213.64601322153982,86
76,41682.08834863473,204280.75488494523,27.50639279527129,170.47308690492545,539.5660259298379,366.9799438108718,516.6987773508556,226.94417652647837,87
77,41682.32288552841,204280.25780355,33.94881043781824,65.29344778963954,722.968889706376,315.7712862122258,385.8851182509568,261.1412267733345,88
78,41682.64873569175,204279.56775961444,26.451955086786505,152.31258010788207,513.8591952357624,516.5924848748496,355.5951707236294,261.5576965322841,89
79,41682.89179767045,204279.05148272123,29.448291504448722,132.33063479062437,575.5376850282144,485.0971907608283,407.59009997113606,224.6756701522879,90
80,41682.89179767045,204279.05148272123,35.021792745027156,170.6572347194059,444.1541410332783,644.3914681740125,328.98952049312317,225.23343155272923,91
81,41683.20180719695,204278.3877645144,29.979625375785986,150.08106770622166,553.0756592201509,587.4784830374268,280.21772908514714,212.40741886441464,92
82,41683.46877574678,204277.80861551315,30.733208927391463,113.72406776142752,658.3055809002207,443.4749222347838,235.3848341834216,266.1634226741054,93
83,41683.720664238266,204277.2534084078,32.63671013590555,198.55084263461097,655.2791434213193,288.234563850991,295.4375223677108,265.1400009888662,94
84,41683.98412837069,204276.66463333648,23.731768323662006,241.15810239562856,446.28634755048085,555.9673303268914,351.8024303087381,196.44296793070694,95
85,41683.98412837069,204276.66463333648,28.24938232902719,115.71796702706138,645.6201363751286,526.7675870295728,217.03048071932812,216.42381494047646,96
86,41684.273688890185,204276.01366124584,28.77115208618898,247.2554747557984,515.6710919288854,331.42372006032036,347.9640206065355,228.076900428846,97
87,41684.550389717566,204275.3934757924,47.72835555028616,141.43764740463908,674.7422079426002,133.0972854755296,438.4931147723783,224.016886972612,98
88,41684.79213424314,204274.85635746177,27.598126553291756,268.7451191501217,308.889623309856,580.5410834630964,190.99682880654956,215.56751713030135,99
89,41684.79213424314,204274.85635746177,39.78851287962068,171.9303910009981,483.3923553623347,439.39149991015995,193.06765459956358,230.52633115631176,100
90,41685.06513840855,204274.25479858,35.544424234248964,113.47084262926938,553.082545211879,267.8113083910756,348.8522050955231,233.80781451304955,101
91,41685.352526817456,204273.6234672312,47.18720579888429,94.05555983392941,396.01229558164306,499.396138111814,309.0958954531474,201.45641715392398,102
92,41685.601369822354,204273.07927749027,25.582470158927016,124.36213161284682,404.9515412737518,434.05668911655755,321.98643544055756,213.63495335535944,103
93,41685.601369822354,204273.07927749027,32.2325568518752,67.07918070160834,474.0403566518612,436.87539036103567,286.3025136626942,210.30992706017676,104
94,41685.86345578423,204272.50903655123,27.467199163613948,128.93095448463203,389.77738116711777,237.9613542516346,598.2400877730738,210.19823452349013,105
95,41686.14020272945,204271.9114516573,37.31015674060555,70.68164535478276,421.48001890170156,203.43844092817687,631.6865472698795,211.42393282005935,106
96,41686.38777539438,204271.3828687165,23.85288484799966,52.32517137362394,460.5040671788064,292.57109911996326,287.09387105938004,270.0055939943972,107
97,41686.660923131,204270.80687516465,22.20523575934058,128.73185501604257,235.54005355692357,389.05792165738904,560.6761712737778,204.71789556773592,108
98,41686.660923131,204270.80687516465,23.443281449804584,156.12234320487516,218.8431930190031,406.24385740210676,357.75845631416274,286.4202034819877,109
99,41686.94917448965,204270.201475394,31.4421042305996,85.3363018551283,283.89928968394,431.017273139932,298.883027664199,266.41664224856646,110
