,x,y,EC_0.30,EC_0.60,EC_1.00,EC_1.50,EC_2.00,EC_end,pos
0,41564.55392755495,204206.5968874237,37.88882704168795,114.41162168278782,161.2935099313852,266.56312621822264,364.8772563743909,235.62856829500794,2001
1,41548.70963634274,204311.5916441949,53.00641459901026,317.53834163007355,110.34444733284704,172.07053981595095,383.43828876105056,318.69388697277225,2002
2,41589.74878156025,204167.83234439412,52.006151751438495,191.06225848647588,204.97648515677471,315.7817993696334,415.84493832557934,279.9493370932678,2003
3,41668.938801234064,204238.3061650535,69.43150310433407,83.98285674742964,89.18878948265379,460.08675428862637,670.2853417133638,261.14818904605477,2004
4,41521.70417504899,204334.5501634116,57.875026276141185,314.3330683010557,303.84791072743604,305.99560906089425,286.08093018991053,222.6257498318256,2005
5,41617.19729464456,204259.13055548072,59.56100540657063,97.30831568865536,154.62094678753445,377.8805053654829,264.979811976245,387.62089254975047,2006
6,41576.96634533012,204271.18567882103,72.74172905514085,137.05471812037132,105.6785381446125,247.53083485339238,315.7201034942979,252.97817703892014,2007
7,41533.47094282546,204357.0105559174,36.36371142514095,136.01063431418245,330.7556900627549,187.11326941634965,188.30642669222658,222.77455981913795,2008
8,41643.02475027197,204298.69405943248,52.494457915916996,65.91272169420753,95.31647286664881,206.18898362706756,227.7280574161477,385.3508963529251,2009
9,41701.02319091729,204261.7082008617,68.22475402581327,116.80783109653777,392.569010973583,456.3777037380593,375.34764180870513,369.0137918923276,2010
10,41513.578573637205,204286.157007345,57.72591586026315,145.69745880310126,250.4922790680808,258.3534860018476,650.9096871989627,240.60892456306593,2011
11,41619.51167168554,204273.26360305023,37.742324579774824,102.05325608049914,195.94648913402236,157.5294167046216,279.3158935469493,299.97549893742934,2012
12,41684.47119294455,204247.36901336536,40.39892332437129,284.78249167857024,353.216966418301,314.8834179493173,673.5754886012231,424.442981744797,2013
13,41590.8101070179,204181.1297664037,41.949174154960225,148.62946822433605,282.7417956653542,156.61091012251867,547.7921142014741,407.2389040912627,2014
14,41563.16722123715,204364.86717314,52.0033796338717,150.76570720028135,298.8163460946609,314.7065545528835,274.67647888118404,435.9588521889032,2015
