x,y,z,t,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCP4QP,PRP4QP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,HCP4IP,PRP4IP
487532.40513884416,5665180.325213242,0.25,54832.29999999999,192.3,93.4,223.4,157.3,215.1,230.3,2.16,0.27,8.2,0.86,40.83,9.91
487532.4051099281,5665180.325213494,0.25,54832.5,192.2,93.4,223.4,157.3,215.1,230.3,2.16,0.27,8.2,0.86,40.83,9.91
487532.4050578057,5665180.3252138635,0.25,54832.70000000001,192.2,93.4,223.4,157.3,215.1,230.3,2.16,0.27,8.2,0.86,40.83,9.91
487532.4039079028,5665180.325220237,0.25,54832.899999999994,192.8,93.4,223.4,157.3,215.1,230.3,2.15,0.27,8.2,0.86,40.83,9.91
487532.4017694982,5665180.3252293775,0.25,54833.09,193.0,93.4,223.4,157.3,215.1,230.3,2.15,0.27,8.2,0.86,40.83,9.91
487532.39845443494,5665180.3252391,0.25,54833.29000000001,192.7,93.4,223.4,157.3,215.1,230.3,2.15,0.27,8.2,0.86,40.83,9.91
487532.3941496241,5665180.325245836,0.25,54833.48999999999,192.7,93.4,223.4,157.3,215.1,230.3,2.15,0.27,8.2,0.86,40.83,9.91
487532.38093526545,5665180.324669182,0.25,54833.69,192.8,92.9,223.4,157.3,215.1,230.3,2.15,0.26,8.2,0.86,40.83,9.91
487532.307972424,5665180.319570183,0.25,54833.890000000014,192.8,92.9,224.7,157.3,215.1,230.3,2.15,0.26,8.15,0.86,40.83,9.91
487532.1719650295,5665180.309392367,0.25,54834.100000000006,193.1,92.5,224.7,157.7,215.1,230.3,2.16,0.23,8.15,0.88,40.83,9.73
487532.00253346236,5665180.296017793,0.25,54834.29999999999,194.0,91.7,227.4,157.7,214.5,230.3,2.17,0.21,8.17,0.88,40.74,9.73
487531.81103076035,5665180.279964421,0.25,54834.5,194.9,89.7,230.4,157.8,214.5,230.3,2.16,0.2,8.21,0.87,40.74,9.73
487531.6019820907,5665180.2599780485,0.25,54834.70000000001,195.1,86.7,232.9,156.7,213.8,230.7,2.16,0.2,8.24,0.9,40.57,8.81
487531.31743682415,5665180.224407882,0.25,54834.899999999994,194.3,84.3,232.9,156.7,213.8,230.5,2.18,0.18,8.24,0.9,40.57,8.36
487530.94524432713,5665180.172423921,0.25,54835.109999999986,192.8,82.4,233.9,154.4,214.4,230.5,2.18,0.15,8.24,0.9,40.44,8.36
487530.54052024015,5665180.113316429,0.25,54835.31,190.6,80.5,232.1,150.5,217.2,229.5,2.18,0.17,8.22,0.88,40.45,8.9
487530.10637039266,5665180.049185671,0.25,54835.51000000001,187.3,78.2,228.2,146.0,219.4,227.1,2.18,0.22,8.2,0.91,40.51,9.69
487529.64993036,5665179.9816117175,0.25,54835.70999999999,183.9,76.2,225.1,142.4,219.4,227.1,2.17,0.24,8.2,0.95,40.51,9.69
487529.1270182119,5665179.900724275,0.25,54835.91,182.1,74.7,225.1,142.4,219.4,224.4,2.18,0.2,8.2,0.95,40.5,9.76
487528.37160215335,5665179.766073573,0.25,54836.09,180.1,72.4,222.6,140.0,219.5,222.6,2.19,0.16,8.14,0.86,40.46,10.03
487527.977272302,5665179.745606618,0.17287179999970137,54836.29000000001,177.7,70.5,222.9,137.3,220.8,222.1,2.18,0.17,8.11,0.87,40.45,9.92
487527.3666716624,5665179.686713688,0.15000000000000013,54836.48999999999,176.8,69.4,223.3,136.0,223.1,222.8,2.18,0.16,8.19,0.86,40.52,8.98
487526.7095093143,5665179.596105531,0.15000000000000013,54836.69,176.8,68.3,223.8,135.5,225.5,221.4,2.18,0.17,8.25,0.95,40.55,7.41
487526.0499462466,5665179.498902816,0.15000000000000013,54836.890000000014,176.1,68.0,222.6,132.5,227.8,217.4,2.18,0.22,8.32,0.91,40.57,6.15
487525.40535408555,5665179.402680927,0.1533637999991797,54837.07999999999,173.2,66.5,220.4,127.6,229.5,213.7,2.17,0.26,8.45,0.89,40.55,6.88
487524.65552692715,5665179.284771394,0.20149980000139656,54837.28,169.5,63.3,218.8,124.0,229.3,211.1,2.17,0.26,8.49,0.84,40.44,7.96
487523.9217763061,5665179.166408152,0.2296477999989932,54837.48000000001,168.4,61.3,217.8,123.2,226.5,209.7,2.19,0.2,8.32,0.7,40.26,8.38
487523.22265081503,5665179.052645612,0.24771580000017157,54837.67999999999,168.8,61.7,217.8,124.9,222.6,208.8,2.19,0.13,8.32,0.75,40.04,8.45
487522.4530715329,5665178.926750123,0.25,54837.880000000005,169.9,65.0,214.6,128.6,218.1,209.8,2.18,0.14,8.07,0.79,39.91,8.48
487521.7088196314,5665178.802815158,0.25,54838.09,171.6,68.1,215.6,134.2,214.1,212.7,2.18,0.17,8.14,0.89,39.87,8.38
487520.96879690926,5665178.678426423,0.25,54838.29000000001,173.8,69.6,218.4,138.1,212.3,217.8,2.17,0.19,8.26,0.9,39.81,8.62
487520.10852268286,5665178.533750342,0.25,54838.48999999999,175.9,70.4,221.3,140.7,214.0,223.8,2.17,0.19,8.28,0.93,39.91,8.56
487519.3867373733,5665178.413300402,0.25,54838.69,178.3,72.0,225.2,143.5,216.4,227.2,2.18,0.2,8.32,0.98,40.05,8.2
487518.6105730195,5665178.285559003,0.25,54838.890000000014,181.0,73.0,227.7,144.1,217.4,228.4,2.19,0.22,8.36,1.03,40.12,8.85
487517.89354566264,5665178.168431938,0.25,54839.100000000006,180.4,72.8,226.8,143.6,217.5,229.7,2.18,0.23,8.33,1.05,40.23,9.21
487517.0915445121,5665178.037083224,0.25,54839.29999999999,178.4,74.1,225.8,146.1,217.0,230.5,2.15,0.21,8.36,0.98,40.3,8.99
487516.40302998555,5665177.922899137,0.25,54839.5,180.5,75.1,225.8,148.5,216.7,231.0,2.17,0.19,8.36,1.02,40.42,9.22
487515.64233169163,5665177.794158197,0.25,54839.70000000001,183.0,75.9,227.4,147.3,217.9,231.9,2.2,0.23,8.38,1.06,40.52,9.75
487514.851909138,5665177.659779846,0.25,54839.899999999994,183.3,75.0,229.0,144.7,220.3,231.6,2.21,0.22,8.32,1.03,40.49,9.47
487514.02416914125,5665177.518411702,0.25,54840.109999999986,182.5,73.9,227.7,142.0,222.7,228.4,2.2,0.2,8.27,0.98,40.48,8.66
487513.23598995147,5665177.379941002,0.25,54840.31,181.4,72.6,226.2,139.3,222.6,223.5,2.19,0.22,8.24,0.95,40.48,8.46
487512.4478139888,5665177.234313876,0.25,54840.51000000001,179.2,69.8,223.4,135.2,220.5,219.3,2.17,0.23,8.23,0.89,40.32,8.28
487511.694831343,5665177.0850170115,0.25,54840.70999999999,175.5,67.1,219.9,131.7,218.9,215.8,2.18,0.2,8.21,0.9,40.09,8.0
487510.9031137961,5665176.913068095,0.25,54840.91,172.5,65.5,217.3,129.7,217.3,212.5,2.17,0.21,8.17,0.9,39.89,7.8
487510.2601784933,5665176.764528846,0.25,54841.100000000006,170.3,64.4,217.3,129.7,216.1,210.1,2.16,0.2,8.17,0.9,39.72,7.68
487509.46942285873,5665176.576417164,0.25,54841.29999999999,168.0,63.6,213.8,126.8,215.8,208.6,2.15,0.18,8.19,0.9,39.57,7.69
487508.6720761087,5665176.386771463,0.25,54841.5,166.4,63.3,210.8,125.0,214.9,207.2,2.15,0.17,8.13,0.82,39.6,7.25
487507.8268317042,5665176.192079389,0.25,54841.70000000001,166.1,63.8,209.5,125.0,213.5,205.6,2.15,0.19,8.16,0.86,39.66,6.58
487507.13161829306,5665176.034708123,0.25,54841.899999999994,165.5,64.0,207.0,123.6,213.0,203.9,2.15,0.21,8.3,0.85,39.58,6.31
487506.3158233892,5665175.850919013,0.25,54842.100000000006,163.9,63.4,205.4,122.7,213.2,202.7,2.17,0.21,8.28,0.82,39.4,6.44
487505.6149429907,5665175.692691695,0.25,54842.29999999999,162.8,63.0,206.0,122.2,213.5,202.8,2.17,0.21,8.19,0.8,39.35,6.67
487504.7983586722,5665175.506769742,0.25,54842.5,162.9,62.8,206.1,121.9,213.6,202.8,2.16,0.2,8.17,0.78,39.38,6.64
487503.9855785161,5665175.31879902,0.25,54842.70000000001,162.8,63.4,205.1,122.0,213.0,200.9,2.15,0.18,8.11,0.83,39.38,6.5
487503.2899134191,5665175.155701515,0.25,54842.899999999994,163.3,64.9,203.9,121.7,211.5,199.0,2.13,0.19,8.1,0.85,39.45,6.53
487502.5169501567,5665174.97271835,0.25,54843.09,162.5,64.6,202.5,121.2,210.3,199.3,2.13,0.22,8.18,0.79,39.41,6.66
487501.8225364054,5665174.807213413,0.25,54843.29000000001,161.3,63.8,202.5,122.3,210.5,200.8,2.16,0.19,8.18,0.79,39.41,6.68
487501.0178796525,5665174.6146453675,0.25,54843.48999999999,161.4,63.3,205.4,122.4,212.9,203.3,2.17,0.17,8.2,0.87,39.49,6.99
487500.2915783964,5665174.440734533,0.24719999999968567,54843.69,159.7,60.7,208.6,121.3,216.8,207.4,2.21,0.22,8.26,0.9,39.68,7.66
487499.49253952136,5665174.250197085,0.22840000000146676,54843.890000000014,160.0,58.7,212.2,122.4,219.6,210.7,2.22,0.21,8.25,0.9,39.99,7.9
487498.8101706183,5665174.08757854,0.19999999999999996,54844.09,164.5,60.6,214.7,125.9,219.7,211.8,2.18,0.17,8.26,0.91,40.32,7.43
487498.05383243744,5665173.906058146,0.17159999999853337,54844.28,167.5,63.9,214.7,129.2,218.0,213.1,2.17,0.2,8.37,0.9,40.48,7.33
487497.375130189,5665173.740756086,0.15280000000031446,54844.48000000001,168.3,67.3,214.7,132.0,215.8,215.3,2.19,0.21,8.37,0.99,40.51,7.23
487496.5509045115,5665173.535232018,0.15228419999982856,54844.69,169.2,68.6,214.8,134.5,213.9,217.7,2.22,0.21,8.57,1.05,40.55,7.27
487495.841410669,5665173.352982174,0.1703522000010067,54844.890000000014,171.8,68.6,218.7,135.9,213.7,220.2,2.22,0.23,8.65,1.04,40.54,7.5
487495.09831481834,5665173.157611662,0.19850019999860358,54845.07999999999,173.2,68.2,220.3,135.7,215.0,222.5,2.21,0.24,8.62,1.04,40.49,7.93
487494.3576885058,5665172.960186452,0.22712820000029876,54845.28,173.2,67.5,221.8,135.6,216.0,222.9,2.23,0.25,8.54,1.07,40.41,8.36
487493.5781510866,5665172.751639499,0.24663620000082065,54845.48000000001,174.2,67.1,221.8,135.3,215.1,221.9,2.22,0.24,8.46,1.05,40.47,8.06
487492.87108544755,5665172.563692871,0.25,54845.67999999999,173.9,67.0,219.0,133.9,214.7,220.6,2.2,0.22,8.45,1.09,40.86,7.93
487492.0859359779,5665172.3562721815,0.25,54845.880000000005,171.4,66.8,217.0,132.3,216.5,220.0,2.19,0.25,8.57,1.06,41.25,8.67
487491.3740885523,5665172.168427191,0.25,54846.09,169.6,64.8,218.4,130.8,219.4,221.1,2.2,0.24,8.58,0.96,41.47,9.33
487490.5874270461,5665171.96032596,0.25,54846.29000000001,168.6,61.4,221.5,129.1,224.2,223.2,2.2,0.19,8.52,0.95,41.59,9.17
487489.9149836775,5665171.781475403,0.25,54846.48999999999,168.1,59.8,221.5,127.7,230.1,224.3,2.21,0.2,8.52,0.99,41.9,8.78
487489.1701854193,5665171.581739557,0.25,54846.69,169.1,60.6,223.4,128.1,232.4,223.4,2.21,0.22,8.54,1.0,42.33,8.5
487488.39797340037,5665171.372414261,0.25,54846.890000000014,170.8,62.9,224.2,130.9,232.4,222.6,2.22,0.21,8.73,1.03,42.58,7.86
487487.67018525535,5665171.173410409,0.25,54847.07999999999,171.1,65.3,225.2,134.2,233.4,224.0,2.26,0.24,8.84,1.06,42.86,7.81
487486.90558202437,5665170.963227205,0.25,54847.28,172.7,66.1,229.3,136.4,234.6,227.0,2.28,0.28,8.92,1.06,43.0,8.12
487486.0992019132,5665170.741115341,0.25,54847.48999999999,175.6,64.9,233.2,135.6,235.2,230.0,2.28,0.25,8.89,1.08,42.78,7.81
487485.39695157757,5665170.548009402,0.25228419999982843,54847.69,175.8,63.0,234.1,134.8,234.4,231.2,2.3,0.25,8.78,1.06,42.64,7.66
487484.61045270757,5665170.332528515,0.2703522000010068,54847.890000000014,176.6,63.6,233.5,136.3,230.4,230.4,2.26,0.26,8.82,1.04,42.43,8.06
487483.8211946378,5665170.116517137,0.29850019999860367,54848.100000000006,177.7,64.1,232.6,138.0,225.4,231.2,2.23,0.26,8.92,1.07,42.06,8.81
487483.13890082977,5665169.929110021,0.3271282000002991,54848.29999999999,177.2,63.5,232.9,138.9,223.5,235.6,2.24,0.23,8.85,1.1,41.8,9.61
487482.3495264483,5665169.710560339,0.3466362000008205,54848.5,176.5,62.9,235.3,139.9,225.2,241.2,2.24,0.21,8.81,1.14,41.81,10.06
487481.74684481573,5665169.541753029,0.3500000000000001,54848.69,177.2,62.3,235.3,139.9,229.1,245.1,2.26,0.2,8.81,1.19,42.05,10.34
487480.935707064,5665169.3116863035,0.3500000000000001,54848.899999999994,177.5,61.9,239.0,138.3,233.4,245.2,2.26,0.22,8.84,1.24,42.29,9.92
487480.1647876737,5665169.090542013,0.3500000000000001,54849.100000000006,177.2,62.0,237.4,135.3,236.0,241.7,2.26,0.24,8.93,1.21,42.45,9.74
487479.47012276034,5665168.889770477,0.3500000000000001,54849.29999999999,175.4,61.1,237.4,132.2,236.0,236.8,2.26,0.26,8.93,1.11,42.45,9.73
487478.7362246882,5665168.67664536,0.3500000000000001,54849.5,172.7,59.6,234.7,129.3,235.8,231.9,2.26,0.25,8.95,1.09,42.48,9.87
487477.96275707794,5665168.451513636,0.3500000000000001,54849.70000000001,170.1,57.9,231.2,126.6,232.7,228.4,2.27,0.24,8.89,1.16,42.31,9.91
487477.18644595816,5665168.224556305,0.3500000000000001,54849.899999999994,167.2,56.0,226.2,124.0,231.6,226.3,2.25,0.22,8.74,1.14,42.2,9.79
487476.444788638,5665168.006615741,0.3500000000000001,54850.09,164.9,54.9,223.7,121.9,231.6,224.4,2.25,0.19,8.69,1.1,42.13,9.43
487475.77614755835,5665167.809471097,0.3500000000000001,54850.29000000001,163.2,54.0,223.7,119.6,232.6,222.2,2.23,0.2,8.69,1.08,42.09,9.09
487474.99957065005,5665167.580043749,0.3500000000000001,54850.48999999999,162.4,53.0,222.0,117.4,232.9,220.2,2.21,0.21,8.67,1.04,42.04,9.2
487474.17637649714,5665167.336745416,0.3500000000000001,54850.69,161.5,51.9,220.0,116.2,231.5,218.4,2.22,0.21,8.63,1.0,41.83,9.24
487473.50389451085,5665167.138062636,0.3500000000000001,54850.890000000014,160.7,52.2,220.0,116.2,231.5,218.4,2.22,0.19,8.63,1.0,41.83,9.24
487472.6783886343,5665166.893942502,0.3500000000000001,54851.100000000006,161.5,53.9,218.3,118.3,224.9,214.0,2.22,0.21,8.6,1.01,41.38,7.82
487471.8900357951,5665166.660103443,0.3500000000000001,54851.29999999999,161.1,54.9,214.9,117.8,221.9,212.4,2.22,0.24,8.66,0.96,41.11,7.84
487471.1004080958,5665166.424717605,0.3500000000000001,54851.5,159.7,54.1,214.9,116.6,220.0,211.4,2.21,0.24,8.66,0.93,40.85,8.23
487470.3455579336,5665166.198064426,0.3500000000000001,54851.70000000001,158.4,53.1,213.3,115.5,218.4,210.2,2.2,0.21,8.59,0.93,40.65,8.17
487469.5497319645,5665165.956417798,0.3500000000000001,54851.899999999994,157.3,52.6,209.9,114.7,217.1,208.9,2.19,0.19,8.43,0.96,40.52,7.78
487468.86565201345,5665165.747318904,0.3500000000000001,54852.100000000006,156.3,52.8,209.9,114.7,216.7,207.6,2.19,0.2,8.43,0.96,40.43,7.86
487468.0651442331,5665165.502483684,0.3500000000000001,54852.29999999999,155.3,52.9,207.3,113.7,217.1,206.5,2.2,0.2,8.45,0.9,40.28,7.8
487467.2618871846,5665165.258175938,0.3500000000000001,54852.5,154.3,52.6,207.2,112.8,218.5,205.9,2.18,0.18,8.37,0.86,40.22,7.1
487466.4554784648,5665165.015929645,0.3500000000000001,54852.70000000001,153.9,52.6,206.3,111.4,219.4,204.3,2.17,0.19,8.38,0.86,40.06,6.45
487465.7607590703,5665164.810067392,0.3500000000000001,54852.899999999994,153.2,52.2,206.3,109.2,218.2,200.8,2.18,0.22,8.38,0.85,39.65,6.68
487464.98813084856,5665164.582723238,0.3500000000000001,54853.09,151.5,51.0,204.7,106.9,214.8,197.7,2.19,0.23,8.4,0.86,39.26,7.19
487464.1701333058,5665164.341964911,0.3500000000000001,54853.29000000001,150.1,50.1,199.4,107.2,210.7,196.2,2.18,0.19,8.2,0.84,38.91,6.84
487463.471688981,5665164.134861953,0.3500000000000001,54853.48999999999,149.3,50.5,199.4,107.2,210.7,195.3,2.17,0.16,8.2,0.84,38.91,6.09
487462.620286732,5665163.878374841,0.3500000000000001,54853.69,148.6,51.2,196.2,108.2,208.4,194.5,2.17,0.2,8.14,0.8,38.35,5.92
487461.808324781,5665163.629012671,0.3500000000000001,54853.890000000014,147.4,50.0,195.5,104.0,210.5,192.5,2.17,0.22,8.18,0.79,38.24,5.9
487461.1496921809,5665163.4247246655,0.3500000000000001,54854.07999999999,145.1,47.8,195.5,98.8,212.7,189.1,2.19,0.21,8.18,0.77,38.2,5.96
487460.34097846766,5665163.173662582,0.3500000000000001,54854.28,142.1,46.1,193.2,95.8,213.4,186.1,2.17,0.2,8.13,0.72,38.11,6.33
487459.5246930995,5665162.922389438,0.3500000000000001,54854.48000000001,140.2,45.6,189.9,96.1,212.2,183.6,2.15,0.17,8.06,0.68,37.96,6.09
487458.78532830736,5665162.6985833,0.3500000000000001,54854.67999999999,140.3,46.5,188.7,96.1,210.6,181.3,2.15,0.16,7.95,0.68,37.77,5.21
487457.96450684103,5665162.453384747,0.3500000000000001,54854.880000000005,140.8,47.2,188.4,97.4,209.3,179.9,2.14,0.2,7.86,0.67,37.63,4.89
487457.22052119806,5665162.233098286,0.3500000000000001,54855.09,140.0,47.1,187.2,96.0,207.5,178.5,2.15,0.22,7.9,0.67,37.36,5.11
487456.39778837416,5665161.990830382,0.3500000000000001,54855.29000000001,139.7,47.4,185.4,96.2,204.4,177.1,2.16,0.19,7.82,0.62,37.01,4.78
487455.6911912086,5665161.783236693,0.3500000000000001,54855.48999999999,140.0,48.1,185.4,97.3,200.8,175.8,2.15,0.17,7.82,0.61,36.67,4.79
487454.83249342395,5665161.53100705,0.3500000000000001,54855.69,140.3,48.5,182.9,98.2,197.9,176.1,2.14,0.2,7.67,0.64,36.42,5.16
487454.09194667306,5665161.314858538,0.3500000000000001,54855.890000000014,140.0,48.6,182.3,99.9,197.0,178.5,2.13,0.18,7.65,0.66,36.09,5.03
487453.23726028646,5665161.066351816,0.3500000000000001,54856.100000000006,140.0,48.8,184.1,101.4,198.5,181.2,2.13,0.15,7.61,0.71,35.92,4.87
487452.4985568418,5665160.851269817,0.3500000000000001,54856.31,139.8,48.4,185.6,100.3,201.7,182.8,2.11,0.19,7.65,0.67,36.06,5.0
487451.7216961056,5665160.623539421,0.3500000000000001,54856.5,138.7,46.8,186.1,98.2,203.9,182.1,2.12,0.18,7.73,0.65,36.17,4.8
487450.9112353201,5665160.3828211315,0.3500000000000001,54856.70999999999,137.0,46.1,184.5,97.3,204.4,179.6,2.18,0.15,7.73,0.68,36.06,4.51
487450.1773962551,5665160.160993811,0.3500000000000001,54856.899999999994,136.0,46.9,182.7,97.0,203.4,177.3,2.2,0.16,7.67,0.72,36.07,4.33
487449.4816128999,5665159.948834629,0.3500000000000001,54857.09,136.9,47.4,182.2,97.3,201.5,175.4,2.2,0.18,7.71,0.68,36.1,4.1
487448.8283883082,5665159.749658356,0.3500000000000001,54857.29000000001,137.9,47.6,182.2,97.3,200.1,174.9,2.18,0.16,7.71,0.68,35.92,4.1
487447.9934115322,5665159.497586794,0.3500000000000001,54857.48999999999,136.9,47.0,180.5,95.8,200.3,174.9,2.16,0.15,7.79,0.63,35.79,4.48
487447.2704233966,5665159.283986748,0.3500000000000001,54857.69,136.1,47.6,180.2,95.3,200.9,174.5,2.15,0.1,7.74,0.6,35.68,4.58
487446.5895097531,5665159.086848347,0.3500000000000001,54857.890000000014,134.5,48.2,180.2,93.9,201.1,173.9,2.18,0.06,7.74,0.7,35.65,4.18
487445.76218434493,5665158.850973856,0.3500000000000001,54858.100000000006,133.1,47.3,178.8,93.4,200.7,172.9,2.21,0.12,7.76,0.73,35.67,4.01
487445.09020139795,5665158.660783613,0.3500000000000001,54858.29999999999,134.8,47.6,178.8,94.3,198.8,171.3,2.15,0.14,7.76,0.58,35.61,4.07
487444.4177158079,5665158.470305645,0.3500000000000001,54858.5,136.7,48.0,177.6,95.9,195.4,170.0,2.11,0.14,7.69,0.52,35.56,4.16
487443.67650140985,5665158.258666326,0.3500000000000001,54858.70000000001,137.1,48.8,176.4,97.4,193.1,169.5,2.11,0.14,7.51,0.55,35.37,3.91
487442.9087625673,5665158.037296823,0.3500000000000001,54858.899999999994,137.0,49.7,176.0,97.8,192.8,170.2,2.11,0.15,7.51,0.52,35.19,3.79
487442.114315931,5665157.807123165,0.3500000000000001,54859.109999999986,137.2,49.5,176.9,97.8,193.8,170.9,2.11,0.16,7.56,0.55,35.1,3.96
487441.4655313874,5665157.618852157,0.3500000000000001,54859.31,137.4,48.9,177.5,97.2,195.4,171.9,2.1,0.17,7.61,0.53,35.16,3.53
