x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,p_ID
107763.891122979,183306.285168048,27.5189976000007,42159.27,33.30476462716427,20.582101840270795,46.25252755762333,28.803906164456162,61.28307020757545,43.690867874501805,0.949508731631984,1.0279100655216,0.986982077935075,0.476442884591537,1.42382293672895,-2.43622119525441,11.0
107764.019915842,183306.079418576,27.5318495999996,42159.17,34.01373846689453,21.433748665784552,46.25252755762333,29.809910223658008,63.25276753410318,45.128707694662914,0.949508731631984,1.0279100655216,0.986982077935075,0.456442884591537,1.43382293672895,-2.57622119525441,12.0
107764.31342527,183305.61934566,27.5563383999997,42158.97,36.61542061432901,23.13708342158074,49.85213656516602,32.42573819718453,68.11002724635803,48.18507565333283,0.949508731631984,1.0279100655216,0.986982077935075,0.456442884591537,1.44382293672895,-2.68622119525441,13.0
107764.617230534,183305.153174397,27.5810023999993,42158.77,40.168364576708,23.704873845760062,54.41276835748675,35.24313461000108,72.6356392298164,53.041984353952046,0.939508731631984,1.0279100655216,0.986982077935075,0.476442884591537,1.43382293672895,-2.60622119525441,14.0
107764.912817767,183304.705770106,27.6074264000008,42158.57,44.91455786801433,25.97609635386035,60.51664989751645,39.671206094182544,76.09292875217714,59.3428633037906,0.939508731631984,1.0279100655216,1.00698207793507,0.506442884591537,1.45382293672895,-2.40622119525441,15.0
107765.208855885,183304.261640553,27.6308104000004,42158.37,50.38470219133519,31.37063922927203,64.5361522605424,45.50957837659625,77.73590785262148,62.22510115110619,0.939508731631984,1.0279100655216,1.00698207793507,0.496442884591537,1.46382293672895,-2.38622119525441,16.0
107765.519082019,183303.798507437,27.6463544,42158.17,54.43574957639705,34.77800083313656,69.71967619488585,49.335561609979045,82.50129291940847,66.37033509560318,0.949508731631984,1.0279100655216,0.996982077935075,0.456442884591537,1.48382293672895,-2.51622119525441,17.0
107765.673653588,183303.567958307,27.6481,42158.07,56.344370755070294,35.345915621513484,72.79947623120498,50.745302362283375,85.44774335022532,73.58510089425604,0.949508731631984,1.0279100655216,0.986982077935075,0.446442884591537,1.47382293672895,-2.70622119525441,18.0
107765.976466988,183303.116904367,27.65,42157.86,60.88294572851008,36.197799147394704,80.33098552282874,54.97506679552426,90.81487470285116,78.09797932169643,0.949508731631984,1.0279100655216,0.996982077935075,0.436442884591537,1.50382293672895,-2.78622119525441,19.0
107766.261271649,183302.695111169,27.65,42157.67,63.99133500250144,39.60995169136611,85.17668893938934,60.62125835596662,93.7896743193889,85.32442100445638,0.949508731631984,1.0279100655216,0.996982077935075,0.466097098353185,1.49392601386195,-2.72622119525441,20.0
107766.56637427,183302.245245747,27.65,42157.47,66.62052767962028,42.472729346443664,85.9147053354282,63.846607993089336,93.78794652040956,90.20005465543423,0.939442887348226,1.0379100655216,0.996755823163814,0.4959405177234,1.47422605722415,-2.50926659102843,21.0
107766.892948944,183301.764861571,27.65,42157.26,69.01709021803725,44.17673733956156,90.57976505349072,65.45880861335725,95.83974730473368,92.73269908699339,0.939442887348226,1.0279100655216,0.996747014182067,0.4859405177234,1.46422605722415,-2.47926659102843,22.0
107767.075736597,183301.496034683,27.65,42157.16,69.97635954077921,44.74475206315185,91.74832671714077,66.66803623710895,97.14795927672594,93.99935095238946,0.939442887348226,1.0279100655216,0.996747014182067,0.4659405177234,1.45422605722415,-2.54926659102843,23.0
107767.422922002,183300.984667496,27.6553312,42156.94,71.65584774024397,45.880799591058896,93.89265912529355,69.28825619645004,97.70922014781274,95.26622256112357,0.949442887348226,1.0279100655216,0.996747014182067,0.4659405177234,1.45422605722415,-2.65926659102843,24.0
107767.738296945,183300.519553374,27.6768191999995,42156.74,72.37592507617553,47.01687121852017,94.08772419431529,69.4898244273573,100.14548752054412,93.81838723181174,0.949423213927552,1.0279100655216,0.996747014182067,0.4559405177234,1.48422605722415,-2.61926659102843,25.0
107768.012033841,183300.116110994,27.705987199999,42156.54,72.8560750539003,46.73285105283332,94.8681934234743,68.68356251618269,103.71822701730565,93.637427995168,0.949423213927552,1.0279100655216,1.00674701418207,0.4559405177234,1.49422605722415,-2.65926659102843,26.0
107768.314201818,183299.671774851,27.7320665999995,42156.34,72.8560750539003,45.59678544923084,96.43013069671045,67.67577642680959,106.17092706425626,94.36129184571787,0.949423213927552,1.0279100655216,1.01674701418207,0.4359405177234,1.53422605722415,-2.72926659102843,27.0
